strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_966,Lactobacillus,reveal,Positive,Aerobic,2.93
STR_993,Clostridium,without,Positive,Microaerophilic,0.9
STR_644,Pseudomonas,themselves,Positive,Microaerophilic,1.85
STR_481,Streptococcus,purpose,Negative,Facultative Anaerobe,4.13
STR_793,Pseudomonas,charge,Negative,Anaerobic,1.96
STR_294,Pseudomonas,nice,Negative,Microaerophilic,7.55
STR_496,Staphylococcus,with,Positive,Microaerophilic,1.52
STR_930,Clostridium,another,Positive,Anaerobic,8.52
STR_619,Clostridium,great,Negative,Anaerobic,3.82
STR_405,Pseudomonas,represent,Positive,Aerobic,8.88
STR_944,Streptococcus,end,Positive,Aerobic,6.98
STR_562,Streptococcus,bank,Negative,Facultative Anaerobe,8.91
STR_147,Staphylococcus,conference,Negative,Aerobic,2.05
STR_890,Pseudomonas,last,Negative,Facultative Anaerobe,4.98
STR_946,Lactobacillus,yet,Positive,Anaerobic,6.28
STR_138,Staphylococcus,guy,Positive,Anaerobic,4.22
STR_783,Pseudomonas,large,Positive,Microaerophilic,7.8
STR_299,Bacillus,through,Positive,Aerobic,6.13
STR_705,Lactobacillus,simple,Positive,Facultative Anaerobe,4.34
STR_170,Streptococcus,pay,Positive,Facultative Anaerobe,8.2
STR_131,Streptococcus,explain,Positive,Facultative Anaerobe,8.62
STR_612,Bacillus,young,Positive,Facultative Anaerobe,4.29
STR_882,Streptococcus,power,Negative,Microaerophilic,3.39
STR_796,Staphylococcus,consumer,Positive,Facultative Anaerobe,4.87
STR_328,Clostridium,television,Negative,Anaerobic,1.01
STR_637,Streptococcus,customer,Positive,Facultative Anaerobe,5.62
STR_802,Lactobacillus,recognize,Negative,Aerobic,9.0
STR_881,Lactobacillus,tree,Negative,Anaerobic,7.91
STR_945,Staphylococcus,nothing,Positive,Aerobic,8.68
STR_777,Bacillus,opportunity,Positive,Facultative Anaerobe,0.68
STR_610,Staphylococcus,protect,Negative,Microaerophilic,4.11
STR_178,Bacillus,officer,Negative,Aerobic,5.04
STR_420,Lactobacillus,fish,Negative,Anaerobic,1.21
STR_156,Pseudomonas,thing,Negative,Anaerobic,4.8
STR_805,Clostridium,decide,Negative,Aerobic,1.33
STR_719,Clostridium,product,Negative,Anaerobic,3.1
STR_980,Lactobacillus,health,Negative,Anaerobic,1.34
STR_216,Pseudomonas,prove,Positive,Microaerophilic,9.42
STR_833,Bacillus,us,Negative,Microaerophilic,3.62
STR_189,Bacillus,majority,Negative,Aerobic,6.41
STR_728,Clostridium,professional,Negative,Aerobic,9.16
STR_335,Pseudomonas,hold,Positive,Facultative Anaerobe,1.17
STR_507,Clostridium,face,Negative,Aerobic,1.01
STR_107,Staphylococcus,either,Negative,Anaerobic,6.72
STR_415,Lactobacillus,former,Negative,Aerobic,9.65
STR_359,Pseudomonas,parent,Positive,Anaerobic,7.28
STR_500,Clostridium,poor,Negative,Microaerophilic,3.82
STR_181,Lactobacillus,whose,Negative,Microaerophilic,8.35
STR_572,Streptococcus,six,Positive,Aerobic,1.15
STR_903,Clostridium,after,Negative,Facultative Anaerobe,9.8
STR_550,Pseudomonas,including,Negative,Aerobic,8.21
STR_845,Pseudomonas,suddenly,Positive,Anaerobic,7.68
STR_161,Bacillus,air,Positive,Facultative Anaerobe,9.8
STR_811,Pseudomonas,should,Negative,Aerobic,1.51
STR_279,Lactobacillus,the,Negative,Microaerophilic,8.44
STR_273,Pseudomonas,keep,Positive,Anaerobic,2.13
STR_783,Streptococcus,series,Negative,Anaerobic,2.94
STR_212,Clostridium,artist,Negative,Aerobic,3.2
STR_301,Streptococcus,deal,Negative,Microaerophilic,4.92
