strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_727,Pseudomonas,animal,Positive,Microaerophilic,1.11
STR_105,Clostridium,break,Positive,Aerobic,4.67
STR_117,Staphylococcus,key,Positive,Microaerophilic,1.32
STR_491,Streptococcus,job,Positive,Aerobic,9.92
STR_864,Pseudomonas,foreign,Negative,Microaerophilic,1.04
STR_258,Lactobacillus,bank,Positive,Anaerobic,8.07
STR_894,Clostridium,new,Positive,Facultative Anaerobe,9.58
STR_177,Clostridium,born,Negative,Microaerophilic,4.82
STR_418,Clostridium,before,Positive,Aerobic,2.34
STR_749,Lactobacillus,improve,Negative,Aerobic,1.56
STR_715,Lactobacillus,enough,Negative,Aerobic,7.25
STR_478,Bacillus,laugh,Positive,Microaerophilic,6.7
STR_257,Staphylococcus,ahead,Positive,Aerobic,3.74
STR_561,Pseudomonas,service,Positive,Facultative Anaerobe,1.88
STR_148,Pseudomonas,act,Positive,Microaerophilic,8.64
STR_422,Streptococcus,marriage,Negative,Facultative Anaerobe,1.85
STR_190,Streptococcus,piece,Negative,Aerobic,4.77
STR_751,Clostridium,hand,Negative,Facultative Anaerobe,7.66
STR_428,Staphylococcus,adult,Positive,Microaerophilic,8.94
STR_847,Staphylococcus,speak,Negative,Anaerobic,0.93
STR_861,Pseudomonas,soon,Negative,Microaerophilic,3.39
STR_639,Pseudomonas,difference,Positive,Anaerobic,2.27
STR_468,Bacillus,personal,Negative,Microaerophilic,8.18
STR_964,Lactobacillus,public,Positive,Microaerophilic,5.05
STR_716,Pseudomonas,staff,Negative,Microaerophilic,9.02
STR_513,Clostridium,population,Negative,Microaerophilic,9.21
STR_340,Clostridium,his,Negative,Microaerophilic,4.09
STR_661,Streptococcus,field,Negative,Facultative Anaerobe,7.52
STR_878,Streptococcus,performance,Negative,Anaerobic,5.99
STR_829,Clostridium,charge,Negative,Microaerophilic,6.6
STR_817,Streptococcus,respond,Negative,Aerobic,0.94
STR_866,Staphylococcus,station,Positive,Aerobic,5.74
STR_828,Lactobacillus,success,Negative,Anaerobic,6.3
STR_430,Clostridium,change,Negative,Aerobic,5.35
STR_401,Bacillus,person,Negative,Microaerophilic,2.73
STR_572,Pseudomonas,safe,Negative,Aerobic,5.19
STR_319,Lactobacillus,employee,Positive,Microaerophilic,5.45
STR_167,Streptococcus,girl,Negative,Facultative Anaerobe,7.77
STR_537,Pseudomonas,meet,Negative,Anaerobic,5.89
STR_125,Bacillus,black,Negative,Aerobic,2.71
STR_808,Streptococcus,than,Positive,Aerobic,6.12
STR_815,Lactobacillus,although,Positive,Aerobic,7.39
STR_280,Bacillus,mention,Positive,Anaerobic,6.47
STR_552,Bacillus,rich,Negative,Anaerobic,5.64
STR_976,Lactobacillus,something,Negative,Facultative Anaerobe,1.69
STR_139,Pseudomonas,must,Negative,Anaerobic,5.02
STR_426,Staphylococcus,end,Positive,Facultative Anaerobe,9.43
STR_144,Staphylococcus,send,Negative,Microaerophilic,6.23
STR_985,Bacillus,appear,Positive,Facultative Anaerobe,3.17
STR_488,Lactobacillus,here,Negative,Aerobic,1.79
STR_626,Pseudomonas,quickly,Positive,Facultative Anaerobe,9.37
STR_275,Staphylococcus,man,Negative,Microaerophilic,7.85
STR_361,Pseudomonas,put,Negative,Facultative Anaerobe,3.27
STR_874,Clostridium,life,Negative,Microaerophilic,2.85
STR_367,Bacillus,suggest,Positive,Aerobic,9.9
STR_807,Streptococcus,organization,Positive,Aerobic,7.88
STR_868,Bacillus,central,Negative,Aerobic,8.85
STR_717,Staphylococcus,learn,Positive,Microaerophilic,0.59
STR_543,Clostridium,join,Positive,Facultative Anaerobe,4.54
STR_112,Clostridium,economy,Positive,Anaerobic,7.36
STR_548,Staphylococcus,remember,Negative,Aerobic,3.12
STR_423,Lactobacillus,nothing,Negative,Aerobic,8.1
STR_872,Lactobacillus,senior,Negative,Anaerobic,0.6
STR_640,Bacillus,environmental,Negative,Microaerophilic,2.92
STR_651,Bacillus,leader,Negative,Anaerobic,9.06
STR_723,Lactobacillus,next,Positive,Facultative Anaerobe,6.85
STR_301,Bacillus,later,Negative,Aerobic,2.58
STR_464,Pseudomonas,add,Negative,Aerobic,2.73
STR_944,Clostridium,choose,Negative,Anaerobic,7.43
STR_576,Bacillus,provide,Negative,Anaerobic,9.43
STR_610,Lactobacillus,professor,Negative,Microaerophilic,0.66
STR_994,Staphylococcus,player,Positive,Microaerophilic,4.35
STR_600,Clostridium,less,Negative,Microaerophilic,2.45
STR_963,Pseudomonas,night,Negative,Microaerophilic,8.89
