strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_581,Lactobacillus,increase,Negative,Facultative Anaerobe,3.47
STR_276,Staphylococcus,season,Positive,Aerobic,2.18
STR_632,Bacillus,thousand,Negative,Anaerobic,3.8
STR_831,Streptococcus,support,Positive,Aerobic,3.68
STR_794,Staphylococcus,smile,Negative,Anaerobic,3.49
STR_655,Lactobacillus,fall,Negative,Microaerophilic,3.92
STR_695,Streptococcus,sometimes,Positive,Anaerobic,5.99
STR_305,Bacillus,admit,Positive,Microaerophilic,0.73
STR_675,Clostridium,save,Negative,Microaerophilic,0.77
STR_408,Pseudomonas,either,Positive,Anaerobic,2.43
STR_534,Clostridium,rise,Negative,Facultative Anaerobe,5.3
STR_538,Clostridium,watch,Positive,Anaerobic,4.42
STR_569,Lactobacillus,network,Negative,Microaerophilic,1.57
STR_676,Pseudomonas,suffer,Negative,Facultative Anaerobe,9.49
STR_539,Streptococcus,receive,Negative,Facultative Anaerobe,9.3
STR_859,Pseudomonas,report,Positive,Microaerophilic,5.2
STR_790,Bacillus,soldier,Negative,Aerobic,5.37
STR_914,Lactobacillus,structure,Positive,Aerobic,6.13
STR_242,Staphylococcus,five,Positive,Facultative Anaerobe,8.82
STR_591,Clostridium,far,Negative,Facultative Anaerobe,8.0
STR_708,Streptococcus,team,Positive,Microaerophilic,9.52
STR_228,Pseudomonas,modern,Negative,Anaerobic,2.08
STR_159,Streptococcus,officer,Positive,Anaerobic,0.63
STR_779,Bacillus,admit,Negative,Facultative Anaerobe,6.33
STR_276,Streptococcus,can,Negative,Anaerobic,6.27
STR_516,Lactobacillus,bill,Negative,Facultative Anaerobe,9.68
STR_300,Lactobacillus,scene,Positive,Aerobic,6.06
STR_325,Clostridium,herself,Positive,Microaerophilic,8.74
STR_354,Bacillus,bill,Positive,Anaerobic,8.6
STR_322,Lactobacillus,off,Negative,Microaerophilic,9.21
STR_617,Staphylococcus,international,Positive,Aerobic,2.2
STR_843,Staphylococcus,guy,Negative,Anaerobic,9.0
STR_424,Clostridium,machine,Negative,Anaerobic,0.66
STR_804,Bacillus,whatever,Negative,Anaerobic,8.32
STR_983,Clostridium,great,Negative,Facultative Anaerobe,1.47
STR_316,Lactobacillus,community,Negative,Anaerobic,6.87
STR_287,Clostridium,much,Positive,Anaerobic,7.4
STR_813,Lactobacillus,number,Negative,Microaerophilic,9.29
STR_292,Streptococcus,until,Negative,Anaerobic,8.5
STR_766,Staphylococcus,all,Positive,Aerobic,9.54
STR_260,Staphylococcus,turn,Positive,Facultative Anaerobe,4.9
STR_100,Clostridium,school,Negative,Aerobic,6.21
STR_903,Clostridium,between,Positive,Aerobic,7.78
STR_328,Lactobacillus,range,Positive,Microaerophilic,7.97
STR_589,Staphylococcus,across,Negative,Aerobic,8.56
STR_812,Lactobacillus,scene,Positive,Aerobic,2.0
STR_740,Clostridium,word,Positive,Facultative Anaerobe,6.47
STR_795,Clostridium,city,Negative,Facultative Anaerobe,8.46
STR_595,Streptococcus,per,Positive,Aerobic,6.62
STR_458,Bacillus,threat,Negative,Anaerobic,1.13
STR_965,Lactobacillus,sometimes,Positive,Aerobic,5.98
STR_394,Staphylococcus,Congress,Negative,Anaerobic,3.39
STR_934,Lactobacillus,live,Positive,Microaerophilic,9.58
STR_553,Pseudomonas,compare,Positive,Anaerobic,5.53
STR_744,Lactobacillus,probably,Negative,Microaerophilic,5.92
STR_213,Bacillus,it,Positive,Microaerophilic,2.72
STR_825,Staphylococcus,affect,Negative,Facultative Anaerobe,3.17
STR_921,Streptococcus,successful,Positive,Facultative Anaerobe,1.59
STR_279,Bacillus,unit,Positive,Microaerophilic,6.47
STR_976,Bacillus,all,Negative,Aerobic,0.76
STR_932,Lactobacillus,impact,Negative,Microaerophilic,7.34
STR_850,Bacillus,woman,Positive,Facultative Anaerobe,7.88
STR_370,Lactobacillus,response,Positive,Aerobic,3.86
STR_787,Streptococcus,final,Negative,Anaerobic,4.57
STR_937,Lactobacillus,question,Positive,Anaerobic,7.01
STR_981,Clostridium,sense,Positive,Anaerobic,1.43
STR_887,Bacillus,reduce,Negative,Facultative Anaerobe,0.73
STR_698,Lactobacillus,pressure,Negative,Microaerophilic,4.89
STR_433,Clostridium,project,Negative,Microaerophilic,9.84
STR_931,Lactobacillus,this,Positive,Microaerophilic,9.13
