strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_318,Bacillus,adult,Negative,Anaerobic,6.05
STR_610,Bacillus,military,Positive,Facultative Anaerobe,6.04
STR_766,Pseudomonas,box,Negative,Aerobic,7.56
STR_594,Staphylococcus,young,Positive,Anaerobic,8.53
STR_673,Pseudomonas,benefit,Negative,Facultative Anaerobe,5.12
STR_177,Pseudomonas,off,Negative,Anaerobic,3.93
STR_656,Lactobacillus,while,Negative,Microaerophilic,2.54
STR_432,Bacillus,degree,Negative,Facultative Anaerobe,6.62
STR_216,Staphylococcus,fact,Positive,Microaerophilic,8.35
STR_138,Bacillus,call,Positive,Facultative Anaerobe,2.95
STR_410,Lactobacillus,radio,Negative,Aerobic,4.27
STR_148,Lactobacillus,treatment,Positive,Facultative Anaerobe,6.52
STR_810,Staphylococcus,order,Negative,Microaerophilic,8.67
STR_102,Staphylococcus,leave,Positive,Aerobic,2.57
STR_591,Pseudomonas,hour,Negative,Aerobic,8.78
STR_967,Lactobacillus,task,Negative,Microaerophilic,9.92
STR_585,Staphylococcus,area,Negative,Anaerobic,9.32
STR_973,Lactobacillus,employee,Negative,Anaerobic,1.83
STR_818,Staphylococcus,last,Positive,Anaerobic,6.34
STR_374,Pseudomonas,price,Negative,Aerobic,5.77
STR_370,Staphylococcus,hand,Positive,Anaerobic,7.33
STR_645,Lactobacillus,practice,Negative,Facultative Anaerobe,6.31
STR_885,Staphylococcus,natural,Positive,Anaerobic,1.97
STR_739,Pseudomonas,since,Positive,Aerobic,8.28
STR_498,Bacillus,field,Negative,Facultative Anaerobe,8.84
STR_120,Clostridium,benefit,Negative,Aerobic,0.74
STR_249,Staphylococcus,under,Positive,Aerobic,4.54
STR_966,Clostridium,citizen,Negative,Anaerobic,1.38
STR_584,Bacillus,house,Positive,Aerobic,3.1
STR_642,Staphylococcus,major,Negative,Anaerobic,1.38
STR_420,Lactobacillus,stop,Negative,Aerobic,1.57
STR_925,Staphylococcus,exactly,Positive,Facultative Anaerobe,1.59
STR_841,Lactobacillus,organization,Negative,Facultative Anaerobe,0.97
STR_141,Pseudomonas,international,Negative,Anaerobic,9.4
STR_777,Staphylococcus,their,Positive,Aerobic,1.9
STR_704,Streptococcus,while,Negative,Anaerobic,8.69
STR_895,Streptococcus,character,Positive,Microaerophilic,0.98
STR_770,Lactobacillus,prove,Negative,Facultative Anaerobe,5.6
STR_695,Bacillus,throw,Negative,Microaerophilic,6.0
STR_513,Lactobacillus,main,Positive,Facultative Anaerobe,8.7
STR_197,Streptococcus,attack,Negative,Facultative Anaerobe,3.78
STR_418,Pseudomonas,against,Negative,Microaerophilic,1.18
STR_479,Lactobacillus,single,Negative,Microaerophilic,9.22
STR_615,Streptococcus,bill,Negative,Facultative Anaerobe,2.98
STR_215,Pseudomonas,safe,Negative,Microaerophilic,5.47
STR_365,Streptococcus,hotel,Negative,Microaerophilic,4.84
STR_123,Streptococcus,college,Positive,Microaerophilic,5.8
STR_934,Lactobacillus,per,Positive,Aerobic,9.95
STR_194,Pseudomonas,population,Negative,Anaerobic,1.21
STR_705,Bacillus,check,Positive,Microaerophilic,1.1
STR_414,Clostridium,energy,Negative,Facultative Anaerobe,0.75
STR_957,Bacillus,national,Positive,Facultative Anaerobe,4.35
STR_222,Clostridium,policy,Positive,Anaerobic,5.93
STR_812,Bacillus,player,Positive,Microaerophilic,4.48
STR_709,Bacillus,war,Negative,Aerobic,6.59
STR_948,Bacillus,address,Negative,Anaerobic,8.74
STR_589,Bacillus,none,Positive,Microaerophilic,6.59
STR_761,Clostridium,do,Negative,Microaerophilic,4.48
STR_217,Staphylococcus,professional,Positive,Aerobic,7.54
STR_857,Clostridium,what,Positive,Microaerophilic,9.86
STR_552,Staphylococcus,unit,Negative,Microaerophilic,4.4
STR_473,Pseudomonas,drug,Negative,Facultative Anaerobe,1.95
STR_746,Lactobacillus,visit,Negative,Facultative Anaerobe,8.73
STR_617,Pseudomonas,medical,Positive,Aerobic,1.58
STR_422,Streptococcus,pay,Positive,Microaerophilic,8.48
STR_547,Clostridium,body,Negative,Aerobic,5.17
STR_832,Clostridium,its,Positive,Aerobic,2.06
STR_653,Bacillus,edge,Positive,Facultative Anaerobe,8.36
STR_888,Streptococcus,scene,Positive,Facultative Anaerobe,7.66
STR_307,Pseudomonas,country,Positive,Aerobic,7.49
STR_120,Pseudomonas,nice,Positive,Microaerophilic,7.1
STR_790,Staphylococcus,born,Negative,Aerobic,3.44
STR_400,Staphylococcus,stuff,Negative,Aerobic,8.02
STR_448,Streptococcus,to,Positive,Anaerobic,5.95
STR_151,Clostridium,the,Negative,Aerobic,4.26
STR_120,Lactobacillus,without,Positive,Microaerophilic,1.27
STR_611,Staphylococcus,still,Positive,Microaerophilic,9.52
STR_349,Pseudomonas,whatever,Negative,Facultative Anaerobe,6.82
STR_120,Lactobacillus,method,Positive,Facultative Anaerobe,9.87
STR_989,Bacillus,early,Positive,Aerobic,2.54
STR_391,Streptococcus,head,Negative,Microaerophilic,3.73
STR_304,Staphylococcus,later,Negative,Facultative Anaerobe,6.98
STR_935,Clostridium,pull,Positive,Microaerophilic,2.5
STR_435,Bacillus,deep,Positive,Anaerobic,6.48
STR_874,Lactobacillus,build,Positive,Aerobic,9.01
STR_396,Bacillus,cost,Negative,Facultative Anaerobe,8.83
STR_376,Bacillus,drug,Positive,Anaerobic,0.57
STR_375,Pseudomonas,also,Negative,Microaerophilic,8.63
STR_403,Streptococcus,company,Negative,Microaerophilic,9.53
STR_528,Pseudomonas,both,Negative,Anaerobic,1.86
STR_587,Bacillus,after,Positive,Facultative Anaerobe,9.17
STR_895,Lactobacillus,recent,Positive,Aerobic,3.3
STR_962,Pseudomonas,various,Negative,Aerobic,0.62
STR_686,Streptococcus,water,Positive,Anaerobic,2.15
STR_795,Pseudomonas,debate,Positive,Aerobic,3.55
STR_397,Streptococcus,possible,Positive,Aerobic,3.94
STR_504,Clostridium,listen,Negative,Anaerobic,4.45
STR_148,Bacillus,pay,Positive,Facultative Anaerobe,4.47
STR_979,Pseudomonas,beautiful,Negative,Anaerobic,8.19
STR_364,Staphylococcus,still,Positive,Microaerophilic,7.96
STR_482,Clostridium,again,Positive,Microaerophilic,0.92
STR_936,Clostridium,center,Negative,Aerobic,6.28
STR_679,Pseudomonas,produce,Positive,Anaerobic,5.74
STR_707,Lactobacillus,throw,Negative,Microaerophilic,4.62
STR_427,Pseudomonas,act,Positive,Facultative Anaerobe,2.45
STR_932,Streptococcus,hospital,Positive,Anaerobic,8.25
STR_785,Lactobacillus,everybody,Negative,Aerobic,3.92
STR_746,Staphylococcus,form,Positive,Facultative Anaerobe,8.92
STR_888,Pseudomonas,nature,Positive,Aerobic,1.34
STR_447,Lactobacillus,church,Positive,Facultative Anaerobe,3.26
STR_647,Staphylococcus,those,Positive,Facultative Anaerobe,8.49
STR_236,Clostridium,way,Negative,Microaerophilic,0.9
STR_990,Staphylococcus,hear,Negative,Microaerophilic,2.51
STR_265,Streptococcus,top,Negative,Facultative Anaerobe,6.21
STR_192,Staphylococcus,believe,Positive,Facultative Anaerobe,6.96
STR_646,Bacillus,performance,Negative,Facultative Anaerobe,6.36
STR_249,Bacillus,song,Negative,Aerobic,1.48
STR_450,Clostridium,music,Negative,Anaerobic,0.86
STR_755,Pseudomonas,every,Negative,Facultative Anaerobe,0.62
STR_327,Clostridium,fight,Negative,Anaerobic,5.28
