strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_216,Bacillus,each,Positive,Aerobic,2.84
STR_857,Clostridium,deep,Negative,Facultative Anaerobe,9.47
STR_494,Streptococcus,drop,Negative,Aerobic,9.61
STR_759,Staphylococcus,international,Positive,Facultative Anaerobe,1.48
STR_506,Lactobacillus,single,Positive,Facultative Anaerobe,6.91
STR_974,Pseudomonas,role,Negative,Facultative Anaerobe,7.4
STR_623,Pseudomonas,whose,Negative,Aerobic,1.27
STR_406,Streptococcus,certainly,Negative,Aerobic,7.28
STR_277,Staphylococcus,have,Positive,Aerobic,8.85
STR_701,Streptococcus,sit,Positive,Facultative Anaerobe,4.36
STR_967,Pseudomonas,discover,Positive,Anaerobic,4.71
STR_328,Lactobacillus,receive,Positive,Microaerophilic,4.89
STR_195,Lactobacillus,seem,Positive,Aerobic,8.96
STR_702,Staphylococcus,brother,Positive,Microaerophilic,3.51
STR_433,Clostridium,land,Positive,Facultative Anaerobe,5.33
STR_684,Lactobacillus,issue,Positive,Facultative Anaerobe,2.76
STR_983,Clostridium,carry,Positive,Facultative Anaerobe,9.34
STR_175,Clostridium,product,Positive,Microaerophilic,4.12
STR_241,Streptococcus,spring,Positive,Aerobic,2.84
STR_427,Staphylococcus,weight,Positive,Aerobic,2.17
STR_221,Bacillus,room,Negative,Aerobic,3.89
STR_832,Staphylococcus,own,Positive,Microaerophilic,8.57
STR_627,Staphylococcus,rise,Negative,Anaerobic,3.4
STR_974,Streptococcus,smile,Positive,Aerobic,2.5
STR_196,Staphylococcus,edge,Negative,Anaerobic,6.9
STR_126,Staphylococcus,third,Positive,Anaerobic,9.98
STR_276,Bacillus,nor,Positive,Anaerobic,1.78
STR_888,Pseudomonas,southern,Negative,Anaerobic,6.84
STR_855,Streptococcus,expert,Positive,Anaerobic,1.45
STR_214,Bacillus,represent,Negative,Microaerophilic,9.87
STR_253,Staphylococcus,school,Positive,Facultative Anaerobe,7.48
STR_337,Bacillus,collection,Negative,Facultative Anaerobe,9.51
STR_388,Clostridium,eye,Negative,Anaerobic,4.14
STR_635,Bacillus,begin,Negative,Microaerophilic,0.89
STR_187,Pseudomonas,change,Negative,Microaerophilic,7.85
STR_103,Streptococcus,bring,Negative,Aerobic,6.26
STR_998,Staphylococcus,huge,Positive,Anaerobic,9.87
STR_871,Streptococcus,gas,Positive,Facultative Anaerobe,3.35
STR_570,Lactobacillus,learn,Negative,Microaerophilic,6.15
STR_743,Lactobacillus,new,Positive,Microaerophilic,8.19
STR_654,Pseudomonas,while,Positive,Facultative Anaerobe,7.69
STR_125,Clostridium,environment,Positive,Microaerophilic,5.69
STR_282,Bacillus,story,Negative,Anaerobic,7.8
STR_162,Streptococcus,lot,Positive,Microaerophilic,9.78
STR_288,Streptococcus,consumer,Positive,Microaerophilic,7.52
STR_378,Lactobacillus,cultural,Negative,Aerobic,3.02
STR_619,Bacillus,nation,Positive,Aerobic,2.26
STR_636,Streptococcus,once,Positive,Microaerophilic,7.41
STR_471,Clostridium,heavy,Positive,Facultative Anaerobe,7.27
STR_797,Bacillus,history,Positive,Facultative Anaerobe,0.79
STR_784,Clostridium,modern,Positive,Facultative Anaerobe,6.54
STR_445,Bacillus,heart,Positive,Aerobic,0.61
STR_151,Pseudomonas,past,Negative,Anaerobic,6.52
STR_463,Bacillus,cell,Positive,Facultative Anaerobe,6.77
STR_236,Lactobacillus,game,Negative,Anaerobic,7.97
