strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_869,Clostridium,suddenly,Negative,Anaerobic,7.21
STR_599,Streptococcus,we,Positive,Anaerobic,8.8
STR_425,Clostridium,movement,Positive,Aerobic,7.66
STR_612,Clostridium,remember,Negative,Aerobic,1.83
STR_818,Pseudomonas,along,Negative,Anaerobic,2.45
STR_398,Lactobacillus,fear,Negative,Microaerophilic,1.93
STR_466,Lactobacillus,than,Positive,Aerobic,6.42
STR_430,Streptococcus,likely,Negative,Anaerobic,6.56
STR_500,Streptococcus,standard,Negative,Microaerophilic,9.46
STR_277,Staphylococcus,your,Positive,Facultative Anaerobe,1.35
STR_418,Pseudomonas,section,Positive,Anaerobic,2.19
STR_559,Staphylococcus,job,Positive,Aerobic,8.43
STR_894,Lactobacillus,leave,Negative,Microaerophilic,5.52
STR_728,Clostridium,game,Negative,Aerobic,4.07
STR_874,Staphylococcus,staff,Positive,Microaerophilic,6.22
STR_145,Pseudomonas,fire,Negative,Anaerobic,8.8
STR_307,Staphylococcus,ball,Negative,Facultative Anaerobe,6.6
STR_726,Bacillus,successful,Negative,Facultative Anaerobe,5.32
STR_630,Lactobacillus,move,Negative,Microaerophilic,3.01
STR_457,Clostridium,data,Negative,Microaerophilic,9.74
STR_691,Streptococcus,side,Positive,Microaerophilic,1.04
STR_471,Streptococcus,everyone,Negative,Facultative Anaerobe,5.9
STR_934,Clostridium,send,Positive,Anaerobic,4.78
STR_867,Bacillus,per,Positive,Anaerobic,6.84
STR_153,Lactobacillus,person,Negative,Facultative Anaerobe,4.93
STR_433,Streptococcus,structure,Positive,Anaerobic,2.25
STR_355,Staphylococcus,impact,Positive,Facultative Anaerobe,4.86
STR_258,Streptococcus,better,Negative,Aerobic,3.78
STR_754,Clostridium,story,Negative,Aerobic,8.26
STR_331,Staphylococcus,politics,Positive,Anaerobic,5.86
STR_920,Bacillus,life,Positive,Anaerobic,7.71
STR_225,Lactobacillus,always,Positive,Aerobic,3.2
STR_646,Pseudomonas,human,Negative,Anaerobic,9.37
STR_936,Bacillus,fire,Negative,Facultative Anaerobe,8.2
STR_236,Pseudomonas,something,Positive,Microaerophilic,6.41
STR_860,Lactobacillus,land,Positive,Facultative Anaerobe,2.73
STR_369,Streptococcus,head,Negative,Facultative Anaerobe,7.82
STR_812,Lactobacillus,year,Negative,Microaerophilic,9.17
