strain_id,genus,species,gram_stain,oxygen_req,colony_diameter_mm
STR_249,Lactobacillus,expert,Negative,Aerobic,7.42
STR_215,Pseudomonas,actually,Positive,Facultative Anaerobe,4.67
STR_466,Staphylococcus,choose,Positive,Aerobic,5.86
STR_304,Bacillus,project,Negative,Facultative Anaerobe,4.13
STR_813,Pseudomonas,her,Negative,Anaerobic,3.25
STR_418,Lactobacillus,gun,Positive,Microaerophilic,1.27
STR_651,Clostridium,go,Negative,Facultative Anaerobe,1.88
STR_691,Bacillus,when,Negative,Microaerophilic,1.96
STR_493,Lactobacillus,fly,Positive,Microaerophilic,3.26
STR_674,Lactobacillus,actually,Positive,Microaerophilic,6.26
STR_760,Staphylococcus,maybe,Positive,Facultative Anaerobe,7.86
STR_498,Pseudomonas,table,Negative,Aerobic,2.41
STR_267,Bacillus,institution,Negative,Aerobic,0.69
STR_283,Clostridium,fine,Negative,Aerobic,9.94
STR_909,Bacillus,Republican,Negative,Aerobic,7.97
STR_245,Staphylococcus,everyone,Negative,Aerobic,7.53
STR_447,Lactobacillus,control,Positive,Aerobic,9.93
STR_732,Bacillus,space,Positive,Facultative Anaerobe,4.05
STR_937,Staphylococcus,recently,Negative,Aerobic,2.68
STR_757,Lactobacillus,center,Negative,Aerobic,1.83
STR_901,Bacillus,relate,Positive,Anaerobic,4.13
STR_147,Lactobacillus,late,Positive,Anaerobic,3.13
STR_937,Pseudomonas,dog,Positive,Microaerophilic,5.73
STR_309,Clostridium,fish,Positive,Facultative Anaerobe,5.98
STR_500,Staphylococcus,computer,Negative,Microaerophilic,0.88
STR_688,Pseudomonas,certain,Negative,Anaerobic,7.45
STR_171,Pseudomonas,operation,Negative,Anaerobic,3.12
STR_862,Pseudomonas,glass,Negative,Facultative Anaerobe,1.27
STR_157,Lactobacillus,then,Positive,Facultative Anaerobe,5.68
STR_890,Lactobacillus,decade,Negative,Microaerophilic,2.82
STR_816,Lactobacillus,enough,Negative,Microaerophilic,3.1
STR_950,Pseudomonas,social,Positive,Microaerophilic,8.2
STR_655,Streptococcus,well,Negative,Aerobic,4.92
STR_598,Pseudomonas,really,Positive,Facultative Anaerobe,9.51
STR_219,Clostridium,design,Positive,Facultative Anaerobe,4.67
STR_900,Staphylococcus,whom,Negative,Anaerobic,7.56
STR_408,Streptococcus,return,Negative,Anaerobic,7.45
STR_902,Lactobacillus,doctor,Negative,Anaerobic,2.79
STR_417,Clostridium,wind,Positive,Microaerophilic,9.33
STR_566,Staphylococcus,fact,Negative,Aerobic,1.56
STR_903,Staphylococcus,none,Negative,Facultative Anaerobe,7.3
STR_997,Bacillus,grow,Positive,Microaerophilic,8.21
STR_958,Bacillus,close,Negative,Anaerobic,2.55
STR_239,Lactobacillus,near,Negative,Aerobic,5.03
STR_247,Clostridium,hold,Negative,Anaerobic,4.64
STR_899,Staphylococcus,image,Negative,Aerobic,6.87
STR_171,Clostridium,player,Positive,Facultative Anaerobe,9.47
STR_590,Lactobacillus,above,Negative,Anaerobic,2.19
