neuron_id,region,firing_rate_hz,spike_amplitude_mv,subject_species
NEUR_4415,Amygdala,92.51,52.27,Danio rerio
NEUR_2578,Hippocampus,12.4,30.07,Danio rerio
NEUR_2175,Cortex,89.13,80.55,Rattus norvegicus
NEUR_7778,Amygdala,92.81,111.19,Danio rerio
NEUR_3540,Thalamus,44.64,117.97,Macaca mulatta
NEUR_3894,Cortex,129.69,98.65,Mus musculus
NEUR_8248,Striatum,65.13,36.46,Danio rerio
NEUR_6497,Striatum,40.88,51.8,Mus musculus
NEUR_2259,Thalamus,67.38,35.33,Macaca mulatta
NEUR_8878,Hippocampus,23.76,52.57,Danio rerio
NEUR_8407,Cerebellum,88.72,92.61,Mus musculus
NEUR_3300,Striatum,139.03,40.65,Danio rerio
NEUR_7495,Thalamus,15.15,20.09,Rattus norvegicus
NEUR_7807,Hypothalamus,142.92,19.0,Danio rerio
NEUR_1193,Amygdala,18.45,95.39,Mus musculus
NEUR_9298,Thalamus,42.49,79.03,Macaca mulatta
NEUR_9936,Hypothalamus,50.73,72.05,Macaca mulatta
NEUR_5158,Cerebellum,21.86,68.54,Macaca mulatta
NEUR_6719,Hippocampus,100.51,43.7,Rattus norvegicus
NEUR_5623,Hippocampus,122.93,78.22,Rattus norvegicus
NEUR_3319,Amygdala,107.33,110.02,Macaca mulatta
NEUR_8829,Hippocampus,75.82,119.38,Rattus norvegicus
NEUR_6010,Cerebellum,114.31,84.17,Danio rerio
NEUR_2271,Cerebellum,71.94,33.02,Mus musculus
NEUR_6875,Cortex,131.26,112.1,Rattus norvegicus
NEUR_5940,Striatum,102.65,81.03,Rattus norvegicus
NEUR_5881,Amygdala,125.28,103.14,Mus musculus
NEUR_1117,Striatum,127.84,101.73,Rattus norvegicus
NEUR_6514,Striatum,94.4,18.11,Macaca mulatta
NEUR_8992,Hippocampus,62.8,43.27,Macaca mulatta
NEUR_1461,Cortex,126.74,94.72,Mus musculus
NEUR_3236,Amygdala,143.34,60.06,Rattus norvegicus
NEUR_2491,Cerebellum,149.12,53.11,Danio rerio
