neuron_id,region,firing_rate_hz,spike_amplitude_mv,subject_species
NEUR_8693,Thalamus,84.38,55.46,Rattus norvegicus
NEUR_7320,Hypothalamus,66.99,27.49,Macaca mulatta
NEUR_5993,Amygdala,51.22,93.88,Rattus norvegicus
NEUR_1478,Thalamus,48.89,104.95,Rattus norvegicus
NEUR_6755,Cerebellum,27.22,55.84,Danio rerio
NEUR_6073,Amygdala,139.84,99.0,Mus musculus
NEUR_6864,Hippocampus,131.66,84.66,Rattus norvegicus
NEUR_1587,Cerebellum,138.5,39.56,Rattus norvegicus
NEUR_9774,Hippocampus,125.27,48.72,Mus musculus
NEUR_7669,Cerebellum,28.82,91.68,Mus musculus
NEUR_3514,Amygdala,33.77,98.59,Rattus norvegicus
NEUR_5881,Amygdala,80.11,113.86,Danio rerio
NEUR_2422,Cortex,92.64,31.84,Mus musculus
NEUR_1219,Amygdala,45.91,57.11,Rattus norvegicus
NEUR_4782,Cortex,0.24,54.37,Mus musculus
NEUR_2030,Hypothalamus,35.49,45.23,Danio rerio
NEUR_6977,Cerebellum,121.23,68.66,Macaca mulatta
NEUR_2217,Cerebellum,75.49,34.15,Danio rerio
NEUR_7144,Hippocampus,58.68,116.36,Danio rerio
NEUR_8770,Amygdala,8.54,46.82,Rattus norvegicus
NEUR_6728,Striatum,121.06,22.56,Macaca mulatta
NEUR_8929,Cerebellum,16.06,61.46,Danio rerio
NEUR_4239,Hippocampus,7.26,82.21,Mus musculus
NEUR_3986,Amygdala,66.68,59.61,Mus musculus
NEUR_5285,Hypothalamus,47.63,86.95,Rattus norvegicus
NEUR_4051,Thalamus,105.28,67.41,Danio rerio
NEUR_9620,Hypothalamus,67.41,51.26,Mus musculus
NEUR_1676,Striatum,25.45,56.53,Macaca mulatta
NEUR_6756,Cerebellum,74.08,37.45,Danio rerio
NEUR_6103,Cerebellum,111.67,48.63,Mus musculus
NEUR_6065,Hippocampus,21.04,86.5,Macaca mulatta
NEUR_6067,Thalamus,10.6,17.84,Macaca mulatta
NEUR_5473,Cortex,74.53,25.72,Mus musculus
NEUR_1334,Cerebellum,149.22,67.5,Mus musculus
