neuron_id,region,firing_rate_hz,spike_amplitude_mv,subject_species
NEUR_6682,Amygdala,56.97,54.41,Danio rerio
NEUR_5177,Thalamus,44.78,26.17,Danio rerio
NEUR_9911,Cerebellum,135.72,104.97,Rattus norvegicus
NEUR_8851,Hippocampus,55.13,69.92,Mus musculus
NEUR_1228,Hypothalamus,98.07,70.43,Danio rerio
NEUR_2174,Cortex,59.86,75.28,Macaca mulatta
NEUR_2102,Thalamus,109.5,84.1,Rattus norvegicus
NEUR_7422,Cortex,71.73,111.39,Mus musculus
NEUR_8841,Striatum,130.75,27.52,Danio rerio
NEUR_5756,Hypothalamus,84.82,25.8,Rattus norvegicus
NEUR_9614,Thalamus,135.36,63.13,Danio rerio
NEUR_3254,Hypothalamus,36.15,61.75,Rattus norvegicus
NEUR_9941,Hippocampus,79.05,90.66,Mus musculus
NEUR_5740,Thalamus,93.94,48.01,Danio rerio
NEUR_2429,Cerebellum,103.44,19.59,Mus musculus
NEUR_1533,Striatum,97.99,74.48,Danio rerio
NEUR_4110,Amygdala,86.32,106.13,Rattus norvegicus
NEUR_1494,Cortex,8.15,57.41,Rattus norvegicus
NEUR_3181,Hypothalamus,145.03,104.09,Danio rerio
NEUR_8225,Cerebellum,62.05,55.82,Macaca mulatta
NEUR_9828,Cerebellum,45.53,25.11,Macaca mulatta
NEUR_3138,Cortex,106.91,60.79,Mus musculus
NEUR_6787,Cortex,146.23,100.37,Danio rerio
NEUR_4557,Amygdala,82.17,94.0,Macaca mulatta
NEUR_1432,Cortex,0.87,53.87,Mus musculus
NEUR_2979,Striatum,36.26,72.07,Rattus norvegicus
NEUR_1329,Amygdala,38.01,53.66,Mus musculus
NEUR_9969,Hippocampus,143.85,88.53,Macaca mulatta
NEUR_8761,Amygdala,119.38,107.31,Danio rerio
NEUR_8578,Cortex,79.33,67.08,Rattus norvegicus
NEUR_2396,Cerebellum,93.98,44.41,Danio rerio
NEUR_9436,Hippocampus,53.78,27.95,Rattus norvegicus
NEUR_6196,Cerebellum,48.5,67.43,Macaca mulatta
NEUR_7405,Striatum,90.44,37.15,Danio rerio
NEUR_5437,Striatum,3.17,101.35,Mus musculus
NEUR_4598,Amygdala,147.11,64.07,Mus musculus
NEUR_8280,Hippocampus,57.89,71.91,Mus musculus
NEUR_1037,Hypothalamus,120.25,115.57,Rattus norvegicus
NEUR_4672,Amygdala,8.16,72.16,Macaca mulatta
NEUR_6830,Hypothalamus,20.3,21.59,Danio rerio
NEUR_6713,Thalamus,127.38,61.85,Macaca mulatta
NEUR_8620,Hypothalamus,114.23,101.31,Rattus norvegicus
NEUR_9012,Hippocampus,46.97,104.25,Mus musculus
NEUR_4140,Striatum,67.32,51.94,Macaca mulatta
NEUR_9867,Amygdala,127.58,65.98,Macaca mulatta
NEUR_5854,Striatum,139.52,75.54,Danio rerio
NEUR_2582,Striatum,104.71,22.39,Mus musculus
NEUR_3872,Amygdala,120.8,60.4,Macaca mulatta
NEUR_8101,Thalamus,97.58,51.57,Macaca mulatta
NEUR_9138,Striatum,7.55,52.48,Danio rerio
NEUR_1665,Striatum,111.66,44.45,Danio rerio
NEUR_7065,Hippocampus,12.61,16.84,Danio rerio
NEUR_3793,Thalamus,1.57,16.04,Mus musculus
NEUR_3209,Striatum,135.98,104.18,Rattus norvegicus
NEUR_3181,Hippocampus,33.14,99.63,Rattus norvegicus
NEUR_8472,Hypothalamus,68.85,110.71,Danio rerio
NEUR_7426,Cerebellum,140.22,89.53,Macaca mulatta
NEUR_7167,Hypothalamus,58.68,32.08,Danio rerio
NEUR_5563,Striatum,89.88,58.59,Mus musculus
NEUR_1514,Cerebellum,12.31,103.65,Rattus norvegicus
NEUR_1429,Cerebellum,18.85,36.82,Rattus norvegicus
NEUR_7915,Striatum,121.93,48.92,Danio rerio
NEUR_7255,Hypothalamus,113.01,75.47,Rattus norvegicus
NEUR_7329,Thalamus,137.34,40.86,Mus musculus
NEUR_2308,Cerebellum,54.6,75.46,Mus musculus
NEUR_4696,Amygdala,138.72,96.58,Rattus norvegicus
NEUR_1998,Hippocampus,97.2,58.26,Rattus norvegicus
NEUR_6487,Cerebellum,94.61,13.32,Danio rerio
NEUR_1196,Hippocampus,70.77,68.87,Rattus norvegicus
NEUR_9757,Striatum,142.99,56.63,Danio rerio
NEUR_6844,Hippocampus,43.73,11.42,Danio rerio
NEUR_9893,Hypothalamus,47.41,87.37,Mus musculus
NEUR_6751,Striatum,25.7,111.23,Mus musculus
NEUR_8130,Hypothalamus,37.73,67.52,Danio rerio
NEUR_9185,Cerebellum,135.36,69.97,Danio rerio
NEUR_3492,Hippocampus,89.27,78.95,Macaca mulatta
NEUR_6840,Striatum,10.18,26.49,Rattus norvegicus
NEUR_7425,Amygdala,40.3,58.29,Danio rerio
NEUR_8575,Amygdala,134.82,53.25,Macaca mulatta
NEUR_1788,Striatum,1.88,22.8,Rattus norvegicus
NEUR_4654,Striatum,133.67,64.73,Danio rerio
NEUR_1763,Cortex,131.65,88.65,Danio rerio
NEUR_7921,Cortex,43.75,45.58,Mus musculus
NEUR_5269,Thalamus,17.26,38.34,Rattus norvegicus
NEUR_6513,Cerebellum,125.01,47.01,Danio rerio
NEUR_1245,Thalamus,98.31,52.2,Danio rerio
NEUR_2766,Cerebellum,56.47,104.77,Danio rerio
NEUR_8425,Amygdala,12.23,100.33,Danio rerio
NEUR_9254,Cortex,69.55,87.9,Danio rerio
NEUR_4692,Hypothalamus,45.75,60.86,Mus musculus
NEUR_6940,Hypothalamus,3.5,26.2,Macaca mulatta
NEUR_4059,Cortex,148.01,62.02,Rattus norvegicus
NEUR_2941,Striatum,17.11,83.06,Danio rerio
NEUR_1688,Cortex,27.41,111.44,Macaca mulatta
NEUR_3454,Amygdala,5.28,43.61,Mus musculus
NEUR_6353,Amygdala,56.28,38.27,Rattus norvegicus
NEUR_4554,Striatum,110.39,30.89,Rattus norvegicus
NEUR_3200,Striatum,87.94,74.37,Macaca mulatta
NEUR_4528,Cerebellum,108.02,18.49,Mus musculus
NEUR_7702,Thalamus,69.44,19.32,Macaca mulatta
NEUR_9705,Amygdala,1.99,69.56,Mus musculus
NEUR_1275,Thalamus,104.1,116.31,Rattus norvegicus
NEUR_7818,Amygdala,138.16,82.59,Macaca mulatta
NEUR_3413,Hippocampus,100.96,109.82,Macaca mulatta
NEUR_3164,Hypothalamus,45.92,110.26,Mus musculus
NEUR_8828,Hippocampus,109.07,47.82,Mus musculus
NEUR_6188,Striatum,97.92,84.63,Rattus norvegicus
NEUR_5317,Striatum,129.21,114.79,Macaca mulatta
NEUR_6860,Cerebellum,43.35,103.21,Macaca mulatta
NEUR_8543,Hypothalamus,18.47,67.74,Mus musculus
NEUR_1120,Hippocampus,94.05,109.31,Mus musculus
NEUR_4782,Thalamus,91.12,82.1,Macaca mulatta
NEUR_9764,Cortex,26.68,115.52,Macaca mulatta
NEUR_5957,Cortex,33.45,89.6,Macaca mulatta
NEUR_1321,Hippocampus,148.25,64.79,Macaca mulatta
NEUR_4728,Cerebellum,30.16,48.82,Macaca mulatta
NEUR_9201,Cortex,142.86,110.45,Mus musculus
NEUR_8605,Striatum,99.92,41.66,Macaca mulatta
NEUR_5365,Hypothalamus,83.41,48.4,Danio rerio
NEUR_5662,Cortex,12.3,41.44,Mus musculus
NEUR_4528,Hippocampus,141.76,15.86,Macaca mulatta
NEUR_7340,Thalamus,88.75,76.01,Danio rerio
NEUR_8400,Hypothalamus,116.13,78.64,Danio rerio
NEUR_4658,Hippocampus,22.04,35.83,Danio rerio
NEUR_5329,Amygdala,81.55,78.05,Rattus norvegicus
NEUR_8192,Striatum,48.62,80.81,Danio rerio
NEUR_5045,Hypothalamus,84.03,119.72,Rattus norvegicus
NEUR_8826,Amygdala,37.7,37.38,Rattus norvegicus
NEUR_2115,Amygdala,86.0,42.48,Mus musculus
