neuron_id,region,firing_rate_hz,spike_amplitude_mv,subject_species
NEUR_1550,Thalamus,6.96,97.53,Danio rerio
NEUR_2264,Amygdala,137.27,100.04,Danio rerio
NEUR_4886,Hippocampus,114.06,47.48,Danio rerio
NEUR_6621,Cerebellum,19.11,12.84,Rattus norvegicus
NEUR_9768,Cortex,26.22,70.34,Danio rerio
NEUR_6844,Striatum,21.3,45.15,Mus musculus
NEUR_8532,Hippocampus,107.73,63.94,Macaca mulatta
NEUR_5575,Amygdala,15.08,106.45,Mus musculus
NEUR_2375,Thalamus,31.27,44.79,Rattus norvegicus
NEUR_1118,Hippocampus,12.03,68.63,Macaca mulatta
NEUR_5872,Hypothalamus,27.77,52.01,Rattus norvegicus
NEUR_3281,Cerebellum,39.02,75.06,Macaca mulatta
NEUR_2723,Cerebellum,60.76,78.13,Mus musculus
NEUR_3582,Striatum,120.67,24.35,Macaca mulatta
NEUR_4240,Cerebellum,77.32,61.98,Macaca mulatta
NEUR_5833,Hippocampus,117.68,115.7,Macaca mulatta
NEUR_8348,Cortex,35.65,84.65,Mus musculus
NEUR_9025,Hippocampus,111.93,110.66,Macaca mulatta
NEUR_1320,Cerebellum,145.9,67.72,Macaca mulatta
NEUR_9630,Hippocampus,83.05,33.32,Macaca mulatta
NEUR_5008,Thalamus,113.06,100.36,Macaca mulatta
NEUR_6543,Striatum,62.9,110.82,Rattus norvegicus
NEUR_3014,Amygdala,130.49,41.73,Rattus norvegicus
NEUR_8644,Amygdala,104.38,50.27,Rattus norvegicus
NEUR_6748,Thalamus,92.38,67.75,Danio rerio
NEUR_5070,Striatum,119.07,51.49,Mus musculus
NEUR_6105,Cerebellum,72.55,85.87,Rattus norvegicus
NEUR_7015,Amygdala,80.76,63.07,Macaca mulatta
NEUR_3069,Cortex,102.66,56.33,Danio rerio
NEUR_2058,Amygdala,107.79,101.5,Danio rerio
NEUR_4534,Hippocampus,144.68,12.84,Danio rerio
NEUR_5705,Hypothalamus,50.52,47.54,Rattus norvegicus
NEUR_2729,Cortex,136.66,13.89,Mus musculus
NEUR_9042,Hippocampus,36.5,111.17,Macaca mulatta
NEUR_6350,Thalamus,26.69,87.47,Mus musculus
NEUR_8987,Hypothalamus,140.5,70.06,Mus musculus
NEUR_1920,Hippocampus,115.53,36.03,Danio rerio
NEUR_1176,Hippocampus,66.11,88.99,Rattus norvegicus
