neuron_id,region,firing_rate_hz,spike_amplitude_mv,subject_species
NEUR_7741,Striatum,85.3,83.35,Macaca mulatta
NEUR_7900,Cerebellum,85.61,109.23,Danio rerio
NEUR_9962,Hippocampus,32.96,88.62,Danio rerio
NEUR_3446,Amygdala,137.56,81.98,Rattus norvegicus
NEUR_9598,Hypothalamus,59.27,76.46,Danio rerio
NEUR_5447,Hypothalamus,124.38,100.9,Danio rerio
NEUR_4792,Amygdala,79.54,38.12,Mus musculus
NEUR_4359,Striatum,96.36,116.42,Rattus norvegicus
NEUR_2548,Cortex,12.25,42.26,Mus musculus
NEUR_6726,Cortex,30.66,21.8,Danio rerio
NEUR_4549,Cerebellum,88.13,84.28,Rattus norvegicus
NEUR_3126,Amygdala,133.8,28.95,Rattus norvegicus
NEUR_2143,Amygdala,22.39,29.53,Danio rerio
NEUR_2591,Cortex,83.32,77.4,Danio rerio
NEUR_8857,Striatum,6.54,95.49,Rattus norvegicus
NEUR_6309,Striatum,64.92,106.73,Rattus norvegicus
NEUR_2707,Cortex,70.77,23.59,Rattus norvegicus
NEUR_6161,Striatum,91.24,84.8,Mus musculus
NEUR_4037,Striatum,29.24,109.5,Danio rerio
NEUR_1875,Amygdala,72.72,55.76,Rattus norvegicus
NEUR_1853,Thalamus,42.22,13.27,Macaca mulatta
NEUR_1483,Striatum,19.44,44.77,Mus musculus
NEUR_4675,Cortex,128.86,58.39,Macaca mulatta
NEUR_8729,Thalamus,141.25,90.17,Macaca mulatta
NEUR_6155,Cortex,70.3,52.29,Danio rerio
NEUR_8730,Hypothalamus,63.72,37.82,Macaca mulatta
NEUR_2893,Cortex,68.68,17.17,Rattus norvegicus
NEUR_7121,Striatum,87.23,52.4,Macaca mulatta
NEUR_5124,Amygdala,124.14,37.05,Mus musculus
NEUR_6296,Hippocampus,74.01,76.61,Rattus norvegicus
NEUR_7066,Cortex,10.3,86.99,Mus musculus
NEUR_9075,Thalamus,3.13,99.49,Mus musculus
NEUR_4603,Striatum,144.12,57.21,Rattus norvegicus
NEUR_5276,Amygdala,53.14,35.4,Macaca mulatta
NEUR_5765,Cortex,34.97,115.1,Danio rerio
NEUR_3339,Cortex,141.05,65.06,Mus musculus
NEUR_8441,Striatum,78.64,21.27,Macaca mulatta
NEUR_8193,Striatum,54.4,67.26,Danio rerio
NEUR_4471,Amygdala,40.52,89.56,Rattus norvegicus
NEUR_4876,Hippocampus,75.78,108.43,Rattus norvegicus
NEUR_2175,Hippocampus,143.23,54.93,Rattus norvegicus
NEUR_8931,Hippocampus,140.34,18.94,Macaca mulatta
NEUR_3133,Hypothalamus,104.5,105.0,Mus musculus
NEUR_6511,Cortex,96.26,62.97,Danio rerio
NEUR_7498,Thalamus,144.6,52.09,Rattus norvegicus
NEUR_3482,Hypothalamus,51.65,87.36,Rattus norvegicus
NEUR_6611,Hippocampus,5.43,104.69,Rattus norvegicus
NEUR_2806,Striatum,109.69,110.1,Macaca mulatta
NEUR_1711,Cerebellum,35.61,42.88,Macaca mulatta
NEUR_8018,Cerebellum,114.47,87.9,Macaca mulatta
NEUR_1697,Hippocampus,14.4,47.55,Danio rerio
NEUR_4121,Hypothalamus,144.24,23.44,Mus musculus
NEUR_1290,Striatum,94.04,40.75,Danio rerio
NEUR_3002,Striatum,70.64,45.42,Rattus norvegicus
NEUR_6973,Striatum,93.07,28.34,Mus musculus
NEUR_8228,Amygdala,86.08,102.51,Mus musculus
NEUR_1931,Amygdala,114.86,35.62,Mus musculus
NEUR_4270,Cerebellum,15.33,87.81,Danio rerio
NEUR_7528,Thalamus,118.67,17.25,Danio rerio
NEUR_5674,Cerebellum,59.95,63.97,Danio rerio
NEUR_7475,Hippocampus,3.71,14.62,Macaca mulatta
NEUR_8420,Striatum,13.05,29.07,Danio rerio
NEUR_9583,Hippocampus,60.09,109.35,Rattus norvegicus
NEUR_6701,Hippocampus,27.08,29.89,Mus musculus
NEUR_9638,Striatum,41.83,71.69,Macaca mulatta
NEUR_2314,Striatum,63.84,29.84,Rattus norvegicus
NEUR_5292,Thalamus,8.66,113.02,Mus musculus
NEUR_8962,Striatum,75.31,69.19,Mus musculus
NEUR_5824,Amygdala,80.22,63.15,Macaca mulatta
NEUR_4829,Cerebellum,14.17,40.85,Danio rerio
NEUR_8811,Hippocampus,103.83,116.9,Rattus norvegicus
NEUR_8456,Hypothalamus,149.34,54.61,Mus musculus
NEUR_3558,Striatum,96.82,66.3,Rattus norvegicus
NEUR_5406,Striatum,111.14,56.29,Danio rerio
NEUR_9087,Hypothalamus,128.24,47.62,Rattus norvegicus
NEUR_4871,Cerebellum,122.89,75.85,Mus musculus
NEUR_2599,Cerebellum,125.28,107.11,Rattus norvegicus
NEUR_3646,Cortex,73.19,17.05,Mus musculus
NEUR_8531,Hippocampus,94.11,80.88,Danio rerio
NEUR_6218,Cortex,5.3,86.78,Mus musculus
NEUR_2931,Thalamus,92.19,62.97,Rattus norvegicus
NEUR_9026,Hypothalamus,24.58,21.68,Macaca mulatta
NEUR_8782,Cortex,11.57,110.17,Danio rerio
NEUR_9744,Cortex,125.47,79.54,Danio rerio
NEUR_9854,Amygdala,143.38,72.97,Danio rerio
NEUR_6329,Hypothalamus,70.89,84.59,Macaca mulatta
NEUR_5886,Thalamus,52.34,94.22,Danio rerio
NEUR_5357,Hippocampus,58.16,81.04,Macaca mulatta
NEUR_8989,Amygdala,139.9,49.94,Rattus norvegicus
NEUR_8944,Striatum,16.3,33.95,Danio rerio
NEUR_2724,Cortex,113.23,10.46,Rattus norvegicus
NEUR_1848,Cortex,49.34,91.1,Danio rerio
NEUR_6643,Hippocampus,101.77,83.36,Danio rerio
NEUR_1176,Cerebellum,34.48,86.94,Danio rerio
NEUR_6863,Thalamus,97.64,112.93,Rattus norvegicus
NEUR_2769,Cerebellum,149.95,70.86,Danio rerio
NEUR_2261,Thalamus,37.08,25.47,Macaca mulatta
NEUR_9272,Hypothalamus,130.17,36.96,Danio rerio
NEUR_1857,Striatum,18.24,102.28,Macaca mulatta
NEUR_7751,Hippocampus,78.07,61.41,Mus musculus
NEUR_6071,Thalamus,69.51,106.93,Rattus norvegicus
NEUR_5394,Hippocampus,18.44,118.73,Rattus norvegicus
NEUR_3237,Amygdala,145.61,21.03,Rattus norvegicus
NEUR_5174,Cerebellum,137.83,65.14,Danio rerio
NEUR_7802,Cerebellum,80.41,10.87,Danio rerio
NEUR_5974,Striatum,4.11,34.41,Mus musculus
NEUR_8389,Cerebellum,108.54,44.0,Danio rerio
NEUR_6289,Striatum,77.25,67.66,Mus musculus
NEUR_6509,Thalamus,70.88,85.05,Danio rerio
NEUR_1035,Cortex,116.57,103.46,Mus musculus
NEUR_8880,Cortex,134.62,23.53,Mus musculus
NEUR_1444,Cerebellum,75.26,95.57,Danio rerio
NEUR_5495,Cerebellum,131.04,72.55,Danio rerio
NEUR_6957,Thalamus,18.67,115.92,Mus musculus
NEUR_8910,Thalamus,105.67,42.23,Macaca mulatta
NEUR_7277,Cortex,5.38,56.7,Rattus norvegicus
NEUR_6706,Thalamus,77.43,71.23,Rattus norvegicus
NEUR_4751,Hypothalamus,8.67,57.6,Danio rerio
NEUR_1390,Hypothalamus,34.03,25.22,Macaca mulatta
NEUR_2187,Cerebellum,12.02,36.7,Macaca mulatta
NEUR_9010,Hypothalamus,133.21,15.06,Rattus norvegicus
NEUR_8026,Thalamus,40.92,117.52,Macaca mulatta
NEUR_4138,Striatum,136.14,13.92,Mus musculus
NEUR_1732,Amygdala,141.95,98.61,Danio rerio
NEUR_4009,Cortex,58.53,32.88,Danio rerio
NEUR_8111,Thalamus,41.52,53.29,Danio rerio
NEUR_8122,Amygdala,58.34,92.42,Macaca mulatta
NEUR_3874,Cerebellum,32.96,38.13,Danio rerio
NEUR_3619,Hypothalamus,47.4,34.55,Mus musculus
NEUR_3647,Hippocampus,142.83,60.6,Macaca mulatta
NEUR_5211,Hypothalamus,145.42,101.86,Danio rerio
NEUR_7329,Striatum,18.12,97.15,Macaca mulatta
NEUR_1973,Cortex,88.0,14.76,Macaca mulatta
NEUR_5380,Cortex,28.25,56.43,Rattus norvegicus
NEUR_2726,Hippocampus,92.04,101.92,Mus musculus
NEUR_7622,Striatum,61.35,32.55,Danio rerio
NEUR_7344,Cortex,74.33,37.57,Macaca mulatta
NEUR_2962,Amygdala,82.23,45.56,Mus musculus
NEUR_6858,Striatum,114.28,99.53,Danio rerio
NEUR_3562,Striatum,49.89,23.06,Rattus norvegicus
NEUR_7695,Cerebellum,122.54,112.04,Rattus norvegicus
NEUR_2056,Thalamus,139.51,29.86,Danio rerio
NEUR_4499,Hippocampus,118.82,116.81,Macaca mulatta
NEUR_3798,Hypothalamus,129.79,37.96,Macaca mulatta
NEUR_9009,Thalamus,108.02,55.76,Mus musculus
NEUR_4146,Hypothalamus,120.96,15.41,Mus musculus
NEUR_2329,Amygdala,13.22,92.75,Macaca mulatta
NEUR_4936,Cortex,109.81,34.06,Danio rerio
NEUR_7605,Cerebellum,21.45,89.74,Mus musculus
NEUR_5578,Cortex,99.2,108.94,Rattus norvegicus
NEUR_9965,Hippocampus,14.21,42.08,Mus musculus
NEUR_6329,Amygdala,94.96,18.94,Danio rerio
NEUR_2143,Cerebellum,109.11,33.5,Danio rerio
NEUR_1755,Hippocampus,21.2,13.54,Rattus norvegicus
NEUR_9221,Striatum,53.26,62.41,Mus musculus
NEUR_4938,Hypothalamus,60.54,75.76,Macaca mulatta
NEUR_9712,Hippocampus,31.14,37.19,Danio rerio
NEUR_4623,Hippocampus,104.99,35.94,Macaca mulatta
NEUR_6730,Amygdala,52.57,100.48,Mus musculus
NEUR_3340,Cerebellum,48.88,73.2,Macaca mulatta
NEUR_1192,Cortex,134.03,98.12,Macaca mulatta
NEUR_8255,Hypothalamus,77.45,61.1,Mus musculus
NEUR_3505,Thalamus,120.25,17.52,Danio rerio
NEUR_4819,Hippocampus,79.04,78.42,Rattus norvegicus
NEUR_4472,Cortex,67.63,69.66,Macaca mulatta
NEUR_7532,Hypothalamus,46.0,88.78,Danio rerio
NEUR_8160,Amygdala,135.43,23.5,Danio rerio
NEUR_3592,Striatum,29.64,89.41,Macaca mulatta
NEUR_3508,Cortex,98.21,85.49,Macaca mulatta
NEUR_9291,Cortex,55.47,94.19,Rattus norvegicus
NEUR_3195,Thalamus,39.6,66.96,Danio rerio
NEUR_6433,Amygdala,140.36,14.87,Danio rerio
NEUR_2248,Hippocampus,95.43,41.31,Macaca mulatta
NEUR_7721,Hypothalamus,52.6,70.65,Danio rerio
NEUR_5516,Cortex,20.27,78.31,Rattus norvegicus
NEUR_5591,Thalamus,129.89,25.15,Macaca mulatta
NEUR_4001,Cortex,32.69,50.8,Rattus norvegicus
NEUR_2681,Hippocampus,33.86,63.0,Macaca mulatta
NEUR_2369,Striatum,94.62,85.91,Macaca mulatta
NEUR_9469,Thalamus,144.88,26.99,Rattus norvegicus
NEUR_3150,Cortex,31.62,53.44,Rattus norvegicus
NEUR_5801,Cerebellum,83.51,109.05,Macaca mulatta
NEUR_6149,Thalamus,80.21,39.67,Macaca mulatta
NEUR_2660,Amygdala,0.23,69.37,Rattus norvegicus
NEUR_6455,Cerebellum,38.79,105.95,Macaca mulatta
NEUR_7478,Amygdala,53.62,69.78,Rattus norvegicus
NEUR_2622,Hippocampus,82.19,32.85,Rattus norvegicus
NEUR_1068,Thalamus,50.43,17.31,Macaca mulatta
NEUR_6288,Amygdala,16.21,25.35,Mus musculus
NEUR_7288,Hypothalamus,80.11,79.4,Macaca mulatta
NEUR_4296,Cortex,86.0,63.35,Danio rerio
NEUR_4044,Hippocampus,144.24,53.89,Danio rerio
NEUR_3372,Cerebellum,45.72,14.78,Rattus norvegicus
NEUR_5456,Thalamus,10.14,119.27,Danio rerio
