neuron_id,region,firing_rate_hz,spike_amplitude_mv,subject_species
NEUR_9504,Cortex,103.78,103.26,Rattus norvegicus
NEUR_8231,Cortex,98.48,103.01,Macaca mulatta
NEUR_4355,Cerebellum,88.5,102.98,Rattus norvegicus
NEUR_5237,Amygdala,89.86,83.55,Danio rerio
NEUR_2530,Hypothalamus,109.02,117.18,Macaca mulatta
NEUR_2585,Cerebellum,55.72,63.66,Danio rerio
NEUR_9726,Cerebellum,12.1,59.71,Macaca mulatta
NEUR_4790,Hippocampus,15.12,91.57,Mus musculus
NEUR_8582,Striatum,18.59,114.3,Rattus norvegicus
NEUR_5805,Cerebellum,144.56,63.53,Danio rerio
NEUR_4067,Cerebellum,119.29,102.09,Macaca mulatta
NEUR_1248,Cerebellum,132.64,115.32,Macaca mulatta
NEUR_9346,Hippocampus,23.06,29.72,Rattus norvegicus
NEUR_5836,Amygdala,32.06,94.96,Danio rerio
NEUR_6889,Cortex,95.44,99.41,Mus musculus
NEUR_1937,Hypothalamus,92.23,77.81,Rattus norvegicus
NEUR_4071,Amygdala,97.53,65.68,Danio rerio
NEUR_3471,Hypothalamus,7.4,58.05,Macaca mulatta
NEUR_9299,Amygdala,133.64,76.32,Mus musculus
NEUR_8012,Cortex,114.6,46.02,Macaca mulatta
NEUR_5996,Cerebellum,142.94,86.84,Macaca mulatta
NEUR_8407,Hippocampus,137.26,20.22,Danio rerio
NEUR_6017,Cerebellum,55.29,70.91,Rattus norvegicus
NEUR_2504,Thalamus,85.02,46.81,Rattus norvegicus
NEUR_2881,Thalamus,108.11,17.44,Danio rerio
NEUR_8923,Cortex,143.45,85.27,Macaca mulatta
NEUR_8260,Hypothalamus,35.37,87.1,Mus musculus
NEUR_3748,Hypothalamus,133.62,115.57,Danio rerio
NEUR_5860,Hippocampus,10.72,70.44,Mus musculus
NEUR_3607,Amygdala,84.8,119.71,Mus musculus
NEUR_7766,Thalamus,117.9,15.94,Danio rerio
NEUR_3168,Striatum,112.16,52.62,Macaca mulatta
NEUR_5116,Hippocampus,30.24,91.43,Macaca mulatta
NEUR_7156,Hippocampus,7.1,51.84,Mus musculus
NEUR_6666,Cortex,148.22,57.55,Danio rerio
NEUR_6389,Hypothalamus,134.53,119.87,Rattus norvegicus
NEUR_3848,Hippocampus,130.65,90.33,Macaca mulatta
NEUR_2403,Amygdala,16.93,14.83,Danio rerio
NEUR_5896,Thalamus,79.04,14.49,Mus musculus
NEUR_3841,Hypothalamus,44.24,75.24,Macaca mulatta
NEUR_8892,Cerebellum,38.84,118.77,Rattus norvegicus
NEUR_3683,Hypothalamus,32.37,109.17,Macaca mulatta
NEUR_5649,Striatum,127.71,73.47,Rattus norvegicus
NEUR_2741,Cortex,85.81,23.3,Rattus norvegicus
NEUR_9383,Thalamus,122.73,83.74,Macaca mulatta
NEUR_3778,Cortex,47.77,85.05,Macaca mulatta
NEUR_3932,Cortex,112.58,91.31,Mus musculus
NEUR_5522,Thalamus,135.07,106.17,Rattus norvegicus
NEUR_2702,Hypothalamus,11.37,20.1,Danio rerio
NEUR_8261,Amygdala,18.27,83.01,Mus musculus
NEUR_9030,Hypothalamus,56.15,76.76,Mus musculus
NEUR_1641,Striatum,17.57,98.26,Mus musculus
NEUR_2240,Hippocampus,125.01,66.98,Rattus norvegicus
NEUR_7040,Thalamus,95.2,86.79,Danio rerio
NEUR_9029,Hypothalamus,16.21,108.2,Rattus norvegicus
NEUR_6388,Striatum,119.76,11.85,Danio rerio
NEUR_2922,Cortex,34.45,19.71,Rattus norvegicus
NEUR_3417,Cortex,76.67,83.6,Rattus norvegicus
NEUR_2672,Hippocampus,122.49,33.27,Danio rerio
NEUR_5738,Cerebellum,139.39,54.43,Rattus norvegicus
NEUR_4977,Hypothalamus,45.36,71.54,Rattus norvegicus
NEUR_9037,Hippocampus,38.7,57.78,Danio rerio
NEUR_1211,Cortex,125.7,112.45,Macaca mulatta
NEUR_2147,Cerebellum,129.2,62.39,Danio rerio
NEUR_9231,Amygdala,52.86,73.08,Macaca mulatta
