neuron_id,region,firing_rate_hz,spike_amplitude_mv,subject_species
NEUR_9899,Amygdala,26.4,31.36,Macaca mulatta
NEUR_6489,Hypothalamus,57.9,52.8,Macaca mulatta
NEUR_8257,Cerebellum,104.91,78.4,Rattus norvegicus
NEUR_7221,Thalamus,42.47,85.41,Mus musculus
NEUR_1674,Cerebellum,139.75,14.99,Rattus norvegicus
NEUR_3411,Hippocampus,36.37,31.19,Mus musculus
NEUR_8731,Striatum,79.95,89.68,Rattus norvegicus
NEUR_3653,Amygdala,45.18,47.45,Danio rerio
NEUR_5754,Hippocampus,58.9,23.53,Mus musculus
NEUR_2514,Cortex,14.45,72.74,Rattus norvegicus
NEUR_6302,Cortex,102.56,29.31,Mus musculus
NEUR_2016,Cortex,113.08,36.62,Macaca mulatta
NEUR_1883,Thalamus,90.92,52.66,Danio rerio
NEUR_3447,Hypothalamus,99.92,62.72,Danio rerio
NEUR_5994,Hypothalamus,96.85,82.24,Rattus norvegicus
NEUR_7005,Hippocampus,83.67,108.52,Mus musculus
NEUR_5768,Striatum,51.3,10.56,Macaca mulatta
NEUR_7908,Hypothalamus,75.74,88.29,Danio rerio
NEUR_6863,Striatum,25.25,12.91,Danio rerio
NEUR_3922,Cortex,51.25,33.27,Macaca mulatta
NEUR_8162,Hippocampus,2.93,92.73,Rattus norvegicus
NEUR_7239,Thalamus,35.18,34.14,Danio rerio
NEUR_4884,Hypothalamus,103.54,104.15,Macaca mulatta
NEUR_7049,Amygdala,56.28,76.97,Danio rerio
NEUR_6882,Cerebellum,129.16,43.95,Macaca mulatta
NEUR_6750,Hippocampus,134.19,46.16,Rattus norvegicus
NEUR_9986,Thalamus,133.67,57.58,Macaca mulatta
NEUR_2810,Striatum,134.73,39.08,Rattus norvegicus
NEUR_3864,Hippocampus,92.74,107.74,Danio rerio
NEUR_9398,Cerebellum,77.8,81.81,Danio rerio
NEUR_4120,Striatum,94.22,84.57,Macaca mulatta
NEUR_8811,Cortex,131.93,29.39,Rattus norvegicus
NEUR_3895,Cerebellum,103.66,75.11,Macaca mulatta
NEUR_1839,Hippocampus,59.06,19.45,Mus musculus
NEUR_6016,Thalamus,95.78,96.29,Rattus norvegicus
NEUR_5250,Thalamus,118.17,119.63,Mus musculus
NEUR_5860,Striatum,104.56,101.83,Rattus norvegicus
NEUR_1333,Hippocampus,140.79,82.86,Rattus norvegicus
NEUR_6530,Amygdala,148.68,83.21,Rattus norvegicus
NEUR_9623,Hippocampus,60.45,61.62,Mus musculus
NEUR_5532,Amygdala,129.71,97.91,Danio rerio
NEUR_8992,Hypothalamus,26.26,117.3,Danio rerio
NEUR_7845,Cortex,22.48,90.69,Mus musculus
NEUR_7440,Cerebellum,87.52,36.6,Rattus norvegicus
NEUR_5615,Cortex,81.74,21.2,Rattus norvegicus
