neuron_id,region,firing_rate_hz,spike_amplitude_mv,subject_species
NEUR_9939,Thalamus,137.19,24.27,Mus musculus
NEUR_4937,Thalamus,106.49,26.98,Danio rerio
NEUR_6498,Hypothalamus,119.99,119.76,Danio rerio
NEUR_8046,Striatum,43.09,113.26,Macaca mulatta
NEUR_7810,Thalamus,98.14,114.27,Mus musculus
NEUR_1340,Amygdala,75.61,34.64,Mus musculus
NEUR_2926,Thalamus,16.08,114.65,Danio rerio
NEUR_2808,Hippocampus,106.23,68.94,Danio rerio
NEUR_6347,Striatum,147.38,99.29,Macaca mulatta
NEUR_9459,Hypothalamus,54.21,106.31,Mus musculus
NEUR_6823,Cerebellum,4.69,47.01,Rattus norvegicus
NEUR_3077,Thalamus,43.4,49.41,Danio rerio
NEUR_8392,Hypothalamus,18.36,110.92,Rattus norvegicus
NEUR_3352,Cerebellum,114.98,111.14,Danio rerio
NEUR_7685,Cerebellum,107.45,55.94,Danio rerio
NEUR_8738,Hypothalamus,72.42,15.4,Mus musculus
NEUR_1837,Hypothalamus,92.38,47.5,Rattus norvegicus
NEUR_5220,Hippocampus,41.77,116.74,Macaca mulatta
NEUR_9570,Cortex,132.58,88.29,Danio rerio
NEUR_7260,Thalamus,30.55,44.68,Danio rerio
NEUR_3035,Cortex,104.49,33.03,Rattus norvegicus
NEUR_7512,Hippocampus,143.4,50.55,Danio rerio
NEUR_9111,Hypothalamus,140.65,25.68,Danio rerio
NEUR_4170,Hypothalamus,43.99,15.47,Danio rerio
NEUR_3657,Hypothalamus,123.38,23.67,Danio rerio
NEUR_6273,Cortex,136.02,67.13,Mus musculus
NEUR_1850,Cerebellum,123.95,102.96,Macaca mulatta
NEUR_2124,Striatum,101.44,53.16,Macaca mulatta
NEUR_4500,Cortex,50.34,77.89,Rattus norvegicus
NEUR_4428,Hypothalamus,119.42,10.43,Rattus norvegicus
NEUR_4783,Striatum,139.94,50.6,Rattus norvegicus
NEUR_9813,Cerebellum,140.09,86.39,Rattus norvegicus
NEUR_8698,Cerebellum,81.03,60.73,Danio rerio
NEUR_3346,Hypothalamus,144.27,19.71,Danio rerio
NEUR_8087,Hypothalamus,109.62,41.14,Danio rerio
NEUR_9284,Cortex,39.15,69.31,Mus musculus
