neuron_id,region,firing_rate_hz,spike_amplitude_mv,subject_species
NEUR_8656,Amygdala,38.51,47.1,Mus musculus
NEUR_4264,Cerebellum,1.6,64.64,Danio rerio
NEUR_1076,Hippocampus,8.65,115.36,Mus musculus
NEUR_5733,Thalamus,26.06,71.29,Danio rerio
NEUR_7813,Cortex,61.48,41.91,Mus musculus
NEUR_9777,Hypothalamus,51.17,82.59,Danio rerio
NEUR_8776,Hippocampus,79.54,20.87,Rattus norvegicus
NEUR_4263,Thalamus,114.84,45.72,Rattus norvegicus
NEUR_6928,Hypothalamus,86.36,45.19,Mus musculus
NEUR_4358,Cerebellum,33.92,78.31,Mus musculus
NEUR_6350,Hypothalamus,95.15,62.98,Macaca mulatta
NEUR_1216,Hypothalamus,108.84,79.58,Rattus norvegicus
NEUR_8755,Striatum,8.87,55.62,Danio rerio
NEUR_1444,Cortex,73.4,42.05,Mus musculus
NEUR_9806,Hippocampus,135.66,70.69,Rattus norvegicus
NEUR_5964,Hypothalamus,132.25,97.9,Mus musculus
NEUR_6396,Hippocampus,126.72,94.18,Mus musculus
NEUR_9225,Cortex,91.62,112.16,Rattus norvegicus
NEUR_8999,Cortex,52.86,65.32,Macaca mulatta
NEUR_2132,Cerebellum,104.0,70.46,Macaca mulatta
NEUR_5023,Thalamus,143.21,64.73,Danio rerio
NEUR_9433,Hippocampus,112.22,13.1,Mus musculus
NEUR_2518,Thalamus,124.0,60.33,Mus musculus
NEUR_6178,Hippocampus,117.63,17.51,Mus musculus
NEUR_5980,Striatum,47.25,48.93,Mus musculus
NEUR_3430,Hypothalamus,50.15,96.7,Mus musculus
NEUR_3225,Cortex,61.65,22.29,Danio rerio
NEUR_1001,Hypothalamus,71.77,56.26,Rattus norvegicus
NEUR_5175,Hippocampus,147.47,28.99,Rattus norvegicus
NEUR_3804,Cerebellum,16.68,44.23,Danio rerio
NEUR_7756,Cortex,144.29,63.66,Danio rerio
NEUR_9179,Cortex,18.54,56.81,Macaca mulatta
NEUR_9315,Amygdala,96.76,29.78,Mus musculus
NEUR_2762,Cortex,133.65,25.08,Rattus norvegicus
NEUR_1474,Amygdala,96.74,106.88,Rattus norvegicus
NEUR_9942,Amygdala,125.87,27.53,Rattus norvegicus
NEUR_3011,Hippocampus,133.01,110.58,Danio rerio
NEUR_9127,Amygdala,80.99,36.68,Macaca mulatta
NEUR_7426,Amygdala,142.8,44.02,Danio rerio
NEUR_8983,Amygdala,101.05,38.03,Danio rerio
NEUR_3355,Cerebellum,139.95,12.66,Danio rerio
NEUR_4524,Thalamus,86.84,111.21,Macaca mulatta
NEUR_1907,Hippocampus,88.34,82.66,Macaca mulatta
NEUR_3720,Cerebellum,49.14,11.39,Mus musculus
NEUR_9832,Hippocampus,84.4,30.91,Macaca mulatta
NEUR_6964,Hippocampus,22.2,17.11,Rattus norvegicus
NEUR_3231,Cortex,120.37,83.54,Danio rerio
NEUR_2443,Thalamus,64.13,35.56,Mus musculus
NEUR_7439,Cerebellum,52.91,29.03,Macaca mulatta
NEUR_7161,Thalamus,124.15,99.93,Macaca mulatta
NEUR_5729,Thalamus,111.62,69.18,Macaca mulatta
NEUR_4869,Cerebellum,137.85,31.33,Mus musculus
NEUR_5835,Cerebellum,33.28,90.9,Mus musculus
NEUR_7192,Cortex,57.58,61.64,Rattus norvegicus
NEUR_1412,Cortex,138.37,94.13,Rattus norvegicus
NEUR_9120,Thalamus,125.35,80.09,Danio rerio
NEUR_8402,Hippocampus,19.8,43.87,Danio rerio
NEUR_6177,Cortex,56.75,30.33,Rattus norvegicus
NEUR_8877,Striatum,100.97,54.4,Macaca mulatta
NEUR_8542,Cortex,127.77,89.72,Mus musculus
NEUR_6346,Hippocampus,97.28,109.68,Mus musculus
NEUR_8395,Cerebellum,72.87,96.6,Rattus norvegicus
NEUR_2106,Amygdala,63.5,13.02,Danio rerio
NEUR_1283,Striatum,107.86,27.95,Rattus norvegicus
NEUR_3051,Hypothalamus,115.0,69.33,Danio rerio
NEUR_9221,Cortex,118.65,79.34,Mus musculus
NEUR_8324,Striatum,22.92,110.7,Mus musculus
