neuron_id,region,firing_rate_hz,spike_amplitude_mv,subject_species
NEUR_4857,Hypothalamus,83.24,38.73,Macaca mulatta
NEUR_2267,Hippocampus,127.41,33.02,Danio rerio
NEUR_8520,Amygdala,117.65,77.14,Danio rerio
NEUR_1498,Cerebellum,24.81,43.76,Macaca mulatta
NEUR_3510,Thalamus,135.4,39.11,Mus musculus
NEUR_3089,Hippocampus,48.93,17.81,Rattus norvegicus
NEUR_6747,Cerebellum,126.06,76.73,Rattus norvegicus
NEUR_9876,Thalamus,15.15,40.32,Danio rerio
NEUR_5325,Thalamus,12.69,82.23,Rattus norvegicus
NEUR_1243,Striatum,2.5,89.46,Danio rerio
NEUR_8494,Amygdala,137.29,67.18,Macaca mulatta
NEUR_6383,Amygdala,22.53,16.19,Rattus norvegicus
NEUR_7472,Striatum,98.58,50.61,Macaca mulatta
NEUR_8698,Cerebellum,13.19,15.24,Danio rerio
NEUR_6840,Thalamus,35.41,26.03,Rattus norvegicus
NEUR_8899,Cerebellum,54.4,36.06,Rattus norvegicus
NEUR_2813,Cerebellum,8.55,18.07,Macaca mulatta
NEUR_6349,Amygdala,123.67,80.65,Rattus norvegicus
NEUR_7375,Amygdala,122.08,101.57,Macaca mulatta
NEUR_5461,Thalamus,91.13,43.39,Danio rerio
NEUR_8109,Striatum,117.74,34.76,Mus musculus
NEUR_5682,Thalamus,36.86,96.98,Macaca mulatta
NEUR_2321,Hypothalamus,62.82,113.13,Rattus norvegicus
NEUR_4524,Amygdala,85.79,116.95,Mus musculus
NEUR_2852,Hippocampus,62.83,36.69,Mus musculus
NEUR_5357,Hippocampus,126.6,95.95,Macaca mulatta
NEUR_5281,Cortex,48.91,79.12,Mus musculus
NEUR_9018,Striatum,68.91,43.12,Danio rerio
NEUR_5762,Amygdala,146.3,37.2,Rattus norvegicus
NEUR_3849,Cerebellum,68.01,78.88,Macaca mulatta
NEUR_5952,Hypothalamus,79.06,96.92,Macaca mulatta
NEUR_6673,Cortex,14.64,74.6,Macaca mulatta
NEUR_7373,Thalamus,0.47,69.7,Mus musculus
NEUR_5494,Amygdala,36.75,43.53,Danio rerio
NEUR_9496,Cerebellum,84.18,19.41,Macaca mulatta
NEUR_9781,Thalamus,135.83,40.89,Mus musculus
NEUR_4584,Hippocampus,118.9,39.97,Macaca mulatta
NEUR_5982,Hippocampus,108.24,14.07,Rattus norvegicus
NEUR_3095,Hypothalamus,39.37,37.2,Danio rerio
NEUR_1036,Striatum,143.75,24.08,Danio rerio
NEUR_9825,Striatum,147.72,76.0,Rattus norvegicus
NEUR_8101,Amygdala,133.81,85.77,Mus musculus
NEUR_8135,Cortex,144.54,33.14,Danio rerio
NEUR_3840,Striatum,89.83,23.5,Rattus norvegicus
