neuron_id,region,firing_rate_hz,spike_amplitude_mv,subject_species
NEUR_2446,Cerebellum,107.65,80.34,Danio rerio
NEUR_2046,Cerebellum,149.77,103.68,Macaca mulatta
NEUR_6914,Cortex,44.15,83.75,Rattus norvegicus
NEUR_6914,Thalamus,16.2,91.39,Danio rerio
NEUR_7964,Hypothalamus,132.08,74.75,Macaca mulatta
NEUR_1357,Cortex,54.07,86.34,Danio rerio
NEUR_6387,Hypothalamus,80.51,45.86,Macaca mulatta
NEUR_3411,Striatum,43.62,60.21,Rattus norvegicus
NEUR_2562,Cerebellum,71.91,23.78,Rattus norvegicus
NEUR_4106,Hippocampus,94.33,76.55,Macaca mulatta
NEUR_4458,Hypothalamus,112.13,18.94,Mus musculus
NEUR_2095,Cerebellum,72.94,62.38,Danio rerio
NEUR_4834,Hypothalamus,2.82,96.72,Rattus norvegicus
NEUR_4060,Amygdala,30.71,74.64,Mus musculus
NEUR_1986,Amygdala,4.83,54.64,Mus musculus
NEUR_7025,Hypothalamus,87.15,16.41,Macaca mulatta
NEUR_2916,Cerebellum,132.98,17.36,Danio rerio
NEUR_8825,Thalamus,82.76,44.88,Rattus norvegicus
NEUR_2250,Cerebellum,22.04,26.12,Mus musculus
NEUR_9308,Striatum,92.06,50.49,Rattus norvegicus
NEUR_1989,Striatum,114.75,88.1,Rattus norvegicus
NEUR_9518,Hypothalamus,37.39,78.24,Mus musculus
NEUR_5528,Thalamus,30.71,62.4,Mus musculus
NEUR_1282,Thalamus,32.01,113.37,Macaca mulatta
NEUR_1651,Cortex,88.12,61.8,Macaca mulatta
NEUR_5438,Hypothalamus,38.99,79.81,Mus musculus
NEUR_8053,Striatum,60.53,39.77,Mus musculus
NEUR_4071,Amygdala,139.42,63.48,Mus musculus
NEUR_6618,Cerebellum,33.67,94.91,Mus musculus
NEUR_7515,Striatum,98.37,98.26,Mus musculus
NEUR_7103,Hypothalamus,69.1,112.22,Rattus norvegicus
NEUR_5063,Hypothalamus,8.72,63.61,Mus musculus
NEUR_2896,Cortex,97.99,117.04,Danio rerio
NEUR_4319,Striatum,128.96,14.56,Rattus norvegicus
NEUR_8337,Amygdala,66.99,94.35,Mus musculus
NEUR_7822,Hypothalamus,102.57,117.08,Mus musculus
NEUR_5989,Hippocampus,98.58,30.67,Danio rerio
NEUR_1532,Amygdala,115.17,105.66,Danio rerio
NEUR_2450,Amygdala,27.63,65.4,Mus musculus
NEUR_3355,Hippocampus,27.12,101.91,Rattus norvegicus
NEUR_2260,Hippocampus,53.95,59.16,Mus musculus
NEUR_9131,Striatum,135.41,57.37,Rattus norvegicus
NEUR_7955,Hypothalamus,52.44,90.43,Macaca mulatta
NEUR_4272,Cerebellum,118.64,107.56,Macaca mulatta
NEUR_9813,Cortex,38.61,66.46,Rattus norvegicus
NEUR_2206,Striatum,52.47,58.94,Rattus norvegicus
NEUR_3319,Cerebellum,149.83,89.56,Macaca mulatta
NEUR_4789,Thalamus,69.69,22.74,Macaca mulatta
NEUR_8723,Thalamus,96.7,60.55,Rattus norvegicus
NEUR_1357,Striatum,7.34,40.29,Mus musculus
NEUR_2548,Amygdala,102.7,104.86,Danio rerio
NEUR_1071,Striatum,9.49,75.85,Mus musculus
NEUR_4601,Thalamus,48.77,66.01,Rattus norvegicus
NEUR_2597,Thalamus,49.93,108.37,Mus musculus
NEUR_3845,Cerebellum,14.08,91.3,Danio rerio
NEUR_7835,Cerebellum,142.92,15.15,Danio rerio
NEUR_6349,Hippocampus,5.19,12.63,Mus musculus
NEUR_1049,Cortex,59.35,77.71,Danio rerio
NEUR_5837,Hypothalamus,127.16,66.7,Macaca mulatta
NEUR_4474,Striatum,99.6,31.58,Mus musculus
NEUR_6281,Thalamus,12.54,31.45,Mus musculus
NEUR_9312,Hippocampus,78.86,97.49,Rattus norvegicus
NEUR_3883,Amygdala,135.19,95.45,Danio rerio
NEUR_1659,Hypothalamus,121.11,49.68,Danio rerio
NEUR_6154,Hippocampus,90.8,70.03,Rattus norvegicus
NEUR_6994,Hippocampus,80.74,78.74,Danio rerio
NEUR_5347,Cerebellum,34.33,21.33,Danio rerio
NEUR_6628,Amygdala,21.45,75.91,Macaca mulatta
NEUR_9199,Hypothalamus,125.69,119.44,Mus musculus
NEUR_3063,Hypothalamus,55.43,37.73,Mus musculus
NEUR_6441,Striatum,134.12,38.14,Rattus norvegicus
NEUR_9658,Hippocampus,94.04,13.75,Danio rerio
NEUR_1329,Hypothalamus,76.18,96.99,Danio rerio
NEUR_5877,Cerebellum,44.12,35.21,Danio rerio
NEUR_5031,Hippocampus,103.92,106.91,Mus musculus
NEUR_5670,Hypothalamus,29.54,75.05,Macaca mulatta
NEUR_7727,Cerebellum,96.82,34.34,Rattus norvegicus
NEUR_6732,Cerebellum,44.82,119.68,Mus musculus
NEUR_4327,Cortex,45.54,62.89,Rattus norvegicus
NEUR_3167,Cerebellum,49.65,75.61,Rattus norvegicus
NEUR_6776,Cortex,70.48,26.07,Rattus norvegicus
NEUR_6276,Cerebellum,53.35,44.22,Macaca mulatta
NEUR_2088,Cortex,31.2,62.23,Danio rerio
NEUR_4340,Hippocampus,30.27,104.49,Macaca mulatta
NEUR_2481,Striatum,58.87,48.63,Mus musculus
NEUR_1535,Hippocampus,42.18,36.33,Macaca mulatta
NEUR_8392,Hippocampus,46.74,42.77,Macaca mulatta
NEUR_4374,Thalamus,114.07,118.05,Mus musculus
NEUR_4870,Thalamus,120.81,42.13,Mus musculus
NEUR_6027,Thalamus,59.54,102.31,Danio rerio
NEUR_2027,Cortex,11.61,28.57,Macaca mulatta
NEUR_5575,Hippocampus,54.6,98.5,Danio rerio
NEUR_1181,Striatum,93.21,104.18,Mus musculus
NEUR_4794,Hypothalamus,75.35,95.94,Danio rerio
NEUR_1904,Thalamus,75.95,55.27,Macaca mulatta
NEUR_9283,Amygdala,145.49,82.68,Rattus norvegicus
NEUR_8292,Cortex,119.35,64.54,Macaca mulatta
NEUR_7701,Striatum,55.02,44.48,Mus musculus
NEUR_3593,Amygdala,135.84,97.84,Mus musculus
NEUR_8963,Striatum,51.29,81.49,Rattus norvegicus
NEUR_4394,Amygdala,39.99,101.6,Macaca mulatta
NEUR_4269,Striatum,46.35,82.62,Rattus norvegicus
NEUR_7478,Cortex,138.94,33.56,Danio rerio
NEUR_1642,Cortex,128.34,58.32,Danio rerio
NEUR_5788,Amygdala,91.83,74.15,Rattus norvegicus
NEUR_6123,Striatum,40.05,110.58,Danio rerio
NEUR_1574,Striatum,42.85,72.56,Danio rerio
NEUR_1482,Hippocampus,79.14,89.09,Danio rerio
NEUR_5946,Hypothalamus,65.13,63.26,Rattus norvegicus
NEUR_4048,Cerebellum,86.09,36.91,Mus musculus
NEUR_9890,Thalamus,134.02,59.33,Danio rerio
NEUR_3519,Hypothalamus,116.12,29.45,Macaca mulatta
NEUR_7755,Striatum,131.65,32.8,Macaca mulatta
NEUR_8852,Amygdala,78.33,100.66,Mus musculus
NEUR_7149,Amygdala,114.71,62.85,Macaca mulatta
NEUR_6062,Hypothalamus,131.11,94.92,Danio rerio
NEUR_9477,Amygdala,116.64,29.87,Rattus norvegicus
NEUR_7971,Cerebellum,143.37,58.58,Rattus norvegicus
NEUR_3352,Hypothalamus,145.8,67.06,Danio rerio
NEUR_5283,Striatum,120.12,41.67,Macaca mulatta
NEUR_1102,Hippocampus,24.4,82.56,Macaca mulatta
NEUR_8104,Striatum,111.08,71.12,Mus musculus
NEUR_3417,Striatum,143.35,84.6,Danio rerio
NEUR_3816,Amygdala,2.04,56.0,Rattus norvegicus
NEUR_1213,Striatum,59.27,51.43,Mus musculus
NEUR_4342,Amygdala,84.41,70.06,Danio rerio
NEUR_5166,Amygdala,149.32,35.11,Danio rerio
NEUR_7997,Amygdala,141.43,87.73,Mus musculus
NEUR_5013,Hippocampus,32.57,40.01,Macaca mulatta
NEUR_6397,Hippocampus,109.41,27.52,Rattus norvegicus
NEUR_8028,Striatum,51.75,89.96,Danio rerio
NEUR_3150,Hippocampus,50.56,21.56,Macaca mulatta
NEUR_5605,Thalamus,78.08,48.01,Mus musculus
NEUR_5909,Thalamus,31.15,44.05,Rattus norvegicus
NEUR_6504,Hypothalamus,3.52,84.08,Rattus norvegicus
NEUR_8544,Cortex,49.11,15.14,Danio rerio
NEUR_9687,Thalamus,120.06,94.52,Macaca mulatta
NEUR_6595,Hypothalamus,139.06,49.74,Rattus norvegicus
NEUR_5744,Cerebellum,64.21,80.68,Danio rerio
NEUR_3021,Cortex,11.97,18.19,Rattus norvegicus
NEUR_4928,Cortex,109.7,88.79,Danio rerio
NEUR_8708,Hypothalamus,10.73,42.78,Rattus norvegicus
NEUR_7315,Cerebellum,83.3,21.32,Mus musculus
NEUR_7927,Cortex,143.46,20.47,Mus musculus
NEUR_2745,Striatum,20.97,62.19,Danio rerio
