neuron_id,region,firing_rate_hz,spike_amplitude_mv,subject_species
NEUR_6634,Hypothalamus,54.49,118.63,Danio rerio
NEUR_1614,Cerebellum,53.39,38.75,Macaca mulatta
NEUR_8207,Cerebellum,111.91,94.28,Danio rerio
NEUR_1097,Striatum,45.84,84.33,Macaca mulatta
NEUR_6808,Thalamus,49.83,87.86,Rattus norvegicus
NEUR_3765,Hippocampus,102.78,96.21,Rattus norvegicus
NEUR_5388,Cortex,140.76,108.62,Danio rerio
NEUR_2141,Striatum,47.62,100.2,Macaca mulatta
NEUR_7185,Cerebellum,29.37,14.19,Danio rerio
NEUR_8729,Cortex,83.39,74.65,Mus musculus
NEUR_4436,Striatum,129.77,33.9,Rattus norvegicus
NEUR_1836,Hippocampus,35.5,17.22,Rattus norvegicus
NEUR_1318,Thalamus,10.1,96.92,Rattus norvegicus
NEUR_9177,Hippocampus,71.23,45.81,Danio rerio
NEUR_1305,Hypothalamus,88.34,28.95,Rattus norvegicus
NEUR_7774,Cerebellum,76.15,46.46,Macaca mulatta
NEUR_9776,Hippocampus,36.91,36.72,Macaca mulatta
NEUR_9867,Cortex,118.27,75.41,Danio rerio
NEUR_5126,Thalamus,114.37,115.56,Rattus norvegicus
NEUR_9190,Thalamus,26.31,118.77,Rattus norvegicus
NEUR_9808,Thalamus,53.88,117.56,Rattus norvegicus
NEUR_8019,Cerebellum,96.69,40.23,Mus musculus
NEUR_4330,Cerebellum,0.18,111.02,Macaca mulatta
NEUR_6253,Hippocampus,25.92,29.32,Rattus norvegicus
NEUR_2822,Cerebellum,30.09,98.5,Rattus norvegicus
NEUR_7899,Cerebellum,45.04,80.05,Rattus norvegicus
NEUR_7442,Striatum,142.51,22.36,Mus musculus
NEUR_9682,Cerebellum,147.23,114.35,Macaca mulatta
NEUR_1435,Amygdala,3.76,29.02,Rattus norvegicus
NEUR_4686,Cortex,80.98,114.91,Danio rerio
NEUR_5181,Striatum,21.83,72.15,Macaca mulatta
NEUR_8104,Hippocampus,71.24,29.75,Rattus norvegicus
NEUR_5865,Hippocampus,77.67,89.09,Danio rerio
NEUR_2956,Cerebellum,43.81,61.64,Mus musculus
NEUR_7941,Thalamus,141.58,69.04,Mus musculus
NEUR_8066,Hippocampus,61.97,43.13,Rattus norvegicus
NEUR_5860,Cortex,108.99,44.64,Mus musculus
NEUR_6472,Amygdala,19.66,58.76,Danio rerio
NEUR_8405,Hippocampus,53.38,28.65,Rattus norvegicus
NEUR_1895,Hippocampus,104.53,117.8,Mus musculus
NEUR_5125,Hippocampus,95.29,107.07,Rattus norvegicus
NEUR_8751,Hypothalamus,60.2,90.25,Danio rerio
NEUR_2711,Amygdala,99.83,55.21,Rattus norvegicus
NEUR_4315,Cortex,14.25,39.06,Rattus norvegicus
NEUR_7310,Cortex,136.66,113.59,Mus musculus
NEUR_4901,Cortex,26.87,13.75,Macaca mulatta
NEUR_1872,Hippocampus,32.16,11.46,Macaca mulatta
NEUR_6873,Amygdala,26.2,40.71,Mus musculus
NEUR_6067,Cortex,90.73,43.99,Danio rerio
NEUR_4415,Hypothalamus,89.11,83.17,Macaca mulatta
NEUR_5405,Hypothalamus,100.49,110.99,Mus musculus
NEUR_5813,Amygdala,81.19,68.96,Macaca mulatta
NEUR_5587,Thalamus,132.06,61.91,Danio rerio
NEUR_2688,Hypothalamus,37.51,59.97,Rattus norvegicus
NEUR_7757,Amygdala,149.23,29.39,Danio rerio
NEUR_9989,Thalamus,17.56,117.02,Danio rerio
NEUR_3860,Cerebellum,98.99,21.03,Mus musculus
NEUR_8824,Hippocampus,23.91,45.23,Rattus norvegicus
NEUR_6027,Cortex,85.94,81.59,Mus musculus
NEUR_5896,Striatum,103.99,40.72,Rattus norvegicus
NEUR_1252,Cortex,82.82,59.08,Rattus norvegicus
NEUR_7026,Cerebellum,19.91,24.53,Danio rerio
NEUR_8709,Hippocampus,64.37,82.97,Danio rerio
NEUR_9172,Hippocampus,132.42,75.88,Macaca mulatta
NEUR_5839,Hypothalamus,46.62,48.97,Danio rerio
NEUR_3984,Cerebellum,115.28,75.67,Macaca mulatta
NEUR_5388,Cerebellum,119.12,62.35,Rattus norvegicus
NEUR_2262,Cortex,68.99,39.15,Mus musculus
NEUR_3980,Hippocampus,137.49,102.2,Rattus norvegicus
NEUR_6675,Thalamus,46.33,59.05,Macaca mulatta
NEUR_6840,Hippocampus,124.81,89.64,Mus musculus
NEUR_9066,Hippocampus,115.0,83.39,Rattus norvegicus
NEUR_4618,Striatum,143.62,105.63,Rattus norvegicus
NEUR_7336,Cortex,103.89,96.18,Danio rerio
NEUR_8325,Thalamus,142.49,37.49,Mus musculus
NEUR_2839,Amygdala,97.3,119.31,Macaca mulatta
NEUR_5035,Hippocampus,144.66,110.97,Mus musculus
NEUR_3744,Cerebellum,123.66,110.43,Danio rerio
