neuron_id,region,firing_rate_hz,spike_amplitude_mv,subject_species
NEUR_5185,Cerebellum,96.91,52.0,Mus musculus
NEUR_6654,Thalamus,45.31,84.91,Danio rerio
NEUR_2842,Cerebellum,11.61,102.02,Mus musculus
NEUR_5954,Cortex,47.84,12.17,Danio rerio
NEUR_1839,Amygdala,51.66,46.09,Macaca mulatta
NEUR_5587,Amygdala,65.73,68.55,Danio rerio
NEUR_3405,Amygdala,21.32,10.83,Mus musculus
NEUR_2190,Cerebellum,46.72,94.92,Macaca mulatta
NEUR_4331,Cerebellum,62.14,67.97,Rattus norvegicus
NEUR_6980,Amygdala,72.55,76.47,Macaca mulatta
NEUR_5171,Cortex,56.45,101.98,Macaca mulatta
NEUR_3356,Striatum,6.36,91.71,Mus musculus
NEUR_4461,Cerebellum,52.1,55.12,Mus musculus
NEUR_7645,Hippocampus,90.74,11.19,Danio rerio
NEUR_8529,Amygdala,77.97,99.05,Macaca mulatta
NEUR_3753,Amygdala,86.03,81.69,Rattus norvegicus
NEUR_4985,Cortex,131.7,83.11,Macaca mulatta
NEUR_3545,Amygdala,8.66,32.37,Macaca mulatta
NEUR_2861,Hypothalamus,104.41,95.13,Danio rerio
NEUR_6429,Hypothalamus,131.85,69.07,Macaca mulatta
NEUR_5630,Hippocampus,138.55,29.81,Rattus norvegicus
NEUR_9776,Cortex,18.64,106.17,Macaca mulatta
NEUR_8187,Striatum,28.18,31.45,Macaca mulatta
NEUR_3595,Striatum,62.79,83.16,Rattus norvegicus
NEUR_5623,Hippocampus,93.2,117.68,Macaca mulatta
NEUR_5699,Hippocampus,85.24,46.71,Mus musculus
NEUR_9074,Thalamus,35.29,21.02,Rattus norvegicus
NEUR_4432,Striatum,59.05,26.5,Macaca mulatta
NEUR_2402,Hypothalamus,82.22,84.72,Macaca mulatta
NEUR_4066,Hippocampus,87.97,101.61,Mus musculus
NEUR_2180,Cortex,58.21,52.76,Danio rerio
NEUR_1107,Cerebellum,97.21,64.94,Macaca mulatta
NEUR_7234,Striatum,49.85,89.22,Mus musculus
NEUR_3812,Amygdala,99.01,48.75,Macaca mulatta
NEUR_5002,Amygdala,117.65,75.38,Danio rerio
NEUR_1548,Hypothalamus,25.38,15.96,Danio rerio
NEUR_5396,Hypothalamus,4.49,32.55,Macaca mulatta
NEUR_1890,Hippocampus,104.45,63.21,Mus musculus
NEUR_2867,Striatum,85.82,11.28,Macaca mulatta
NEUR_5970,Amygdala,19.44,35.27,Danio rerio
NEUR_7578,Amygdala,128.94,55.47,Danio rerio
NEUR_5969,Hypothalamus,59.11,81.97,Danio rerio
NEUR_8120,Striatum,39.79,113.42,Macaca mulatta
NEUR_5690,Hippocampus,38.88,79.7,Mus musculus
NEUR_7492,Hippocampus,17.51,29.12,Danio rerio
NEUR_2010,Amygdala,33.33,50.43,Rattus norvegicus
NEUR_1326,Hypothalamus,129.95,42.23,Mus musculus
NEUR_5195,Cerebellum,73.48,78.04,Macaca mulatta
NEUR_6243,Striatum,149.15,65.26,Mus musculus
NEUR_1114,Cortex,62.5,64.92,Danio rerio
NEUR_3175,Thalamus,95.09,115.11,Rattus norvegicus
NEUR_1807,Cerebellum,95.89,82.81,Rattus norvegicus
NEUR_4144,Thalamus,141.02,79.78,Rattus norvegicus
NEUR_9306,Hippocampus,22.92,91.79,Rattus norvegicus
NEUR_6003,Striatum,119.73,33.2,Rattus norvegicus
NEUR_1606,Thalamus,51.96,82.39,Danio rerio
NEUR_8435,Cortex,26.8,101.05,Mus musculus
NEUR_7178,Hypothalamus,92.59,76.79,Danio rerio
NEUR_2646,Striatum,72.73,50.5,Macaca mulatta
NEUR_4946,Cortex,76.71,79.71,Macaca mulatta
NEUR_3268,Hippocampus,102.59,69.51,Danio rerio
NEUR_7211,Amygdala,2.32,14.95,Danio rerio
NEUR_2617,Cerebellum,68.94,54.13,Macaca mulatta
NEUR_8000,Striatum,128.97,108.63,Macaca mulatta
NEUR_8842,Cerebellum,86.69,117.03,Danio rerio
NEUR_2009,Thalamus,81.69,31.86,Macaca mulatta
NEUR_7688,Hypothalamus,119.19,89.63,Rattus norvegicus
NEUR_4982,Cortex,52.55,28.55,Rattus norvegicus
NEUR_6857,Thalamus,145.45,21.18,Mus musculus
NEUR_3712,Hippocampus,86.48,100.09,Danio rerio
NEUR_7429,Cerebellum,104.41,72.68,Danio rerio
NEUR_4650,Striatum,39.98,105.26,Danio rerio
NEUR_7852,Hippocampus,51.87,98.73,Rattus norvegicus
NEUR_6950,Hippocampus,62.16,67.23,Danio rerio
NEUR_8805,Hippocampus,134.98,91.1,Danio rerio
NEUR_1068,Hypothalamus,109.22,84.42,Rattus norvegicus
NEUR_4782,Thalamus,114.05,13.51,Rattus norvegicus
NEUR_6452,Thalamus,96.55,118.88,Rattus norvegicus
NEUR_8320,Cortex,119.41,114.78,Rattus norvegicus
NEUR_6328,Amygdala,17.33,34.75,Macaca mulatta
NEUR_7568,Thalamus,112.48,36.55,Rattus norvegicus
NEUR_1920,Hypothalamus,73.48,92.37,Macaca mulatta
NEUR_7414,Striatum,33.81,60.61,Danio rerio
NEUR_8544,Cerebellum,104.09,93.0,Macaca mulatta
NEUR_3005,Striatum,88.39,92.03,Danio rerio
NEUR_2493,Cerebellum,57.22,34.85,Rattus norvegicus
NEUR_2287,Hypothalamus,39.43,30.1,Mus musculus
NEUR_4261,Thalamus,97.08,76.66,Mus musculus
NEUR_9442,Hypothalamus,86.1,70.24,Mus musculus
NEUR_4140,Thalamus,97.46,56.15,Rattus norvegicus
