neuron_id,region,firing_rate_hz,spike_amplitude_mv,subject_species
NEUR_9082,Cortex,36.82,39.17,Macaca mulatta
NEUR_5594,Striatum,56.8,24.09,Danio rerio
NEUR_2176,Hippocampus,140.0,82.77,Rattus norvegicus
NEUR_4497,Hypothalamus,17.28,38.09,Mus musculus
NEUR_1244,Hippocampus,38.51,109.12,Rattus norvegicus
NEUR_7845,Cerebellum,85.21,82.79,Mus musculus
NEUR_6580,Hippocampus,97.47,50.49,Mus musculus
NEUR_5456,Amygdala,43.92,64.22,Mus musculus
NEUR_3662,Striatum,66.29,54.94,Danio rerio
NEUR_9244,Cerebellum,33.34,57.13,Macaca mulatta
NEUR_9746,Thalamus,72.1,113.1,Danio rerio
NEUR_9451,Hypothalamus,35.0,52.84,Macaca mulatta
NEUR_4503,Cortex,115.5,118.65,Mus musculus
NEUR_2646,Hypothalamus,24.86,80.52,Danio rerio
NEUR_1979,Hippocampus,40.42,25.17,Mus musculus
NEUR_6218,Amygdala,27.63,84.63,Mus musculus
NEUR_1113,Cortex,137.48,79.14,Mus musculus
NEUR_1371,Hippocampus,36.15,30.99,Macaca mulatta
NEUR_5382,Cortex,19.7,42.88,Macaca mulatta
NEUR_6850,Hypothalamus,51.93,44.89,Danio rerio
NEUR_3595,Amygdala,9.67,19.43,Mus musculus
NEUR_3077,Hippocampus,89.19,99.04,Macaca mulatta
NEUR_1779,Cortex,121.63,76.65,Mus musculus
NEUR_6293,Striatum,89.25,11.51,Macaca mulatta
NEUR_2015,Thalamus,126.06,28.05,Rattus norvegicus
NEUR_5431,Thalamus,24.31,67.04,Danio rerio
NEUR_6254,Cortex,93.47,115.73,Macaca mulatta
NEUR_7599,Striatum,133.7,62.38,Macaca mulatta
NEUR_9365,Cortex,38.14,73.29,Rattus norvegicus
NEUR_8813,Hypothalamus,10.53,90.14,Macaca mulatta
NEUR_9054,Cerebellum,141.83,64.52,Rattus norvegicus
NEUR_6938,Amygdala,125.34,45.6,Macaca mulatta
NEUR_3651,Hippocampus,97.66,41.22,Rattus norvegicus
