neuron_id,region,firing_rate_hz,spike_amplitude_mv,subject_species
NEUR_8832,Cortex,62.93,79.79,Mus musculus
NEUR_4072,Striatum,86.64,63.29,Danio rerio
NEUR_6448,Hippocampus,38.91,43.18,Rattus norvegicus
NEUR_7390,Thalamus,52.32,30.7,Rattus norvegicus
NEUR_9425,Cortex,64.79,78.22,Mus musculus
NEUR_6035,Striatum,1.91,31.89,Danio rerio
NEUR_3942,Striatum,97.3,87.32,Macaca mulatta
NEUR_5572,Thalamus,41.01,34.44,Rattus norvegicus
NEUR_8726,Striatum,66.73,75.75,Macaca mulatta
NEUR_8162,Cortex,108.19,86.71,Danio rerio
NEUR_5587,Cortex,23.9,107.05,Macaca mulatta
NEUR_2149,Cerebellum,31.99,93.28,Mus musculus
NEUR_2787,Amygdala,47.4,49.27,Macaca mulatta
NEUR_6384,Cerebellum,41.32,68.89,Mus musculus
NEUR_7594,Hypothalamus,93.7,66.48,Danio rerio
NEUR_1376,Hypothalamus,45.76,87.45,Macaca mulatta
NEUR_2177,Amygdala,47.13,84.28,Mus musculus
NEUR_9046,Thalamus,49.19,41.93,Rattus norvegicus
NEUR_6423,Cerebellum,136.18,67.15,Mus musculus
NEUR_5018,Amygdala,94.02,100.38,Rattus norvegicus
NEUR_4267,Hypothalamus,48.65,45.48,Danio rerio
NEUR_9541,Thalamus,45.29,77.95,Mus musculus
NEUR_5055,Cortex,130.64,103.16,Mus musculus
NEUR_8112,Amygdala,27.87,75.42,Danio rerio
NEUR_3521,Amygdala,60.55,54.73,Mus musculus
NEUR_3492,Hippocampus,76.59,60.96,Rattus norvegicus
NEUR_8303,Cortex,83.78,29.44,Danio rerio
NEUR_3242,Striatum,7.56,18.67,Macaca mulatta
NEUR_8701,Striatum,79.61,84.5,Macaca mulatta
NEUR_6061,Hypothalamus,85.21,28.23,Rattus norvegicus
NEUR_2061,Striatum,47.76,89.86,Danio rerio
NEUR_4641,Cerebellum,98.61,76.09,Rattus norvegicus
NEUR_6333,Cortex,124.6,66.55,Rattus norvegicus
NEUR_9163,Striatum,109.45,26.6,Danio rerio
NEUR_3197,Striatum,27.17,85.68,Danio rerio
NEUR_5154,Thalamus,115.08,100.62,Mus musculus
NEUR_8041,Striatum,90.62,48.75,Danio rerio
NEUR_9125,Striatum,8.38,38.53,Rattus norvegicus
NEUR_7426,Amygdala,48.37,24.23,Macaca mulatta
NEUR_6317,Amygdala,72.23,48.73,Mus musculus
