neuron_id,region,firing_rate_hz,spike_amplitude_mv,subject_species
NEUR_5008,Striatum,92.56,75.71,Rattus norvegicus
NEUR_8886,Amygdala,75.94,105.99,Danio rerio
NEUR_2404,Cerebellum,107.07,43.21,Rattus norvegicus
NEUR_3252,Hippocampus,103.71,43.72,Danio rerio
NEUR_3589,Cerebellum,98.07,25.47,Macaca mulatta
NEUR_4509,Cerebellum,2.5,14.27,Mus musculus
NEUR_4472,Amygdala,44.27,111.6,Danio rerio
NEUR_5923,Amygdala,55.79,82.42,Mus musculus
NEUR_3156,Striatum,112.07,68.94,Danio rerio
NEUR_5544,Amygdala,85.29,41.56,Rattus norvegicus
NEUR_1237,Amygdala,125.72,44.29,Danio rerio
NEUR_3479,Thalamus,112.34,33.38,Danio rerio
NEUR_9245,Amygdala,78.1,36.87,Danio rerio
NEUR_2006,Cerebellum,92.2,24.19,Rattus norvegicus
NEUR_1335,Striatum,13.45,31.04,Mus musculus
NEUR_6808,Amygdala,49.56,106.27,Rattus norvegicus
NEUR_5919,Striatum,93.04,61.02,Macaca mulatta
NEUR_1345,Hypothalamus,127.3,69.73,Mus musculus
NEUR_3549,Striatum,103.89,57.47,Danio rerio
NEUR_6011,Striatum,3.31,119.51,Danio rerio
NEUR_6274,Cortex,51.79,91.0,Mus musculus
NEUR_2289,Cerebellum,91.59,92.85,Mus musculus
NEUR_1862,Striatum,82.42,101.51,Macaca mulatta
NEUR_1721,Cortex,70.99,46.32,Rattus norvegicus
NEUR_1432,Amygdala,2.23,59.65,Mus musculus
NEUR_4998,Amygdala,141.43,72.24,Danio rerio
NEUR_6965,Hippocampus,125.38,22.49,Rattus norvegicus
NEUR_8336,Thalamus,75.81,17.9,Macaca mulatta
NEUR_9875,Amygdala,84.76,38.39,Danio rerio
NEUR_4113,Amygdala,71.06,66.18,Macaca mulatta
NEUR_4938,Amygdala,42.79,39.3,Danio rerio
NEUR_9393,Hypothalamus,82.98,47.28,Danio rerio
NEUR_9915,Amygdala,62.25,19.3,Rattus norvegicus
NEUR_9911,Striatum,58.94,54.89,Mus musculus
NEUR_5104,Amygdala,138.6,42.8,Danio rerio
NEUR_9020,Cortex,136.74,97.34,Mus musculus
NEUR_3314,Cerebellum,89.73,97.75,Rattus norvegicus
NEUR_9695,Hypothalamus,79.57,67.83,Mus musculus
NEUR_7068,Striatum,80.66,37.89,Mus musculus
NEUR_8652,Striatum,39.99,52.02,Mus musculus
NEUR_5378,Hippocampus,55.58,32.39,Rattus norvegicus
NEUR_4216,Hypothalamus,10.38,62.03,Mus musculus
NEUR_6074,Hypothalamus,112.87,119.94,Rattus norvegicus
NEUR_4766,Striatum,93.78,113.15,Rattus norvegicus
NEUR_3962,Amygdala,125.36,104.06,Macaca mulatta
NEUR_3283,Cerebellum,45.32,48.53,Rattus norvegicus
NEUR_7017,Amygdala,49.84,85.14,Macaca mulatta
NEUR_3592,Thalamus,88.14,30.46,Rattus norvegicus
NEUR_1591,Thalamus,10.67,70.67,Macaca mulatta
NEUR_6666,Striatum,101.08,53.71,Rattus norvegicus
NEUR_2589,Amygdala,118.44,14.78,Rattus norvegicus
NEUR_5120,Hypothalamus,124.49,41.51,Mus musculus
NEUR_3683,Cerebellum,72.14,66.83,Rattus norvegicus
NEUR_6069,Amygdala,5.23,79.8,Rattus norvegicus
NEUR_3829,Hippocampus,122.16,119.57,Rattus norvegicus
