neuron_id,region,firing_rate_hz,spike_amplitude_mv,subject_species
NEUR_2772,Cortex,109.95,41.65,Danio rerio
NEUR_8004,Amygdala,98.46,52.36,Rattus norvegicus
NEUR_4762,Cortex,148.16,16.47,Mus musculus
NEUR_9012,Hippocampus,45.61,41.69,Danio rerio
NEUR_8008,Striatum,15.42,11.95,Macaca mulatta
NEUR_1680,Cerebellum,145.35,33.67,Danio rerio
NEUR_7961,Cerebellum,45.76,91.06,Mus musculus
NEUR_9001,Hippocampus,138.11,72.36,Macaca mulatta
NEUR_9766,Cerebellum,40.47,82.97,Macaca mulatta
NEUR_3604,Thalamus,19.4,79.91,Danio rerio
NEUR_1642,Cerebellum,30.14,22.51,Danio rerio
NEUR_3656,Striatum,136.08,92.09,Mus musculus
NEUR_5164,Cortex,35.01,20.69,Rattus norvegicus
NEUR_5950,Cortex,24.46,94.18,Rattus norvegicus
NEUR_8396,Cerebellum,27.14,20.31,Rattus norvegicus
NEUR_2025,Cortex,32.45,35.83,Macaca mulatta
NEUR_9358,Thalamus,36.49,22.66,Macaca mulatta
NEUR_5209,Hippocampus,89.58,107.68,Mus musculus
NEUR_6752,Thalamus,14.42,30.48,Danio rerio
NEUR_6882,Cerebellum,137.7,46.41,Macaca mulatta
NEUR_3018,Striatum,23.97,105.11,Rattus norvegicus
NEUR_4498,Thalamus,137.51,71.8,Danio rerio
NEUR_2064,Hypothalamus,15.57,96.36,Macaca mulatta
NEUR_1313,Thalamus,43.97,25.39,Danio rerio
NEUR_2095,Cerebellum,108.31,26.63,Rattus norvegicus
NEUR_8867,Cortex,43.06,68.07,Danio rerio
NEUR_5962,Cortex,137.16,98.52,Rattus norvegicus
NEUR_6033,Amygdala,87.99,33.25,Danio rerio
NEUR_1428,Hippocampus,7.77,19.08,Mus musculus
NEUR_8315,Thalamus,40.8,80.73,Macaca mulatta
NEUR_7496,Thalamus,114.38,39.87,Mus musculus
NEUR_9273,Amygdala,129.63,73.77,Rattus norvegicus
NEUR_8631,Cortex,128.26,105.45,Rattus norvegicus
NEUR_7531,Thalamus,20.97,41.81,Rattus norvegicus
NEUR_6874,Cerebellum,137.58,88.12,Danio rerio
