neuron_id,region,firing_rate_hz,spike_amplitude_mv,subject_species
NEUR_5619,Hypothalamus,6.56,119.66,Rattus norvegicus
NEUR_8301,Cerebellum,86.49,79.9,Danio rerio
NEUR_4457,Hippocampus,15.35,45.47,Mus musculus
NEUR_6458,Thalamus,31.06,24.67,Rattus norvegicus
NEUR_5539,Amygdala,41.09,80.17,Danio rerio
NEUR_1539,Cortex,107.71,53.67,Macaca mulatta
NEUR_5950,Cerebellum,139.5,116.66,Mus musculus
NEUR_4908,Thalamus,28.34,27.42,Danio rerio
NEUR_7306,Cortex,53.25,87.02,Macaca mulatta
NEUR_1343,Amygdala,110.49,80.62,Danio rerio
NEUR_1871,Striatum,55.23,89.47,Rattus norvegicus
NEUR_5521,Cortex,0.55,80.29,Macaca mulatta
NEUR_1906,Hippocampus,79.16,40.42,Danio rerio
NEUR_1038,Amygdala,44.04,56.94,Danio rerio
NEUR_7496,Hypothalamus,63.5,19.38,Mus musculus
NEUR_3699,Thalamus,42.94,46.76,Rattus norvegicus
NEUR_9779,Hippocampus,123.26,73.39,Mus musculus
NEUR_2405,Hippocampus,105.52,111.21,Rattus norvegicus
NEUR_6651,Striatum,41.57,114.49,Macaca mulatta
NEUR_2931,Amygdala,115.68,64.73,Rattus norvegicus
NEUR_7028,Amygdala,104.87,105.85,Danio rerio
NEUR_4812,Thalamus,31.56,10.63,Macaca mulatta
NEUR_1229,Amygdala,42.05,112.44,Macaca mulatta
NEUR_1831,Amygdala,125.51,44.61,Danio rerio
NEUR_9761,Striatum,8.4,68.99,Danio rerio
NEUR_5158,Amygdala,23.14,79.07,Danio rerio
NEUR_5127,Cortex,58.11,114.07,Macaca mulatta
NEUR_8434,Hypothalamus,39.37,110.93,Mus musculus
NEUR_3002,Amygdala,97.08,71.01,Rattus norvegicus
NEUR_4045,Cerebellum,58.03,18.89,Mus musculus
NEUR_7493,Cortex,133.26,74.49,Macaca mulatta
NEUR_6468,Cortex,125.89,55.27,Danio rerio
NEUR_5075,Striatum,121.18,59.11,Macaca mulatta
NEUR_7225,Hypothalamus,88.69,21.78,Mus musculus
NEUR_6780,Striatum,109.24,69.1,Macaca mulatta
NEUR_8161,Amygdala,12.99,36.76,Danio rerio
NEUR_5961,Hippocampus,65.21,71.89,Danio rerio
NEUR_8801,Cerebellum,129.41,72.02,Danio rerio
NEUR_6781,Amygdala,5.24,83.66,Rattus norvegicus
NEUR_5021,Cortex,106.99,26.08,Mus musculus
NEUR_1743,Striatum,114.77,33.51,Danio rerio
NEUR_3718,Striatum,98.32,115.76,Macaca mulatta
NEUR_5726,Striatum,89.22,74.69,Mus musculus
NEUR_2278,Cerebellum,70.74,57.11,Rattus norvegicus
NEUR_3005,Cortex,7.42,33.25,Mus musculus
NEUR_8452,Cerebellum,107.89,84.22,Rattus norvegicus
NEUR_4734,Amygdala,133.36,16.5,Rattus norvegicus
NEUR_2671,Amygdala,82.48,43.14,Danio rerio
NEUR_1735,Striatum,118.73,117.57,Danio rerio
NEUR_4359,Hypothalamus,19.33,105.86,Mus musculus
NEUR_8886,Hippocampus,87.37,73.34,Rattus norvegicus
NEUR_3754,Cortex,55.41,54.8,Macaca mulatta
NEUR_1351,Cerebellum,126.72,68.47,Rattus norvegicus
NEUR_3150,Cortex,119.44,109.34,Macaca mulatta
NEUR_9916,Amygdala,60.21,40.21,Mus musculus
NEUR_1031,Hypothalamus,44.24,16.5,Rattus norvegicus
NEUR_2173,Striatum,118.05,54.98,Macaca mulatta
NEUR_5297,Cerebellum,98.12,48.94,Rattus norvegicus
NEUR_1090,Hypothalamus,93.99,55.24,Mus musculus
NEUR_8814,Thalamus,6.06,96.84,Mus musculus
NEUR_1595,Thalamus,60.68,23.57,Mus musculus
NEUR_5640,Thalamus,82.12,50.8,Mus musculus
NEUR_9621,Amygdala,22.35,25.67,Danio rerio
NEUR_5422,Cortex,92.27,110.91,Danio rerio
NEUR_8799,Hypothalamus,60.3,47.1,Mus musculus
NEUR_1452,Thalamus,124.89,21.08,Rattus norvegicus
NEUR_5388,Hippocampus,100.48,98.54,Macaca mulatta
NEUR_2467,Hippocampus,30.79,46.5,Macaca mulatta
NEUR_4385,Cortex,119.45,59.42,Mus musculus
NEUR_5437,Hypothalamus,37.76,58.28,Rattus norvegicus
NEUR_6990,Hypothalamus,84.05,100.78,Macaca mulatta
NEUR_3789,Hypothalamus,58.01,61.55,Macaca mulatta
NEUR_4522,Striatum,2.29,29.94,Rattus norvegicus
NEUR_2108,Thalamus,70.34,57.6,Macaca mulatta
NEUR_2534,Cerebellum,6.94,95.45,Macaca mulatta
NEUR_5645,Hypothalamus,67.05,62.02,Mus musculus
NEUR_3371,Cortex,149.66,84.39,Rattus norvegicus
NEUR_4638,Hippocampus,63.74,56.18,Rattus norvegicus
NEUR_1598,Cerebellum,48.26,74.55,Rattus norvegicus
NEUR_1717,Striatum,98.61,31.26,Rattus norvegicus
NEUR_3892,Hypothalamus,93.34,35.29,Danio rerio
NEUR_2420,Hypothalamus,53.64,31.76,Macaca mulatta
NEUR_7420,Cortex,87.98,36.4,Mus musculus
NEUR_5398,Hippocampus,147.26,114.94,Rattus norvegicus
NEUR_4710,Amygdala,105.52,62.27,Mus musculus
NEUR_7704,Amygdala,147.19,119.47,Mus musculus
NEUR_4296,Hippocampus,63.66,98.45,Rattus norvegicus
NEUR_6505,Cortex,128.01,58.43,Mus musculus
NEUR_4741,Cerebellum,51.41,101.34,Mus musculus
NEUR_5784,Striatum,98.24,51.57,Rattus norvegicus
NEUR_2056,Striatum,101.81,32.32,Rattus norvegicus
NEUR_5996,Cerebellum,27.78,111.5,Macaca mulatta
NEUR_3161,Cortex,61.17,73.49,Mus musculus
NEUR_3478,Hippocampus,9.96,13.64,Danio rerio
NEUR_9691,Striatum,53.72,56.88,Macaca mulatta
NEUR_7622,Striatum,133.08,95.05,Mus musculus
NEUR_7216,Thalamus,0.56,16.58,Danio rerio
NEUR_4201,Hypothalamus,56.86,31.88,Danio rerio
NEUR_9253,Thalamus,19.49,86.49,Danio rerio
NEUR_5865,Cerebellum,124.09,91.52,Macaca mulatta
NEUR_3285,Amygdala,31.1,71.97,Mus musculus
NEUR_5889,Thalamus,7.08,58.28,Rattus norvegicus
NEUR_4491,Striatum,106.14,53.79,Danio rerio
NEUR_6826,Hippocampus,121.09,106.8,Mus musculus
NEUR_6227,Striatum,149.9,66.69,Danio rerio
NEUR_8573,Hypothalamus,42.63,65.74,Macaca mulatta
NEUR_9716,Amygdala,126.22,75.19,Mus musculus
NEUR_2407,Striatum,95.91,23.92,Macaca mulatta
NEUR_9946,Amygdala,6.06,118.96,Rattus norvegicus
NEUR_4576,Amygdala,57.43,65.97,Danio rerio
NEUR_7744,Thalamus,30.09,86.04,Danio rerio
NEUR_9000,Cortex,22.7,13.84,Rattus norvegicus
NEUR_1189,Hypothalamus,122.89,112.1,Rattus norvegicus
