neuron_id,region,firing_rate_hz,spike_amplitude_mv,subject_species
NEUR_1957,Hypothalamus,105.22,78.61,Rattus norvegicus
NEUR_7523,Cerebellum,87.48,73.24,Rattus norvegicus
NEUR_2116,Striatum,50.56,57.0,Danio rerio
NEUR_5419,Hypothalamus,140.67,107.03,Mus musculus
NEUR_5038,Thalamus,59.7,43.25,Macaca mulatta
NEUR_9052,Hippocampus,15.69,100.49,Mus musculus
NEUR_5614,Cerebellum,2.92,51.22,Rattus norvegicus
NEUR_7764,Hypothalamus,65.34,10.35,Mus musculus
NEUR_5122,Cerebellum,24.54,92.84,Danio rerio
NEUR_6131,Hippocampus,47.39,104.8,Danio rerio
NEUR_8643,Hippocampus,14.98,37.75,Macaca mulatta
NEUR_2331,Cerebellum,70.43,24.98,Rattus norvegicus
NEUR_4986,Cerebellum,75.15,99.73,Rattus norvegicus
NEUR_6065,Thalamus,28.85,92.92,Rattus norvegicus
NEUR_6938,Thalamus,11.42,66.23,Rattus norvegicus
NEUR_9813,Amygdala,100.62,45.34,Mus musculus
NEUR_7310,Cerebellum,12.22,46.59,Rattus norvegicus
NEUR_7444,Striatum,77.55,36.32,Danio rerio
NEUR_2074,Amygdala,120.62,100.02,Macaca mulatta
NEUR_4393,Cortex,3.07,103.99,Rattus norvegicus
NEUR_8157,Cortex,35.01,29.49,Macaca mulatta
NEUR_8028,Amygdala,84.93,38.46,Rattus norvegicus
NEUR_1977,Striatum,116.31,83.18,Mus musculus
NEUR_4537,Thalamus,33.32,117.24,Rattus norvegicus
NEUR_8995,Cerebellum,10.3,76.89,Rattus norvegicus
NEUR_2958,Cerebellum,17.31,12.81,Rattus norvegicus
NEUR_7736,Hypothalamus,36.01,18.5,Danio rerio
NEUR_4740,Thalamus,133.6,92.04,Mus musculus
NEUR_6455,Striatum,110.03,55.39,Danio rerio
NEUR_4190,Striatum,61.31,22.72,Danio rerio
NEUR_6798,Cortex,96.75,63.53,Macaca mulatta
NEUR_9350,Cortex,75.94,106.54,Mus musculus
NEUR_6360,Hypothalamus,57.33,74.25,Macaca mulatta
NEUR_4586,Cerebellum,0.69,98.25,Danio rerio
NEUR_7728,Cortex,112.47,53.84,Mus musculus
NEUR_5277,Amygdala,39.15,59.07,Macaca mulatta
NEUR_3367,Striatum,52.92,16.11,Rattus norvegicus
NEUR_6341,Hypothalamus,74.35,55.54,Mus musculus
NEUR_6066,Amygdala,129.11,20.88,Danio rerio
NEUR_2800,Hypothalamus,65.91,41.27,Mus musculus
NEUR_6206,Cerebellum,103.81,32.42,Mus musculus
NEUR_6766,Cerebellum,130.25,78.53,Macaca mulatta
NEUR_3136,Striatum,34.61,102.18,Danio rerio
NEUR_6533,Hypothalamus,29.15,115.81,Macaca mulatta
NEUR_9463,Thalamus,117.88,29.69,Mus musculus
NEUR_6629,Thalamus,112.78,69.85,Danio rerio
NEUR_3246,Thalamus,63.23,36.78,Rattus norvegicus
NEUR_7190,Hippocampus,35.8,48.7,Rattus norvegicus
NEUR_6071,Hypothalamus,44.27,15.59,Danio rerio
NEUR_1601,Thalamus,125.15,107.47,Mus musculus
NEUR_1433,Cortex,6.31,63.06,Macaca mulatta
NEUR_9626,Cerebellum,89.38,10.66,Mus musculus
NEUR_8668,Amygdala,131.12,110.29,Mus musculus
NEUR_6214,Hypothalamus,1.16,86.11,Macaca mulatta
NEUR_2743,Cortex,132.86,53.09,Mus musculus
NEUR_1054,Cerebellum,20.14,59.39,Macaca mulatta
NEUR_8746,Striatum,22.1,55.84,Mus musculus
NEUR_7589,Thalamus,140.93,84.02,Macaca mulatta
NEUR_4008,Striatum,141.34,118.85,Macaca mulatta
NEUR_3185,Striatum,103.18,96.15,Mus musculus
NEUR_7351,Striatum,148.57,100.09,Macaca mulatta
NEUR_9730,Hypothalamus,135.47,79.77,Rattus norvegicus
NEUR_3875,Cortex,122.81,27.95,Macaca mulatta
NEUR_6354,Cerebellum,124.2,64.75,Danio rerio
NEUR_2356,Striatum,97.76,115.34,Danio rerio
NEUR_4470,Cortex,1.09,17.14,Rattus norvegicus
NEUR_6528,Hippocampus,143.0,23.83,Macaca mulatta
NEUR_9086,Hypothalamus,3.84,106.76,Rattus norvegicus
NEUR_7465,Cerebellum,81.35,25.67,Danio rerio
NEUR_3465,Thalamus,53.1,87.37,Mus musculus
NEUR_7272,Thalamus,87.25,33.07,Macaca mulatta
NEUR_2212,Hippocampus,133.44,22.73,Rattus norvegicus
NEUR_3844,Amygdala,134.26,41.19,Danio rerio
NEUR_7696,Striatum,41.22,20.58,Rattus norvegicus
NEUR_8140,Hypothalamus,12.71,90.91,Mus musculus
NEUR_5951,Cerebellum,114.4,113.28,Mus musculus
NEUR_6055,Striatum,53.75,105.23,Mus musculus
NEUR_7269,Cerebellum,130.07,13.28,Rattus norvegicus
NEUR_2695,Cerebellum,86.8,88.44,Danio rerio
NEUR_6808,Hippocampus,50.58,19.67,Rattus norvegicus
NEUR_4023,Cortex,44.65,35.28,Danio rerio
NEUR_4274,Striatum,94.78,80.47,Macaca mulatta
NEUR_8719,Cortex,120.16,55.58,Mus musculus
NEUR_5048,Hippocampus,130.76,85.7,Danio rerio
NEUR_9774,Cerebellum,32.78,37.33,Mus musculus
NEUR_5502,Hypothalamus,36.49,95.51,Macaca mulatta
NEUR_1383,Hypothalamus,148.54,22.23,Mus musculus
NEUR_9406,Hippocampus,16.61,65.5,Rattus norvegicus
NEUR_6621,Thalamus,101.87,32.86,Rattus norvegicus
NEUR_3576,Hypothalamus,28.19,102.57,Mus musculus
NEUR_3901,Cerebellum,89.28,91.59,Mus musculus
NEUR_5252,Thalamus,104.24,10.98,Mus musculus
NEUR_7709,Cerebellum,101.46,70.98,Macaca mulatta
NEUR_9409,Cerebellum,55.35,92.4,Rattus norvegicus
NEUR_3843,Amygdala,2.21,71.52,Mus musculus
NEUR_8250,Hypothalamus,11.29,116.82,Macaca mulatta
NEUR_2331,Cerebellum,129.84,29.4,Mus musculus
NEUR_7452,Cortex,32.87,71.46,Danio rerio
NEUR_4852,Hypothalamus,118.02,47.74,Mus musculus
NEUR_7334,Cerebellum,106.97,66.93,Rattus norvegicus
NEUR_7135,Amygdala,139.74,47.13,Macaca mulatta
NEUR_3432,Hypothalamus,114.64,68.44,Mus musculus
NEUR_1694,Cortex,65.15,65.17,Mus musculus
NEUR_9560,Cerebellum,1.11,102.04,Mus musculus
NEUR_3083,Striatum,149.77,81.01,Rattus norvegicus
NEUR_6602,Amygdala,139.21,30.86,Rattus norvegicus
NEUR_3717,Cerebellum,67.81,12.34,Rattus norvegicus
NEUR_2239,Amygdala,74.83,31.0,Mus musculus
NEUR_3289,Cerebellum,83.92,70.54,Mus musculus
NEUR_6505,Thalamus,53.67,21.04,Danio rerio
NEUR_8239,Striatum,65.17,22.52,Rattus norvegicus
NEUR_2335,Hypothalamus,120.22,41.04,Macaca mulatta
NEUR_4183,Hypothalamus,129.71,47.86,Mus musculus
NEUR_3298,Cerebellum,17.19,82.98,Macaca mulatta
NEUR_3211,Amygdala,22.19,64.16,Danio rerio
NEUR_4169,Cortex,88.89,61.59,Danio rerio
NEUR_1215,Amygdala,78.94,100.79,Danio rerio
NEUR_4679,Striatum,104.65,72.65,Danio rerio
NEUR_8795,Cortex,50.12,81.37,Macaca mulatta
NEUR_3487,Striatum,19.59,83.82,Rattus norvegicus
NEUR_6627,Cortex,24.42,60.38,Macaca mulatta
NEUR_4962,Cortex,76.9,96.25,Danio rerio
NEUR_2954,Amygdala,59.67,97.22,Macaca mulatta
NEUR_1612,Thalamus,50.77,104.57,Danio rerio
NEUR_2427,Thalamus,43.98,67.0,Danio rerio
NEUR_7888,Thalamus,27.82,67.11,Danio rerio
NEUR_4474,Striatum,46.88,109.11,Macaca mulatta
NEUR_2862,Cortex,16.62,12.61,Mus musculus
NEUR_4205,Striatum,44.3,10.4,Mus musculus
NEUR_7785,Cerebellum,80.48,52.04,Rattus norvegicus
NEUR_8031,Cerebellum,134.12,84.51,Macaca mulatta
NEUR_6193,Striatum,60.72,78.98,Macaca mulatta
NEUR_8426,Amygdala,36.88,68.17,Mus musculus
NEUR_5344,Amygdala,21.96,55.6,Rattus norvegicus
NEUR_6023,Striatum,15.28,87.07,Rattus norvegicus
NEUR_2319,Amygdala,31.21,82.72,Rattus norvegicus
NEUR_9043,Hypothalamus,15.93,44.51,Mus musculus
NEUR_3385,Striatum,14.55,96.28,Danio rerio
NEUR_2171,Hypothalamus,120.55,119.69,Macaca mulatta
NEUR_3905,Amygdala,33.91,90.94,Macaca mulatta
NEUR_6893,Striatum,23.48,89.57,Danio rerio
