neuron_id,region,firing_rate_hz,spike_amplitude_mv,subject_species
NEUR_4837,Amygdala,80.46,66.57,Mus musculus
NEUR_2071,Hypothalamus,117.51,104.22,Mus musculus
NEUR_2264,Striatum,39.68,46.26,Macaca mulatta
NEUR_1370,Amygdala,143.21,51.58,Mus musculus
NEUR_8182,Striatum,41.3,73.7,Danio rerio
NEUR_9191,Amygdala,114.68,47.35,Mus musculus
NEUR_5685,Striatum,32.89,51.97,Macaca mulatta
NEUR_5881,Cerebellum,29.19,71.85,Rattus norvegicus
NEUR_6428,Cortex,61.99,83.84,Rattus norvegicus
NEUR_1461,Thalamus,77.22,29.15,Macaca mulatta
NEUR_5980,Hippocampus,27.69,51.27,Mus musculus
NEUR_7533,Amygdala,67.42,48.0,Mus musculus
NEUR_9174,Cortex,78.69,103.57,Rattus norvegicus
NEUR_8346,Striatum,120.23,35.77,Mus musculus
NEUR_6901,Amygdala,79.42,118.98,Danio rerio
NEUR_7484,Striatum,110.23,17.92,Rattus norvegicus
NEUR_2790,Cerebellum,71.53,110.97,Mus musculus
NEUR_6717,Hippocampus,58.93,12.79,Danio rerio
NEUR_4293,Amygdala,13.35,86.09,Rattus norvegicus
NEUR_5761,Hippocampus,70.28,56.86,Rattus norvegicus
NEUR_3616,Amygdala,32.08,11.48,Danio rerio
NEUR_2185,Hippocampus,102.3,35.61,Danio rerio
NEUR_3928,Thalamus,113.84,45.62,Mus musculus
NEUR_1077,Striatum,91.08,73.66,Mus musculus
NEUR_3095,Amygdala,75.24,26.06,Macaca mulatta
NEUR_9249,Cerebellum,74.87,72.06,Mus musculus
NEUR_2131,Striatum,136.85,79.62,Mus musculus
NEUR_9458,Amygdala,121.89,103.25,Macaca mulatta
NEUR_8253,Thalamus,111.28,26.19,Danio rerio
NEUR_3827,Amygdala,53.54,33.84,Danio rerio
NEUR_4113,Cortex,87.01,18.2,Mus musculus
NEUR_9505,Hippocampus,142.27,58.39,Mus musculus
NEUR_7661,Hippocampus,116.44,92.79,Macaca mulatta
NEUR_4322,Hippocampus,78.8,100.13,Danio rerio
NEUR_3439,Cerebellum,84.25,13.28,Danio rerio
NEUR_5357,Striatum,55.26,96.28,Macaca mulatta
NEUR_4357,Hypothalamus,123.45,109.16,Danio rerio
NEUR_9524,Hippocampus,100.88,106.2,Mus musculus
NEUR_3375,Hypothalamus,53.59,37.95,Danio rerio
NEUR_4391,Hippocampus,77.31,48.19,Danio rerio
NEUR_2058,Cerebellum,100.92,60.87,Rattus norvegicus
NEUR_5827,Amygdala,32.96,65.62,Danio rerio
NEUR_4114,Hypothalamus,114.6,18.68,Macaca mulatta
NEUR_1104,Hippocampus,146.59,90.46,Macaca mulatta
NEUR_1351,Cortex,123.53,49.36,Mus musculus
NEUR_6607,Hippocampus,79.16,84.17,Rattus norvegicus
NEUR_7726,Amygdala,132.57,51.75,Danio rerio
NEUR_8137,Cerebellum,51.83,55.36,Rattus norvegicus
NEUR_9189,Cortex,18.82,88.72,Danio rerio
NEUR_3799,Thalamus,111.62,80.89,Mus musculus
NEUR_9237,Hypothalamus,4.41,111.13,Macaca mulatta
NEUR_8794,Amygdala,8.12,13.16,Rattus norvegicus
NEUR_5318,Cortex,71.62,108.55,Danio rerio
NEUR_8543,Amygdala,50.7,42.97,Danio rerio
NEUR_8502,Striatum,40.85,111.33,Rattus norvegicus
NEUR_3426,Hippocampus,86.61,88.75,Danio rerio
NEUR_2358,Hippocampus,138.26,30.31,Danio rerio
NEUR_8255,Cortex,81.57,58.59,Rattus norvegicus
NEUR_1616,Striatum,125.31,31.87,Rattus norvegicus
NEUR_3815,Cerebellum,128.43,54.19,Macaca mulatta
NEUR_8214,Hippocampus,86.32,59.88,Macaca mulatta
NEUR_3303,Cortex,74.65,39.28,Rattus norvegicus
NEUR_7529,Striatum,56.51,36.31,Mus musculus
NEUR_8635,Cortex,142.21,14.17,Macaca mulatta
NEUR_8199,Thalamus,70.18,42.34,Mus musculus
NEUR_5545,Hippocampus,51.46,20.8,Macaca mulatta
NEUR_1974,Cerebellum,46.73,116.38,Mus musculus
NEUR_2904,Striatum,12.88,91.8,Macaca mulatta
NEUR_9747,Cerebellum,33.22,40.92,Macaca mulatta
NEUR_2415,Hippocampus,142.96,71.76,Danio rerio
NEUR_8648,Thalamus,120.82,103.35,Danio rerio
NEUR_1460,Hypothalamus,74.49,12.56,Mus musculus
NEUR_7843,Amygdala,139.71,40.52,Rattus norvegicus
NEUR_2190,Hypothalamus,35.55,95.36,Macaca mulatta
NEUR_3753,Cortex,90.79,105.39,Mus musculus
NEUR_4105,Hippocampus,65.2,58.96,Mus musculus
NEUR_4536,Amygdala,93.24,92.94,Mus musculus
NEUR_3355,Cortex,46.07,29.33,Rattus norvegicus
NEUR_2853,Striatum,82.39,87.69,Danio rerio
NEUR_1129,Hypothalamus,73.59,37.25,Rattus norvegicus
NEUR_7051,Cerebellum,74.57,110.02,Mus musculus
NEUR_6771,Hippocampus,74.66,28.89,Mus musculus
NEUR_1938,Hippocampus,97.87,98.11,Macaca mulatta
NEUR_4863,Striatum,4.85,57.48,Macaca mulatta
NEUR_5617,Amygdala,64.4,52.82,Rattus norvegicus
NEUR_7411,Cerebellum,102.78,77.48,Danio rerio
NEUR_1357,Hippocampus,39.13,35.47,Rattus norvegicus
NEUR_7754,Thalamus,112.29,119.93,Danio rerio
NEUR_1230,Amygdala,71.37,51.3,Rattus norvegicus
NEUR_5132,Thalamus,20.27,60.51,Danio rerio
NEUR_3201,Hippocampus,59.89,70.7,Danio rerio
NEUR_8447,Thalamus,149.7,95.63,Danio rerio
NEUR_2976,Hypothalamus,32.26,52.93,Rattus norvegicus
NEUR_9118,Cerebellum,77.69,81.62,Rattus norvegicus
NEUR_1442,Hippocampus,113.15,88.68,Danio rerio
NEUR_5211,Amygdala,7.49,100.17,Mus musculus
NEUR_5779,Amygdala,30.38,78.76,Macaca mulatta
NEUR_7719,Striatum,56.83,115.16,Macaca mulatta
NEUR_5279,Cerebellum,103.51,11.51,Danio rerio
NEUR_9349,Striatum,48.24,70.94,Macaca mulatta
