neuron_id,region,firing_rate_hz,spike_amplitude_mv,subject_species
NEUR_6253,Cortex,45.24,36.92,Danio rerio
NEUR_9673,Amygdala,40.44,105.24,Macaca mulatta
NEUR_8890,Striatum,51.32,16.77,Macaca mulatta
NEUR_6444,Cortex,101.52,72.89,Mus musculus
NEUR_2634,Hypothalamus,97.38,68.78,Danio rerio
NEUR_9531,Hypothalamus,56.47,63.6,Danio rerio
NEUR_5670,Cerebellum,142.83,57.82,Danio rerio
NEUR_3409,Thalamus,50.12,105.33,Danio rerio
NEUR_2160,Hypothalamus,53.26,38.28,Mus musculus
NEUR_1510,Hippocampus,36.9,50.78,Rattus norvegicus
NEUR_6453,Cortex,98.57,17.22,Rattus norvegicus
NEUR_2359,Hippocampus,96.82,48.64,Rattus norvegicus
NEUR_6673,Cerebellum,147.79,106.88,Danio rerio
NEUR_7561,Striatum,21.91,44.0,Mus musculus
NEUR_6308,Amygdala,148.67,109.81,Macaca mulatta
NEUR_4110,Cortex,123.66,47.74,Rattus norvegicus
NEUR_9322,Hypothalamus,46.74,31.79,Danio rerio
NEUR_6605,Amygdala,81.35,111.92,Macaca mulatta
NEUR_2100,Thalamus,99.78,50.67,Mus musculus
NEUR_5450,Cerebellum,21.17,86.67,Macaca mulatta
NEUR_3507,Thalamus,66.82,33.28,Mus musculus
NEUR_9161,Striatum,4.75,37.11,Macaca mulatta
NEUR_7746,Cerebellum,28.28,101.15,Danio rerio
NEUR_6842,Hypothalamus,73.33,27.75,Macaca mulatta
NEUR_1255,Cerebellum,85.72,11.21,Mus musculus
NEUR_9246,Amygdala,77.96,14.2,Mus musculus
NEUR_3411,Hippocampus,26.57,68.63,Macaca mulatta
NEUR_4142,Striatum,67.53,54.08,Macaca mulatta
NEUR_9021,Striatum,43.85,93.52,Macaca mulatta
NEUR_7943,Amygdala,72.51,60.64,Danio rerio
NEUR_3523,Hypothalamus,137.04,96.96,Macaca mulatta
NEUR_9830,Thalamus,140.56,10.87,Mus musculus
NEUR_7286,Hypothalamus,94.42,16.67,Mus musculus
NEUR_9968,Amygdala,10.57,10.84,Rattus norvegicus
NEUR_6569,Thalamus,6.72,28.4,Danio rerio
NEUR_7261,Striatum,33.69,110.9,Danio rerio
NEUR_2793,Cerebellum,39.45,63.45,Mus musculus
NEUR_5654,Cerebellum,51.68,56.89,Macaca mulatta
NEUR_3504,Cortex,79.27,11.71,Mus musculus
NEUR_3119,Amygdala,119.76,60.58,Macaca mulatta
NEUR_7989,Cerebellum,60.36,98.85,Mus musculus
NEUR_5917,Thalamus,107.97,106.2,Mus musculus
NEUR_6402,Amygdala,83.94,92.51,Danio rerio
NEUR_5343,Striatum,133.98,55.86,Danio rerio
NEUR_5412,Thalamus,92.87,31.71,Danio rerio
NEUR_8103,Striatum,43.25,65.56,Danio rerio
NEUR_6400,Hippocampus,33.51,12.09,Rattus norvegicus
NEUR_3955,Thalamus,78.98,100.42,Mus musculus
NEUR_5923,Hypothalamus,81.92,10.32,Danio rerio
NEUR_3647,Cerebellum,1.42,93.24,Mus musculus
NEUR_3337,Hypothalamus,68.49,47.17,Macaca mulatta
NEUR_8114,Thalamus,103.34,109.34,Rattus norvegicus
NEUR_3185,Cerebellum,18.89,89.57,Mus musculus
NEUR_2466,Cortex,40.2,38.3,Rattus norvegicus
NEUR_2293,Thalamus,62.71,95.5,Macaca mulatta
NEUR_9487,Cortex,48.58,88.81,Danio rerio
NEUR_3728,Cerebellum,149.95,37.96,Rattus norvegicus
NEUR_1162,Cerebellum,107.8,30.42,Macaca mulatta
NEUR_2667,Hypothalamus,42.76,118.65,Macaca mulatta
NEUR_8743,Thalamus,10.52,84.33,Rattus norvegicus
NEUR_8497,Cerebellum,75.02,88.1,Rattus norvegicus
NEUR_1503,Cerebellum,37.03,116.21,Mus musculus
NEUR_6975,Amygdala,3.46,63.13,Macaca mulatta
NEUR_7793,Cortex,17.2,69.81,Rattus norvegicus
NEUR_4119,Amygdala,128.74,86.62,Macaca mulatta
NEUR_4375,Hypothalamus,108.83,75.55,Mus musculus
NEUR_3702,Hippocampus,72.07,36.48,Rattus norvegicus
NEUR_9047,Amygdala,37.25,103.63,Rattus norvegicus
NEUR_2099,Cerebellum,20.73,118.99,Mus musculus
NEUR_8625,Cerebellum,5.52,119.46,Macaca mulatta
NEUR_5281,Hippocampus,50.7,96.48,Mus musculus
NEUR_2232,Cortex,37.44,14.89,Rattus norvegicus
NEUR_2297,Amygdala,19.84,102.73,Danio rerio
NEUR_3853,Hippocampus,147.73,11.46,Danio rerio
NEUR_5489,Amygdala,3.67,108.64,Danio rerio
NEUR_6861,Cerebellum,23.94,77.38,Macaca mulatta
NEUR_1480,Thalamus,142.44,99.09,Rattus norvegicus
NEUR_7440,Thalamus,49.92,27.84,Macaca mulatta
NEUR_2179,Amygdala,17.06,114.11,Danio rerio
NEUR_4377,Hippocampus,146.46,109.05,Rattus norvegicus
NEUR_5449,Amygdala,84.86,115.98,Rattus norvegicus
NEUR_9961,Cortex,51.2,73.85,Mus musculus
NEUR_1098,Cerebellum,90.69,28.22,Rattus norvegicus
NEUR_5779,Amygdala,119.83,108.09,Macaca mulatta
NEUR_5578,Striatum,110.24,14.82,Macaca mulatta
NEUR_5031,Cerebellum,104.18,14.38,Rattus norvegicus
NEUR_9745,Cortex,114.89,104.94,Danio rerio
NEUR_7542,Amygdala,15.54,61.7,Rattus norvegicus
NEUR_9428,Cerebellum,85.86,50.15,Macaca mulatta
NEUR_3150,Cortex,15.87,62.27,Danio rerio
NEUR_6041,Cortex,148.3,29.01,Macaca mulatta
NEUR_4275,Hypothalamus,145.67,43.27,Danio rerio
NEUR_9606,Striatum,33.54,65.12,Danio rerio
NEUR_4940,Amygdala,43.74,89.57,Danio rerio
NEUR_4752,Hypothalamus,128.68,76.54,Mus musculus
NEUR_3481,Striatum,43.78,43.17,Rattus norvegicus
NEUR_6681,Cerebellum,90.87,56.34,Danio rerio
NEUR_7650,Thalamus,8.2,42.73,Danio rerio
NEUR_4786,Cortex,110.24,91.35,Mus musculus
NEUR_6033,Hippocampus,143.98,48.87,Rattus norvegicus
NEUR_8105,Striatum,2.04,52.32,Mus musculus
NEUR_2880,Striatum,5.19,101.14,Mus musculus
NEUR_1514,Cortex,32.95,107.39,Macaca mulatta
NEUR_8958,Amygdala,60.74,105.4,Danio rerio
NEUR_8060,Striatum,60.71,83.82,Mus musculus
NEUR_2779,Cortex,46.9,102.8,Rattus norvegicus
NEUR_4692,Amygdala,119.44,22.03,Mus musculus
NEUR_3190,Cortex,20.8,115.55,Rattus norvegicus
NEUR_5582,Cerebellum,122.86,90.66,Danio rerio
NEUR_5196,Cerebellum,87.99,95.28,Danio rerio
NEUR_7701,Hippocampus,122.08,110.43,Mus musculus
NEUR_9661,Thalamus,39.15,113.05,Danio rerio
NEUR_9600,Hippocampus,116.26,48.68,Macaca mulatta
NEUR_3608,Striatum,108.35,72.55,Mus musculus
NEUR_2714,Hypothalamus,142.79,69.14,Mus musculus
NEUR_5536,Cortex,61.43,83.65,Macaca mulatta
NEUR_3247,Hippocampus,45.65,102.43,Rattus norvegicus
NEUR_2510,Thalamus,44.1,48.55,Mus musculus
NEUR_6766,Cortex,136.3,59.58,Danio rerio
NEUR_5576,Striatum,14.95,93.76,Macaca mulatta
NEUR_3163,Cerebellum,58.73,47.69,Danio rerio
NEUR_6362,Cerebellum,53.51,49.48,Mus musculus
NEUR_3428,Cerebellum,70.69,20.12,Mus musculus
NEUR_4037,Cortex,71.62,99.55,Macaca mulatta
NEUR_2385,Hypothalamus,145.02,86.25,Macaca mulatta
NEUR_7992,Striatum,109.86,59.15,Macaca mulatta
NEUR_4347,Striatum,82.44,100.87,Mus musculus
NEUR_1711,Striatum,6.97,44.3,Danio rerio
NEUR_4702,Cerebellum,71.92,56.35,Rattus norvegicus
NEUR_2683,Hippocampus,5.93,98.85,Mus musculus
NEUR_8952,Hippocampus,73.92,54.9,Macaca mulatta
NEUR_6885,Cortex,81.81,32.87,Danio rerio
NEUR_8459,Striatum,94.99,72.62,Danio rerio
NEUR_6592,Cortex,7.78,49.01,Danio rerio
NEUR_2957,Hippocampus,76.46,111.19,Danio rerio
NEUR_4837,Hypothalamus,38.68,58.24,Rattus norvegicus
NEUR_7486,Amygdala,105.35,34.69,Rattus norvegicus
NEUR_8293,Thalamus,59.75,31.87,Macaca mulatta
NEUR_4891,Thalamus,123.06,96.38,Macaca mulatta
NEUR_1016,Hypothalamus,57.4,57.17,Macaca mulatta
NEUR_9013,Hypothalamus,129.74,17.51,Danio rerio
NEUR_8494,Cortex,6.38,113.73,Danio rerio
NEUR_7033,Thalamus,0.82,80.06,Mus musculus
NEUR_2914,Amygdala,31.05,36.96,Mus musculus
NEUR_1651,Striatum,63.8,93.82,Mus musculus
NEUR_2608,Hippocampus,138.69,81.96,Macaca mulatta
NEUR_5672,Thalamus,83.18,30.21,Danio rerio
NEUR_4726,Striatum,61.15,117.59,Mus musculus
NEUR_3371,Hypothalamus,71.37,44.61,Danio rerio
NEUR_6916,Hippocampus,85.72,91.81,Macaca mulatta
NEUR_2922,Cortex,73.17,33.42,Rattus norvegicus
NEUR_3940,Striatum,29.09,109.36,Danio rerio
NEUR_3449,Cerebellum,62.66,89.79,Danio rerio
NEUR_4543,Thalamus,77.66,35.7,Mus musculus
NEUR_2138,Amygdala,119.72,40.34,Macaca mulatta
NEUR_2602,Cortex,66.47,24.11,Rattus norvegicus
NEUR_3948,Cortex,76.95,77.49,Danio rerio
NEUR_4978,Striatum,4.07,63.49,Mus musculus
NEUR_9328,Cortex,56.26,33.61,Danio rerio
NEUR_7072,Thalamus,90.5,12.56,Mus musculus
NEUR_6048,Hippocampus,11.7,15.3,Macaca mulatta
NEUR_2125,Hypothalamus,109.33,68.47,Danio rerio
NEUR_1190,Cortex,58.4,102.12,Mus musculus
NEUR_7917,Amygdala,32.58,77.63,Danio rerio
NEUR_3033,Cerebellum,0.42,60.61,Danio rerio
NEUR_9308,Hippocampus,118.3,83.3,Mus musculus
NEUR_6914,Cortex,148.14,91.08,Rattus norvegicus
NEUR_3330,Cerebellum,74.88,73.61,Mus musculus
NEUR_6964,Amygdala,145.4,28.17,Mus musculus
NEUR_8229,Hypothalamus,13.06,68.43,Macaca mulatta
NEUR_4368,Striatum,10.84,102.06,Danio rerio
NEUR_8243,Cortex,79.59,45.25,Macaca mulatta
NEUR_1409,Cerebellum,55.98,83.8,Rattus norvegicus
NEUR_4198,Amygdala,78.25,41.53,Danio rerio
NEUR_2966,Thalamus,102.16,39.52,Rattus norvegicus
NEUR_9931,Cortex,114.85,35.74,Danio rerio
NEUR_6610,Cortex,108.68,60.18,Rattus norvegicus
NEUR_9441,Striatum,12.43,81.76,Danio rerio
NEUR_3599,Cortex,72.29,33.99,Danio rerio
NEUR_8270,Cortex,49.11,40.65,Macaca mulatta
NEUR_8797,Thalamus,105.55,49.87,Danio rerio
NEUR_4417,Hypothalamus,19.15,52.16,Rattus norvegicus
NEUR_2174,Cerebellum,104.42,64.6,Rattus norvegicus
NEUR_4077,Striatum,11.48,117.91,Rattus norvegicus
NEUR_2487,Cerebellum,97.9,21.55,Danio rerio
NEUR_5943,Hypothalamus,40.58,97.04,Mus musculus
NEUR_9366,Cerebellum,33.86,24.29,Mus musculus
NEUR_6182,Thalamus,88.91,35.87,Danio rerio
NEUR_2986,Thalamus,67.5,35.57,Danio rerio
NEUR_9763,Striatum,7.26,91.11,Danio rerio
NEUR_5314,Hippocampus,42.39,93.6,Danio rerio
NEUR_2728,Amygdala,72.43,82.87,Mus musculus
NEUR_3212,Hypothalamus,133.77,100.75,Mus musculus
NEUR_6110,Striatum,37.59,106.7,Danio rerio
NEUR_6661,Thalamus,118.62,108.92,Rattus norvegicus
NEUR_9609,Hypothalamus,108.15,115.1,Danio rerio
NEUR_4081,Amygdala,109.41,35.66,Rattus norvegicus
NEUR_7547,Hippocampus,12.88,75.35,Rattus norvegicus
NEUR_5843,Cerebellum,101.38,44.94,Mus musculus
NEUR_1666,Striatum,21.62,30.85,Macaca mulatta
NEUR_3348,Hippocampus,73.25,116.38,Macaca mulatta
NEUR_4732,Cerebellum,63.49,111.17,Mus musculus
NEUR_5866,Amygdala,45.34,34.91,Rattus norvegicus
NEUR_9563,Cerebellum,99.21,117.08,Mus musculus
NEUR_5296,Thalamus,8.9,80.42,Danio rerio
NEUR_8110,Hippocampus,108.57,22.41,Rattus norvegicus
NEUR_2517,Cortex,43.86,19.05,Macaca mulatta
NEUR_3384,Hippocampus,90.78,115.81,Mus musculus
NEUR_5213,Hypothalamus,133.09,24.47,Rattus norvegicus
NEUR_8608,Cortex,58.21,25.52,Mus musculus
NEUR_3693,Hypothalamus,10.24,63.06,Danio rerio
NEUR_3656,Striatum,135.62,109.9,Mus musculus
NEUR_9197,Cerebellum,121.15,109.59,Rattus norvegicus
NEUR_8778,Hypothalamus,113.03,85.13,Danio rerio
NEUR_5892,Hippocampus,66.52,97.88,Danio rerio
NEUR_4712,Cerebellum,60.22,22.27,Danio rerio
NEUR_4662,Thalamus,76.7,75.02,Macaca mulatta
NEUR_4152,Thalamus,9.79,18.45,Macaca mulatta
NEUR_1298,Cortex,122.81,100.16,Danio rerio
NEUR_3896,Cortex,92.52,88.88,Rattus norvegicus
