neuron_id,region,firing_rate_hz,spike_amplitude_mv,subject_species
NEUR_8238,Cortex,14.24,28.74,Danio rerio
NEUR_1470,Striatum,99.76,52.76,Danio rerio
NEUR_4876,Cortex,0.61,80.73,Rattus norvegicus
NEUR_1348,Hypothalamus,5.8,81.9,Mus musculus
NEUR_1712,Striatum,113.54,39.61,Macaca mulatta
NEUR_9813,Hypothalamus,130.93,33.46,Danio rerio
NEUR_7857,Cortex,125.7,50.61,Macaca mulatta
NEUR_4904,Amygdala,50.8,95.95,Danio rerio
NEUR_4239,Cortex,114.14,60.31,Mus musculus
NEUR_6381,Thalamus,98.93,83.83,Danio rerio
NEUR_2750,Hippocampus,148.82,78.58,Macaca mulatta
NEUR_2944,Hippocampus,131.13,36.9,Mus musculus
NEUR_3178,Hippocampus,24.31,21.5,Rattus norvegicus
NEUR_4602,Amygdala,138.34,41.92,Rattus norvegicus
NEUR_8685,Cerebellum,116.49,26.74,Macaca mulatta
NEUR_4391,Thalamus,10.13,61.69,Danio rerio
NEUR_9257,Cortex,91.3,11.07,Rattus norvegicus
NEUR_5084,Striatum,26.14,43.13,Rattus norvegicus
NEUR_2322,Thalamus,15.5,33.54,Mus musculus
NEUR_3931,Amygdala,37.19,53.65,Rattus norvegicus
NEUR_7823,Cerebellum,140.07,63.57,Rattus norvegicus
NEUR_5018,Hypothalamus,37.12,19.24,Mus musculus
NEUR_2598,Hypothalamus,67.91,93.82,Mus musculus
NEUR_1996,Hypothalamus,45.76,32.23,Mus musculus
NEUR_8781,Striatum,129.93,13.5,Macaca mulatta
NEUR_8600,Thalamus,117.66,38.54,Macaca mulatta
NEUR_8942,Thalamus,61.84,75.29,Danio rerio
NEUR_3783,Hypothalamus,143.06,14.97,Mus musculus
NEUR_5542,Thalamus,54.34,64.84,Mus musculus
NEUR_1116,Amygdala,61.93,84.34,Mus musculus
NEUR_4735,Striatum,111.51,59.62,Macaca mulatta
NEUR_4534,Hypothalamus,67.7,71.43,Rattus norvegicus
NEUR_2093,Amygdala,70.49,36.69,Rattus norvegicus
NEUR_7896,Thalamus,92.16,112.79,Macaca mulatta
NEUR_1278,Cortex,50.74,100.2,Macaca mulatta
NEUR_5381,Amygdala,68.75,68.41,Mus musculus
NEUR_2983,Striatum,115.51,16.8,Danio rerio
NEUR_5231,Cortex,120.17,44.44,Mus musculus
NEUR_2222,Striatum,96.09,115.49,Mus musculus
NEUR_7830,Cerebellum,108.3,84.52,Rattus norvegicus
NEUR_9025,Thalamus,20.37,19.98,Mus musculus
NEUR_4652,Cortex,1.95,27.49,Mus musculus
NEUR_4395,Hippocampus,111.0,78.91,Macaca mulatta
NEUR_2490,Hippocampus,43.94,111.37,Mus musculus
NEUR_9283,Cerebellum,109.11,114.26,Rattus norvegicus
NEUR_1379,Hypothalamus,136.13,84.25,Rattus norvegicus
NEUR_5065,Thalamus,98.86,103.81,Macaca mulatta
NEUR_1139,Thalamus,73.93,41.0,Macaca mulatta
NEUR_9358,Hippocampus,37.08,39.66,Danio rerio
NEUR_3411,Striatum,147.08,28.61,Mus musculus
NEUR_5514,Amygdala,11.59,55.55,Macaca mulatta
NEUR_3911,Cortex,51.17,84.17,Macaca mulatta
NEUR_6025,Hippocampus,78.57,105.74,Danio rerio
NEUR_8517,Amygdala,25.67,110.02,Rattus norvegicus
NEUR_7609,Striatum,143.5,93.03,Rattus norvegicus
NEUR_8448,Hippocampus,77.71,49.66,Rattus norvegicus
NEUR_4049,Amygdala,82.31,33.71,Macaca mulatta
NEUR_7753,Amygdala,99.06,62.43,Mus musculus
NEUR_9776,Thalamus,9.74,84.06,Macaca mulatta
NEUR_1208,Hypothalamus,10.69,115.44,Macaca mulatta
NEUR_6914,Cerebellum,135.21,90.78,Rattus norvegicus
NEUR_4008,Thalamus,49.85,88.61,Rattus norvegicus
NEUR_2331,Cerebellum,4.72,26.66,Danio rerio
NEUR_6189,Amygdala,71.08,29.51,Rattus norvegicus
NEUR_6970,Hippocampus,82.65,35.0,Mus musculus
NEUR_6582,Thalamus,81.85,65.93,Danio rerio
NEUR_9731,Cortex,118.33,88.0,Macaca mulatta
NEUR_1120,Hypothalamus,38.42,77.56,Macaca mulatta
NEUR_6732,Amygdala,90.11,54.9,Macaca mulatta
NEUR_8622,Striatum,126.21,93.06,Danio rerio
NEUR_1448,Striatum,0.9,26.17,Rattus norvegicus
NEUR_7874,Amygdala,27.33,26.56,Macaca mulatta
NEUR_8147,Hypothalamus,36.35,14.12,Macaca mulatta
NEUR_8940,Striatum,76.71,58.62,Danio rerio
NEUR_2639,Cortex,64.14,92.68,Danio rerio
NEUR_1467,Cerebellum,56.0,65.41,Mus musculus
NEUR_9075,Thalamus,118.94,103.46,Macaca mulatta
NEUR_2769,Cortex,137.92,78.86,Rattus norvegicus
NEUR_1307,Amygdala,18.99,83.9,Rattus norvegicus
NEUR_3252,Cortex,130.36,10.17,Danio rerio
NEUR_4080,Amygdala,79.31,49.11,Rattus norvegicus
NEUR_2150,Striatum,84.72,46.67,Mus musculus
NEUR_8470,Hippocampus,127.44,98.97,Rattus norvegicus
NEUR_1370,Cortex,65.12,103.42,Rattus norvegicus
NEUR_9710,Amygdala,62.05,77.91,Rattus norvegicus
NEUR_8340,Thalamus,67.26,15.49,Danio rerio
NEUR_4026,Striatum,47.65,49.39,Danio rerio
NEUR_6838,Cortex,32.77,52.93,Danio rerio
NEUR_7014,Cortex,65.87,37.59,Macaca mulatta
NEUR_5417,Striatum,106.92,47.27,Danio rerio
NEUR_2131,Cortex,129.68,108.31,Macaca mulatta
NEUR_4632,Hippocampus,130.46,45.94,Rattus norvegicus
NEUR_6936,Cerebellum,31.04,66.67,Danio rerio
NEUR_7008,Hypothalamus,101.44,84.44,Mus musculus
NEUR_8494,Cerebellum,48.19,38.17,Macaca mulatta
NEUR_3465,Cerebellum,120.59,94.83,Danio rerio
NEUR_6607,Hypothalamus,96.57,76.44,Mus musculus
NEUR_1875,Cortex,118.04,42.76,Mus musculus
NEUR_9491,Cerebellum,128.54,89.75,Macaca mulatta
NEUR_6900,Hypothalamus,140.78,109.76,Mus musculus
NEUR_6461,Cortex,75.96,87.47,Rattus norvegicus
NEUR_5808,Amygdala,11.65,63.48,Macaca mulatta
NEUR_7561,Hypothalamus,97.5,115.73,Mus musculus
NEUR_4093,Thalamus,40.44,69.25,Macaca mulatta
NEUR_5070,Cortex,50.42,85.54,Mus musculus
NEUR_2926,Hypothalamus,111.78,94.58,Mus musculus
NEUR_9143,Hypothalamus,15.0,36.44,Mus musculus
NEUR_1145,Striatum,148.45,85.0,Mus musculus
NEUR_7360,Thalamus,128.64,61.93,Rattus norvegicus
NEUR_7789,Thalamus,140.55,37.91,Rattus norvegicus
NEUR_7492,Thalamus,87.52,22.79,Mus musculus
NEUR_8378,Amygdala,7.05,56.14,Macaca mulatta
NEUR_4059,Hypothalamus,25.96,43.43,Mus musculus
NEUR_3759,Thalamus,56.18,22.74,Rattus norvegicus
NEUR_1213,Hippocampus,101.53,111.06,Macaca mulatta
NEUR_2011,Thalamus,5.34,112.18,Rattus norvegicus
NEUR_9127,Thalamus,31.74,110.65,Macaca mulatta
NEUR_2726,Cerebellum,27.82,110.58,Macaca mulatta
NEUR_1622,Cerebellum,56.27,34.55,Danio rerio
NEUR_8871,Hypothalamus,82.66,38.31,Macaca mulatta
NEUR_8630,Cortex,148.69,15.83,Mus musculus
NEUR_9385,Hippocampus,19.82,80.09,Mus musculus
NEUR_6115,Cerebellum,36.31,78.91,Macaca mulatta
NEUR_1781,Hippocampus,77.14,96.33,Macaca mulatta
NEUR_3267,Hypothalamus,143.29,77.1,Danio rerio
NEUR_7121,Amygdala,85.18,38.9,Rattus norvegicus
NEUR_6500,Thalamus,148.44,102.81,Danio rerio
NEUR_8864,Cortex,136.44,68.12,Macaca mulatta
NEUR_4727,Striatum,105.96,19.28,Danio rerio
NEUR_4372,Striatum,16.64,39.36,Mus musculus
NEUR_1476,Thalamus,12.79,41.25,Danio rerio
NEUR_2688,Hippocampus,43.46,30.27,Mus musculus
NEUR_9551,Hypothalamus,27.68,15.3,Rattus norvegicus
NEUR_8708,Amygdala,85.72,117.54,Rattus norvegicus
NEUR_4342,Cerebellum,149.65,93.46,Rattus norvegicus
NEUR_4211,Cerebellum,98.92,56.09,Rattus norvegicus
NEUR_8500,Hippocampus,21.37,87.37,Rattus norvegicus
NEUR_1269,Striatum,11.96,91.15,Rattus norvegicus
NEUR_7244,Cerebellum,128.61,101.47,Macaca mulatta
NEUR_2668,Cerebellum,77.44,37.79,Macaca mulatta
NEUR_8913,Hippocampus,63.67,96.37,Macaca mulatta
NEUR_9062,Thalamus,111.74,84.18,Rattus norvegicus
NEUR_4520,Amygdala,137.66,71.46,Macaca mulatta
NEUR_1975,Striatum,13.95,17.3,Rattus norvegicus
NEUR_3064,Cortex,26.9,83.9,Rattus norvegicus
NEUR_6020,Cortex,26.65,77.39,Macaca mulatta
NEUR_6031,Cortex,15.52,24.75,Macaca mulatta
NEUR_4448,Cortex,64.35,16.14,Mus musculus
NEUR_1250,Striatum,106.8,45.87,Rattus norvegicus
NEUR_6716,Cortex,47.2,63.84,Mus musculus
NEUR_6637,Cortex,130.81,41.13,Mus musculus
NEUR_6093,Cerebellum,131.39,96.26,Danio rerio
NEUR_4238,Hypothalamus,88.22,83.79,Rattus norvegicus
NEUR_9906,Amygdala,135.96,103.21,Rattus norvegicus
NEUR_9956,Cerebellum,35.06,86.31,Macaca mulatta
NEUR_8423,Hypothalamus,129.14,16.89,Danio rerio
NEUR_2610,Hypothalamus,9.11,87.5,Danio rerio
NEUR_6746,Amygdala,11.21,54.35,Mus musculus
NEUR_4393,Cortex,54.32,48.59,Mus musculus
NEUR_7168,Hypothalamus,129.04,20.27,Danio rerio
NEUR_7695,Cortex,146.19,23.46,Danio rerio
NEUR_2903,Amygdala,108.45,34.38,Rattus norvegicus
NEUR_7188,Hypothalamus,32.43,82.29,Mus musculus
NEUR_4216,Cerebellum,55.39,63.44,Danio rerio
NEUR_2672,Cortex,95.63,27.11,Mus musculus
NEUR_8158,Thalamus,11.89,17.05,Mus musculus
NEUR_2232,Striatum,59.75,23.63,Macaca mulatta
NEUR_2784,Striatum,87.07,72.45,Danio rerio
NEUR_4985,Thalamus,123.61,116.63,Rattus norvegicus
NEUR_6095,Cerebellum,112.27,115.96,Danio rerio
NEUR_1672,Striatum,58.76,19.82,Mus musculus
NEUR_5364,Amygdala,87.78,67.74,Mus musculus
NEUR_8387,Hippocampus,52.25,35.53,Mus musculus
NEUR_1417,Thalamus,146.07,43.41,Macaca mulatta
NEUR_8570,Hypothalamus,70.81,62.18,Danio rerio
NEUR_1341,Cerebellum,115.06,22.65,Danio rerio
NEUR_9156,Thalamus,76.46,79.73,Rattus norvegicus
NEUR_4997,Striatum,125.67,90.29,Rattus norvegicus
NEUR_6973,Cerebellum,61.71,58.62,Mus musculus
NEUR_1948,Hypothalamus,71.51,60.32,Danio rerio
NEUR_4168,Amygdala,76.34,80.37,Mus musculus
NEUR_7334,Thalamus,24.7,112.71,Rattus norvegicus
NEUR_1499,Hippocampus,110.46,88.65,Rattus norvegicus
NEUR_4192,Amygdala,109.88,52.02,Danio rerio
NEUR_2810,Amygdala,92.34,104.92,Macaca mulatta
NEUR_9883,Hypothalamus,134.32,48.15,Rattus norvegicus
NEUR_8442,Hippocampus,132.26,39.88,Rattus norvegicus
NEUR_1976,Amygdala,5.27,34.73,Macaca mulatta
NEUR_2353,Cerebellum,65.66,100.01,Danio rerio
NEUR_9290,Thalamus,70.1,58.47,Macaca mulatta
NEUR_5660,Striatum,79.03,78.48,Rattus norvegicus
NEUR_2835,Cortex,126.85,20.85,Mus musculus
NEUR_2977,Hypothalamus,26.89,99.9,Mus musculus
NEUR_5106,Thalamus,3.95,19.31,Danio rerio
NEUR_5590,Thalamus,117.46,38.74,Rattus norvegicus
NEUR_1223,Cortex,76.11,106.86,Mus musculus
NEUR_8714,Thalamus,54.24,43.46,Rattus norvegicus
NEUR_8401,Amygdala,128.92,115.97,Mus musculus
NEUR_5284,Striatum,9.16,44.17,Danio rerio
NEUR_6595,Amygdala,144.45,98.44,Rattus norvegicus
NEUR_4659,Striatum,40.4,107.07,Macaca mulatta
NEUR_6405,Amygdala,1.23,32.13,Rattus norvegicus
NEUR_9804,Thalamus,53.98,37.64,Mus musculus
NEUR_2650,Cortex,148.5,119.19,Macaca mulatta
NEUR_9223,Hypothalamus,111.3,73.0,Mus musculus
NEUR_8798,Hippocampus,78.44,56.4,Mus musculus
NEUR_5596,Hypothalamus,115.72,30.72,Macaca mulatta
NEUR_8898,Cerebellum,135.91,34.65,Mus musculus
NEUR_9586,Cerebellum,79.3,27.73,Macaca mulatta
NEUR_5149,Hippocampus,136.0,106.61,Rattus norvegicus
NEUR_2084,Hippocampus,94.91,38.17,Macaca mulatta
NEUR_7908,Striatum,7.44,45.94,Mus musculus
NEUR_8580,Striatum,107.06,42.66,Danio rerio
NEUR_4427,Hippocampus,74.25,118.71,Danio rerio
NEUR_8069,Hypothalamus,78.92,46.77,Danio rerio
NEUR_3094,Striatum,119.66,109.58,Danio rerio
NEUR_6369,Cortex,110.54,58.65,Rattus norvegicus
NEUR_7551,Thalamus,17.02,72.73,Mus musculus
NEUR_9373,Striatum,105.29,27.03,Rattus norvegicus
NEUR_1285,Hypothalamus,147.57,114.13,Macaca mulatta
NEUR_4234,Cerebellum,115.09,45.19,Rattus norvegicus
NEUR_1081,Cerebellum,112.53,38.14,Danio rerio
NEUR_1802,Cerebellum,114.2,75.24,Macaca mulatta
NEUR_2038,Hippocampus,1.81,37.31,Mus musculus
NEUR_4974,Cortex,13.34,74.76,Mus musculus
NEUR_6001,Thalamus,90.83,103.98,Danio rerio
NEUR_5668,Hypothalamus,139.17,29.54,Mus musculus
NEUR_3495,Cortex,38.98,12.03,Danio rerio
NEUR_6048,Thalamus,24.64,100.81,Rattus norvegicus
NEUR_7281,Hypothalamus,26.32,34.67,Danio rerio
NEUR_9137,Amygdala,64.61,74.07,Mus musculus
NEUR_7444,Striatum,58.31,68.54,Rattus norvegicus
NEUR_3470,Thalamus,33.46,54.1,Mus musculus
NEUR_2963,Hypothalamus,142.57,15.05,Mus musculus
NEUR_4150,Striatum,33.51,61.33,Macaca mulatta
NEUR_5460,Amygdala,58.94,30.17,Mus musculus
NEUR_3849,Hippocampus,32.12,61.12,Macaca mulatta
NEUR_1891,Hypothalamus,17.0,32.31,Macaca mulatta
NEUR_6046,Cortex,46.95,79.01,Rattus norvegicus
NEUR_5624,Hypothalamus,142.11,55.39,Mus musculus
NEUR_8777,Cerebellum,65.61,72.58,Danio rerio
NEUR_3454,Hypothalamus,4.39,23.77,Macaca mulatta
NEUR_6590,Striatum,1.48,106.79,Macaca mulatta
NEUR_5180,Cortex,88.95,112.01,Rattus norvegicus
NEUR_2672,Hypothalamus,62.35,12.1,Macaca mulatta
NEUR_3541,Striatum,74.37,90.03,Danio rerio
NEUR_9763,Thalamus,88.86,69.89,Mus musculus
NEUR_5020,Cerebellum,54.34,68.5,Macaca mulatta
NEUR_1969,Cortex,140.68,25.44,Macaca mulatta
NEUR_8640,Cerebellum,98.38,20.36,Danio rerio
NEUR_2965,Hippocampus,38.71,116.8,Mus musculus
NEUR_8723,Thalamus,20.96,60.04,Mus musculus
NEUR_9605,Striatum,53.68,102.84,Macaca mulatta
NEUR_6606,Thalamus,82.49,30.15,Rattus norvegicus
NEUR_8403,Amygdala,57.03,32.81,Rattus norvegicus
NEUR_6123,Amygdala,64.39,29.88,Mus musculus
NEUR_4163,Striatum,82.41,15.63,Rattus norvegicus
NEUR_3241,Striatum,31.81,52.36,Macaca mulatta
NEUR_8608,Hypothalamus,27.26,66.31,Macaca mulatta
NEUR_1135,Cerebellum,49.57,116.74,Rattus norvegicus
NEUR_9890,Cortex,48.17,39.05,Danio rerio
NEUR_8886,Hippocampus,82.86,94.07,Rattus norvegicus
NEUR_3619,Cortex,12.69,81.47,Macaca mulatta
NEUR_4093,Striatum,26.21,98.04,Danio rerio
NEUR_9912,Striatum,32.92,102.22,Rattus norvegicus
NEUR_4689,Cerebellum,74.47,96.8,Rattus norvegicus
NEUR_7104,Striatum,121.41,29.92,Rattus norvegicus
NEUR_5212,Cortex,40.58,57.76,Macaca mulatta
NEUR_4281,Cerebellum,45.36,105.16,Danio rerio
NEUR_6182,Amygdala,85.23,39.17,Rattus norvegicus
NEUR_7182,Hypothalamus,142.14,82.9,Mus musculus
NEUR_4663,Hippocampus,142.36,47.69,Mus musculus
NEUR_1471,Striatum,17.49,72.46,Danio rerio
NEUR_5746,Cortex,13.45,54.34,Danio rerio
NEUR_6415,Hippocampus,11.31,74.87,Danio rerio
NEUR_2598,Cortex,86.69,26.97,Mus musculus
NEUR_8322,Cerebellum,7.61,42.1,Mus musculus
NEUR_4123,Cortex,32.72,72.97,Mus musculus
NEUR_9657,Amygdala,96.83,79.86,Danio rerio
NEUR_8587,Striatum,99.05,59.19,Macaca mulatta
NEUR_9726,Amygdala,55.21,105.66,Rattus norvegicus
NEUR_1954,Cortex,30.84,106.31,Macaca mulatta
NEUR_2154,Striatum,14.73,93.61,Danio rerio
NEUR_6716,Hypothalamus,119.3,31.92,Danio rerio
NEUR_3346,Cerebellum,138.98,22.5,Mus musculus
NEUR_2974,Thalamus,97.18,73.78,Rattus norvegicus
NEUR_8390,Amygdala,98.6,113.49,Macaca mulatta
NEUR_4638,Hippocampus,136.38,104.51,Danio rerio
NEUR_4130,Amygdala,37.08,107.23,Macaca mulatta
NEUR_7269,Hypothalamus,52.62,54.69,Macaca mulatta
NEUR_2165,Amygdala,26.9,64.43,Mus musculus
NEUR_4185,Hippocampus,111.76,50.28,Danio rerio
NEUR_3301,Amygdala,49.0,72.94,Danio rerio
NEUR_7435,Cerebellum,2.13,27.43,Rattus norvegicus
NEUR_1703,Hypothalamus,11.43,106.96,Mus musculus
NEUR_4703,Thalamus,132.36,79.24,Rattus norvegicus
NEUR_4612,Hypothalamus,132.65,70.69,Danio rerio
NEUR_6004,Thalamus,97.23,84.87,Danio rerio
NEUR_3922,Thalamus,62.08,69.1,Danio rerio
NEUR_5926,Striatum,29.32,109.07,Danio rerio
NEUR_1350,Hippocampus,47.56,78.44,Mus musculus
NEUR_4436,Cortex,14.42,99.4,Rattus norvegicus
NEUR_1135,Striatum,120.85,109.55,Macaca mulatta
NEUR_1857,Hippocampus,76.42,80.26,Danio rerio
NEUR_2205,Striatum,21.77,102.06,Danio rerio
NEUR_9760,Thalamus,84.71,39.34,Danio rerio
NEUR_2921,Amygdala,138.67,34.33,Danio rerio
NEUR_6935,Cerebellum,102.25,42.1,Rattus norvegicus
NEUR_3025,Hypothalamus,104.04,115.9,Rattus norvegicus
NEUR_2056,Amygdala,8.61,15.66,Rattus norvegicus
NEUR_3334,Thalamus,16.55,24.81,Danio rerio
NEUR_5961,Cortex,32.7,17.69,Rattus norvegicus
NEUR_1494,Hippocampus,38.26,77.3,Macaca mulatta
NEUR_3828,Cerebellum,114.81,116.52,Mus musculus
NEUR_7782,Striatum,132.82,111.97,Rattus norvegicus
NEUR_5714,Cortex,19.13,67.54,Macaca mulatta
NEUR_2936,Cortex,12.15,69.18,Danio rerio
NEUR_7768,Thalamus,107.48,111.14,Macaca mulatta
NEUR_3637,Cortex,26.14,104.27,Rattus norvegicus
NEUR_1992,Hypothalamus,116.75,106.93,Macaca mulatta
NEUR_3869,Hypothalamus,37.78,50.56,Mus musculus
NEUR_9119,Hypothalamus,24.17,13.22,Rattus norvegicus
NEUR_6690,Hypothalamus,107.32,104.73,Macaca mulatta
NEUR_8688,Amygdala,140.46,23.94,Macaca mulatta
NEUR_7772,Cerebellum,86.9,64.17,Mus musculus
NEUR_3504,Amygdala,47.57,93.99,Rattus norvegicus
NEUR_8882,Amygdala,133.06,48.92,Danio rerio
NEUR_4574,Thalamus,139.1,45.84,Danio rerio
NEUR_1857,Amygdala,24.02,97.63,Macaca mulatta
NEUR_7884,Striatum,37.35,11.69,Danio rerio
NEUR_2217,Cerebellum,129.61,119.63,Rattus norvegicus
NEUR_5635,Amygdala,137.11,86.81,Mus musculus
NEUR_6418,Hippocampus,91.59,43.2,Danio rerio
NEUR_3902,Cortex,71.84,116.99,Rattus norvegicus
NEUR_3551,Hypothalamus,136.91,105.55,Rattus norvegicus
NEUR_1171,Cortex,66.92,42.13,Danio rerio
NEUR_9730,Cerebellum,79.46,77.96,Mus musculus
NEUR_7999,Hippocampus,124.63,21.99,Macaca mulatta
NEUR_8724,Striatum,136.45,28.09,Macaca mulatta
NEUR_4958,Thalamus,106.48,40.54,Macaca mulatta
NEUR_3913,Hypothalamus,89.23,104.62,Mus musculus
NEUR_9156,Hypothalamus,53.29,61.64,Macaca mulatta
NEUR_1264,Cerebellum,62.01,50.41,Danio rerio
NEUR_9390,Hypothalamus,145.02,35.59,Macaca mulatta
NEUR_6544,Amygdala,109.94,58.01,Macaca mulatta
NEUR_3646,Hypothalamus,146.82,39.71,Rattus norvegicus
NEUR_3238,Hippocampus,5.0,47.97,Macaca mulatta
NEUR_6132,Striatum,12.19,34.23,Macaca mulatta
NEUR_6159,Hippocampus,138.56,22.35,Mus musculus
NEUR_4192,Cortex,91.74,32.55,Rattus norvegicus
NEUR_2584,Cerebellum,77.88,65.19,Danio rerio
NEUR_2244,Striatum,42.83,11.68,Macaca mulatta
NEUR_5151,Hippocampus,119.26,59.86,Danio rerio
NEUR_6157,Amygdala,50.36,88.56,Danio rerio
NEUR_3175,Striatum,137.58,117.3,Danio rerio
NEUR_7673,Cerebellum,19.04,96.49,Rattus norvegicus
NEUR_6434,Striatum,67.87,51.13,Mus musculus
NEUR_1616,Thalamus,96.99,76.3,Macaca mulatta
NEUR_5107,Hypothalamus,66.18,109.86,Macaca mulatta
NEUR_8139,Cerebellum,89.21,99.2,Mus musculus
NEUR_9582,Amygdala,98.06,39.33,Rattus norvegicus
NEUR_1253,Thalamus,10.31,32.01,Mus musculus
NEUR_6546,Hippocampus,79.0,17.18,Danio rerio
NEUR_8146,Striatum,69.51,105.01,Mus musculus
NEUR_2066,Amygdala,68.22,82.27,Rattus norvegicus
NEUR_3959,Amygdala,1.56,36.99,Macaca mulatta
NEUR_1029,Amygdala,134.65,21.05,Rattus norvegicus
NEUR_5273,Hippocampus,149.51,41.54,Macaca mulatta
NEUR_7511,Hypothalamus,113.54,40.49,Mus musculus
