neuron_id,region,firing_rate_hz,spike_amplitude_mv,subject_species
NEUR_9709,Hippocampus,40.87,55.88,Macaca mulatta
NEUR_2935,Amygdala,114.21,27.8,Macaca mulatta
NEUR_7005,Cortex,3.1,84.23,Danio rerio
NEUR_8068,Amygdala,31.53,104.51,Macaca mulatta
NEUR_9498,Hypothalamus,42.88,66.99,Danio rerio
NEUR_1787,Hypothalamus,144.32,30.18,Rattus norvegicus
NEUR_6006,Cerebellum,58.93,116.03,Danio rerio
NEUR_4542,Hippocampus,88.51,77.39,Mus musculus
NEUR_3325,Amygdala,142.08,11.26,Rattus norvegicus
NEUR_6420,Hippocampus,148.54,118.95,Mus musculus
NEUR_2421,Striatum,20.71,15.95,Macaca mulatta
NEUR_8125,Cortex,0.59,89.94,Macaca mulatta
NEUR_3975,Amygdala,32.56,113.12,Macaca mulatta
NEUR_4972,Hippocampus,115.81,42.94,Mus musculus
NEUR_1033,Cerebellum,125.55,114.48,Mus musculus
NEUR_7996,Thalamus,132.54,75.25,Mus musculus
NEUR_3407,Amygdala,2.65,85.34,Danio rerio
NEUR_4885,Striatum,4.81,62.72,Danio rerio
NEUR_2371,Hippocampus,45.68,108.94,Macaca mulatta
NEUR_6504,Hippocampus,143.86,74.08,Rattus norvegicus
NEUR_6017,Hypothalamus,76.89,11.08,Danio rerio
NEUR_2582,Striatum,27.04,81.09,Mus musculus
NEUR_1950,Cerebellum,108.19,24.39,Danio rerio
NEUR_3838,Hypothalamus,51.88,103.95,Rattus norvegicus
NEUR_2798,Hippocampus,128.25,109.42,Danio rerio
NEUR_3528,Thalamus,110.21,79.26,Macaca mulatta
NEUR_5932,Hippocampus,101.77,90.85,Macaca mulatta
NEUR_5286,Thalamus,105.62,56.69,Macaca mulatta
NEUR_3339,Amygdala,25.29,30.52,Mus musculus
NEUR_6110,Hippocampus,133.12,36.87,Rattus norvegicus
NEUR_7690,Amygdala,138.8,46.84,Rattus norvegicus
NEUR_4821,Striatum,2.95,70.51,Rattus norvegicus
NEUR_5391,Striatum,43.98,88.22,Macaca mulatta
NEUR_9455,Cortex,2.77,104.58,Mus musculus
NEUR_6942,Striatum,40.02,74.68,Rattus norvegicus
NEUR_5254,Hypothalamus,28.94,62.25,Macaca mulatta
NEUR_8281,Cortex,76.52,71.99,Rattus norvegicus
NEUR_9915,Amygdala,138.64,21.13,Danio rerio
NEUR_7912,Striatum,114.63,11.32,Mus musculus
NEUR_6894,Hypothalamus,10.64,85.95,Danio rerio
NEUR_2529,Thalamus,14.37,111.91,Danio rerio
NEUR_1857,Hippocampus,129.31,52.61,Macaca mulatta
NEUR_2885,Hypothalamus,43.65,76.39,Danio rerio
NEUR_7297,Cerebellum,117.31,105.25,Macaca mulatta
NEUR_5429,Hippocampus,90.74,109.67,Mus musculus
NEUR_1018,Thalamus,78.88,100.2,Danio rerio
NEUR_6652,Amygdala,17.89,100.61,Danio rerio
NEUR_2168,Thalamus,45.03,13.14,Mus musculus
