neuron_id,region,firing_rate_hz,spike_amplitude_mv,subject_species
NEUR_3161,Striatum,87.87,80.54,Macaca mulatta
NEUR_3839,Hippocampus,79.51,98.31,Mus musculus
NEUR_6432,Amygdala,43.61,99.56,Rattus norvegicus
NEUR_1984,Amygdala,67.37,115.17,Mus musculus
NEUR_9913,Hypothalamus,133.46,89.7,Rattus norvegicus
NEUR_4500,Hypothalamus,65.13,98.26,Rattus norvegicus
NEUR_3966,Hypothalamus,58.17,54.0,Rattus norvegicus
NEUR_6780,Hypothalamus,15.94,16.14,Rattus norvegicus
NEUR_1657,Cerebellum,57.98,89.15,Macaca mulatta
NEUR_7808,Cerebellum,8.59,26.05,Rattus norvegicus
NEUR_4449,Cerebellum,40.18,30.8,Mus musculus
NEUR_3734,Cortex,121.92,80.25,Macaca mulatta
NEUR_4612,Cerebellum,146.54,59.1,Danio rerio
NEUR_9445,Cortex,2.81,25.19,Mus musculus
NEUR_5138,Hypothalamus,140.11,46.43,Rattus norvegicus
NEUR_4840,Thalamus,50.87,56.82,Mus musculus
NEUR_9400,Hypothalamus,94.65,103.38,Mus musculus
NEUR_9260,Cortex,1.09,64.82,Rattus norvegicus
NEUR_3894,Hippocampus,122.36,26.64,Macaca mulatta
NEUR_7246,Amygdala,143.8,59.7,Rattus norvegicus
NEUR_4237,Hypothalamus,110.42,44.31,Danio rerio
NEUR_2707,Amygdala,12.17,101.17,Macaca mulatta
NEUR_1465,Thalamus,43.05,92.91,Danio rerio
NEUR_9221,Cerebellum,17.25,114.33,Macaca mulatta
NEUR_6730,Cerebellum,41.96,35.6,Danio rerio
NEUR_2829,Amygdala,50.26,76.97,Danio rerio
NEUR_5031,Thalamus,76.32,25.52,Mus musculus
NEUR_8183,Cerebellum,110.54,59.2,Mus musculus
NEUR_8549,Hippocampus,76.64,89.29,Mus musculus
NEUR_9207,Cortex,3.23,34.56,Rattus norvegicus
NEUR_7480,Cerebellum,18.9,73.96,Rattus norvegicus
NEUR_4308,Thalamus,129.13,73.67,Rattus norvegicus
NEUR_9346,Hippocampus,100.01,90.22,Danio rerio
NEUR_4711,Cortex,26.21,41.11,Macaca mulatta
NEUR_6346,Amygdala,57.04,62.02,Rattus norvegicus
