neuron_id,region,firing_rate_hz,spike_amplitude_mv,subject_species
NEUR_8982,Cerebellum,133.74,105.76,Danio rerio
NEUR_7315,Hypothalamus,131.25,22.02,Danio rerio
NEUR_9940,Hypothalamus,76.41,16.13,Rattus norvegicus
NEUR_4766,Hippocampus,64.7,79.77,Mus musculus
NEUR_7859,Cortex,18.2,69.88,Macaca mulatta
NEUR_8314,Hippocampus,107.77,113.11,Mus musculus
NEUR_9958,Hippocampus,94.69,38.16,Mus musculus
NEUR_5235,Amygdala,71.11,108.21,Mus musculus
NEUR_9561,Hypothalamus,58.55,62.49,Macaca mulatta
NEUR_5291,Striatum,147.91,114.74,Rattus norvegicus
NEUR_4676,Striatum,86.58,106.37,Rattus norvegicus
NEUR_5368,Cerebellum,137.21,118.45,Macaca mulatta
NEUR_7169,Thalamus,117.24,15.9,Mus musculus
NEUR_8462,Hypothalamus,133.46,113.83,Danio rerio
NEUR_5491,Thalamus,85.93,108.34,Mus musculus
NEUR_9401,Hippocampus,47.23,13.84,Macaca mulatta
NEUR_7049,Thalamus,62.68,16.16,Danio rerio
NEUR_4090,Thalamus,114.43,114.26,Rattus norvegicus
NEUR_1244,Hypothalamus,7.82,83.28,Mus musculus
NEUR_7703,Thalamus,41.46,22.74,Mus musculus
NEUR_5948,Hypothalamus,115.98,85.18,Rattus norvegicus
NEUR_7507,Cortex,20.93,109.61,Macaca mulatta
NEUR_3250,Hypothalamus,86.93,10.96,Danio rerio
NEUR_5726,Hippocampus,20.99,97.73,Macaca mulatta
NEUR_5910,Hippocampus,61.86,83.65,Rattus norvegicus
NEUR_6836,Thalamus,87.61,91.24,Macaca mulatta
NEUR_3469,Hippocampus,3.16,18.93,Danio rerio
NEUR_2984,Cortex,143.26,28.26,Rattus norvegicus
NEUR_2003,Cerebellum,105.59,37.95,Rattus norvegicus
NEUR_7074,Thalamus,124.16,58.73,Mus musculus
NEUR_5714,Striatum,78.41,119.38,Macaca mulatta
NEUR_6572,Thalamus,29.75,63.49,Mus musculus
NEUR_2776,Cerebellum,138.57,38.67,Mus musculus
NEUR_1309,Striatum,3.18,25.13,Macaca mulatta
NEUR_3197,Thalamus,21.54,100.7,Macaca mulatta
NEUR_1268,Striatum,109.82,119.84,Rattus norvegicus
NEUR_2514,Cortex,97.84,114.05,Rattus norvegicus
NEUR_3956,Amygdala,6.42,20.98,Rattus norvegicus
NEUR_5732,Hippocampus,14.1,101.18,Danio rerio
NEUR_2288,Amygdala,22.94,103.45,Macaca mulatta
NEUR_5242,Cerebellum,128.55,98.22,Danio rerio
NEUR_1143,Hippocampus,91.96,88.37,Rattus norvegicus
NEUR_9964,Thalamus,124.37,48.76,Mus musculus
NEUR_2366,Hypothalamus,22.75,70.87,Rattus norvegicus
NEUR_7826,Cortex,123.92,10.39,Macaca mulatta
NEUR_7685,Striatum,132.93,94.43,Mus musculus
NEUR_1974,Hypothalamus,40.89,44.56,Danio rerio
NEUR_1712,Thalamus,32.88,66.2,Danio rerio
NEUR_5637,Hippocampus,44.39,115.67,Macaca mulatta
NEUR_8745,Cerebellum,68.54,17.32,Rattus norvegicus
NEUR_2599,Hypothalamus,72.07,90.42,Macaca mulatta
NEUR_7489,Cerebellum,84.63,19.83,Danio rerio
NEUR_8012,Cerebellum,3.53,33.82,Mus musculus
NEUR_7428,Striatum,126.08,54.63,Danio rerio
NEUR_6244,Thalamus,132.54,105.11,Rattus norvegicus
NEUR_5537,Cortex,80.33,40.17,Mus musculus
NEUR_7788,Hippocampus,91.1,52.48,Mus musculus
NEUR_1044,Cortex,137.46,74.18,Macaca mulatta
NEUR_8493,Striatum,114.81,43.89,Rattus norvegicus
NEUR_5760,Hippocampus,80.05,15.99,Mus musculus
NEUR_6922,Hippocampus,56.98,10.4,Rattus norvegicus
NEUR_5792,Striatum,13.24,95.47,Macaca mulatta
NEUR_9307,Cortex,39.36,92.94,Macaca mulatta
NEUR_8758,Cortex,42.42,78.33,Mus musculus
NEUR_2538,Hypothalamus,132.31,69.59,Mus musculus
NEUR_6968,Thalamus,17.76,84.68,Rattus norvegicus
NEUR_8768,Thalamus,122.61,50.3,Rattus norvegicus
NEUR_7848,Amygdala,107.76,17.29,Macaca mulatta
NEUR_7764,Cortex,88.97,29.64,Danio rerio
NEUR_6175,Cortex,41.55,26.32,Mus musculus
NEUR_2958,Cortex,143.25,98.97,Danio rerio
NEUR_8138,Thalamus,132.84,14.14,Rattus norvegicus
NEUR_1745,Cerebellum,144.46,29.42,Rattus norvegicus
NEUR_3041,Cortex,68.48,78.22,Danio rerio
NEUR_4055,Hypothalamus,91.78,37.38,Mus musculus
NEUR_2623,Striatum,130.51,22.42,Macaca mulatta
NEUR_3997,Hippocampus,60.4,71.28,Macaca mulatta
NEUR_7451,Cerebellum,78.06,66.91,Rattus norvegicus
NEUR_8641,Amygdala,23.19,40.56,Macaca mulatta
NEUR_7616,Amygdala,59.94,70.17,Mus musculus
NEUR_7662,Cerebellum,40.25,86.68,Danio rerio
NEUR_3955,Amygdala,72.91,41.98,Rattus norvegicus
NEUR_3688,Cortex,140.44,11.24,Danio rerio
NEUR_3112,Amygdala,16.94,116.25,Mus musculus
NEUR_7370,Striatum,38.23,23.08,Danio rerio
