neuron_id,region,firing_rate_hz,spike_amplitude_mv,subject_species
NEUR_8523,Cerebellum,133.18,17.9,Macaca mulatta
NEUR_3854,Amygdala,141.4,119.55,Rattus norvegicus
NEUR_7279,Amygdala,7.3,102.08,Rattus norvegicus
NEUR_5412,Striatum,89.11,36.6,Macaca mulatta
NEUR_2565,Hypothalamus,95.16,66.37,Rattus norvegicus
NEUR_9779,Cerebellum,103.03,75.44,Macaca mulatta
NEUR_1862,Hippocampus,118.2,12.98,Danio rerio
NEUR_3910,Hippocampus,124.32,75.19,Mus musculus
NEUR_1760,Striatum,42.98,103.1,Danio rerio
NEUR_4042,Hypothalamus,109.34,99.7,Danio rerio
NEUR_7534,Cerebellum,134.78,94.26,Danio rerio
NEUR_6896,Amygdala,9.42,17.37,Macaca mulatta
NEUR_2446,Cerebellum,63.61,24.07,Mus musculus
NEUR_4787,Cerebellum,79.26,90.01,Rattus norvegicus
NEUR_7426,Thalamus,3.57,28.1,Macaca mulatta
NEUR_1271,Cortex,53.71,116.85,Macaca mulatta
NEUR_7752,Striatum,11.91,62.05,Mus musculus
NEUR_5187,Cerebellum,55.48,101.24,Rattus norvegicus
NEUR_6046,Hippocampus,67.78,23.46,Mus musculus
NEUR_4787,Cerebellum,78.06,110.31,Macaca mulatta
NEUR_4897,Hippocampus,106.81,74.29,Rattus norvegicus
NEUR_9075,Cortex,114.32,70.61,Macaca mulatta
NEUR_7574,Cerebellum,99.6,41.54,Rattus norvegicus
NEUR_7359,Thalamus,24.33,105.52,Rattus norvegicus
NEUR_2705,Striatum,38.44,27.02,Macaca mulatta
NEUR_1600,Amygdala,2.94,92.42,Mus musculus
NEUR_7089,Striatum,1.86,46.21,Danio rerio
NEUR_9148,Cerebellum,103.52,61.21,Mus musculus
NEUR_3372,Hippocampus,147.54,10.03,Danio rerio
NEUR_9584,Cortex,71.54,43.85,Mus musculus
NEUR_8630,Striatum,45.13,79.15,Mus musculus
NEUR_7213,Cortex,21.68,47.05,Rattus norvegicus
NEUR_3458,Amygdala,103.22,103.78,Rattus norvegicus
NEUR_1456,Hippocampus,15.23,102.41,Danio rerio
NEUR_4261,Thalamus,63.83,25.16,Mus musculus
NEUR_8183,Thalamus,15.66,90.41,Macaca mulatta
NEUR_4864,Cerebellum,113.03,107.36,Rattus norvegicus
NEUR_8260,Hypothalamus,120.63,69.39,Macaca mulatta
NEUR_3544,Hypothalamus,61.23,101.02,Macaca mulatta
NEUR_6536,Cortex,115.03,64.36,Rattus norvegicus
NEUR_4147,Striatum,9.61,57.04,Mus musculus
NEUR_8563,Striatum,46.6,46.85,Rattus norvegicus
NEUR_5662,Thalamus,140.78,94.49,Mus musculus
NEUR_3464,Hippocampus,64.33,17.86,Macaca mulatta
NEUR_2416,Thalamus,7.1,50.23,Mus musculus
NEUR_9251,Striatum,144.68,11.82,Danio rerio
NEUR_2084,Cerebellum,134.93,68.32,Mus musculus
NEUR_8257,Striatum,126.41,71.68,Rattus norvegicus
NEUR_9715,Striatum,28.67,44.5,Rattus norvegicus
NEUR_3095,Striatum,95.37,35.22,Macaca mulatta
NEUR_9363,Cortex,98.71,108.37,Mus musculus
NEUR_3847,Cortex,28.83,19.12,Rattus norvegicus
NEUR_2438,Hypothalamus,84.94,105.52,Danio rerio
NEUR_4010,Hypothalamus,13.44,33.36,Rattus norvegicus
NEUR_4698,Cerebellum,145.13,79.27,Danio rerio
NEUR_3805,Thalamus,29.64,41.96,Macaca mulatta
NEUR_9751,Amygdala,44.84,30.63,Rattus norvegicus
NEUR_9841,Amygdala,1.16,73.59,Rattus norvegicus
NEUR_8631,Thalamus,144.32,36.41,Danio rerio
NEUR_7740,Cortex,32.12,36.29,Rattus norvegicus
NEUR_7385,Thalamus,85.77,54.46,Mus musculus
NEUR_7740,Hippocampus,135.55,87.82,Mus musculus
NEUR_3770,Cortex,35.2,90.33,Danio rerio
NEUR_1093,Thalamus,111.17,88.65,Mus musculus
NEUR_5414,Hypothalamus,101.27,81.28,Rattus norvegicus
NEUR_8443,Amygdala,59.94,77.28,Danio rerio
NEUR_4991,Cortex,140.12,14.89,Macaca mulatta
NEUR_5011,Amygdala,121.28,48.57,Mus musculus
NEUR_6744,Hippocampus,137.22,85.78,Mus musculus
NEUR_8352,Thalamus,146.93,23.12,Mus musculus
NEUR_2710,Hypothalamus,130.15,85.17,Mus musculus
NEUR_1554,Cortex,70.41,69.44,Macaca mulatta
NEUR_5802,Hippocampus,122.18,86.64,Danio rerio
NEUR_4252,Amygdala,44.31,81.43,Danio rerio
NEUR_3048,Hypothalamus,66.03,34.07,Mus musculus
