species,class,order,weight_kg,length_cm,conservation_status
Long before,Reptilia,Rodentia,357.164,98.97,Least Concern
Might step,Actinopterygii,Rodentia,3311.238,986.32,Vulnerable
Eat exactly,Amphibia,Anura,2693.655,1694.57,Critically Endangered
Either range,Amphibia,Primates,2952.4,1109.67,Extinct in the Wild
Add strong,Reptilia,Carnivora,4200.757,2044.3,Extinct in the Wild
Sometimes answer,Amphibia,Squamata,1681.823,1294.03,Near Threatened
Pattern its,Amphibia,Anura,3565.576,522.77,Critically Endangered
Decision chance,Actinopterygii,Rodentia,2981.684,848.83,Critically Endangered
Address around,Mammalia,Rodentia,3247.77,571.27,Extinct in the Wild
Me seem,Actinopterygii,Carnivora,2458.917,819.36,Least Concern
Remember return,Actinopterygii,Anura,4429.057,652.68,Vulnerable
Grow agency,Aves,Passeriformes,3490.202,1183.45,Critically Endangered
Happy eight,Mammalia,Squamata,4053.258,911.86,Near Threatened
Now production,Amphibia,Rodentia,1102.395,2579.03,Vulnerable
Large above,Aves,Rodentia,593.034,2588.54,Vulnerable
Three five,Reptilia,Primates,4581.107,121.0,Near Threatened
Green national,Amphibia,Anura,3270.474,2137.62,Vulnerable
Who worry,Mammalia,Rodentia,1199.916,1292.09,Critically Endangered
Important full,Aves,Rodentia,2522.488,241.03,Least Concern
Cause smile,Amphibia,Rodentia,3752.052,2806.28,Endangered
Movement purpose,Actinopterygii,Rodentia,1007.836,1534.71,Least Concern
Spring find,Actinopterygii,Passeriformes,2055.099,2303.75,Extinct in the Wild
Style short,Actinopterygii,Squamata,241.836,1774.46,Extinct in the Wild
Practice myself,Aves,Passeriformes,1875.091,2624.45,Endangered
Best pick,Reptilia,Anura,3091.597,1198.92,Near Threatened
Common some,Amphibia,Anura,3900.504,2643.38,Vulnerable
Everyone force,Amphibia,Primates,352.306,2942.43,Least Concern
Source candidate,Actinopterygii,Primates,4962.746,2083.13,Endangered
Gas country,Aves,Squamata,1174.376,2840.27,Critically Endangered
But wait,Reptilia,Carnivora,2751.467,2913.92,Extinct in the Wild
Once must,Actinopterygii,Carnivora,454.009,333.36,Extinct in the Wild
Huge sometimes,Aves,Squamata,4031.658,2271.06,Endangered
Kid southern,Aves,Rodentia,3972.962,1007.72,Critically Endangered
Approach federal,Reptilia,Carnivora,2837.901,152.36,Critically Endangered
Product pretty,Amphibia,Carnivora,95.499,240.31,Critically Endangered
After machine,Reptilia,Passeriformes,882.815,507.31,Vulnerable
We senior,Mammalia,Passeriformes,369.397,2150.56,Endangered
