species,class,order,weight_kg,length_cm,conservation_status
Sound culture,Aves,Passeriformes,3451.056,1535.54,Least Concern
Front political,Reptilia,Carnivora,4206.631,1426.9,Critically Endangered
Election across,Reptilia,Rodentia,2043.553,874.45,Extinct in the Wild
End lose,Actinopterygii,Primates,1896.177,1443.59,Critically Endangered
Employee home,Mammalia,Primates,2316.955,59.98,Near Threatened
Report policy,Actinopterygii,Carnivora,4934.539,532.24,Least Concern
So try,Aves,Carnivora,2999.439,1120.2,Extinct in the Wild
Perform arm,Amphibia,Passeriformes,813.26,5.19,Vulnerable
Adult defense,Reptilia,Squamata,1635.62,422.34,Critically Endangered
Tax source,Actinopterygii,Primates,2782.312,974.66,Extinct in the Wild
Else crime,Amphibia,Carnivora,686.052,1492.16,Endangered
Discuss why,Reptilia,Passeriformes,2701.772,1452.54,Least Concern
Newspaper see,Aves,Rodentia,2309.381,248.85,Least Concern
Himself town,Actinopterygii,Rodentia,3593.114,2066.12,Near Threatened
College just,Reptilia,Carnivora,2066.989,302.31,Extinct in the Wild
Organization will,Aves,Passeriformes,2301.79,1512.58,Least Concern
Economic large,Actinopterygii,Passeriformes,942.619,1071.4,Near Threatened
During join,Reptilia,Anura,2846.475,2605.97,Least Concern
Table quickly,Mammalia,Rodentia,3146.544,618.73,Near Threatened
Partner hotel,Aves,Rodentia,1478.492,915.16,Least Concern
Reflect him,Reptilia,Rodentia,1210.073,573.9,Near Threatened
Significant stop,Actinopterygii,Primates,4907.926,1730.65,Near Threatened
Man carry,Aves,Carnivora,728.815,1688.18,Least Concern
Finally court,Actinopterygii,Passeriformes,2024.272,1554.88,Vulnerable
Amount good,Aves,Passeriformes,1621.205,2210.28,Near Threatened
Ready yeah,Amphibia,Anura,4890.285,2973.85,Least Concern
Reach majority,Aves,Squamata,544.593,1751.64,Endangered
Hour best,Aves,Anura,4008.074,1514.83,Extinct in the Wild
Follow drug,Aves,Anura,4030.27,1782.26,Extinct in the Wild
Fast movie,Aves,Primates,1184.101,1081.34,Near Threatened
Term probably,Actinopterygii,Carnivora,1891.556,787.46,Near Threatened
Pretty enter,Actinopterygii,Primates,2286.073,273.0,Least Concern
Good travel,Reptilia,Rodentia,1195.169,2675.02,Vulnerable
Note interview,Actinopterygii,Primates,1421.865,1497.57,Extinct in the Wild
Plant east,Actinopterygii,Squamata,4821.891,2592.89,Critically Endangered
Structure seven,Aves,Anura,1718.814,684.24,Endangered
My pressure,Actinopterygii,Rodentia,935.982,1548.73,Extinct in the Wild
Other style,Amphibia,Primates,2000.121,1847.9,Critically Endangered
Development traditional,Actinopterygii,Carnivora,2206.725,2220.54,Extinct in the Wild
Indicate three,Mammalia,Carnivora,4379.302,2753.01,Endangered
Fight here,Mammalia,Carnivora,1445.651,706.77,Extinct in the Wild
Shoulder down,Reptilia,Rodentia,3296.872,1969.03,Near Threatened
Send write,Actinopterygii,Squamata,852.03,739.57,Critically Endangered
Human executive,Actinopterygii,Squamata,1168.257,2518.89,Near Threatened
Safe next,Reptilia,Passeriformes,1663.526,2205.58,Vulnerable
Should various,Actinopterygii,Primates,3637.631,2905.12,Critically Endangered
By sound,Reptilia,Squamata,2532.897,136.37,Endangered
We though,Actinopterygii,Rodentia,2453.307,797.46,Extinct in the Wild
Deep door,Aves,Anura,2580.264,2458.57,Near Threatened
Sit reveal,Reptilia,Squamata,2269.136,826.76,Extinct in the Wild
Affect fight,Mammalia,Primates,1310.065,2480.16,Endangered
Fire former,Actinopterygii,Primates,2940.828,1471.66,Vulnerable
Game heavy,Actinopterygii,Anura,375.186,1048.3,Near Threatened
Spend expect,Aves,Carnivora,1955.236,951.79,Least Concern
Effort traditional,Mammalia,Rodentia,272.612,870.17,Endangered
Stage middle,Reptilia,Primates,3342.164,469.79,Least Concern
Card book,Reptilia,Anura,1598.974,2417.78,Endangered
World play,Actinopterygii,Anura,3556.228,1785.5,Vulnerable
Measure step,Amphibia,Passeriformes,1168.866,2543.6,Least Concern
They evidence,Mammalia,Rodentia,4418.672,160.07,Vulnerable
Then big,Amphibia,Squamata,4249.533,1398.07,Vulnerable
Husband loss,Actinopterygii,Passeriformes,3419.361,2166.25,Endangered
Great piece,Reptilia,Anura,2613.587,311.7,Near Threatened
Ball others,Reptilia,Carnivora,2099.505,2183.32,Extinct in the Wild
Interesting occur,Amphibia,Carnivora,531.35,1175.04,Critically Endangered
Concern factor,Amphibia,Passeriformes,124.565,2866.56,Critically Endangered
Defense spring,Aves,Carnivora,3178.01,1601.19,Least Concern
Reach three,Reptilia,Rodentia,1510.841,1002.47,Least Concern
Order share,Reptilia,Squamata,1738.146,2845.13,Critically Endangered
Garden method,Aves,Rodentia,1456.387,1277.75,Extinct in the Wild
One point,Reptilia,Primates,1764.506,720.08,Least Concern
Change quality,Amphibia,Anura,704.619,1461.13,Endangered
Style lose,Amphibia,Rodentia,800.547,2371.56,Near Threatened
Side movement,Mammalia,Primates,3869.011,605.7,Vulnerable
Such growth,Aves,Squamata,2562.416,1875.49,Vulnerable
Water sense,Actinopterygii,Squamata,688.449,2709.55,Extinct in the Wild
Together memory,Mammalia,Primates,3679.787,2958.77,Extinct in the Wild
Improve guy,Amphibia,Primates,2532.236,386.01,Critically Endangered
Page star,Actinopterygii,Primates,2174.451,2310.03,Critically Endangered
Vote people,Reptilia,Passeriformes,717.016,2836.12,Near Threatened
Final whom,Reptilia,Carnivora,998.243,314.13,Critically Endangered
Specific morning,Actinopterygii,Carnivora,3188.479,756.52,Extinct in the Wild
Recognize create,Mammalia,Passeriformes,3233.671,749.92,Extinct in the Wild
Hear fish,Aves,Carnivora,1029.837,2778.84,Least Concern
News prevent,Amphibia,Carnivora,3257.482,724.62,Least Concern
Car true,Actinopterygii,Anura,4896.169,1153.49,Least Concern
Her others,Reptilia,Carnivora,4646.746,2553.19,Endangered
Woman hear,Aves,Rodentia,1155.86,122.1,Near Threatened
Economy manage,Reptilia,Anura,4954.318,1931.14,Vulnerable
Lot better,Amphibia,Rodentia,156.141,1616.39,Vulnerable
Poor need,Actinopterygii,Rodentia,4413.461,558.68,Critically Endangered
Need follow,Aves,Primates,553.278,2434.8,Endangered
Among however,Amphibia,Passeriformes,745.249,1515.47,Least Concern
See difference,Reptilia,Squamata,3109.576,1103.01,Least Concern
Second expect,Mammalia,Rodentia,159.921,1925.89,Vulnerable
Want beyond,Mammalia,Passeriformes,4127.655,2192.83,Endangered
Big reach,Actinopterygii,Squamata,2274.953,2496.75,Least Concern
Wrong force,Mammalia,Rodentia,2259.878,2792.22,Extinct in the Wild
Hotel sell,Mammalia,Anura,165.643,84.68,Vulnerable
Natural bit,Amphibia,Primates,2833.838,2035.61,Endangered
Chance thing,Mammalia,Passeriformes,1075.657,1001.1,Endangered
Model yes,Aves,Carnivora,923.124,2300.89,Extinct in the Wild
High despite,Reptilia,Carnivora,4551.758,2253.04,Extinct in the Wild
Himself Mrs,Actinopterygii,Anura,114.086,812.35,Extinct in the Wild
South film,Reptilia,Primates,4709.592,510.84,Near Threatened
View since,Aves,Anura,54.735,1515.85,Extinct in the Wild
Interview view,Mammalia,Rodentia,3139.441,244.89,Extinct in the Wild
Place candidate,Mammalia,Primates,253.268,41.84,Extinct in the Wild
Far health,Mammalia,Passeriformes,2137.458,2617.1,Endangered
Personal discover,Actinopterygii,Rodentia,3285.573,2525.51,Least Concern
Image issue,Actinopterygii,Anura,1667.006,2887.66,Extinct in the Wild
Friend try,Mammalia,Carnivora,2193.311,221.13,Extinct in the Wild
Possible role,Aves,Rodentia,3166.72,1897.47,Vulnerable
Ten foot,Amphibia,Passeriformes,3745.699,2353.77,Endangered
Condition station,Actinopterygii,Primates,1407.326,201.42,Critically Endangered
On follow,Amphibia,Squamata,3453.861,1328.02,Least Concern
Plan yourself,Amphibia,Passeriformes,2570.489,506.44,Least Concern
Suddenly carry,Actinopterygii,Primates,1461.798,288.48,Extinct in the Wild
Begin me,Amphibia,Rodentia,410.084,62.62,Least Concern
Perform plan,Mammalia,Anura,1799.066,151.17,Vulnerable
Analysis begin,Amphibia,Rodentia,3540.476,392.13,Extinct in the Wild
Write white,Amphibia,Rodentia,1247.433,1873.2,Critically Endangered
Pick mother,Amphibia,Anura,740.298,2006.5,Extinct in the Wild
These administration,Amphibia,Squamata,3426.34,2952.64,Near Threatened
Near stock,Amphibia,Anura,4574.669,2697.7,Endangered
So employee,Reptilia,Anura,520.903,767.12,Vulnerable
Southern item,Reptilia,Passeriformes,536.496,2837.09,Near Threatened
Fire line,Actinopterygii,Anura,1051.635,257.27,Critically Endangered
Opportunity some,Reptilia,Passeriformes,2179.304,2499.33,Vulnerable
Material right,Aves,Rodentia,4813.674,347.75,Critically Endangered
Friend determine,Amphibia,Anura,1035.23,2053.16,Least Concern
Various both,Amphibia,Passeriformes,4264.953,366.13,Vulnerable
Fine responsibility,Mammalia,Primates,888.471,2284.4,Least Concern
Short around,Mammalia,Rodentia,4244.139,2519.44,Least Concern
Me nice,Amphibia,Squamata,2094.747,2174.24,Critically Endangered
Beyond check,Reptilia,Rodentia,1363.951,1929.9,Extinct in the Wild
Right next,Mammalia,Carnivora,117.081,88.57,Vulnerable
