species,class,order,weight_kg,length_cm,conservation_status
Forward natural,Aves,Carnivora,3935.734,29.19,Endangered
Man identify,Aves,Carnivora,2553.571,2905.79,Extinct in the Wild
Address well,Aves,Squamata,1583.552,2636.4,Near Threatened
Born social,Amphibia,Passeriformes,2882.231,1862.0,Endangered
Prove into,Amphibia,Squamata,79.188,596.43,Extinct in the Wild
Right administration,Aves,Rodentia,3995.352,1870.94,Vulnerable
Page ability,Reptilia,Passeriformes,1918.018,278.64,Endangered
Relationship enjoy,Aves,Carnivora,3163.05,2833.31,Vulnerable
Science deep,Mammalia,Carnivora,4626.149,2879.9,Endangered
Check standard,Reptilia,Anura,1558.257,1171.6,Near Threatened
Field tend,Reptilia,Carnivora,3098.375,2063.65,Critically Endangered
Side you,Reptilia,Rodentia,2199.766,2294.08,Critically Endangered
Sure phone,Mammalia,Primates,3235.73,2475.52,Vulnerable
Alone item,Reptilia,Rodentia,551.008,1702.51,Critically Endangered
Able possible,Reptilia,Carnivora,2830.848,2148.82,Critically Endangered
Energy particularly,Actinopterygii,Squamata,1459.473,971.57,Critically Endangered
Hair quickly,Actinopterygii,Rodentia,2129.737,1741.67,Vulnerable
Rock customer,Reptilia,Squamata,1570.925,2442.11,Endangered
Respond push,Actinopterygii,Squamata,3001.123,1260.86,Extinct in the Wild
Send change,Mammalia,Squamata,2544.379,1343.42,Endangered
Dog around,Reptilia,Squamata,4571.639,2623.89,Endangered
Different call,Mammalia,Carnivora,2737.716,1219.58,Least Concern
Prevent live,Aves,Anura,532.163,1008.45,Vulnerable
Home must,Actinopterygii,Passeriformes,3408.392,1060.81,Extinct in the Wild
Nothing choice,Mammalia,Carnivora,4339.593,946.73,Least Concern
Voice drive,Reptilia,Anura,4408.457,1140.52,Least Concern
Author discover,Aves,Carnivora,1548.624,826.91,Vulnerable
Trip debate,Mammalia,Carnivora,1755.595,112.02,Extinct in the Wild
Really land,Reptilia,Anura,1992.808,2498.13,Extinct in the Wild
Board follow,Actinopterygii,Anura,828.933,2071.47,Critically Endangered
Chance people,Amphibia,Carnivora,3119.384,151.46,Endangered
Way decision,Mammalia,Passeriformes,1389.505,686.37,Least Concern
Crime concern,Aves,Primates,3322.756,887.79,Near Threatened
Best spring,Amphibia,Passeriformes,4807.053,1105.29,Extinct in the Wild
Cause laugh,Reptilia,Anura,568.595,2851.46,Extinct in the Wild
Him this,Aves,Primates,467.83,2519.22,Critically Endangered
Experience want,Aves,Anura,2428.09,2099.88,Near Threatened
Often lot,Aves,Carnivora,1898.403,1703.01,Extinct in the Wild
Trouble since,Actinopterygii,Anura,2894.623,2496.5,Endangered
Fact think,Aves,Anura,1298.874,2888.89,Critically Endangered
Anything item,Aves,Passeriformes,3066.02,2467.88,Extinct in the Wild
Throw consumer,Reptilia,Anura,2693.323,2044.33,Vulnerable
Some teacher,Reptilia,Passeriformes,987.369,2924.43,Extinct in the Wild
Simple throw,Actinopterygii,Squamata,1476.943,1024.66,Vulnerable
Building movie,Reptilia,Anura,823.873,2193.01,Least Concern
Ok main,Aves,Passeriformes,3591.556,592.12,Near Threatened
Within issue,Mammalia,Squamata,2248.845,1225.55,Extinct in the Wild
Population analysis,Mammalia,Rodentia,4891.436,2638.96,Extinct in the Wild
Push stock,Actinopterygii,Primates,4075.475,1423.07,Near Threatened
Decade night,Mammalia,Rodentia,2095.941,2186.24,Least Concern
Mrs model,Reptilia,Anura,2988.777,2960.71,Vulnerable
System begin,Amphibia,Primates,2480.21,873.09,Extinct in the Wild
Federal free,Mammalia,Primates,2613.051,1907.2,Near Threatened
Boy evidence,Amphibia,Squamata,2311.675,1149.36,Critically Endangered
Central kid,Actinopterygii,Anura,873.971,2736.18,Endangered
Ok though,Amphibia,Passeriformes,4489.458,1503.88,Extinct in the Wild
Beyond cost,Reptilia,Carnivora,3472.841,1213.3,Least Concern
Art north,Reptilia,Primates,4185.06,2095.38,Near Threatened
Wait understand,Reptilia,Carnivora,3607.351,1085.54,Near Threatened
Cold manage,Aves,Primates,3664.78,2826.2,Vulnerable
American story,Aves,Squamata,3587.799,157.38,Least Concern
Reflect house,Amphibia,Rodentia,4964.923,2714.36,Least Concern
Impact gas,Amphibia,Passeriformes,1829.483,1063.72,Least Concern
City protect,Amphibia,Carnivora,3219.738,1627.52,Extinct in the Wild
Increase physical,Mammalia,Anura,3166.726,224.31,Extinct in the Wild
Smile rest,Actinopterygii,Anura,4920.972,384.58,Critically Endangered
Citizen research,Actinopterygii,Carnivora,2162.651,1975.13,Vulnerable
Where part,Aves,Passeriformes,2489.383,489.74,Critically Endangered
National yourself,Amphibia,Rodentia,2124.076,2522.3,Extinct in the Wild
Important task,Actinopterygii,Rodentia,3094.392,2530.64,Least Concern
Today strong,Amphibia,Carnivora,3819.818,2420.23,Near Threatened
Discuss quickly,Aves,Passeriformes,4040.6,2789.81,Near Threatened
Story account,Amphibia,Rodentia,221.188,1799.81,Endangered
Guess wife,Aves,Passeriformes,3594.122,2656.98,Least Concern
Chair would,Mammalia,Squamata,1931.494,2529.95,Vulnerable
There professional,Amphibia,Passeriformes,730.946,147.16,Critically Endangered
Voice special,Mammalia,Rodentia,3273.072,1718.7,Vulnerable
Two will,Reptilia,Anura,2735.306,700.77,Critically Endangered
Now film,Reptilia,Carnivora,808.284,2699.65,Endangered
Free reduce,Aves,Primates,3015.479,966.54,Near Threatened
White each,Aves,Anura,727.221,2342.57,Extinct in the Wild
Firm heavy,Actinopterygii,Rodentia,2110.151,2080.27,Vulnerable
Against already,Actinopterygii,Passeriformes,3506.045,1168.31,Critically Endangered
Able southern,Mammalia,Anura,1364.509,2894.78,Endangered
Value know,Aves,Squamata,2512.438,1713.77,Vulnerable
These work,Reptilia,Rodentia,3693.308,2288.7,Vulnerable
Community war,Aves,Squamata,1850.308,1943.36,Endangered
Production kid,Mammalia,Carnivora,3725.821,595.61,Near Threatened
Degree goal,Reptilia,Rodentia,4884.653,1851.14,Endangered
Far second,Mammalia,Squamata,564.581,2295.2,Near Threatened
For cost,Actinopterygii,Anura,3009.061,19.57,Least Concern
