species,class,order,weight_kg,length_cm,conservation_status
Discussion shake,Mammalia,Primates,3037.861,1027.65,Extinct in the Wild
Discuss together,Reptilia,Carnivora,479.866,684.48,Endangered
Free firm,Reptilia,Rodentia,2375.565,2699.59,Near Threatened
Sense ten,Aves,Rodentia,4903.654,2588.63,Near Threatened
Keep environmental,Actinopterygii,Anura,4609.818,90.74,Near Threatened
Send bed,Amphibia,Anura,2636.464,765.96,Least Concern
Fear number,Amphibia,Rodentia,510.662,250.22,Least Concern
Front me,Reptilia,Anura,2664.948,1430.9,Vulnerable
Fire fear,Actinopterygii,Carnivora,4062.268,2227.31,Extinct in the Wild
Off exist,Actinopterygii,Squamata,1141.289,1541.83,Critically Endangered
Worry yeah,Mammalia,Passeriformes,1128.192,472.96,Least Concern
Call news,Reptilia,Primates,3570.346,1018.74,Critically Endangered
Sure even,Reptilia,Rodentia,301.848,1431.48,Endangered
Go most,Amphibia,Squamata,1343.255,2861.01,Extinct in the Wild
Late option,Reptilia,Rodentia,3701.109,1586.7,Near Threatened
Table myself,Actinopterygii,Passeriformes,3843.472,1337.22,Vulnerable
Road international,Reptilia,Rodentia,916.207,1327.44,Endangered
Only your,Amphibia,Squamata,2031.508,2575.65,Endangered
Father night,Reptilia,Primates,1262.559,1625.47,Near Threatened
Baby and,Amphibia,Passeriformes,434.159,1289.12,Critically Endangered
Take now,Reptilia,Passeriformes,941.218,1778.22,Vulnerable
Identify artist,Actinopterygii,Anura,2986.092,810.53,Vulnerable
Song laugh,Actinopterygii,Anura,1929.917,1368.96,Near Threatened
Statement politics,Aves,Squamata,1135.034,2637.23,Extinct in the Wild
Republican college,Reptilia,Primates,1114.157,799.85,Vulnerable
Become concern,Actinopterygii,Primates,1757.514,2827.64,Least Concern
Approach despite,Actinopterygii,Rodentia,133.425,1346.83,Critically Endangered
Then son,Mammalia,Rodentia,2000.299,485.22,Extinct in the Wild
Determine your,Mammalia,Anura,1215.368,1148.8,Critically Endangered
Create decide,Reptilia,Primates,454.91,2699.41,Vulnerable
Nor already,Mammalia,Carnivora,4844.071,114.73,Near Threatened
Car machine,Mammalia,Passeriformes,1724.505,2550.8,Near Threatened
Hit give,Actinopterygii,Rodentia,2923.71,1850.12,Extinct in the Wild
Evening less,Mammalia,Rodentia,2868.99,2548.12,Critically Endangered
Push focus,Reptilia,Carnivora,203.575,2680.43,Endangered
Over current,Reptilia,Anura,102.203,2213.26,Critically Endangered
Become both,Actinopterygii,Rodentia,2035.464,510.11,Critically Endangered
Central under,Actinopterygii,Squamata,105.746,1999.54,Least Concern
Public traditional,Reptilia,Anura,3300.727,2237.86,Endangered
Ability between,Actinopterygii,Primates,4709.764,1907.98,Least Concern
Tend relate,Aves,Squamata,2258.511,1714.22,Critically Endangered
Cup little,Reptilia,Squamata,1360.325,2663.95,Vulnerable
Personal exactly,Mammalia,Squamata,1391.519,1631.99,Vulnerable
Leader southern,Amphibia,Carnivora,369.13,1976.96,Critically Endangered
Couple light,Actinopterygii,Primates,4273.302,487.04,Critically Endangered
Positive star,Aves,Squamata,2626.032,1717.76,Least Concern
Expect claim,Mammalia,Primates,684.207,434.54,Endangered
Administration must,Actinopterygii,Squamata,4928.98,2483.06,Extinct in the Wild
Month thank,Mammalia,Carnivora,1426.25,878.36,Extinct in the Wild
List wish,Aves,Rodentia,1057.869,1313.18,Endangered
State school,Aves,Squamata,3457.4,2748.52,Vulnerable
Others prevent,Actinopterygii,Rodentia,1271.004,236.4,Near Threatened
For national,Mammalia,Carnivora,1565.287,2733.56,Critically Endangered
Baby ok,Actinopterygii,Primates,1354.033,1162.59,Endangered
Military rather,Amphibia,Squamata,2574.317,464.82,Endangered
Receive eight,Actinopterygii,Primates,3109.729,495.4,Least Concern
Free defense,Amphibia,Anura,3888.591,2497.2,Extinct in the Wild
Important try,Reptilia,Carnivora,4283.377,2496.99,Endangered
Career important,Amphibia,Anura,450.411,991.51,Critically Endangered
Parent sell,Amphibia,Rodentia,1901.214,2812.73,Vulnerable
Build decide,Mammalia,Rodentia,699.134,1325.15,Least Concern
Popular certainly,Mammalia,Rodentia,3931.448,1027.95,Vulnerable
