species,class,order,weight_kg,length_cm,conservation_status
Chance agreement,Actinopterygii,Primates,2659.745,803.79,Extinct in the Wild
Break develop,Actinopterygii,Squamata,4328.778,962.27,Least Concern
Concern provide,Mammalia,Anura,603.538,2561.04,Least Concern
Blood possible,Amphibia,Carnivora,3132.361,156.87,Endangered
Relationship visit,Aves,Primates,2277.529,2047.61,Vulnerable
Contain hard,Reptilia,Anura,983.845,2772.56,Endangered
Opportunity thought,Actinopterygii,Primates,2998.629,1696.89,Critically Endangered
Live view,Aves,Rodentia,3770.628,2599.64,Endangered
Bring notice,Reptilia,Anura,16.936,2924.69,Least Concern
Draw total,Aves,Rodentia,3594.623,2994.94,Near Threatened
Property anyone,Amphibia,Anura,4217.02,871.97,Endangered
After doctor,Amphibia,Rodentia,2696.201,1982.11,Critically Endangered
Kitchen world,Amphibia,Rodentia,3803.721,1317.97,Critically Endangered
Beat three,Mammalia,Passeriformes,3649.687,369.14,Near Threatened
Consumer town,Aves,Rodentia,2503.589,612.81,Vulnerable
Another by,Actinopterygii,Primates,535.013,1161.54,Least Concern
Probably everybody,Aves,Squamata,2923.308,2519.68,Extinct in the Wild
True manager,Amphibia,Primates,4760.006,2546.38,Endangered
Large quality,Reptilia,Squamata,1005.605,1085.55,Vulnerable
Surface present,Mammalia,Passeriformes,2391.79,369.46,Endangered
Body military,Actinopterygii,Primates,4007.369,931.24,Near Threatened
Successful enjoy,Mammalia,Carnivora,2819.062,678.99,Critically Endangered
Rock month,Mammalia,Anura,3618.436,636.83,Endangered
Want born,Aves,Carnivora,3316.863,246.14,Vulnerable
Leader himself,Reptilia,Anura,2565.742,1729.75,Least Concern
Be second,Aves,Rodentia,1132.381,451.45,Endangered
More indicate,Reptilia,Rodentia,2321.248,2020.36,Endangered
Capital treatment,Aves,Rodentia,313.516,566.81,Near Threatened
Production effort,Actinopterygii,Rodentia,4812.187,2487.16,Endangered
Effect majority,Amphibia,Primates,1113.358,1326.91,Vulnerable
He compare,Amphibia,Squamata,4837.158,363.39,Extinct in the Wild
Information at,Aves,Primates,3602.445,38.79,Endangered
Sure particular,Actinopterygii,Anura,3873.995,2022.81,Extinct in the Wild
In all,Aves,Passeriformes,244.178,2457.41,Endangered
Include recognize,Reptilia,Squamata,2939.659,1990.45,Near Threatened
Test college,Reptilia,Rodentia,2375.171,837.6,Critically Endangered
Any rest,Amphibia,Carnivora,3851.014,1772.73,Critically Endangered
Reality attention,Mammalia,Anura,3647.643,1942.9,Critically Endangered
Professor head,Amphibia,Rodentia,1382.788,2220.85,Extinct in the Wild
Ahead the,Actinopterygii,Passeriformes,1748.867,2747.52,Near Threatened
Into specific,Reptilia,Primates,1542.819,1728.72,Near Threatened
Heart daughter,Mammalia,Carnivora,339.385,2433.12,Critically Endangered
Provide continue,Amphibia,Squamata,654.382,1856.82,Vulnerable
Bank once,Reptilia,Rodentia,4110.156,1382.26,Critically Endangered
Thought even,Mammalia,Primates,3979.097,62.79,Near Threatened
Wonder appear,Amphibia,Carnivora,3268.792,406.53,Endangered
Form believe,Aves,Carnivora,4414.108,1869.29,Least Concern
Need hope,Actinopterygii,Squamata,1120.523,1939.93,Near Threatened
Short second,Actinopterygii,Passeriformes,2662.74,506.67,Extinct in the Wild
Radio task,Actinopterygii,Primates,1436.122,1033.84,Vulnerable
Democrat discussion,Amphibia,Anura,4118.349,58.81,Near Threatened
Vote run,Actinopterygii,Carnivora,2886.653,729.61,Least Concern
Long bill,Amphibia,Squamata,3873.756,929.77,Extinct in the Wild
Easy difficult,Amphibia,Carnivora,3045.361,262.38,Critically Endangered
