species,class,order,weight_kg,length_cm,conservation_status
Physical start,Actinopterygii,Passeriformes,1717.381,615.41,Endangered
Soon program,Amphibia,Rodentia,1471.132,2395.53,Extinct in the Wild
Country two,Aves,Passeriformes,1607.519,2683.88,Endangered
Fly buy,Actinopterygii,Rodentia,4732.944,524.79,Endangered
Themselves think,Actinopterygii,Rodentia,2821.68,1665.02,Vulnerable
Growth fear,Mammalia,Squamata,1851.34,105.56,Least Concern
Owner international,Reptilia,Carnivora,419.033,2511.5,Endangered
Study room,Actinopterygii,Passeriformes,4120.326,741.62,Near Threatened
Election authority,Reptilia,Carnivora,2044.072,1603.33,Least Concern
Wind government,Amphibia,Anura,1180.648,559.67,Vulnerable
Expert simply,Aves,Rodentia,1379.509,1527.57,Critically Endangered
Shake trouble,Mammalia,Carnivora,3618.189,1984.3,Near Threatened
Store cultural,Actinopterygii,Squamata,1965.486,1069.18,Endangered
Free amount,Reptilia,Squamata,3909.74,1972.92,Least Concern
Walk American,Reptilia,Squamata,4279.347,1930.41,Extinct in the Wild
Reveal it,Actinopterygii,Rodentia,2748.915,1499.91,Endangered
Sense rise,Mammalia,Carnivora,234.158,1194.74,Extinct in the Wild
Degree common,Actinopterygii,Squamata,2736.504,925.4,Least Concern
Set bit,Actinopterygii,Rodentia,2299.766,2199.01,Vulnerable
Ten least,Aves,Rodentia,894.133,354.84,Least Concern
Wish threat,Aves,Carnivora,901.33,1734.32,Vulnerable
Military along,Mammalia,Carnivora,2519.233,58.75,Critically Endangered
Government just,Reptilia,Rodentia,3116.989,2023.01,Critically Endangered
Tree several,Reptilia,Passeriformes,1804.577,1482.42,Endangered
Alone social,Mammalia,Primates,4895.6,752.02,Critically Endangered
Cultural senior,Reptilia,Primates,4551.378,2651.16,Vulnerable
Organization agency,Amphibia,Anura,3412.889,2666.64,Near Threatened
Member go,Actinopterygii,Rodentia,2527.335,2521.59,Least Concern
Set energy,Reptilia,Passeriformes,4639.973,2300.73,Critically Endangered
Head live,Mammalia,Carnivora,2085.985,956.42,Vulnerable
Coach will,Aves,Primates,992.296,2766.49,Vulnerable
Later amount,Actinopterygii,Rodentia,2137.714,1465.62,Endangered
Health lawyer,Mammalia,Rodentia,608.398,2221.51,Critically Endangered
City imagine,Mammalia,Carnivora,1094.81,2667.91,Near Threatened
Appear TV,Amphibia,Primates,4091.861,1683.49,Critically Endangered
Attack garden,Aves,Anura,1293.652,1843.47,Extinct in the Wild
Young force,Actinopterygii,Carnivora,1667.772,1252.53,Vulnerable
Financial four,Aves,Rodentia,675.478,1773.46,Extinct in the Wild
Perform item,Aves,Squamata,312.935,1301.28,Least Concern
History son,Mammalia,Carnivora,1038.132,2638.32,Least Concern
On board,Aves,Primates,2706.2,2985.82,Least Concern
Quite short,Reptilia,Squamata,1024.546,1508.51,Critically Endangered
Measure contain,Reptilia,Passeriformes,347.516,2163.34,Extinct in the Wild
Local easy,Mammalia,Carnivora,3933.826,1357.16,Extinct in the Wild
Brother similar,Amphibia,Passeriformes,2591.052,509.16,Vulnerable
Town perform,Actinopterygii,Squamata,1140.067,2656.38,Vulnerable
Administration friend,Mammalia,Squamata,3892.332,773.46,Least Concern
Pressure or,Actinopterygii,Squamata,1106.953,2865.09,Vulnerable
Structure vote,Aves,Passeriformes,3792.734,2594.69,Endangered
Local letter,Reptilia,Squamata,4556.726,2719.84,Vulnerable
Meet fear,Reptilia,Carnivora,1060.023,1235.5,Least Concern
Machine become,Mammalia,Primates,3317.656,2069.43,Endangered
Short talk,Amphibia,Rodentia,4241.196,1060.08,Least Concern
Full century,Reptilia,Rodentia,2654.795,2086.29,Near Threatened
Letter heart,Amphibia,Squamata,4552.259,2728.37,Least Concern
Serve have,Aves,Primates,3045.849,1429.17,Near Threatened
Might peace,Amphibia,Carnivora,3168.171,2902.24,Least Concern
Car choice,Mammalia,Anura,4204.825,2807.35,Endangered
He ok,Mammalia,Anura,4039.238,1955.9,Extinct in the Wild
Bar me,Amphibia,Carnivora,2382.037,1904.33,Near Threatened
Agent war,Mammalia,Carnivora,4568.056,2142.76,Vulnerable
Any happy,Amphibia,Primates,3695.109,788.14,Extinct in the Wild
Point later,Amphibia,Passeriformes,4861.39,345.66,Endangered
Gun we,Mammalia,Carnivora,4620.329,284.32,Least Concern
About common,Reptilia,Carnivora,4932.342,2368.42,Endangered
Right film,Amphibia,Rodentia,3042.179,939.5,Endangered
Ok north,Aves,Rodentia,94.128,1267.4,Near Threatened
Officer cold,Amphibia,Squamata,4587.244,1933.7,Endangered
Others people,Amphibia,Squamata,1984.237,2109.16,Endangered
Tell score,Mammalia,Anura,21.255,1706.75,Critically Endangered
Cost recent,Aves,Anura,3015.219,2086.08,Endangered
