species,class,order,weight_kg,length_cm,conservation_status
Trouble not,Aves,Anura,4212.023,1369.89,Endangered
Inside method,Actinopterygii,Anura,177.986,1244.99,Endangered
Tree country,Reptilia,Anura,1860.747,2847.63,Endangered
Rise often,Aves,Carnivora,163.383,897.86,Critically Endangered
Candidate speech,Actinopterygii,Rodentia,2014.742,980.89,Vulnerable
Remember Congress,Aves,Primates,4499.283,761.61,Critically Endangered
Everyone marriage,Amphibia,Primates,3192.695,2692.01,Endangered
Physical create,Mammalia,Passeriformes,1755.299,2769.38,Endangered
Place to,Aves,Passeriformes,4485.329,1927.25,Vulnerable
Light partner,Reptilia,Passeriformes,3239.326,1553.66,Critically Endangered
Assume hear,Reptilia,Rodentia,1530.628,1532.81,Critically Endangered
Consider night,Mammalia,Carnivora,4782.006,608.52,Endangered
Ahead available,Actinopterygii,Squamata,4915.302,1772.84,Vulnerable
Carry trouble,Reptilia,Carnivora,2756.095,593.32,Critically Endangered
Result have,Amphibia,Squamata,1765.555,1610.79,Vulnerable
Light debate,Aves,Anura,484.132,385.27,Least Concern
Strong likely,Mammalia,Rodentia,3078.466,1085.11,Near Threatened
Remember actually,Amphibia,Rodentia,3388.748,2336.99,Extinct in the Wild
Add entire,Amphibia,Squamata,2161.378,786.64,Vulnerable
Style toward,Reptilia,Anura,1136.043,1436.16,Endangered
Authority way,Amphibia,Primates,963.982,642.32,Critically Endangered
Us could,Amphibia,Passeriformes,4194.362,199.46,Extinct in the Wild
All national,Reptilia,Squamata,3017.522,525.76,Endangered
Among onto,Reptilia,Anura,4151.413,2028.41,Endangered
Argue return,Reptilia,Primates,3740.937,2634.58,Extinct in the Wild
Politics someone,Reptilia,Squamata,3323.907,1129.38,Extinct in the Wild
Head whole,Reptilia,Primates,1284.5,104.86,Endangered
Inside sea,Reptilia,Primates,3485.872,494.02,Endangered
Spring level,Reptilia,Carnivora,1776.278,1955.96,Least Concern
Peace tax,Reptilia,Squamata,642.959,944.03,Extinct in the Wild
It institution,Actinopterygii,Rodentia,3403.211,1952.87,Vulnerable
Can add,Reptilia,Passeriformes,4635.725,207.73,Near Threatened
Upon behind,Amphibia,Carnivora,1275.386,1128.46,Vulnerable
Best matter,Actinopterygii,Passeriformes,4382.565,466.23,Vulnerable
Seek far,Amphibia,Carnivora,2857.88,646.51,Extinct in the Wild
Heavy form,Mammalia,Passeriformes,2831.073,537.02,Vulnerable
Out few,Actinopterygii,Carnivora,78.908,1481.91,Least Concern
Really road,Mammalia,Squamata,822.15,1633.52,Critically Endangered
Air involve,Mammalia,Passeriformes,3098.991,1289.25,Near Threatened
Business within,Aves,Primates,4464.762,376.29,Critically Endangered
During air,Aves,Squamata,4290.321,494.7,Extinct in the Wild
Happy example,Reptilia,Passeriformes,770.65,213.01,Vulnerable
