species,class,order,weight_kg,length_cm,conservation_status
For arrive,Aves,Carnivora,855.727,69.53,Vulnerable
Bar again,Aves,Rodentia,2417.226,1410.55,Critically Endangered
Financial eye,Mammalia,Squamata,3426.836,1767.6,Endangered
Job challenge,Actinopterygii,Squamata,2720.558,532.87,Near Threatened
People develop,Mammalia,Primates,4587.701,1432.27,Vulnerable
These action,Aves,Passeriformes,3578.793,955.18,Near Threatened
Draw boy,Actinopterygii,Rodentia,1230.686,2445.27,Critically Endangered
Until around,Reptilia,Rodentia,2986.926,1025.4,Vulnerable
My stop,Mammalia,Carnivora,1196.841,966.54,Extinct in the Wild
Long PM,Amphibia,Anura,4970.79,1188.51,Endangered
Generation produce,Mammalia,Carnivora,4707.73,889.22,Vulnerable
Employee whatever,Aves,Carnivora,3201.798,1720.1,Vulnerable
Skin place,Aves,Carnivora,1276.901,649.05,Critically Endangered
Claim color,Aves,Anura,1144.546,2014.69,Critically Endangered
Play certainly,Reptilia,Squamata,4650.075,2265.49,Near Threatened
Activity capital,Mammalia,Rodentia,1533.644,296.85,Vulnerable
Help find,Aves,Rodentia,308.547,2738.07,Near Threatened
Career by,Actinopterygii,Rodentia,237.411,678.64,Critically Endangered
Yet camera,Mammalia,Anura,3328.58,876.13,Endangered
Color production,Aves,Rodentia,483.534,126.38,Endangered
Want fly,Actinopterygii,Rodentia,642.73,1831.27,Near Threatened
Leg month,Mammalia,Rodentia,2435.231,1781.95,Endangered
With end,Reptilia,Carnivora,128.014,2264.52,Near Threatened
Carry any,Mammalia,Carnivora,129.04,1922.4,Critically Endangered
End quickly,Aves,Rodentia,2764.906,1535.85,Endangered
After become,Actinopterygii,Squamata,3683.933,1375.58,Endangered
Our low,Aves,Primates,3202.375,2235.66,Least Concern
Newspaper finish,Mammalia,Primates,3448.027,2677.58,Vulnerable
Improve billion,Reptilia,Rodentia,2780.056,31.49,Vulnerable
Window society,Reptilia,Carnivora,2181.062,370.58,Least Concern
Your nature,Reptilia,Squamata,3290.078,2047.01,Extinct in the Wild
Three exist,Amphibia,Passeriformes,2422.679,1763.49,Vulnerable
Center skin,Mammalia,Primates,3770.896,527.87,Critically Endangered
Simply design,Amphibia,Passeriformes,3813.78,1552.11,Extinct in the Wild
General serious,Mammalia,Anura,3894.576,1852.36,Vulnerable
Both seek,Reptilia,Carnivora,4843.969,368.55,Least Concern
Home her,Aves,Anura,3933.683,1620.43,Near Threatened
Hospital father,Amphibia,Rodentia,1070.81,1167.75,Endangered
Never service,Aves,Passeriformes,1480.831,1132.01,Critically Endangered
Star trial,Reptilia,Passeriformes,4700.642,2192.72,Near Threatened
Score toward,Actinopterygii,Carnivora,305.101,1133.58,Near Threatened
Less nothing,Reptilia,Primates,354.681,764.03,Near Threatened
President thank,Amphibia,Squamata,572.463,2617.22,Extinct in the Wild
Understand trade,Amphibia,Anura,2671.432,2101.76,Endangered
If could,Aves,Squamata,2373.953,1725.72,Vulnerable
Specific industry,Amphibia,Rodentia,3998.962,2969.59,Critically Endangered
Stay serve,Mammalia,Rodentia,1354.706,1170.83,Endangered
Occur must,Aves,Passeriformes,513.851,1209.37,Near Threatened
Quite respond,Actinopterygii,Rodentia,4034.277,537.13,Extinct in the Wild
Around heavy,Aves,Rodentia,3790.017,782.3,Vulnerable
Country seem,Aves,Rodentia,4108.882,1822.52,Least Concern
Through outside,Actinopterygii,Anura,2202.37,2634.47,Vulnerable
Republican green,Mammalia,Primates,375.526,2841.52,Endangered
Blood law,Aves,Primates,3604.435,2277.91,Extinct in the Wild
Blood owner,Reptilia,Anura,3765.658,2335.11,Near Threatened
Fill pretty,Actinopterygii,Passeriformes,3728.498,1414.63,Least Concern
Baby answer,Reptilia,Passeriformes,1239.062,2808.12,Extinct in the Wild
For catch,Actinopterygii,Anura,372.024,2486.37,Least Concern
Interest wonder,Reptilia,Passeriformes,1230.119,2283.76,Extinct in the Wild
Response identify,Actinopterygii,Passeriformes,4938.357,2313.05,Critically Endangered
Light enough,Amphibia,Carnivora,2140.568,1673.83,Endangered
Me life,Amphibia,Rodentia,3453.883,1900.57,Extinct in the Wild
More order,Reptilia,Squamata,3288.307,2716.89,Endangered
Less want,Aves,Carnivora,657.675,331.5,Near Threatened
Hit condition,Reptilia,Carnivora,752.345,2256.7,Critically Endangered
Since pattern,Aves,Primates,1468.853,2709.66,Near Threatened
Wife exist,Aves,Anura,2653.836,177.36,Least Concern
I collection,Actinopterygii,Rodentia,3637.555,650.1,Vulnerable
Quickly price,Amphibia,Squamata,930.639,1341.84,Vulnerable
Order recognize,Amphibia,Passeriformes,1724.141,105.33,Extinct in the Wild
Eye size,Reptilia,Rodentia,2033.832,1997.18,Near Threatened
Charge perhaps,Amphibia,Anura,4350.721,2397.69,Near Threatened
General notice,Aves,Squamata,3241.646,1234.56,Near Threatened
Let describe,Aves,Squamata,886.448,2090.44,Endangered
Which wall,Mammalia,Passeriformes,728.715,2228.24,Extinct in the Wild
Represent more,Aves,Rodentia,3596.67,1094.55,Extinct in the Wild
Window kind,Actinopterygii,Passeriformes,92.306,102.78,Critically Endangered
Team wide,Aves,Rodentia,2809.389,1691.46,Vulnerable
Itself dream,Reptilia,Passeriformes,2923.876,1559.42,Endangered
Former mean,Aves,Squamata,2699.875,1369.45,Critically Endangered
Community memory,Amphibia,Passeriformes,4425.379,980.65,Near Threatened
Theory safe,Reptilia,Passeriformes,2925.638,2113.45,Endangered
From future,Amphibia,Rodentia,1239.1,1483.72,Near Threatened
Suddenly government,Amphibia,Anura,3088.349,467.45,Endangered
Evening plan,Aves,Anura,752.367,2734.35,Critically Endangered
Community by,Mammalia,Rodentia,2157.625,1403.96,Least Concern
Loss table,Reptilia,Carnivora,4926.002,1388.56,Endangered
Trade defense,Aves,Carnivora,605.942,2398.02,Endangered
Follow oil,Amphibia,Primates,4133.208,2369.54,Near Threatened
Perhaps far,Actinopterygii,Anura,4073.0,1780.68,Vulnerable
Box contain,Reptilia,Primates,2346.366,1041.11,Endangered
Father small,Reptilia,Anura,223.266,827.17,Vulnerable
Understand argue,Reptilia,Passeriformes,357.817,1472.83,Extinct in the Wild
Officer that,Reptilia,Primates,2875.748,1752.98,Vulnerable
His see,Mammalia,Anura,1452.662,2415.21,Critically Endangered
Relate market,Mammalia,Anura,3099.345,2746.39,Extinct in the Wild
Citizen sit,Actinopterygii,Squamata,2893.148,2236.11,Near Threatened
Individual change,Mammalia,Passeriformes,3991.72,1578.87,Endangered
Popular meet,Mammalia,Squamata,4354.952,1364.93,Vulnerable
Treatment outside,Aves,Squamata,2176.397,548.03,Extinct in the Wild
Lay four,Amphibia,Rodentia,3374.938,185.15,Near Threatened
Spring close,Amphibia,Carnivora,2091.146,597.09,Near Threatened
Read coach,Actinopterygii,Passeriformes,1442.006,796.17,Vulnerable
Mother theory,Reptilia,Squamata,4.812,1821.19,Critically Endangered
Mouth tell,Mammalia,Squamata,401.153,1530.96,Vulnerable
Small tough,Reptilia,Primates,4484.872,1903.15,Critically Endangered
To toward,Aves,Rodentia,591.922,2901.38,Endangered
Moment push,Actinopterygii,Anura,977.092,1039.94,Vulnerable
Onto pass,Reptilia,Primates,4516.216,1382.16,Least Concern
Skill run,Actinopterygii,Carnivora,2176.439,314.11,Vulnerable
Read area,Mammalia,Anura,2089.023,2030.85,Near Threatened
Bring understand,Aves,Rodentia,3773.528,70.53,Endangered
Hear market,Reptilia,Anura,177.781,2481.67,Extinct in the Wild
Mention large,Aves,Anura,3969.545,2035.25,Vulnerable
Lot time,Aves,Rodentia,4382.929,702.31,Least Concern
Commercial project,Aves,Rodentia,2175.439,2013.62,Endangered
Will turn,Aves,Rodentia,20.739,1918.57,Least Concern
Two ready,Reptilia,Primates,988.605,2631.71,Extinct in the Wild
Us follow,Mammalia,Primates,556.881,604.32,Vulnerable
Leave over,Actinopterygii,Anura,2148.502,1872.42,Vulnerable
Civil interview,Reptilia,Squamata,2109.019,2161.02,Least Concern
It expect,Amphibia,Passeriformes,4083.75,2488.2,Critically Endangered
Current large,Mammalia,Primates,617.872,1703.12,Extinct in the Wild
Open parent,Actinopterygii,Anura,4831.171,2950.95,Near Threatened
Even lawyer,Actinopterygii,Squamata,4757.418,1885.33,Critically Endangered
Usually state,Reptilia,Passeriformes,3572.497,417.68,Extinct in the Wild
Weight three,Aves,Anura,2169.547,852.23,Endangered
Attorney physical,Reptilia,Anura,812.996,2696.6,Near Threatened
Along near,Reptilia,Passeriformes,4839.809,1587.08,Vulnerable
Let safe,Reptilia,Primates,165.312,595.22,Extinct in the Wild
Among matter,Aves,Rodentia,4861.039,1557.9,Least Concern
Easy various,Mammalia,Rodentia,2905.341,2306.6,Endangered
Walk single,Actinopterygii,Rodentia,3148.713,2971.62,Extinct in the Wild
Responsibility travel,Reptilia,Passeriformes,658.919,2030.7,Vulnerable
We condition,Amphibia,Squamata,4331.616,2918.43,Near Threatened
Well science,Reptilia,Rodentia,3620.193,2241.57,Least Concern
By seat,Aves,Carnivora,2245.652,2706.15,Extinct in the Wild
Network collection,Aves,Anura,1244.056,1760.51,Extinct in the Wild
That join,Reptilia,Anura,976.4,1429.84,Critically Endangered
Picture light,Reptilia,Anura,4971.627,743.91,Vulnerable
Mrs understand,Reptilia,Squamata,3232.946,399.0,Vulnerable
Ground offer,Reptilia,Anura,1977.351,1253.7,Near Threatened
Clear one,Amphibia,Carnivora,1196.879,1722.47,Near Threatened
Current trouble,Mammalia,Primates,1379.881,198.01,Least Concern
Reflect method,Reptilia,Rodentia,1426.304,496.84,Near Threatened
Center cut,Reptilia,Passeriformes,631.09,1780.72,Near Threatened
Chance plant,Amphibia,Squamata,429.039,948.34,Extinct in the Wild
Hard fish,Aves,Carnivora,4231.197,2653.25,Endangered
Art everybody,Aves,Passeriformes,1979.624,1815.49,Least Concern
Group discover,Reptilia,Passeriformes,926.239,2073.63,Extinct in the Wild
Loss note,Actinopterygii,Passeriformes,3380.992,1473.13,Vulnerable
