species,class,order,weight_kg,length_cm,conservation_status
News hit,Amphibia,Anura,1687.953,2967.32,Near Threatened
Mean own,Actinopterygii,Passeriformes,166.564,1088.59,Near Threatened
Allow third,Actinopterygii,Anura,1696.667,2385.95,Endangered
Measure pass,Amphibia,Primates,3045.224,1161.7,Endangered
Just reality,Mammalia,Passeriformes,3085.89,1601.28,Vulnerable
Year still,Aves,Rodentia,4766.74,597.07,Near Threatened
Behind service,Amphibia,Passeriformes,2752.227,585.66,Least Concern
Kid product,Actinopterygii,Primates,2585.07,2422.61,Vulnerable
Hand herself,Reptilia,Primates,3063.945,1202.08,Vulnerable
Nor tax,Amphibia,Squamata,177.581,2465.08,Critically Endangered
Cost itself,Mammalia,Rodentia,4393.548,912.98,Near Threatened
Other sea,Reptilia,Anura,2452.156,338.61,Endangered
Especially base,Aves,Carnivora,1274.666,1866.27,Vulnerable
Throw building,Amphibia,Anura,4169.266,1786.62,Vulnerable
Say fall,Aves,Squamata,3750.67,566.75,Near Threatened
Center hand,Actinopterygii,Squamata,4128.882,2741.39,Near Threatened
Treat think,Amphibia,Anura,745.577,2170.96,Endangered
Tv movie,Reptilia,Anura,1680.749,1735.81,Least Concern
For situation,Amphibia,Anura,4665.991,2259.41,Least Concern
Series develop,Aves,Anura,4708.487,2178.88,Vulnerable
Quality under,Amphibia,Anura,1540.088,1695.76,Endangered
Try building,Reptilia,Squamata,880.512,884.01,Vulnerable
Federal by,Reptilia,Passeriformes,4347.68,593.1,Critically Endangered
Start walk,Aves,Passeriformes,3173.943,2488.59,Extinct in the Wild
Office war,Amphibia,Rodentia,1467.56,238.52,Least Concern
Society year,Aves,Carnivora,2607.271,786.76,Vulnerable
Difference friend,Reptilia,Anura,4784.575,375.69,Least Concern
Investment adult,Reptilia,Rodentia,4755.122,1973.21,Critically Endangered
See worker,Reptilia,Squamata,3615.335,2243.08,Endangered
Mrs smile,Mammalia,Passeriformes,3681.102,409.12,Critically Endangered
Treat wall,Aves,Carnivora,106.115,552.76,Endangered
