species,class,order,weight_kg,length_cm,conservation_status
Agent of,Actinopterygii,Squamata,3121.311,2474.57,Critically Endangered
Early effort,Reptilia,Primates,3248.905,2475.4,Vulnerable
Trade table,Reptilia,Anura,4035.133,806.91,Endangered
Bill range,Actinopterygii,Rodentia,136.466,2760.46,Extinct in the Wild
Parent pull,Amphibia,Anura,1891.186,1102.15,Near Threatened
Professor arm,Actinopterygii,Anura,1603.156,1711.14,Critically Endangered
There a,Reptilia,Rodentia,559.844,800.95,Least Concern
Section white,Actinopterygii,Primates,4939.491,2396.32,Endangered
Guess high,Reptilia,Passeriformes,1197.134,429.53,Near Threatened
Seem administration,Mammalia,Squamata,4200.606,2551.1,Vulnerable
Smile wind,Amphibia,Primates,2110.511,1314.79,Near Threatened
Simply idea,Reptilia,Passeriformes,2829.289,299.39,Extinct in the Wild
Left why,Reptilia,Carnivora,2220.84,2329.34,Extinct in the Wild
Around culture,Aves,Anura,3144.333,1651.61,Critically Endangered
East break,Reptilia,Squamata,595.38,1098.0,Critically Endangered
Involve fast,Reptilia,Squamata,2439.636,414.45,Near Threatened
Trial sound,Amphibia,Primates,1522.335,1144.9,Least Concern
Dinner skill,Reptilia,Primates,66.067,1825.6,Vulnerable
Could fill,Reptilia,Squamata,3219.915,2139.66,Critically Endangered
Personal stuff,Mammalia,Primates,2739.54,2881.91,Near Threatened
Light resource,Aves,Passeriformes,3117.708,2183.95,Critically Endangered
Ask reason,Actinopterygii,Squamata,1076.419,2576.32,Critically Endangered
Threat fear,Mammalia,Anura,550.297,2588.6,Endangered
Hit doctor,Actinopterygii,Squamata,2547.666,1418.74,Critically Endangered
State cell,Mammalia,Passeriformes,4545.578,516.25,Near Threatened
Impact budget,Reptilia,Rodentia,3475.461,2820.09,Critically Endangered
Student reflect,Aves,Squamata,3520.499,2890.16,Extinct in the Wild
Current suffer,Amphibia,Primates,2141.96,525.07,Critically Endangered
Morning join,Reptilia,Squamata,2765.593,32.91,Critically Endangered
Hit good,Mammalia,Anura,1060.376,397.19,Critically Endangered
History up,Actinopterygii,Passeriformes,779.717,2990.67,Vulnerable
Herself lose,Actinopterygii,Rodentia,2439.181,2020.26,Extinct in the Wild
Town theory,Reptilia,Passeriformes,1237.39,1639.11,Near Threatened
However already,Mammalia,Primates,3034.761,1245.13,Vulnerable
Early sign,Mammalia,Squamata,4116.735,2367.71,Least Concern
Themselves and,Aves,Passeriformes,4373.089,2935.68,Critically Endangered
Black hear,Aves,Rodentia,1142.801,2903.95,Endangered
Sure health,Aves,Carnivora,3142.151,1667.63,Vulnerable
Various skill,Amphibia,Rodentia,2217.376,418.22,Vulnerable
Yourself mention,Aves,Squamata,2815.31,1910.48,Critically Endangered
Set event,Amphibia,Passeriformes,2143.509,2350.57,Critically Endangered
Whom practice,Amphibia,Squamata,4320.292,2445.17,Critically Endangered
Rise third,Aves,Rodentia,4752.093,30.44,Extinct in the Wild
It movement,Actinopterygii,Anura,254.027,76.59,Near Threatened
Natural professor,Amphibia,Passeriformes,2258.008,2016.58,Vulnerable
Force than,Amphibia,Passeriformes,627.701,2329.99,Least Concern
Teacher attention,Amphibia,Anura,1246.033,365.2,Least Concern
Imagine particularly,Aves,Anura,885.273,1549.87,Near Threatened
Doctor first,Aves,Carnivora,824.074,32.8,Critically Endangered
My sort,Aves,Passeriformes,3716.05,221.57,Vulnerable
Course up,Aves,Anura,3632.217,2082.89,Critically Endangered
Treat hear,Aves,Rodentia,310.657,2015.11,Vulnerable
Board standard,Mammalia,Squamata,1640.449,9.78,Vulnerable
Note child,Actinopterygii,Squamata,4462.505,2156.4,Near Threatened
Anyone window,Amphibia,Carnivora,1846.805,2855.35,Critically Endangered
Believe economy,Mammalia,Anura,1680.639,2699.38,Least Concern
