species,class,order,weight_kg,length_cm,conservation_status
Soon fire,Reptilia,Carnivora,4897.928,2032.3,Endangered
Eat set,Amphibia,Squamata,1809.227,2284.51,Least Concern
Energy kind,Mammalia,Squamata,2592.606,1645.6,Least Concern
Thought church,Reptilia,Passeriformes,606.453,1949.3,Critically Endangered
Understand reveal,Mammalia,Passeriformes,2421.276,1929.67,Least Concern
Medical account,Actinopterygii,Rodentia,2316.939,1003.79,Least Concern
Pass I,Amphibia,Anura,1315.838,132.08,Vulnerable
Law analysis,Reptilia,Passeriformes,930.642,836.29,Extinct in the Wild
Young others,Aves,Squamata,1356.878,1458.62,Vulnerable
Newspaper look,Reptilia,Passeriformes,607.359,1441.39,Vulnerable
Group us,Mammalia,Passeriformes,3530.697,367.06,Least Concern
Free lawyer,Amphibia,Anura,2782.861,146.69,Vulnerable
Child least,Amphibia,Carnivora,662.752,2133.62,Endangered
Fine bill,Reptilia,Squamata,2801.427,1731.25,Vulnerable
Economic true,Amphibia,Primates,1770.531,446.67,Near Threatened
Party space,Aves,Carnivora,2888.383,441.7,Near Threatened
Affect listen,Actinopterygii,Carnivora,3347.815,231.79,Near Threatened
Sea conference,Mammalia,Rodentia,334.891,881.16,Near Threatened
Painting indeed,Aves,Squamata,4717.711,2245.96,Least Concern
Support want,Mammalia,Carnivora,1071.09,2181.82,Endangered
Nice describe,Reptilia,Anura,1545.153,2606.26,Vulnerable
Character imagine,Amphibia,Squamata,4751.797,2435.69,Critically Endangered
President part,Mammalia,Anura,3779.986,1090.25,Near Threatened
Citizen Mrs,Actinopterygii,Rodentia,2892.101,2223.2,Near Threatened
There west,Reptilia,Carnivora,847.684,2728.84,Extinct in the Wild
Article possible,Amphibia,Primates,719.601,722.12,Least Concern
Thought chair,Reptilia,Primates,1896.363,1997.44,Extinct in the Wild
Tonight thank,Mammalia,Anura,1133.851,1411.89,Vulnerable
Camera its,Amphibia,Rodentia,289.545,1995.72,Extinct in the Wild
Compare care,Actinopterygii,Carnivora,1343.981,630.97,Least Concern
Affect blue,Actinopterygii,Primates,1093.128,183.21,Endangered
To side,Aves,Squamata,4485.62,2422.56,Least Concern
Threat wait,Amphibia,Carnivora,1311.798,318.07,Vulnerable
Certainly follow,Amphibia,Rodentia,3632.036,1384.06,Vulnerable
Growth from,Aves,Passeriformes,3734.704,1954.0,Near Threatened
Model official,Mammalia,Rodentia,1575.736,1394.76,Extinct in the Wild
Seek thank,Reptilia,Passeriformes,4703.797,1216.19,Vulnerable
Admit method,Actinopterygii,Primates,2075.408,13.03,Least Concern
Rest for,Amphibia,Passeriformes,144.272,591.91,Vulnerable
Enjoy family,Mammalia,Anura,1404.455,2913.43,Endangered
Ready fight,Actinopterygii,Squamata,1310.792,584.14,Critically Endangered
Front debate,Aves,Passeriformes,4795.996,2046.11,Critically Endangered
Head account,Amphibia,Rodentia,4031.944,2836.68,Extinct in the Wild
Everyone add,Reptilia,Passeriformes,4968.432,2768.7,Near Threatened
I series,Amphibia,Anura,4362.508,679.46,Near Threatened
Eight behind,Actinopterygii,Passeriformes,273.191,2064.68,Critically Endangered
Guy day,Amphibia,Passeriformes,3315.51,1694.63,Extinct in the Wild
Here boy,Actinopterygii,Squamata,257.808,767.58,Least Concern
Not instead,Aves,Squamata,2228.924,1650.23,Near Threatened
Today red,Actinopterygii,Rodentia,2657.047,627.61,Vulnerable
Enter exist,Actinopterygii,Rodentia,258.966,2550.24,Near Threatened
State fine,Amphibia,Anura,2639.505,1016.89,Least Concern
Important source,Reptilia,Primates,447.228,1437.75,Vulnerable
Health inside,Actinopterygii,Squamata,357.326,1517.45,Least Concern
Every impact,Aves,Carnivora,3706.847,2809.47,Vulnerable
Program painting,Aves,Squamata,3349.188,2037.85,Vulnerable
Hair well,Actinopterygii,Anura,4424.572,2331.52,Critically Endangered
Analysis game,Actinopterygii,Primates,1228.694,648.07,Critically Endangered
Hold wind,Aves,Rodentia,3644.17,2852.45,Vulnerable
Page thank,Mammalia,Carnivora,4446.485,2969.78,Extinct in the Wild
