species,class,order,weight_kg,length_cm,conservation_status
Herself realize,Reptilia,Anura,4961.371,2410.65,Extinct in the Wild
Morning international,Aves,Primates,2184.26,332.57,Critically Endangered
From conference,Amphibia,Rodentia,3083.528,406.42,Endangered
Wall east,Aves,Carnivora,4158.101,1164.7,Near Threatened
Whatever tree,Mammalia,Carnivora,1627.82,1189.01,Vulnerable
Although level,Amphibia,Passeriformes,739.138,2210.94,Vulnerable
Brother other,Aves,Anura,3099.362,162.21,Critically Endangered
Sometimes could,Mammalia,Passeriformes,4795.642,1358.94,Least Concern
Institution because,Actinopterygii,Primates,3408.419,2901.49,Critically Endangered
Building more,Amphibia,Carnivora,1696.129,2834.8,Least Concern
Laugh fly,Mammalia,Carnivora,1245.124,1666.77,Critically Endangered
Direction question,Actinopterygii,Squamata,2629.811,839.88,Least Concern
Region great,Mammalia,Passeriformes,4412.3,2724.36,Endangered
Commercial accept,Amphibia,Passeriformes,3352.251,982.37,Critically Endangered
Remain believe,Actinopterygii,Primates,4986.646,1959.55,Endangered
Side chair,Actinopterygii,Squamata,2654.93,1109.02,Extinct in the Wild
Radio these,Aves,Primates,1486.301,499.51,Least Concern
Feeling collection,Aves,Squamata,417.774,2863.67,Critically Endangered
Gas shake,Mammalia,Primates,227.088,1182.65,Extinct in the Wild
Campaign face,Amphibia,Primates,3613.121,274.59,Least Concern
Force science,Mammalia,Primates,2699.8,1889.64,Near Threatened
Drug find,Actinopterygii,Squamata,859.048,684.88,Vulnerable
Walk ago,Reptilia,Anura,1397.855,999.19,Endangered
Protect human,Reptilia,Passeriformes,4884.569,969.41,Critically Endangered
Next sing,Actinopterygii,Anura,3181.819,2710.56,Least Concern
Response contain,Reptilia,Primates,1529.705,533.81,Extinct in the Wild
Mean or,Amphibia,Passeriformes,4702.351,1384.51,Extinct in the Wild
Throughout service,Mammalia,Anura,2276.566,1612.38,Extinct in the Wild
Air watch,Actinopterygii,Passeriformes,3060.538,1329.72,Endangered
Assume manager,Aves,Carnivora,1848.901,1887.53,Near Threatened
Most cover,Aves,Passeriformes,421.03,269.94,Critically Endangered
Home same,Actinopterygii,Carnivora,4536.748,322.05,Least Concern
Until our,Reptilia,Anura,4078.587,2072.09,Least Concern
Involve stay,Reptilia,Squamata,4507.421,2877.23,Endangered
Ok trip,Amphibia,Carnivora,3336.199,1951.8,Endangered
Public never,Actinopterygii,Carnivora,3884.962,2966.18,Extinct in the Wild
Light seem,Amphibia,Passeriformes,4807.948,2194.38,Critically Endangered
Everybody professor,Reptilia,Passeriformes,3517.482,824.59,Endangered
Fish successful,Aves,Carnivora,2056.208,2320.18,Vulnerable
Lead or,Mammalia,Anura,861.328,1768.7,Vulnerable
Long remember,Mammalia,Squamata,1637.192,203.99,Vulnerable
Two herself,Actinopterygii,Passeriformes,387.603,784.73,Near Threatened
Hospital live,Mammalia,Rodentia,3439.734,2391.34,Endangered
Plan prove,Mammalia,Passeriformes,2217.35,2698.83,Near Threatened
There approach,Reptilia,Anura,3630.881,697.35,Near Threatened
Final arm,Reptilia,Primates,2740.967,1541.49,Endangered
Perhaps deal,Amphibia,Squamata,3044.885,1174.74,Extinct in the Wild
Public democratic,Amphibia,Passeriformes,812.312,372.44,Endangered
Turn yourself,Reptilia,Anura,2025.281,992.97,Near Threatened
Task school,Mammalia,Squamata,2090.257,1331.92,Endangered
Air blood,Mammalia,Squamata,3190.707,1894.98,Endangered
Long sit,Actinopterygii,Anura,1093.82,1697.62,Least Concern
Firm quite,Actinopterygii,Rodentia,1036.227,2925.82,Extinct in the Wild
Federal able,Mammalia,Rodentia,3659.658,2398.33,Extinct in the Wild
Guy fear,Aves,Rodentia,4328.107,224.49,Vulnerable
Administration performance,Actinopterygii,Rodentia,1534.451,2084.4,Endangered
Money budget,Aves,Carnivora,1468.774,1224.44,Endangered
