species,class,order,weight_kg,length_cm,conservation_status
Age no,Mammalia,Rodentia,2885.395,838.37,Vulnerable
Green general,Aves,Carnivora,479.0,1577.91,Endangered
Large mission,Mammalia,Primates,3222.772,1504.08,Extinct in the Wild
Standard usually,Aves,Anura,3484.06,2988.84,Vulnerable
Green five,Reptilia,Primates,1466.848,323.08,Near Threatened
Rather lot,Mammalia,Rodentia,2978.262,2161.03,Vulnerable
Three story,Reptilia,Carnivora,4757.176,2071.17,Extinct in the Wild
Some film,Aves,Carnivora,3766.017,2825.94,Extinct in the Wild
Total from,Amphibia,Passeriformes,2087.837,648.71,Endangered
Seem very,Amphibia,Primates,120.679,509.27,Critically Endangered
Home population,Reptilia,Passeriformes,87.785,1534.89,Least Concern
New this,Actinopterygii,Primates,3769.443,1370.46,Extinct in the Wild
He now,Aves,Carnivora,2539.915,602.82,Endangered
Throughout already,Amphibia,Carnivora,1151.797,2965.0,Vulnerable
Smile mission,Actinopterygii,Passeriformes,962.369,971.83,Extinct in the Wild
Speak ago,Mammalia,Carnivora,3456.269,814.53,Extinct in the Wild
Claim window,Amphibia,Squamata,2639.619,1289.48,Critically Endangered
Recent father,Mammalia,Anura,1606.459,43.77,Extinct in the Wild
Fight enough,Amphibia,Rodentia,2871.366,2620.53,Critically Endangered
Could idea,Amphibia,Primates,3680.117,186.09,Extinct in the Wild
Serve whole,Reptilia,Passeriformes,1964.046,2405.21,Vulnerable
Citizen myself,Actinopterygii,Carnivora,329.489,269.26,Vulnerable
Fire key,Amphibia,Primates,518.085,1327.71,Critically Endangered
West stay,Amphibia,Squamata,3626.977,719.58,Vulnerable
After enter,Reptilia,Passeriformes,744.02,1209.46,Near Threatened
Bank study,Actinopterygii,Primates,286.009,767.34,Vulnerable
Let improve,Amphibia,Squamata,2314.47,2856.09,Critically Endangered
Ability day,Aves,Carnivora,1742.906,2100.26,Least Concern
Piece history,Aves,Primates,225.957,198.14,Critically Endangered
Tree century,Reptilia,Passeriformes,3846.732,1499.09,Near Threatened
The stock,Amphibia,Primates,1429.809,1413.83,Vulnerable
Seven author,Actinopterygii,Squamata,4620.231,1159.89,Critically Endangered
Could blood,Amphibia,Rodentia,2437.782,1449.9,Near Threatened
Eat generation,Mammalia,Rodentia,4973.296,2674.25,Near Threatened
Voice generation,Aves,Passeriformes,1870.712,2900.08,Least Concern
On than,Amphibia,Primates,747.326,305.13,Least Concern
Since them,Aves,Primates,731.454,950.78,Least Concern
If student,Reptilia,Passeriformes,1286.43,1083.62,Near Threatened
Century take,Aves,Carnivora,3031.459,1910.44,Critically Endangered
Who compare,Aves,Squamata,2014.763,898.34,Least Concern
Reason show,Aves,Squamata,2717.856,1592.47,Extinct in the Wild
Set detail,Mammalia,Primates,2200.042,56.16,Near Threatened
Together tree,Amphibia,Anura,1279.553,1388.5,Endangered
Entire special,Aves,Anura,4983.37,757.08,Endangered
Both arm,Mammalia,Rodentia,2629.805,454.48,Extinct in the Wild
Huge look,Actinopterygii,Squamata,4334.429,1433.92,Extinct in the Wild
Decision quite,Aves,Carnivora,3666.051,2762.52,Extinct in the Wild
