species,class,order,weight_kg,length_cm,conservation_status
Very simply,Amphibia,Rodentia,1400.609,1494.05,Near Threatened
Purpose field,Reptilia,Anura,2484.141,2740.07,Vulnerable
Set development,Amphibia,Primates,248.584,272.76,Extinct in the Wild
Guess issue,Amphibia,Squamata,3346.396,45.25,Critically Endangered
Across choice,Actinopterygii,Squamata,2176.661,780.36,Extinct in the Wild
Administration appear,Amphibia,Primates,2149.906,2346.59,Least Concern
Cell treatment,Aves,Anura,2423.822,1125.26,Vulnerable
Clearly officer,Aves,Squamata,3173.809,1194.64,Near Threatened
Learn concern,Actinopterygii,Carnivora,849.666,1117.67,Critically Endangered
Product side,Reptilia,Rodentia,4228.414,2530.42,Endangered
Bag choose,Aves,Squamata,2107.972,247.98,Vulnerable
Guess thought,Amphibia,Passeriformes,1424.225,556.13,Near Threatened
Result central,Actinopterygii,Squamata,3053.894,1944.26,Critically Endangered
Trip Congress,Actinopterygii,Anura,3013.006,200.17,Critically Endangered
Technology wonder,Mammalia,Rodentia,480.029,586.0,Endangered
Live contain,Actinopterygii,Rodentia,2591.685,1306.87,Extinct in the Wild
Deal nation,Actinopterygii,Squamata,1919.189,1165.67,Endangered
Along weight,Aves,Squamata,4054.719,2621.24,Near Threatened
Health huge,Actinopterygii,Passeriformes,2690.696,1519.66,Critically Endangered
Easy many,Reptilia,Passeriformes,4304.455,562.3,Least Concern
Choice study,Aves,Passeriformes,4657.995,2650.41,Critically Endangered
Away affect,Actinopterygii,Passeriformes,3814.355,977.49,Least Concern
Country agency,Reptilia,Rodentia,1096.462,2900.99,Least Concern
Business range,Actinopterygii,Squamata,1789.286,1029.8,Vulnerable
Specific meet,Reptilia,Squamata,3157.873,1932.8,Extinct in the Wild
Bed pick,Mammalia,Primates,149.481,2255.91,Least Concern
Kitchen establish,Amphibia,Primates,2052.912,2082.07,Extinct in the Wild
True either,Reptilia,Anura,3040.83,260.27,Critically Endangered
She those,Amphibia,Primates,2138.483,1453.43,Least Concern
Miss development,Mammalia,Anura,2824.818,1707.14,Endangered
Late use,Mammalia,Squamata,2335.483,330.32,Near Threatened
Learn base,Reptilia,Anura,2424.343,1297.44,Endangered
Heavy age,Mammalia,Carnivora,2107.761,1710.08,Endangered
Similar land,Actinopterygii,Primates,3130.095,32.6,Least Concern
Perform tonight,Amphibia,Passeriformes,4993.8,1097.77,Vulnerable
Month marriage,Reptilia,Passeriformes,543.287,2329.52,Least Concern
Sound fight,Mammalia,Squamata,4051.654,300.09,Least Concern
Machine watch,Mammalia,Primates,3395.956,2117.03,Least Concern
Play research,Actinopterygii,Rodentia,4680.547,2496.0,Extinct in the Wild
Cold really,Actinopterygii,Squamata,2861.523,1262.65,Least Concern
Manage student,Amphibia,Squamata,3197.737,1528.78,Extinct in the Wild
Cause play,Reptilia,Anura,1109.152,2739.92,Least Concern
Think public,Mammalia,Passeriformes,3288.027,1226.96,Endangered
Senior term,Aves,Carnivora,2759.298,499.84,Extinct in the Wild
Face action,Reptilia,Carnivora,2113.516,2114.87,Critically Endangered
Condition art,Mammalia,Rodentia,2816.491,2187.0,Endangered
Imagine suffer,Actinopterygii,Rodentia,2162.224,72.03,Extinct in the Wild
Imagine responsibility,Amphibia,Rodentia,1266.401,1463.31,Vulnerable
Doctor everything,Reptilia,Carnivora,3661.103,415.82,Extinct in the Wild
Far available,Aves,Rodentia,3839.024,1947.44,Vulnerable
Sometimes cost,Aves,Carnivora,4880.414,1068.15,Near Threatened
Personal oil,Reptilia,Passeriformes,1004.039,314.26,Critically Endangered
War beat,Reptilia,Squamata,2669.768,1156.4,Near Threatened
The all,Aves,Squamata,171.703,710.75,Endangered
Meet safe,Amphibia,Rodentia,3149.756,883.5,Least Concern
Ten property,Actinopterygii,Carnivora,4955.708,632.98,Endangered
Owner president,Reptilia,Primates,1493.174,135.95,Least Concern
Hand every,Mammalia,Carnivora,1733.281,1073.78,Least Concern
View sea,Reptilia,Rodentia,1046.959,1159.57,Extinct in the Wild
Listen care,Actinopterygii,Primates,945.11,1277.57,Vulnerable
Word buy,Aves,Anura,2123.235,893.12,Critically Endangered
Rule right,Aves,Primates,4286.996,2115.67,Near Threatened
Hear thousand,Actinopterygii,Squamata,4088.756,2070.02,Near Threatened
Garden likely,Reptilia,Squamata,4249.583,308.77,Critically Endangered
Pattern member,Amphibia,Squamata,1811.776,1177.64,Vulnerable
Tv magazine,Reptilia,Carnivora,189.952,2751.31,Vulnerable
Agreement onto,Reptilia,Anura,2941.757,2389.39,Vulnerable
Pressure various,Actinopterygii,Squamata,3203.213,838.7,Extinct in the Wild
Newspaper name,Actinopterygii,Squamata,3050.284,2429.56,Endangered
Book along,Actinopterygii,Anura,1776.888,2679.72,Endangered
Remember most,Reptilia,Primates,4363.257,751.06,Critically Endangered
Sure for,Amphibia,Primates,4001.844,431.8,Endangered
May cold,Mammalia,Primates,4681.338,2923.22,Endangered
Might star,Amphibia,Carnivora,2423.719,2473.2,Near Threatened
Ball wrong,Mammalia,Anura,540.631,1786.56,Extinct in the Wild
Including operation,Amphibia,Squamata,1489.626,2740.46,Endangered
Business necessary,Aves,Squamata,2497.617,301.44,Extinct in the Wild
Conference no,Reptilia,Primates,1375.203,798.17,Vulnerable
Their head,Mammalia,Passeriformes,2858.673,695.63,Endangered
Network body,Actinopterygii,Squamata,3499.064,2223.34,Endangered
Name information,Amphibia,Anura,415.149,1522.01,Near Threatened
Voice could,Amphibia,Passeriformes,2632.725,1957.35,Endangered
Collection may,Aves,Passeriformes,2946.846,2809.11,Critically Endangered
Education east,Actinopterygii,Carnivora,4249.996,575.31,Near Threatened
Chair mean,Aves,Anura,1977.945,56.98,Least Concern
Well activity,Aves,Squamata,1997.132,885.67,Endangered
Fund tell,Aves,Anura,1129.456,2190.2,Critically Endangered
Send development,Amphibia,Carnivora,3603.339,1808.21,Least Concern
Century crime,Aves,Passeriformes,584.803,679.76,Extinct in the Wild
Adult somebody,Reptilia,Primates,2405.341,2520.9,Least Concern
Total deal,Actinopterygii,Anura,4025.912,454.9,Critically Endangered
Never other,Mammalia,Primates,809.736,1303.31,Endangered
Sort order,Actinopterygii,Passeriformes,3953.519,1814.06,Extinct in the Wild
Relationship environment,Mammalia,Anura,1425.282,2977.03,Extinct in the Wild
Popular occur,Amphibia,Rodentia,120.525,1314.27,Critically Endangered
Control member,Actinopterygii,Anura,3577.924,2155.1,Least Concern
Free dinner,Mammalia,Rodentia,3002.64,2171.3,Endangered
Serve draw,Reptilia,Carnivora,4469.665,2130.79,Extinct in the Wild
Choose late,Mammalia,Squamata,1485.559,264.68,Extinct in the Wild
Not expert,Reptilia,Carnivora,3882.33,2435.99,Least Concern
Lot sound,Reptilia,Carnivora,4837.109,2433.7,Vulnerable
Drug lawyer,Reptilia,Squamata,4605.751,1777.39,Least Concern
Tonight while,Actinopterygii,Passeriformes,156.287,921.49,Near Threatened
Agency investment,Mammalia,Anura,933.87,1595.16,Least Concern
Assume realize,Actinopterygii,Carnivora,568.222,857.96,Least Concern
Adult behind,Amphibia,Carnivora,4477.628,511.6,Critically Endangered
Recognize industry,Amphibia,Squamata,4098.975,1852.86,Critically Endangered
Across up,Mammalia,Rodentia,4166.566,94.06,Endangered
Word bed,Amphibia,Primates,3661.586,563.11,Near Threatened
Position century,Actinopterygii,Anura,699.351,168.96,Extinct in the Wild
Brother lot,Aves,Carnivora,3010.495,1749.28,Least Concern
These visit,Actinopterygii,Carnivora,4491.56,118.27,Endangered
Source decision,Aves,Anura,1278.238,487.91,Endangered
Itself wish,Mammalia,Passeriformes,2978.684,454.35,Extinct in the Wild
Marriage participant,Reptilia,Primates,175.809,2015.64,Vulnerable
Perform strong,Aves,Anura,3663.071,2141.53,Near Threatened
Certain beyond,Mammalia,Passeriformes,1873.221,737.97,Near Threatened
Scientist dream,Actinopterygii,Anura,4746.681,2917.57,Critically Endangered
Degree sometimes,Amphibia,Anura,3300.286,835.76,Endangered
Nothing team,Actinopterygii,Carnivora,2842.014,1975.9,Endangered
Toward strong,Actinopterygii,Passeriformes,117.967,1280.94,Vulnerable
Need method,Amphibia,Squamata,2404.31,2383.26,Extinct in the Wild
Right him,Aves,Passeriformes,4269.562,2145.03,Vulnerable
Begin last,Amphibia,Carnivora,1704.988,2647.99,Near Threatened
This yeah,Amphibia,Rodentia,2892.516,1417.34,Near Threatened
Major traditional,Actinopterygii,Rodentia,3368.233,1354.14,Least Concern
Question catch,Actinopterygii,Passeriformes,2475.823,2305.07,Endangered
Develop majority,Mammalia,Anura,1362.231,518.98,Critically Endangered
Up white,Reptilia,Primates,293.887,973.06,Least Concern
Performance decide,Reptilia,Rodentia,4077.521,125.64,Near Threatened
Oil money,Mammalia,Passeriformes,518.553,316.29,Critically Endangered
Provide once,Actinopterygii,Primates,843.646,2167.66,Least Concern
President maintain,Amphibia,Carnivora,363.452,2886.17,Critically Endangered
Expect lay,Actinopterygii,Passeriformes,4920.987,390.88,Endangered
Rest simple,Mammalia,Rodentia,4612.551,1117.03,Critically Endangered
Future purpose,Aves,Carnivora,4221.117,1470.57,Endangered
Property hard,Reptilia,Rodentia,467.273,2460.84,Least Concern
Boy this,Actinopterygii,Squamata,63.781,2397.5,Critically Endangered
Food analysis,Mammalia,Anura,944.842,42.56,Least Concern
Husband every,Aves,Squamata,3351.398,721.74,Critically Endangered
Not indicate,Mammalia,Squamata,4941.029,1595.74,Extinct in the Wild
Once music,Mammalia,Rodentia,914.958,1295.29,Least Concern
Put set,Reptilia,Passeriformes,4990.962,1116.29,Least Concern
Kind according,Actinopterygii,Primates,3329.52,1437.56,Endangered
Near civil,Aves,Carnivora,746.62,995.75,Least Concern
Many civil,Reptilia,Passeriformes,2874.172,272.58,Critically Endangered
How road,Aves,Carnivora,3617.173,1061.34,Critically Endangered
Parent store,Aves,Anura,1486.773,1528.94,Near Threatened
Republican option,Amphibia,Anura,977.122,1442.05,Near Threatened
Crime address,Mammalia,Rodentia,4556.336,107.98,Near Threatened
Night value,Amphibia,Passeriformes,4423.368,1207.73,Least Concern
It modern,Aves,Carnivora,2950.799,1324.47,Extinct in the Wild
Just successful,Aves,Anura,2784.537,2675.87,Vulnerable
Watch offer,Mammalia,Passeriformes,4797.252,677.89,Least Concern
Wonder character,Actinopterygii,Anura,3267.416,1083.51,Critically Endangered
Crime real,Aves,Primates,2446.434,434.25,Near Threatened
Drop throughout,Amphibia,Carnivora,379.325,1382.95,Near Threatened
Find born,Reptilia,Carnivora,1076.139,952.42,Least Concern
Remember agency,Amphibia,Squamata,1975.639,812.24,Endangered
Maintain run,Amphibia,Anura,1300.206,2683.47,Endangered
Wide financial,Actinopterygii,Squamata,3381.14,1073.33,Endangered
Smile forward,Amphibia,Anura,1562.129,1051.44,Critically Endangered
Kind paper,Actinopterygii,Primates,2282.562,1640.93,Vulnerable
Could often,Aves,Carnivora,542.681,2618.42,Near Threatened
Moment effect,Actinopterygii,Rodentia,2761.76,166.59,Vulnerable
Rate art,Reptilia,Rodentia,2983.403,586.86,Critically Endangered
Family prove,Actinopterygii,Squamata,2776.346,673.18,Near Threatened
Explain college,Actinopterygii,Carnivora,3772.889,2582.22,Extinct in the Wild
More full,Actinopterygii,Squamata,4582.627,1536.46,Critically Endangered
Past myself,Actinopterygii,Rodentia,2280.357,455.4,Near Threatened
Stuff arrive,Reptilia,Carnivora,4327.785,134.33,Least Concern
Successful relationship,Amphibia,Primates,2871.7,2138.11,Near Threatened
Show term,Reptilia,Anura,1660.941,1098.48,Least Concern
Pay pay,Aves,Carnivora,2890.495,2278.03,Extinct in the Wild
Money whole,Reptilia,Anura,2415.328,2769.88,Vulnerable
Research already,Aves,Squamata,4352.66,792.7,Critically Endangered
Me nice,Mammalia,Rodentia,737.582,431.41,Near Threatened
Why step,Aves,Passeriformes,474.033,2164.83,Endangered
Should dream,Aves,Anura,126.369,1945.04,Extinct in the Wild
Usually about,Aves,Squamata,418.922,2104.98,Critically Endangered
Media three,Aves,Squamata,4547.801,2986.74,Least Concern
Race wear,Mammalia,Squamata,945.525,1577.25,Endangered
Name cell,Aves,Squamata,4350.328,1391.69,Near Threatened
Pick blue,Mammalia,Squamata,3477.712,2895.45,Critically Endangered
Tell available,Amphibia,Passeriformes,3949.203,404.45,Extinct in the Wild
Around out,Reptilia,Carnivora,3599.594,2976.79,Least Concern
Into international,Aves,Anura,4981.964,737.37,Vulnerable
Tree reality,Mammalia,Primates,4939.472,1577.29,Least Concern
Single soon,Aves,Rodentia,1306.77,44.44,Critically Endangered
Head want,Aves,Primates,2732.404,531.26,Least Concern
Election attack,Amphibia,Passeriformes,2452.532,1461.14,Least Concern
Standard wish,Aves,Squamata,4495.837,1098.85,Near Threatened
Management few,Aves,Squamata,262.749,2663.54,Near Threatened
Such director,Aves,Rodentia,2895.078,1135.61,Least Concern
Wide class,Actinopterygii,Primates,2359.431,2840.95,Critically Endangered
Worry style,Aves,Passeriformes,4744.618,1865.65,Critically Endangered
Watch right,Mammalia,Passeriformes,3275.218,131.23,Vulnerable
Seem before,Amphibia,Rodentia,3699.908,2188.92,Critically Endangered
Director point,Mammalia,Primates,3674.718,2961.62,Endangered
Range part,Actinopterygii,Primates,382.214,2469.85,Endangered
Agency culture,Mammalia,Rodentia,4824.945,62.94,Extinct in the Wild
Race control,Mammalia,Primates,4486.651,2109.33,Critically Endangered
Sister improve,Reptilia,Anura,3199.621,510.53,Near Threatened
Statement role,Actinopterygii,Primates,1066.009,1355.68,Near Threatened
Yet low,Actinopterygii,Squamata,169.146,2703.3,Least Concern
Others environment,Reptilia,Squamata,4900.098,1235.36,Vulnerable
Like institution,Aves,Carnivora,4326.14,1403.12,Near Threatened
Move design,Amphibia,Rodentia,2126.374,2264.22,Critically Endangered
Group send,Amphibia,Primates,1634.403,497.02,Extinct in the Wild
Consumer paper,Actinopterygii,Passeriformes,3257.822,1149.51,Near Threatened
Pattern general,Mammalia,Passeriformes,4398.218,194.18,Vulnerable
Firm thus,Amphibia,Primates,731.638,1912.19,Critically Endangered
Pretty work,Mammalia,Passeriformes,2934.606,446.83,Least Concern
Particularly memory,Actinopterygii,Rodentia,1401.254,33.51,Endangered
Do model,Reptilia,Anura,995.992,2198.5,Endangered
Eye present,Aves,Squamata,4518.151,949.53,Critically Endangered
Boy plan,Amphibia,Primates,3441.818,2831.72,Critically Endangered
Upon citizen,Actinopterygii,Squamata,210.818,1905.56,Critically Endangered
Purpose off,Actinopterygii,Squamata,102.417,1384.67,Near Threatened
Seem investment,Mammalia,Primates,915.199,2774.85,Endangered
Other little,Amphibia,Passeriformes,3079.45,129.73,Endangered
Exist board,Amphibia,Passeriformes,4527.883,2400.45,Vulnerable
Toward west,Aves,Anura,3037.356,762.19,Endangered
System sport,Aves,Passeriformes,949.0,1568.12,Endangered
Certainly first,Actinopterygii,Rodentia,1361.513,878.39,Vulnerable
Theory she,Amphibia,Anura,2680.729,1445.16,Endangered
Discover wind,Amphibia,Anura,2192.292,2131.57,Critically Endangered
Travel others,Aves,Squamata,3816.986,2673.47,Critically Endangered
Remember policy,Mammalia,Passeriformes,2843.872,1600.92,Vulnerable
Show bring,Aves,Primates,2361.612,1335.87,Vulnerable
Build us,Amphibia,Squamata,2715.931,2620.4,Least Concern
Director focus,Mammalia,Anura,1408.788,1083.59,Endangered
A personal,Reptilia,Passeriformes,1183.285,48.91,Least Concern
Sing keep,Aves,Primates,1013.232,1562.82,Near Threatened
Above body,Amphibia,Primates,115.916,1474.27,Near Threatened
Situation perform,Amphibia,Anura,2992.265,2962.89,Critically Endangered
Several plant,Mammalia,Passeriformes,1685.499,1619.26,Extinct in the Wild
Television hair,Amphibia,Passeriformes,2276.056,1898.85,Near Threatened
Beautiful scene,Reptilia,Passeriformes,4387.118,1186.74,Least Concern
Hear common,Reptilia,Primates,1331.689,428.66,Vulnerable
Leave argue,Aves,Squamata,410.596,2336.07,Least Concern
Information describe,Actinopterygii,Squamata,864.562,275.33,Endangered
Deal police,Aves,Passeriformes,4312.386,27.82,Vulnerable
Page can,Actinopterygii,Carnivora,4054.297,396.18,Least Concern
Quite offer,Reptilia,Passeriformes,158.571,2158.74,Endangered
Card present,Amphibia,Passeriformes,4779.305,112.64,Endangered
Major past,Aves,Anura,1896.68,161.23,Near Threatened
Significant executive,Mammalia,Rodentia,1020.073,1248.02,Extinct in the Wild
North guess,Aves,Anura,3331.507,2569.16,Near Threatened
Peace lot,Aves,Passeriformes,149.471,2586.79,Extinct in the Wild
