species,class,order,weight_kg,length_cm,conservation_status
Middle half,Mammalia,Squamata,2736.189,623.48,Vulnerable
Add last,Mammalia,Rodentia,668.272,167.07,Extinct in the Wild
Network thing,Aves,Rodentia,2146.769,1525.27,Least Concern
Particularly race,Mammalia,Anura,3659.341,2597.87,Vulnerable
Tonight lead,Aves,Rodentia,761.78,1987.73,Extinct in the Wild
Everyone group,Reptilia,Primates,1246.693,2632.67,Vulnerable
Quite small,Mammalia,Primates,3948.39,2097.4,Critically Endangered
Money foot,Reptilia,Squamata,1838.76,1159.1,Near Threatened
Relate institution,Mammalia,Squamata,3417.905,874.32,Extinct in the Wild
Collection go,Amphibia,Anura,1816.169,282.24,Extinct in the Wild
Skin but,Aves,Primates,3543.691,175.46,Near Threatened
Material much,Reptilia,Primates,847.315,1667.7,Critically Endangered
Country pull,Mammalia,Rodentia,643.433,2552.76,Critically Endangered
Man service,Aves,Anura,2250.765,2904.22,Vulnerable
Able PM,Reptilia,Anura,2805.412,2570.72,Least Concern
Down again,Actinopterygii,Passeriformes,2667.403,2354.34,Near Threatened
Expert evening,Mammalia,Rodentia,3791.737,1257.45,Near Threatened
Authority run,Mammalia,Primates,3190.575,1961.6,Vulnerable
Seek significant,Reptilia,Squamata,4863.646,1666.42,Vulnerable
Red network,Aves,Carnivora,2664.8,358.74,Critically Endangered
Stage research,Reptilia,Passeriformes,2759.862,1473.3,Endangered
Quickly ask,Reptilia,Passeriformes,556.8,1902.45,Vulnerable
Expect democratic,Mammalia,Passeriformes,3185.497,1355.05,Vulnerable
Despite state,Amphibia,Primates,607.823,1591.1,Endangered
Later protect,Reptilia,Primates,4650.145,2849.68,Critically Endangered
Beautiful class,Reptilia,Primates,1672.107,2320.64,Least Concern
Life wall,Aves,Rodentia,2666.95,875.05,Extinct in the Wild
Physical through,Aves,Rodentia,2773.868,64.92,Endangered
Friend game,Amphibia,Squamata,2964.116,877.32,Extinct in the Wild
A both,Reptilia,Squamata,2988.489,2888.94,Endangered
Rise draw,Amphibia,Anura,4410.057,2872.75,Least Concern
Line several,Aves,Anura,431.885,2233.82,Endangered
But economy,Aves,Primates,1202.048,334.49,Near Threatened
Treat last,Amphibia,Squamata,4352.685,238.63,Critically Endangered
Cup must,Amphibia,Passeriformes,3885.067,944.21,Vulnerable
Civil ago,Amphibia,Passeriformes,1660.817,2974.35,Critically Endangered
Garden fight,Mammalia,Anura,4526.887,1064.61,Near Threatened
Course choose,Mammalia,Primates,1776.338,511.21,Critically Endangered
Identify north,Reptilia,Rodentia,3794.053,2334.38,Critically Endangered
Pass find,Amphibia,Anura,1362.307,864.86,Extinct in the Wild
Life prove,Aves,Passeriformes,2934.358,912.28,Near Threatened
Return since,Mammalia,Primates,3868.233,347.7,Extinct in the Wild
Factor quality,Aves,Squamata,2025.001,60.75,Extinct in the Wild
Simple since,Reptilia,Squamata,247.072,1074.56,Critically Endangered
Test step,Aves,Primates,1188.082,770.98,Near Threatened
Coach program,Mammalia,Rodentia,2017.448,1311.83,Least Concern
Agreement political,Mammalia,Passeriformes,3728.888,1185.23,Near Threatened
Sense issue,Amphibia,Squamata,3179.803,990.45,Endangered
Dream letter,Actinopterygii,Rodentia,3562.218,1215.18,Near Threatened
East imagine,Reptilia,Rodentia,2481.343,2816.3,Extinct in the Wild
Economic soldier,Amphibia,Carnivora,3371.12,1207.43,Critically Endangered
Age security,Amphibia,Primates,1054.852,2809.43,Endangered
Computer agency,Reptilia,Carnivora,3034.879,2269.83,Critically Endangered
Morning movie,Mammalia,Anura,1026.544,2003.11,Extinct in the Wild
Read production,Amphibia,Anura,2683.706,191.81,Near Threatened
Material open,Reptilia,Primates,1637.446,2212.65,Endangered
