species,class,order,weight_kg,length_cm,conservation_status
Imagine series,Amphibia,Anura,3900.043,1307.39,Critically Endangered
Individual already,Amphibia,Passeriformes,410.594,235.52,Least Concern
Short point,Reptilia,Squamata,372.908,809.75,Critically Endangered
Case worker,Aves,Squamata,645.438,2904.07,Critically Endangered
Cause of,Actinopterygii,Primates,4406.164,1792.8,Critically Endangered
Allow number,Mammalia,Primates,3930.209,2359.85,Extinct in the Wild
Simple relate,Reptilia,Squamata,4544.817,2665.23,Near Threatened
Account team,Aves,Primates,4327.151,2719.21,Least Concern
Energy event,Reptilia,Carnivora,4665.988,2548.04,Endangered
Theory white,Mammalia,Squamata,3413.554,2290.59,Extinct in the Wild
Explain assume,Aves,Anura,2254.2,1057.08,Least Concern
Management response,Aves,Squamata,2452.922,252.99,Endangered
Bill half,Reptilia,Passeriformes,2083.027,2134.71,Least Concern
After crime,Aves,Anura,4346.897,1456.54,Least Concern
Bad soon,Reptilia,Primates,3243.887,1700.34,Endangered
Manager room,Actinopterygii,Passeriformes,2708.379,2703.14,Least Concern
Exactly mouth,Actinopterygii,Carnivora,1976.629,2977.0,Extinct in the Wild
Improve nice,Mammalia,Primates,3195.428,705.86,Least Concern
Daughter yet,Amphibia,Anura,3093.755,2772.45,Near Threatened
Single people,Actinopterygii,Squamata,2865.377,2782.97,Near Threatened
Beyond director,Aves,Carnivora,4149.986,1568.59,Critically Endangered
Still my,Amphibia,Squamata,3342.929,1753.25,Endangered
Force pattern,Mammalia,Squamata,1907.575,528.51,Endangered
Either treatment,Actinopterygii,Carnivora,886.47,561.92,Critically Endangered
Amount health,Reptilia,Rodentia,695.92,1462.19,Vulnerable
Agreement book,Aves,Rodentia,3386.98,1090.23,Extinct in the Wild
Water direction,Amphibia,Anura,2172.46,784.86,Critically Endangered
How include,Reptilia,Primates,314.966,659.53,Critically Endangered
Role smile,Actinopterygii,Anura,3498.491,65.52,Critically Endangered
Easy everybody,Amphibia,Rodentia,2970.838,1211.73,Endangered
Other fund,Actinopterygii,Carnivora,2690.338,1971.55,Least Concern
Discover if,Mammalia,Rodentia,4621.775,602.03,Near Threatened
Its themselves,Actinopterygii,Rodentia,526.674,474.74,Vulnerable
These note,Mammalia,Squamata,2106.485,2771.9,Critically Endangered
Down morning,Mammalia,Squamata,1281.916,2342.5,Near Threatened
I hotel,Mammalia,Passeriformes,4218.62,910.45,Critically Endangered
Major bar,Mammalia,Passeriformes,150.175,1400.37,Endangered
Kitchen street,Aves,Carnivora,425.091,881.87,Critically Endangered
Trade write,Actinopterygii,Passeriformes,2908.146,396.48,Near Threatened
