species,class,order,weight_kg,length_cm,conservation_status
Partner since,Aves,Carnivora,219.56,510.11,Extinct in the Wild
Wish enter,Amphibia,Carnivora,2691.141,1176.28,Vulnerable
Hand source,Reptilia,Carnivora,105.469,312.95,Critically Endangered
Public use,Amphibia,Primates,1127.516,1879.05,Vulnerable
Main painting,Actinopterygii,Primates,55.756,2124.55,Vulnerable
Sell store,Actinopterygii,Passeriformes,3354.62,545.79,Extinct in the Wild
Number him,Actinopterygii,Primates,775.01,1321.13,Endangered
Strategy PM,Actinopterygii,Squamata,1651.113,1493.61,Least Concern
Face born,Amphibia,Rodentia,2713.158,790.98,Extinct in the Wild
Third authority,Aves,Rodentia,4319.418,2525.08,Critically Endangered
Ask despite,Aves,Passeriformes,2186.483,1318.65,Extinct in the Wild
Whole buy,Aves,Rodentia,4420.817,2443.26,Near Threatened
Chance like,Mammalia,Anura,1854.816,2401.23,Extinct in the Wild
Our enter,Reptilia,Primates,61.035,953.45,Extinct in the Wild
Far meeting,Mammalia,Anura,36.564,984.12,Endangered
On country,Actinopterygii,Squamata,4180.243,2049.71,Critically Endangered
Charge thousand,Reptilia,Carnivora,3842.939,2502.56,Least Concern
Defense position,Amphibia,Squamata,1601.181,366.46,Least Concern
History know,Aves,Squamata,53.367,1344.11,Endangered
Degree perform,Mammalia,Anura,3005.857,931.46,Least Concern
Maybe tough,Amphibia,Rodentia,51.341,2368.73,Near Threatened
Organization game,Aves,Carnivora,4248.904,2140.33,Endangered
Quickly minute,Mammalia,Rodentia,603.241,2444.17,Critically Endangered
Hot coach,Amphibia,Primates,4092.446,403.6,Critically Endangered
International address,Mammalia,Passeriformes,4953.982,492.95,Vulnerable
Generation follow,Reptilia,Anura,837.867,2252.11,Extinct in the Wild
Happen free,Actinopterygii,Primates,4186.309,1436.71,Critically Endangered
Business build,Actinopterygii,Passeriformes,1717.041,420.63,Endangered
Spend class,Mammalia,Anura,2650.188,1742.49,Least Concern
Hundred since,Aves,Passeriformes,647.746,1111.07,Endangered
Understand guy,Aves,Rodentia,1144.279,2766.95,Vulnerable
Trial section,Reptilia,Anura,1536.446,2049.01,Critically Endangered
Opportunity sister,Actinopterygii,Carnivora,773.536,2952.15,Endangered
Imagine clearly,Aves,Rodentia,4587.611,1378.68,Extinct in the Wild
Behavior party,Amphibia,Squamata,1016.042,2917.77,Least Concern
Within game,Actinopterygii,Anura,4466.781,551.73,Near Threatened
Sister up,Actinopterygii,Passeriformes,2516.581,2956.22,Endangered
Prove race,Amphibia,Passeriformes,4842.265,658.92,Least Concern
Those visit,Actinopterygii,Primates,2063.21,2820.01,Vulnerable
Industry your,Actinopterygii,Primates,2072.816,2882.29,Vulnerable
Base crime,Aves,Rodentia,4723.5,1367.97,Least Concern
Subject son,Reptilia,Squamata,2382.205,1093.51,Near Threatened
Forget form,Actinopterygii,Primates,2214.93,1047.88,Least Concern
Edge artist,Mammalia,Primates,2610.824,2679.71,Near Threatened
Until sometimes,Amphibia,Carnivora,3725.015,1355.04,Vulnerable
