species,class,order,weight_kg,length_cm,conservation_status
Me memory,Aves,Primates,3196.665,2352.87,Vulnerable
Show international,Amphibia,Carnivora,969.568,852.41,Extinct in the Wild
Head always,Amphibia,Passeriformes,1878.247,2345.04,Extinct in the Wild
Voice factor,Mammalia,Carnivora,2585.484,1280.01,Endangered
Car anything,Actinopterygii,Primates,4003.195,1549.08,Vulnerable
Simple assume,Amphibia,Carnivora,3188.068,2015.46,Endangered
Summer life,Actinopterygii,Passeriformes,2172.037,1095.38,Near Threatened
See strong,Actinopterygii,Primates,3638.301,1252.47,Near Threatened
Available grow,Amphibia,Primates,1535.708,239.5,Critically Endangered
Training son,Actinopterygii,Rodentia,3934.517,2946.63,Endangered
While group,Amphibia,Anura,2859.9,435.99,Extinct in the Wild
Capital church,Mammalia,Rodentia,1304.889,539.2,Endangered
Thought something,Amphibia,Anura,4414.511,1130.65,Near Threatened
Property nature,Reptilia,Passeriformes,4047.116,440.87,Critically Endangered
Much available,Aves,Rodentia,2988.271,223.25,Endangered
Student section,Reptilia,Passeriformes,3431.985,333.99,Vulnerable
Eat reflect,Reptilia,Squamata,3109.942,1962.27,Vulnerable
Guy indicate,Amphibia,Primates,3330.819,719.36,Critically Endangered
Answer fear,Amphibia,Squamata,931.926,2416.89,Extinct in the Wild
Maintain talk,Mammalia,Squamata,1958.293,1936.86,Near Threatened
Modern bad,Reptilia,Anura,4497.41,1642.36,Vulnerable
On property,Reptilia,Rodentia,3359.6,2526.45,Least Concern
Job various,Reptilia,Passeriformes,3891.506,1744.46,Critically Endangered
Everybody that,Mammalia,Squamata,2690.134,2759.0,Endangered
Face experience,Actinopterygii,Primates,4488.352,209.56,Critically Endangered
Point anything,Amphibia,Carnivora,1206.687,822.84,Near Threatened
Past media,Actinopterygii,Rodentia,1047.075,1540.24,Vulnerable
Fly Mr,Aves,Carnivora,2767.456,2353.91,Endangered
That oil,Actinopterygii,Squamata,2179.519,2322.99,Near Threatened
Also democratic,Aves,Squamata,1240.592,479.3,Near Threatened
Father sound,Amphibia,Squamata,371.728,463.9,Least Concern
House eight,Amphibia,Anura,252.786,2176.46,Extinct in the Wild
Trip difficult,Mammalia,Passeriformes,540.635,403.45,Near Threatened
Focus radio,Amphibia,Rodentia,1867.614,1286.73,Extinct in the Wild
Walk conference,Amphibia,Rodentia,1090.001,139.03,Endangered
Gas century,Reptilia,Carnivora,118.933,886.93,Endangered
Market degree,Mammalia,Rodentia,3610.561,2412.02,Least Concern
Ready lose,Actinopterygii,Passeriformes,2103.437,2319.94,Near Threatened
By fast,Reptilia,Squamata,4654.784,1987.65,Endangered
Most stop,Amphibia,Primates,1402.56,1649.04,Extinct in the Wild
Which father,Mammalia,Rodentia,2780.806,1045.02,Near Threatened
Age weight,Aves,Rodentia,4526.947,2475.14,Least Concern
Rather first,Actinopterygii,Passeriformes,1122.61,279.54,Extinct in the Wild
Worry budget,Amphibia,Primates,4611.234,2953.64,Least Concern
Treat anyone,Mammalia,Passeriformes,2056.417,205.52,Critically Endangered
Hit small,Actinopterygii,Primates,4363.018,103.42,Critically Endangered
Game job,Amphibia,Passeriformes,3773.362,1565.14,Near Threatened
Citizen inside,Aves,Anura,1765.855,465.2,Critically Endangered
Character almost,Mammalia,Passeriformes,1163.846,2932.56,Endangered
Throughout personal,Actinopterygii,Primates,1093.411,582.73,Extinct in the Wild
Concern positive,Actinopterygii,Passeriformes,4239.019,1424.33,Extinct in the Wild
Sound long,Aves,Anura,4251.199,198.76,Endangered
War small,Amphibia,Squamata,1277.916,2367.46,Endangered
Dog local,Reptilia,Primates,4962.497,2491.5,Vulnerable
Western fund,Amphibia,Passeriformes,711.457,545.94,Vulnerable
Perform change,Aves,Carnivora,316.545,461.11,Vulnerable
Song alone,Amphibia,Rodentia,3342.854,222.3,Least Concern
There friend,Reptilia,Passeriformes,462.479,108.66,Critically Endangered
Include nature,Actinopterygii,Squamata,4318.961,1755.94,Endangered
Above build,Actinopterygii,Passeriformes,742.323,2455.58,Endangered
I ago,Amphibia,Anura,2199.286,2091.85,Critically Endangered
Those interview,Reptilia,Squamata,2758.441,862.92,Near Threatened
Sport base,Amphibia,Rodentia,3058.032,1180.56,Vulnerable
Inside part,Amphibia,Passeriformes,2654.621,162.32,Endangered
Need fill,Amphibia,Primates,1550.015,636.0,Near Threatened
Stage blue,Mammalia,Anura,3657.569,128.75,Critically Endangered
Put specific,Aves,Primates,4733.33,1042.18,Endangered
Safe administration,Mammalia,Rodentia,553.589,529.38,Vulnerable
Large firm,Mammalia,Primates,1570.049,1042.24,Critically Endangered
Develop suffer,Reptilia,Rodentia,1908.797,2519.26,Endangered
Discussion significant,Reptilia,Anura,3306.94,1641.5,Near Threatened
Practice any,Aves,Squamata,4618.654,1400.84,Extinct in the Wild
Always and,Actinopterygii,Squamata,192.516,438.12,Endangered
Right clearly,Reptilia,Primates,2211.39,1503.38,Extinct in the Wild
Statement fish,Actinopterygii,Squamata,1773.901,1312.71,Least Concern
Ground close,Amphibia,Carnivora,3534.463,2676.91,Endangered
Black young,Mammalia,Passeriformes,3292.544,214.7,Vulnerable
Bill thank,Actinopterygii,Carnivora,2435.177,88.17,Extinct in the Wild
Increase hospital,Actinopterygii,Passeriformes,1615.498,2134.85,Near Threatened
Space order,Amphibia,Passeriformes,2472.496,476.28,Critically Endangered
Almost central,Mammalia,Rodentia,1133.182,1212.61,Critically Endangered
Skin time,Aves,Squamata,1243.929,281.47,Endangered
Value school,Actinopterygii,Rodentia,3245.301,930.92,Extinct in the Wild
Well pass,Amphibia,Rodentia,1819.646,2990.15,Least Concern
Her tonight,Reptilia,Primates,745.431,2349.05,Endangered
Event keep,Amphibia,Passeriformes,4987.127,1982.24,Vulnerable
Cause maintain,Actinopterygii,Primates,3094.201,2138.14,Near Threatened
Hit recognize,Aves,Carnivora,4792.347,2148.55,Near Threatened
Action easy,Actinopterygii,Anura,4403.045,1965.33,Endangered
Team international,Actinopterygii,Carnivora,2628.394,2219.1,Vulnerable
Group candidate,Amphibia,Passeriformes,1562.964,1057.15,Endangered
Space commercial,Amphibia,Anura,3430.597,2231.34,Least Concern
Blood past,Amphibia,Passeriformes,651.813,1957.77,Vulnerable
Answer area,Actinopterygii,Passeriformes,1603.299,2307.59,Endangered
Happen east,Reptilia,Rodentia,4445.51,1443.57,Endangered
Stay provide,Aves,Squamata,2574.721,180.09,Endangered
Successful before,Amphibia,Squamata,4737.14,822.68,Near Threatened
Yourself and,Aves,Anura,1251.963,2606.68,Extinct in the Wild
Capital meet,Actinopterygii,Primates,41.75,255.21,Vulnerable
Attorney produce,Reptilia,Rodentia,4242.889,1538.14,Least Concern
Speech gun,Actinopterygii,Passeriformes,2622.712,1757.64,Endangered
Discover smile,Mammalia,Carnivora,276.644,2080.55,Vulnerable
Trade produce,Amphibia,Carnivora,3716.565,1574.79,Near Threatened
Speech must,Actinopterygii,Squamata,4881.994,2590.36,Extinct in the Wild
Husband west,Mammalia,Anura,2811.675,411.17,Least Concern
Each area,Aves,Rodentia,299.191,1690.03,Vulnerable
Action laugh,Mammalia,Rodentia,467.156,1183.58,Vulnerable
Moment can,Reptilia,Squamata,1749.982,1752.56,Extinct in the Wild
Spend work,Actinopterygii,Anura,1002.299,895.39,Least Concern
Eye station,Aves,Passeriformes,4575.877,2545.12,Critically Endangered
Around wait,Actinopterygii,Squamata,2584.93,41.78,Least Concern
Thought follow,Reptilia,Rodentia,4814.636,2760.21,Near Threatened
Tend surface,Amphibia,Rodentia,231.94,1474.71,Near Threatened
Yet outside,Mammalia,Rodentia,4628.122,2379.29,Critically Endangered
Attention interest,Mammalia,Primates,3473.927,2843.54,Vulnerable
Sometimes travel,Reptilia,Primates,2532.365,2204.48,Critically Endangered
Thought better,Actinopterygii,Rodentia,388.248,818.97,Least Concern
Number series,Amphibia,Carnivora,3650.653,959.09,Critically Endangered
Threat day,Amphibia,Carnivora,1715.185,1577.93,Vulnerable
Whom father,Mammalia,Primates,452.631,736.86,Extinct in the Wild
War tough,Reptilia,Carnivora,1635.312,1325.26,Near Threatened
Step score,Reptilia,Carnivora,3991.258,1481.72,Least Concern
Answer safe,Reptilia,Primates,1271.629,1176.45,Near Threatened
Stuff institution,Mammalia,Primates,3443.33,1040.3,Least Concern
Step news,Mammalia,Rodentia,1399.911,448.6,Least Concern
Prepare recognize,Mammalia,Primates,867.299,875.42,Near Threatened
Bring record,Mammalia,Anura,392.552,984.98,Vulnerable
Particular serious,Actinopterygii,Rodentia,2633.763,72.23,Vulnerable
Protect thank,Amphibia,Primates,3853.963,1031.49,Critically Endangered
Defense city,Aves,Anura,4198.049,643.62,Critically Endangered
Quickly unit,Mammalia,Passeriformes,618.115,900.01,Near Threatened
Name energy,Mammalia,Primates,2148.694,172.19,Extinct in the Wild
Model yes,Actinopterygii,Primates,2151.404,1375.26,Extinct in the Wild
Believe court,Aves,Passeriformes,431.755,1312.06,Endangered
Low daughter,Aves,Primates,2218.91,1651.29,Least Concern
Benefit provide,Aves,Carnivora,440.459,1524.04,Endangered
Rule side,Amphibia,Primates,1352.012,1932.79,Vulnerable
First reveal,Reptilia,Primates,618.164,2387.66,Least Concern
Bank world,Actinopterygii,Anura,2679.889,1068.95,Near Threatened
Positive these,Aves,Primates,268.841,2696.4,Least Concern
Really around,Actinopterygii,Anura,1688.681,252.34,Least Concern
According there,Aves,Anura,1653.476,2873.4,Endangered
Wife fire,Mammalia,Anura,1627.594,2243.24,Extinct in the Wild
