species,class,order,weight_kg,length_cm,conservation_status
Name wait,Aves,Rodentia,2269.197,2787.37,Vulnerable
Radio our,Actinopterygii,Rodentia,19.422,188.73,Least Concern
Forget rise,Reptilia,Carnivora,2339.135,1197.89,Critically Endangered
Education about,Aves,Squamata,725.165,58.81,Near Threatened
Manager stage,Mammalia,Passeriformes,1377.882,998.58,Least Concern
Your nice,Actinopterygii,Squamata,3044.364,2085.84,Near Threatened
Key street,Amphibia,Primates,4989.464,5.15,Least Concern
Cell manage,Actinopterygii,Passeriformes,3793.489,888.06,Endangered
Pattern plant,Amphibia,Rodentia,2573.328,191.47,Near Threatened
Someone hair,Amphibia,Rodentia,4572.988,2466.43,Extinct in the Wild
Yourself candidate,Mammalia,Carnivora,3417.968,1557.43,Critically Endangered
Piece fast,Aves,Primates,3985.233,934.81,Endangered
Act teach,Mammalia,Squamata,2706.347,282.18,Vulnerable
Born people,Amphibia,Rodentia,1045.554,1587.41,Endangered
Another win,Actinopterygii,Passeriformes,4689.448,208.11,Critically Endangered
Tax gas,Mammalia,Carnivora,2911.184,1555.83,Near Threatened
Discover increase,Aves,Carnivora,3898.458,2010.92,Critically Endangered
Same defense,Mammalia,Passeriformes,1165.264,2392.35,Extinct in the Wild
Minute memory,Mammalia,Rodentia,1269.482,2407.05,Extinct in the Wild
Defense member,Aves,Primates,1527.535,1394.03,Vulnerable
Writer young,Amphibia,Rodentia,796.948,2176.55,Critically Endangered
Wind media,Actinopterygii,Carnivora,2435.256,935.58,Endangered
Dog positive,Amphibia,Squamata,391.921,2020.46,Vulnerable
Road green,Reptilia,Anura,3557.021,941.08,Near Threatened
Oil represent,Actinopterygii,Anura,2232.619,1270.27,Least Concern
Law history,Reptilia,Passeriformes,3569.848,535.56,Endangered
By can,Actinopterygii,Carnivora,2586.42,531.83,Critically Endangered
Ever assume,Aves,Squamata,440.738,1455.14,Extinct in the Wild
Maintain grow,Mammalia,Rodentia,3228.341,839.31,Extinct in the Wild
Do international,Actinopterygii,Anura,4374.314,2083.68,Endangered
Compare great,Actinopterygii,Primates,4474.506,1115.0,Critically Endangered
Fall total,Aves,Passeriformes,2279.949,2224.92,Near Threatened
Official as,Amphibia,Rodentia,1343.505,1407.49,Least Concern
Risk eat,Actinopterygii,Rodentia,1030.461,2186.54,Vulnerable
Some early,Reptilia,Rodentia,3892.646,761.34,Endangered
Surface watch,Mammalia,Rodentia,929.292,1711.35,Least Concern
Environment compare,Actinopterygii,Rodentia,3731.19,1584.99,Critically Endangered
Each wall,Mammalia,Anura,60.426,2816.87,Least Concern
Imagine story,Amphibia,Anura,1070.115,2225.02,Least Concern
Class what,Reptilia,Rodentia,4871.386,2808.15,Near Threatened
Series myself,Mammalia,Rodentia,3409.388,601.49,Vulnerable
Throughout sometimes,Amphibia,Rodentia,3532.099,2042.28,Vulnerable
Four organization,Aves,Rodentia,4782.482,1822.25,Endangered
Example marriage,Amphibia,Rodentia,434.085,989.23,Critically Endangered
Either husband,Mammalia,Anura,2129.214,1186.95,Endangered
Rather draw,Mammalia,Rodentia,2333.984,1498.1,Critically Endangered
Word adult,Actinopterygii,Squamata,1368.583,2416.52,Near Threatened
Note every,Actinopterygii,Primates,3886.692,1554.47,Endangered
His for,Aves,Primates,1656.582,1250.33,Least Concern
Through onto,Amphibia,Primates,2187.714,2860.18,Critically Endangered
Different one,Reptilia,Carnivora,729.629,638.27,Vulnerable
Big continue,Actinopterygii,Squamata,2711.968,835.89,Endangered
Head process,Aves,Passeriformes,2490.249,1016.05,Least Concern
Watch whether,Aves,Squamata,625.882,1759.88,Critically Endangered
Who spend,Actinopterygii,Passeriformes,3590.759,2929.39,Least Concern
Environment grow,Mammalia,Primates,134.869,1241.67,Least Concern
Forget night,Reptilia,Primates,4670.075,480.22,Extinct in the Wild
Task space,Mammalia,Anura,2093.361,777.76,Least Concern
Occur term,Mammalia,Squamata,2148.601,2068.5,Critically Endangered
Have board,Reptilia,Primates,1493.268,2705.24,Extinct in the Wild
Movie recognize,Actinopterygii,Squamata,1092.002,1101.88,Extinct in the Wild
Police fill,Mammalia,Carnivora,1016.934,546.15,Least Concern
Simply area,Amphibia,Rodentia,266.362,2486.07,Endangered
Long discussion,Mammalia,Carnivora,2690.767,58.22,Near Threatened
Stock pressure,Reptilia,Anura,1277.34,2214.38,Extinct in the Wild
Write job,Aves,Carnivora,3174.868,1402.57,Critically Endangered
Exactly book,Reptilia,Anura,3417.794,621.07,Near Threatened
Friend stuff,Reptilia,Primates,1315.732,1897.98,Extinct in the Wild
Spend program,Aves,Rodentia,512.673,843.23,Critically Endangered
Thank talk,Actinopterygii,Passeriformes,2682.96,2013.46,Endangered
Lawyer quite,Reptilia,Rodentia,1548.508,2043.64,Near Threatened
Traditional treat,Reptilia,Squamata,99.023,764.24,Least Concern
Mission carry,Amphibia,Primates,1194.004,782.28,Critically Endangered
Listen quite,Reptilia,Anura,4023.486,2486.48,Endangered
Common coach,Actinopterygii,Squamata,2841.596,2966.7,Near Threatened
Four wait,Mammalia,Carnivora,2680.351,2447.84,Vulnerable
Various almost,Reptilia,Rodentia,2291.96,2634.26,Extinct in the Wild
Tough cell,Aves,Carnivora,4370.561,2476.35,Near Threatened
Like ready,Actinopterygii,Squamata,2429.975,549.35,Endangered
Me view,Reptilia,Squamata,745.268,2626.19,Least Concern
Area condition,Amphibia,Squamata,3070.7,2189.28,Extinct in the Wild
Adult such,Actinopterygii,Primates,2191.29,1967.08,Critically Endangered
Fire program,Mammalia,Squamata,1995.339,567.37,Critically Endangered
Something reveal,Reptilia,Rodentia,1568.422,1534.03,Vulnerable
Maybe would,Mammalia,Rodentia,1024.394,2087.29,Vulnerable
Animal affect,Reptilia,Rodentia,4795.126,1309.24,Extinct in the Wild
Student put,Mammalia,Carnivora,661.196,2303.14,Endangered
Growth I,Amphibia,Passeriformes,1078.283,966.58,Least Concern
Option meet,Mammalia,Passeriformes,2110.041,538.1,Critically Endangered
Buy sea,Mammalia,Primates,3881.068,1273.66,Endangered
Amount onto,Actinopterygii,Passeriformes,2556.772,2027.52,Vulnerable
Know trial,Reptilia,Rodentia,1033.597,100.0,Critically Endangered
Seven yes,Aves,Squamata,720.896,1076.94,Critically Endangered
Wait long,Amphibia,Primates,697.207,1385.56,Near Threatened
Event center,Aves,Squamata,4668.154,2125.01,Vulnerable
Floor small,Aves,Primates,2590.113,2303.62,Critically Endangered
Customer feel,Mammalia,Rodentia,2308.616,1724.87,Near Threatened
Very student,Actinopterygii,Primates,570.969,1225.62,Extinct in the Wild
Idea exist,Actinopterygii,Anura,745.689,1755.0,Vulnerable
Where trade,Mammalia,Squamata,2950.783,532.14,Extinct in the Wild
Among team,Reptilia,Squamata,620.187,2459.81,Extinct in the Wild
Walk mother,Actinopterygii,Squamata,3082.069,2506.86,Least Concern
Learn item,Reptilia,Rodentia,1073.133,780.74,Vulnerable
Now model,Aves,Squamata,4698.444,1161.15,Least Concern
Plan report,Amphibia,Primates,254.481,2915.37,Least Concern
Finally visit,Mammalia,Rodentia,3944.193,1925.01,Vulnerable
Billion professional,Actinopterygii,Rodentia,45.906,1703.23,Least Concern
Crime present,Actinopterygii,Squamata,1964.263,2621.16,Least Concern
Especially nation,Amphibia,Rodentia,215.554,1341.83,Critically Endangered
While American,Actinopterygii,Passeriformes,3774.701,560.41,Extinct in the Wild
Somebody reality,Amphibia,Rodentia,1068.081,689.78,Near Threatened
Ahead our,Actinopterygii,Rodentia,3289.844,1988.46,Near Threatened
Probably identify,Mammalia,Anura,537.527,1143.18,Critically Endangered
Account professional,Amphibia,Anura,1764.316,2955.38,Vulnerable
Develop range,Amphibia,Squamata,195.169,643.97,Near Threatened
Quickly physical,Actinopterygii,Squamata,4704.64,1183.71,Endangered
Professional bad,Reptilia,Carnivora,1544.589,963.83,Least Concern
Wind house,Actinopterygii,Anura,1370.155,172.01,Vulnerable
Maybe my,Reptilia,Passeriformes,4774.655,1517.48,Vulnerable
Song between,Actinopterygii,Carnivora,358.707,2309.35,Near Threatened
Tough environmental,Amphibia,Squamata,166.051,2930.59,Least Concern
Total summer,Reptilia,Squamata,1684.155,1706.66,Endangered
This option,Reptilia,Anura,187.341,1764.45,Near Threatened
Current nation,Actinopterygii,Carnivora,224.536,1719.31,Least Concern
Or cup,Reptilia,Anura,103.322,23.59,Endangered
Front focus,Actinopterygii,Squamata,4841.086,2361.48,Extinct in the Wild
Along worker,Aves,Primates,4888.882,1862.8,Least Concern
Continue already,Aves,Passeriformes,4941.383,464.29,Extinct in the Wild
Beautiful shoulder,Amphibia,Anura,4743.744,2000.81,Critically Endangered
Instead parent,Aves,Anura,4426.831,1163.21,Endangered
Guy newspaper,Actinopterygii,Carnivora,810.14,2001.68,Vulnerable
True defense,Mammalia,Squamata,742.716,1483.23,Least Concern
Believe someone,Mammalia,Rodentia,531.315,769.65,Vulnerable
Action manager,Mammalia,Passeriformes,2614.494,1150.12,Endangered
Window war,Amphibia,Passeriformes,2016.163,2508.08,Least Concern
Election program,Amphibia,Anura,3089.078,1940.21,Extinct in the Wild
His bit,Mammalia,Carnivora,1508.322,1648.32,Endangered
Soon lawyer,Reptilia,Primates,3513.947,294.74,Least Concern
Factor anything,Aves,Squamata,2225.253,2332.48,Extinct in the Wild
Father consider,Actinopterygii,Primates,233.007,197.26,Least Concern
Tax draw,Aves,Carnivora,2384.307,2075.82,Vulnerable
Art spring,Reptilia,Carnivora,579.02,2658.69,Critically Endangered
Stage source,Reptilia,Rodentia,409.297,2928.19,Near Threatened
True against,Reptilia,Squamata,1661.155,455.42,Extinct in the Wild
Evidence catch,Aves,Squamata,3910.686,577.33,Extinct in the Wild
Probably laugh,Amphibia,Rodentia,3788.251,2992.93,Extinct in the Wild
General item,Aves,Carnivora,795.272,1426.75,Near Threatened
Close walk,Mammalia,Anura,3249.872,985.31,Critically Endangered
Card feeling,Reptilia,Passeriformes,4381.312,284.73,Least Concern
Heart indicate,Aves,Rodentia,1101.614,2536.95,Endangered
Foot like,Amphibia,Rodentia,1733.031,711.83,Endangered
Truth fall,Actinopterygii,Carnivora,3451.743,2616.95,Critically Endangered
Attention fine,Mammalia,Passeriformes,3571.436,2339.86,Least Concern
Step speak,Aves,Anura,4977.082,1199.7,Least Concern
Available morning,Amphibia,Carnivora,16.619,2293.14,Extinct in the Wild
Turn moment,Aves,Passeriformes,1179.009,530.01,Near Threatened
Anything real,Actinopterygii,Squamata,3370.509,1334.63,Endangered
Big goal,Aves,Primates,2199.811,1162.48,Critically Endangered
Practice people,Amphibia,Primates,4130.604,1744.63,Critically Endangered
Father throughout,Amphibia,Carnivora,2808.458,1163.92,Vulnerable
Kind determine,Mammalia,Primates,1232.941,1279.51,Critically Endangered
Card guy,Reptilia,Anura,1872.835,2371.65,Least Concern
Newspaper force,Reptilia,Rodentia,1345.925,1334.06,Critically Endangered
Deep seven,Actinopterygii,Primates,561.35,1694.03,Critically Endangered
Now might,Amphibia,Rodentia,2544.441,1310.76,Extinct in the Wild
Compare recently,Mammalia,Rodentia,4893.123,643.33,Endangered
Your wait,Amphibia,Passeriformes,2474.527,9.34,Least Concern
Finish his,Amphibia,Squamata,841.06,1925.33,Endangered
Poor sure,Aves,Passeriformes,2326.2,961.46,Critically Endangered
Job lead,Reptilia,Carnivora,3241.946,929.44,Near Threatened
Any never,Amphibia,Passeriformes,3954.301,750.75,Critically Endangered
Evening entire,Amphibia,Passeriformes,1229.475,1232.67,Critically Endangered
Create owner,Amphibia,Carnivora,4270.111,1012.52,Critically Endangered
Whatever enter,Reptilia,Passeriformes,4782.374,2959.57,Least Concern
Perhaps community,Aves,Carnivora,3991.065,2969.45,Endangered
Seven region,Actinopterygii,Passeriformes,3078.412,2625.35,Least Concern
Statement computer,Mammalia,Rodentia,3693.51,1885.89,Vulnerable
Meeting image,Actinopterygii,Primates,1377.423,2565.8,Least Concern
While resource,Reptilia,Passeriformes,1371.456,2963.04,Least Concern
Every finally,Amphibia,Squamata,711.33,1543.14,Critically Endangered
Turn including,Amphibia,Rodentia,3207.541,397.95,Endangered
Yes item,Reptilia,Anura,3810.56,1431.01,Critically Endangered
Impact wrong,Mammalia,Carnivora,1071.563,1962.68,Extinct in the Wild
Manage responsibility,Aves,Anura,3474.877,566.31,Critically Endangered
Coach later,Actinopterygii,Carnivora,3800.08,1453.65,Least Concern
Tonight ever,Reptilia,Carnivora,292.311,1036.01,Near Threatened
Current under,Amphibia,Passeriformes,3875.943,726.89,Extinct in the Wild
Probably recognize,Mammalia,Passeriformes,457.264,1009.31,Near Threatened
Charge something,Aves,Anura,2162.255,854.67,Extinct in the Wild
Three join,Reptilia,Anura,600.234,2309.03,Near Threatened
However subject,Aves,Rodentia,2243.54,2550.8,Extinct in the Wild
Black soon,Actinopterygii,Squamata,3219.305,2282.35,Least Concern
Audience sure,Actinopterygii,Squamata,1296.55,253.48,Extinct in the Wild
Age fight,Reptilia,Squamata,4279.693,1614.14,Near Threatened
East participant,Aves,Squamata,3677.932,1055.71,Extinct in the Wild
Check evening,Amphibia,Primates,4623.998,2299.14,Vulnerable
Up figure,Aves,Primates,2183.535,879.51,Extinct in the Wild
Good front,Aves,Squamata,4100.552,1153.82,Least Concern
Myself model,Aves,Anura,1450.541,2415.35,Near Threatened
Begin degree,Reptilia,Rodentia,4885.653,744.16,Endangered
Address our,Amphibia,Anura,3570.507,2483.21,Least Concern
Interesting phone,Reptilia,Squamata,2853.628,2553.49,Least Concern
Seven officer,Aves,Anura,60.322,767.92,Least Concern
Live begin,Reptilia,Carnivora,2956.81,354.72,Near Threatened
Wonder mind,Reptilia,Passeriformes,2723.871,2375.07,Near Threatened
Each style,Aves,Squamata,2265.116,1903.59,Least Concern
Worker clearly,Aves,Passeriformes,140.326,1072.23,Vulnerable
Arrive visit,Actinopterygii,Carnivora,428.669,2488.79,Extinct in the Wild
Run reality,Amphibia,Carnivora,3913.636,2416.9,Critically Endangered
Meeting available,Actinopterygii,Passeriformes,2661.181,174.08,Least Concern
Culture whole,Amphibia,Carnivora,4463.988,2532.6,Near Threatened
Better message,Aves,Passeriformes,4166.084,2129.41,Critically Endangered
Leave notice,Reptilia,Rodentia,4487.143,2312.3,Critically Endangered
Film building,Actinopterygii,Carnivora,4838.175,1943.36,Critically Endangered
Feel carry,Amphibia,Passeriformes,92.987,702.81,Vulnerable
Start find,Reptilia,Carnivora,3222.857,1358.39,Extinct in the Wild
World happy,Actinopterygii,Squamata,1574.414,2459.51,Extinct in the Wild
Assume hit,Mammalia,Squamata,934.068,1772.4,Critically Endangered
Hit contain,Mammalia,Carnivora,2338.237,1120.01,Endangered
Watch officer,Actinopterygii,Squamata,133.901,2866.5,Least Concern
Western news,Actinopterygii,Passeriformes,4189.996,2809.53,Extinct in the Wild
Strategy thousand,Aves,Carnivora,3552.316,232.87,Least Concern
Prepare manage,Mammalia,Anura,4537.936,946.1,Critically Endangered
Meeting subject,Mammalia,Passeriformes,4995.822,1443.02,Endangered
Southern would,Actinopterygii,Passeriformes,1808.798,381.97,Critically Endangered
Between fine,Reptilia,Carnivora,4302.796,1849.25,Least Concern
Fear win,Actinopterygii,Passeriformes,807.236,2255.88,Vulnerable
South standard,Amphibia,Anura,1198.606,1840.91,Vulnerable
Decade or,Aves,Passeriformes,1804.676,2109.35,Near Threatened
Himself begin,Mammalia,Anura,2382.586,2452.69,Extinct in the Wild
Coach mean,Reptilia,Squamata,3535.009,2592.28,Extinct in the Wild
Sing owner,Actinopterygii,Anura,1421.521,349.15,Extinct in the Wild
Series artist,Aves,Rodentia,4498.55,528.81,Extinct in the Wild
Without meet,Amphibia,Anura,740.158,2046.83,Vulnerable
Sport nor,Aves,Primates,772.431,430.02,Vulnerable
Event yourself,Reptilia,Rodentia,2515.635,2486.76,Extinct in the Wild
Involve social,Aves,Primates,1420.536,1173.58,Endangered
Seven us,Mammalia,Carnivora,1444.177,904.06,Near Threatened
Force minute,Amphibia,Anura,3380.16,1119.76,Critically Endangered
Find tell,Mammalia,Passeriformes,3195.043,1372.36,Vulnerable
Shoulder force,Reptilia,Passeriformes,1457.724,2543.11,Critically Endangered
Carry throughout,Amphibia,Anura,4878.806,1818.09,Least Concern
History option,Amphibia,Squamata,489.552,708.47,Near Threatened
Central war,Reptilia,Squamata,3009.331,2113.78,Endangered
Case traditional,Amphibia,Passeriformes,3182.413,1686.51,Extinct in the Wild
Away myself,Mammalia,Anura,4048.816,2182.32,Extinct in the Wild
Message this,Mammalia,Squamata,739.932,322.42,Critically Endangered
Child return,Amphibia,Primates,3680.187,858.99,Near Threatened
Operation idea,Reptilia,Primates,4761.116,2927.4,Least Concern
Long than,Amphibia,Passeriformes,3994.272,1000.67,Endangered
Near ask,Amphibia,Primates,1909.538,2684.73,Critically Endangered
Future reason,Aves,Passeriformes,2706.302,672.55,Critically Endangered
Unit mother,Aves,Primates,2794.394,1787.93,Extinct in the Wild
Believe rise,Amphibia,Primates,4303.815,510.6,Vulnerable
Pretty provide,Amphibia,Rodentia,489.902,761.53,Extinct in the Wild
Place follow,Mammalia,Passeriformes,4624.328,1541.26,Endangered
Loss site,Actinopterygii,Primates,3892.04,516.19,Extinct in the Wild
Form on,Aves,Carnivora,4408.569,2309.59,Least Concern
Computer apply,Aves,Passeriformes,776.93,677.56,Near Threatened
Job scene,Mammalia,Carnivora,4905.37,1555.68,Vulnerable
Listen visit,Reptilia,Anura,1486.953,74.31,Endangered
Federal international,Actinopterygii,Primates,697.738,1101.04,Critically Endangered
Resource establish,Reptilia,Anura,1812.265,1694.02,Near Threatened
Keep event,Reptilia,Rodentia,1810.022,15.88,Endangered
Appear area,Reptilia,Carnivora,4317.944,2294.84,Vulnerable
Close our,Aves,Passeriformes,1815.317,1788.95,Endangered
Husband alone,Reptilia,Rodentia,1643.579,1414.52,Near Threatened
Teach national,Actinopterygii,Rodentia,4550.104,1806.55,Least Concern
Pretty do,Reptilia,Carnivora,3792.601,2149.35,Endangered
Although maintain,Reptilia,Carnivora,2376.504,941.24,Vulnerable
Job worker,Actinopterygii,Primates,2780.586,2279.63,Least Concern
Land animal,Actinopterygii,Passeriformes,1240.34,1123.08,Least Concern
Member will,Mammalia,Carnivora,2718.572,2081.94,Vulnerable
Million moment,Mammalia,Anura,2487.42,2866.51,Extinct in the Wild
Reduce mouth,Amphibia,Rodentia,3448.668,900.33,Extinct in the Wild
During put,Actinopterygii,Anura,840.042,166.58,Vulnerable
Forget hour,Amphibia,Squamata,3641.296,2383.46,Vulnerable
Right charge,Aves,Anura,1018.325,1352.11,Least Concern
Series pull,Actinopterygii,Carnivora,3683.498,1635.47,Near Threatened
Cover friend,Reptilia,Primates,703.704,682.52,Extinct in the Wild
General air,Reptilia,Passeriformes,3720.62,2545.88,Extinct in the Wild
Himself down,Actinopterygii,Squamata,189.575,428.81,Critically Endangered
Standard doctor,Aves,Rodentia,976.171,717.07,Critically Endangered
Toward audience,Mammalia,Rodentia,2559.509,639.29,Endangered
Such left,Reptilia,Carnivora,4974.35,527.52,Critically Endangered
Then late,Actinopterygii,Primates,717.267,481.36,Endangered
Produce any,Aves,Carnivora,23.756,2294.26,Extinct in the Wild
Suffer career,Amphibia,Rodentia,4394.706,1365.68,Critically Endangered
Represent partner,Amphibia,Primates,4666.584,851.24,Vulnerable
You again,Actinopterygii,Primates,1798.947,787.03,Near Threatened
Single bed,Mammalia,Squamata,2370.633,2087.45,Near Threatened
Behind exist,Amphibia,Rodentia,3820.23,2722.93,Critically Endangered
Indicate interview,Actinopterygii,Carnivora,1535.317,2623.31,Least Concern
Respond support,Actinopterygii,Primates,1216.593,2249.65,Endangered
Learn nature,Reptilia,Anura,4214.31,1462.94,Near Threatened
Everyone maintain,Mammalia,Primates,4798.684,382.75,Near Threatened
Bill leader,Reptilia,Primates,4937.799,165.86,Endangered
The development,Actinopterygii,Rodentia,1984.193,1212.13,Near Threatened
Little the,Aves,Squamata,663.902,2306.57,Near Threatened
Environmental small,Amphibia,Passeriformes,1190.898,2484.6,Extinct in the Wild
Own leader,Mammalia,Anura,2019.908,1256.24,Near Threatened
Teach marriage,Aves,Passeriformes,1136.301,2093.43,Least Concern
Those order,Actinopterygii,Anura,4534.226,2064.75,Vulnerable
Add amount,Aves,Primates,2381.174,880.71,Least Concern
Yes culture,Actinopterygii,Passeriformes,4054.84,1347.19,Extinct in the Wild
Candidate start,Amphibia,Rodentia,391.609,2353.47,Extinct in the Wild
Agreement oil,Reptilia,Primates,2604.546,2922.24,Vulnerable
Cut serve,Amphibia,Primates,1013.901,407.95,Least Concern
Physical trial,Actinopterygii,Carnivora,1658.145,285.59,Endangered
Prevent shake,Aves,Rodentia,4652.508,991.83,Extinct in the Wild
Imagine though,Mammalia,Carnivora,2038.968,2214.64,Near Threatened
Local one,Aves,Carnivora,2116.092,569.39,Vulnerable
Bring catch,Aves,Rodentia,2387.295,1324.55,Least Concern
Large magazine,Mammalia,Squamata,3868.809,62.58,Near Threatened
Machine author,Amphibia,Squamata,1693.286,1978.86,Near Threatened
Might manager,Amphibia,Rodentia,1766.375,2780.19,Endangered
Because most,Mammalia,Anura,2058.992,1457.37,Extinct in the Wild
Tough blue,Amphibia,Passeriformes,562.217,1151.03,Near Threatened
Receive special,Amphibia,Squamata,600.816,1412.97,Least Concern
Film factor,Actinopterygii,Squamata,2460.326,174.25,Extinct in the Wild
Avoid institution,Reptilia,Squamata,3525.45,1521.11,Extinct in the Wild
Sit traditional,Actinopterygii,Rodentia,2985.582,1399.17,Endangered
Trouble sign,Reptilia,Passeriformes,4260.827,1536.19,Least Concern
Management assume,Reptilia,Squamata,603.744,430.73,Endangered
Office sit,Reptilia,Squamata,4493.151,2253.86,Least Concern
Sometimes responsibility,Actinopterygii,Rodentia,2812.236,785.84,Critically Endangered
Road knowledge,Aves,Carnivora,675.102,613.51,Endangered
Building maybe,Reptilia,Carnivora,675.699,2161.74,Near Threatened
