species,class,order,weight_kg,length_cm,conservation_status
Expert almost,Aves,Rodentia,478.94,1749.35,Least Concern
Hope raise,Mammalia,Carnivora,865.512,65.59,Endangered
She stuff,Reptilia,Anura,1048.363,1563.47,Vulnerable
Common letter,Amphibia,Anura,2297.049,2714.05,Extinct in the Wild
As investment,Aves,Primates,4892.959,320.91,Extinct in the Wild
Point free,Actinopterygii,Squamata,1015.432,923.23,Endangered
Become no,Actinopterygii,Carnivora,2809.864,676.82,Least Concern
Economic lose,Reptilia,Passeriformes,1878.265,2448.8,Extinct in the Wild
Talk may,Mammalia,Primates,2342.768,2657.19,Endangered
Clear surface,Reptilia,Primates,4175.615,618.32,Endangered
Use a,Amphibia,Anura,949.044,2799.66,Critically Endangered
Hope which,Aves,Squamata,518.083,1896.46,Least Concern
Discuss short,Amphibia,Primates,4440.12,2468.58,Critically Endangered
Street though,Reptilia,Primates,4191.55,1241.88,Least Concern
Character first,Mammalia,Carnivora,2475.82,60.19,Near Threatened
Kind member,Mammalia,Primates,1443.169,1097.91,Least Concern
Trip course,Amphibia,Rodentia,4712.944,742.67,Extinct in the Wild
Wife world,Actinopterygii,Squamata,958.213,2625.63,Vulnerable
Total behind,Mammalia,Passeriformes,1018.312,288.26,Critically Endangered
Most thousand,Amphibia,Anura,1297.815,2196.96,Endangered
Notice follow,Aves,Carnivora,2959.012,99.77,Least Concern
Movie main,Aves,Squamata,3164.824,92.76,Extinct in the Wild
Price beyond,Amphibia,Carnivora,4890.712,2702.62,Extinct in the Wild
Plan people,Reptilia,Squamata,1480.363,229.54,Critically Endangered
Big authority,Reptilia,Carnivora,1023.091,1918.87,Extinct in the Wild
Gun until,Reptilia,Primates,4207.318,2217.16,Vulnerable
Read listen,Aves,Carnivora,1134.689,1573.19,Critically Endangered
Second although,Mammalia,Squamata,4610.079,893.13,Vulnerable
Model account,Actinopterygii,Primates,3831.011,1221.78,Extinct in the Wild
Seem organization,Reptilia,Primates,4131.413,2806.49,Least Concern
Right business,Amphibia,Squamata,2466.552,767.28,Vulnerable
Instead grow,Actinopterygii,Primates,1807.124,2170.73,Near Threatened
Parent development,Actinopterygii,Primates,768.329,664.83,Endangered
No lose,Aves,Squamata,4693.037,2635.92,Critically Endangered
Someone air,Mammalia,Passeriformes,3736.17,908.9,Endangered
Arrive degree,Aves,Primates,1745.926,595.76,Critically Endangered
Audience wear,Mammalia,Anura,822.924,2803.23,Extinct in the Wild
Any break,Mammalia,Anura,903.462,1742.46,Endangered
Including cut,Amphibia,Squamata,2976.226,2878.1,Endangered
Allow yeah,Mammalia,Rodentia,1031.676,2923.53,Vulnerable
Little keep,Reptilia,Squamata,228.068,1062.23,Vulnerable
Structure need,Aves,Squamata,888.378,2455.5,Vulnerable
Energy clear,Actinopterygii,Anura,2187.366,2673.22,Vulnerable
Minute middle,Aves,Rodentia,143.952,1522.88,Critically Endangered
Several finally,Reptilia,Anura,203.376,83.64,Least Concern
Tend cut,Aves,Passeriformes,542.091,118.54,Endangered
Throughout station,Reptilia,Carnivora,4263.232,1110.23,Extinct in the Wild
Whole detail,Reptilia,Squamata,2463.783,404.78,Extinct in the Wild
Senior black,Mammalia,Primates,454.571,1865.07,Critically Endangered
Go data,Aves,Squamata,4541.934,2822.45,Endangered
Inside score,Mammalia,Anura,1743.694,2684.22,Near Threatened
Page up,Reptilia,Carnivora,2611.373,1326.21,Extinct in the Wild
His financial,Mammalia,Primates,1941.141,1555.95,Endangered
Together whose,Actinopterygii,Passeriformes,4577.562,2967.35,Near Threatened
First anyone,Actinopterygii,Carnivora,2899.462,2055.81,Extinct in the Wild
And stage,Actinopterygii,Passeriformes,3759.447,2786.79,Endangered
Smile degree,Amphibia,Passeriformes,2014.133,1313.81,Vulnerable
Similar perhaps,Reptilia,Primates,678.08,559.88,Critically Endangered
Pretty drive,Amphibia,Anura,4994.843,1628.9,Near Threatened
Role century,Amphibia,Primates,4389.058,841.88,Vulnerable
Recent perhaps,Amphibia,Primates,1986.327,2131.31,Least Concern
Good wind,Reptilia,Carnivora,1898.7,1931.31,Vulnerable
Detail actually,Actinopterygii,Primates,4093.94,919.22,Extinct in the Wild
Stuff us,Mammalia,Passeriformes,3474.013,1644.77,Extinct in the Wild
Central risk,Actinopterygii,Primates,2740.5,781.85,Near Threatened
Growth reach,Reptilia,Carnivora,699.885,257.91,Extinct in the Wild
Save seem,Aves,Anura,894.596,1025.27,Near Threatened
Training effort,Reptilia,Anura,389.298,2148.32,Endangered
News both,Mammalia,Anura,3270.258,1409.91,Near Threatened
Agency sing,Aves,Passeriformes,639.378,532.54,Critically Endangered
Seat rich,Aves,Carnivora,4444.856,2416.87,Near Threatened
Will commercial,Aves,Rodentia,642.447,2627.69,Least Concern
Would free,Actinopterygii,Rodentia,4961.67,2250.11,Critically Endangered
Last unit,Aves,Passeriformes,3156.429,2896.87,Vulnerable
Poor matter,Aves,Primates,2631.722,382.78,Least Concern
Fund when,Actinopterygii,Anura,4245.392,1772.7,Least Concern
During describe,Reptilia,Passeriformes,561.897,1818.74,Extinct in the Wild
Avoid edge,Actinopterygii,Primates,1038.493,666.95,Vulnerable
Institution work,Reptilia,Passeriformes,577.024,284.05,Critically Endangered
Mr difficult,Amphibia,Carnivora,3433.377,907.0,Endangered
Store few,Actinopterygii,Anura,2760.996,1009.01,Critically Endangered
Local action,Reptilia,Squamata,198.686,2212.46,Vulnerable
