species,class,order,weight_kg,length_cm,conservation_status
International care,Actinopterygii,Passeriformes,1129.125,1373.05,Least Concern
Growth hair,Aves,Rodentia,920.562,1389.56,Least Concern
Lot me,Reptilia,Rodentia,1735.75,2249.1,Endangered
Throughout strategy,Reptilia,Passeriformes,1572.843,2275.23,Near Threatened
Rule name,Mammalia,Carnivora,183.907,636.18,Extinct in the Wild
Old memory,Actinopterygii,Carnivora,4349.061,2576.47,Endangered
Six particular,Actinopterygii,Carnivora,3149.687,776.22,Least Concern
Role option,Reptilia,Rodentia,1511.508,2916.03,Endangered
Morning reveal,Reptilia,Primates,886.424,2208.11,Endangered
Teacher pull,Mammalia,Primates,812.155,1114.61,Least Concern
Party teach,Amphibia,Squamata,252.162,2211.86,Endangered
No reveal,Actinopterygii,Passeriformes,4264.77,2286.21,Vulnerable
Record money,Mammalia,Passeriformes,4535.703,2646.48,Near Threatened
International visit,Amphibia,Anura,1425.602,308.94,Extinct in the Wild
Dark community,Amphibia,Passeriformes,2757.911,940.14,Near Threatened
New two,Actinopterygii,Carnivora,909.899,2172.91,Vulnerable
Difference war,Actinopterygii,Primates,1880.565,1799.45,Extinct in the Wild
Piece eat,Amphibia,Passeriformes,4558.333,233.75,Extinct in the Wild
Hospital yes,Actinopterygii,Primates,449.167,150.72,Near Threatened
Can compare,Reptilia,Passeriformes,2269.394,927.64,Near Threatened
Different Democrat,Amphibia,Primates,2107.116,1546.16,Endangered
Teacher management,Actinopterygii,Carnivora,3535.226,1290.3,Endangered
Crime end,Actinopterygii,Carnivora,2182.701,2931.37,Near Threatened
Effort space,Reptilia,Anura,1895.273,2263.31,Least Concern
Majority movie,Aves,Anura,2192.543,937.25,Least Concern
Walk receive,Mammalia,Anura,468.47,2201.03,Near Threatened
Still just,Amphibia,Squamata,2301.614,2387.98,Least Concern
Call avoid,Aves,Squamata,2512.958,2733.68,Endangered
Accept different,Reptilia,Anura,446.899,2411.69,Endangered
Read hold,Actinopterygii,Rodentia,4297.787,1039.23,Extinct in the Wild
Law Democrat,Mammalia,Rodentia,1326.245,260.42,Critically Endangered
Strategy development,Reptilia,Anura,84.433,1445.92,Critically Endangered
Truth away,Amphibia,Carnivora,3299.865,503.49,Vulnerable
Finish let,Reptilia,Squamata,1775.236,2223.3,Vulnerable
Experience all,Reptilia,Squamata,855.607,895.27,Least Concern
Spring check,Reptilia,Anura,1797.659,1497.09,Extinct in the Wild
Indicate think,Mammalia,Rodentia,4524.041,2494.86,Near Threatened
Consumer forget,Mammalia,Passeriformes,626.699,1608.95,Endangered
Huge south,Actinopterygii,Passeriformes,870.007,805.7,Endangered
Ability woman,Reptilia,Rodentia,3369.307,1822.07,Endangered
Huge nor,Aves,Carnivora,952.39,918.16,Endangered
Give point,Aves,Passeriformes,2485.779,2929.83,Endangered
Million stay,Amphibia,Carnivora,481.72,192.51,Critically Endangered
Late city,Reptilia,Squamata,163.99,2812.25,Endangered
Author mission,Actinopterygii,Carnivora,3289.09,1225.01,Least Concern
Computer read,Reptilia,Squamata,120.999,1241.01,Extinct in the Wild
Form wish,Amphibia,Anura,1849.002,1649.88,Critically Endangered
Care hold,Mammalia,Carnivora,2522.224,1644.64,Critically Endangered
Ball may,Aves,Passeriformes,2875.565,1174.58,Vulnerable
Country vote,Aves,Rodentia,4417.406,1446.5,Least Concern
Significant general,Amphibia,Rodentia,4773.263,215.72,Near Threatened
Year daughter,Amphibia,Anura,3540.075,2007.73,Extinct in the Wild
Free argue,Amphibia,Anura,1421.686,385.12,Critically Endangered
Fund answer,Mammalia,Primates,879.682,979.16,Vulnerable
Specific sometimes,Aves,Passeriformes,850.752,1043.54,Near Threatened
Thought none,Amphibia,Primates,1237.522,810.45,Endangered
Each poor,Reptilia,Primates,815.897,201.14,Extinct in the Wild
Apply since,Actinopterygii,Rodentia,1008.15,1181.52,Least Concern
Garden interview,Mammalia,Rodentia,2445.546,1522.17,Vulnerable
Wrong on,Actinopterygii,Passeriformes,1076.34,1014.6,Extinct in the Wild
Recognize take,Reptilia,Primates,2148.891,1655.26,Near Threatened
Church get,Amphibia,Rodentia,3246.636,2189.59,Least Concern
Reason several,Mammalia,Rodentia,3154.693,234.61,Extinct in the Wild
Fill clearly,Amphibia,Squamata,1750.764,1111.65,Near Threatened
Number argue,Amphibia,Carnivora,2873.777,788.56,Near Threatened
Time determine,Reptilia,Squamata,4919.354,638.28,Extinct in the Wild
Star politics,Reptilia,Passeriformes,1632.354,653.52,Near Threatened
Notice medical,Reptilia,Passeriformes,900.019,2462.34,Endangered
Major fine,Mammalia,Anura,377.612,2344.17,Near Threatened
Firm culture,Aves,Primates,1136.187,1808.63,Least Concern
Memory training,Aves,Passeriformes,2632.288,2709.35,Vulnerable
Evening focus,Reptilia,Rodentia,3793.735,1545.51,Extinct in the Wild
Season benefit,Amphibia,Passeriformes,2275.748,1552.09,Extinct in the Wild
Specific husband,Mammalia,Squamata,4353.12,1886.82,Vulnerable
Language section,Reptilia,Rodentia,4241.261,2721.27,Near Threatened
Happen be,Actinopterygii,Carnivora,4194.447,1570.05,Extinct in the Wild
