species,class,order,weight_kg,length_cm,conservation_status
Over later,Mammalia,Carnivora,2943.052,2059.3,Endangered
Phone only,Mammalia,Carnivora,3472.836,614.04,Endangered
Value seem,Aves,Primates,3612.365,2935.25,Least Concern
Land particularly,Reptilia,Passeriformes,4043.471,2872.08,Endangered
Chance leader,Actinopterygii,Rodentia,4878.485,1672.88,Near Threatened
Culture increase,Reptilia,Rodentia,1614.017,1406.88,Extinct in the Wild
Run claim,Mammalia,Rodentia,2356.969,798.29,Extinct in the Wild
Trade way,Actinopterygii,Primates,2130.912,1738.55,Endangered
Member write,Reptilia,Carnivora,3164.689,2095.36,Endangered
Institution main,Mammalia,Primates,2757.943,592.66,Vulnerable
Hand before,Mammalia,Carnivora,4279.211,579.19,Critically Endangered
Per manage,Actinopterygii,Carnivora,2400.011,1630.91,Extinct in the Wild
Material letter,Reptilia,Rodentia,4833.258,2959.46,Vulnerable
Administration space,Amphibia,Squamata,4888.778,819.2,Least Concern
Send according,Mammalia,Rodentia,1383.151,601.44,Vulnerable
Mr lot,Reptilia,Carnivora,4264.811,1634.49,Endangered
Who thank,Mammalia,Passeriformes,989.124,2490.4,Extinct in the Wild
Organization tend,Amphibia,Squamata,34.953,1387.53,Least Concern
Race tonight,Amphibia,Primates,1526.135,2074.63,Vulnerable
Item charge,Reptilia,Primates,3273.887,1072.32,Near Threatened
Yet a,Actinopterygii,Primates,2704.742,1082.32,Vulnerable
Activity she,Amphibia,Primates,2032.659,97.23,Vulnerable
Treatment town,Mammalia,Anura,2849.893,2803.4,Critically Endangered
Yet third,Aves,Rodentia,1339.188,1561.45,Critically Endangered
Newspaper page,Actinopterygii,Rodentia,4944.122,2995.21,Extinct in the Wild
Small against,Aves,Squamata,2654.474,2163.29,Extinct in the Wild
Ground fine,Mammalia,Squamata,4006.018,595.37,Near Threatened
Expert everyone,Amphibia,Passeriformes,4980.635,2765.3,Near Threatened
Cut expect,Mammalia,Squamata,2763.468,600.36,Least Concern
After Republican,Reptilia,Primates,2617.821,1734.82,Vulnerable
Career dog,Reptilia,Rodentia,1284.154,2526.23,Near Threatened
Far system,Amphibia,Anura,4036.812,2217.88,Vulnerable
Task far,Reptilia,Rodentia,4039.318,1928.44,Extinct in the Wild
Media us,Mammalia,Anura,3772.003,2012.17,Vulnerable
Couple player,Amphibia,Squamata,4886.668,1561.19,Critically Endangered
Pass whose,Mammalia,Carnivora,1070.923,442.44,Extinct in the Wild
Magazine apply,Amphibia,Carnivora,99.568,956.69,Endangered
Oil occur,Reptilia,Primates,4579.953,2947.78,Vulnerable
Agree across,Reptilia,Anura,2400.969,2426.98,Near Threatened
None look,Aves,Anura,343.314,563.99,Endangered
Along field,Mammalia,Primates,2498.253,2925.52,Near Threatened
Charge case,Actinopterygii,Primates,2677.481,884.27,Critically Endangered
Paper manage,Reptilia,Carnivora,4215.299,977.86,Critically Endangered
Phone real,Amphibia,Passeriformes,1534.219,2700.44,Near Threatened
Per single,Reptilia,Rodentia,497.294,2609.53,Extinct in the Wild
Ask appear,Aves,Rodentia,185.276,435.35,Least Concern
House agency,Actinopterygii,Rodentia,298.994,965.06,Critically Endangered
Create agent,Aves,Primates,4113.955,1235.17,Endangered
Case fish,Reptilia,Passeriformes,3730.127,715.62,Least Concern
Various fear,Actinopterygii,Primates,1425.765,2721.33,Near Threatened
Until bill,Actinopterygii,Passeriformes,2275.095,2962.62,Critically Endangered
Office quickly,Amphibia,Primates,2913.834,2509.6,Extinct in the Wild
Child still,Amphibia,Rodentia,2353.725,1214.21,Critically Endangered
Protect you,Reptilia,Primates,3191.375,2931.65,Near Threatened
Hour range,Amphibia,Anura,1830.384,2061.47,Near Threatened
Close sit,Aves,Primates,2579.31,1630.63,Extinct in the Wild
Machine really,Aves,Anura,27.065,688.32,Least Concern
Any including,Actinopterygii,Passeriformes,3936.675,2212.74,Least Concern
Wife civil,Amphibia,Squamata,2009.101,1644.9,Endangered
Skill game,Actinopterygii,Rodentia,3606.14,2357.96,Critically Endangered
Throughout exist,Reptilia,Primates,1660.283,664.21,Endangered
If gun,Amphibia,Primates,1693.612,2843.67,Critically Endangered
Wife make,Aves,Squamata,724.194,2344.54,Extinct in the Wild
Avoid wrong,Reptilia,Passeriformes,1538.062,1579.43,Least Concern
Population wind,Aves,Carnivora,3589.52,1355.41,Endangered
Fall somebody,Amphibia,Anura,503.381,2520.72,Extinct in the Wild
Collection article,Amphibia,Rodentia,2432.166,2502.84,Least Concern
For old,Mammalia,Anura,2694.327,881.16,Critically Endangered
Official administration,Reptilia,Carnivora,1719.216,1773.85,Endangered
Safe grow,Mammalia,Squamata,2285.325,196.45,Near Threatened
Focus beat,Actinopterygii,Primates,1771.868,2505.69,Least Concern
Second perhaps,Actinopterygii,Passeriformes,1145.987,783.86,Vulnerable
Spring partner,Mammalia,Rodentia,3062.919,1337.58,Vulnerable
International article,Amphibia,Anura,743.813,2729.98,Extinct in the Wild
Image sign,Reptilia,Anura,1060.237,2549.65,Critically Endangered
Finish live,Actinopterygii,Passeriformes,4039.533,2723.97,Endangered
This serve,Reptilia,Rodentia,3052.846,1852.71,Least Concern
Fire science,Mammalia,Primates,597.432,1703.11,Near Threatened
Him number,Amphibia,Carnivora,2245.423,2663.28,Extinct in the Wild
Need myself,Mammalia,Squamata,4816.783,1573.01,Vulnerable
Center any,Reptilia,Rodentia,3331.77,103.37,Near Threatened
Serve wide,Actinopterygii,Carnivora,2933.865,346.23,Endangered
Few case,Amphibia,Primates,3140.04,928.17,Least Concern
Its use,Amphibia,Anura,3068.911,540.99,Critically Endangered
Debate service,Amphibia,Squamata,4455.093,1258.14,Least Concern
Scientist whether,Aves,Carnivora,2438.293,265.23,Near Threatened
Share compare,Reptilia,Rodentia,188.091,276.13,Extinct in the Wild
Third such,Amphibia,Squamata,2046.861,403.49,Extinct in the Wild
Effort growth,Actinopterygii,Squamata,4747.408,1408.72,Vulnerable
Pull exactly,Amphibia,Rodentia,3686.934,1224.24,Near Threatened
Rich everything,Mammalia,Primates,1568.363,171.94,Near Threatened
Million fear,Amphibia,Primates,3900.138,1406.89,Vulnerable
Rule join,Reptilia,Rodentia,1151.865,1831.79,Extinct in the Wild
Young environmental,Reptilia,Rodentia,3470.269,2940.4,Critically Endangered
Exactly dark,Amphibia,Primates,2421.531,1902.51,Extinct in the Wild
Course group,Amphibia,Rodentia,4732.14,684.97,Critically Endangered
Learn sell,Actinopterygii,Passeriformes,3201.69,2039.86,Least Concern
After up,Aves,Primates,2882.062,2867.51,Least Concern
Control table,Reptilia,Primates,3256.553,2132.69,Endangered
Forget eye,Reptilia,Carnivora,892.697,1813.25,Near Threatened
Piece magazine,Mammalia,Primates,1235.859,1752.51,Endangered
Sign explain,Actinopterygii,Primates,1604.686,690.93,Extinct in the Wild
Effect whose,Actinopterygii,Anura,2921.87,2975.95,Endangered
Institution street,Amphibia,Primates,1024.844,2390.97,Critically Endangered
Suffer mind,Aves,Passeriformes,156.954,920.56,Least Concern
Officer listen,Aves,Passeriformes,200.151,2915.68,Extinct in the Wild
Pass two,Amphibia,Primates,2306.646,1107.42,Least Concern
Reason least,Amphibia,Rodentia,256.886,1296.75,Near Threatened
Six true,Aves,Squamata,1080.974,1533.3,Least Concern
Catch be,Actinopterygii,Carnivora,2761.564,2060.03,Critically Endangered
Every the,Amphibia,Passeriformes,4649.292,1433.77,Extinct in the Wild
May head,Actinopterygii,Carnivora,4546.118,1697.19,Vulnerable
Color thank,Actinopterygii,Rodentia,2393.808,2903.26,Extinct in the Wild
Sell expert,Actinopterygii,Squamata,4046.711,2588.28,Near Threatened
Successful after,Amphibia,Primates,3322.41,1885.12,Near Threatened
Best let,Amphibia,Passeriformes,108.427,2037.16,Extinct in the Wild
Decide street,Actinopterygii,Primates,4849.775,2371.01,Extinct in the Wild
Tell TV,Actinopterygii,Primates,246.606,2590.03,Extinct in the Wild
Region performance,Amphibia,Primates,1716.463,2970.94,Endangered
Professional back,Actinopterygii,Carnivora,1770.624,112.28,Extinct in the Wild
Her subject,Aves,Passeriformes,2933.069,2798.83,Endangered
Blood state,Actinopterygii,Rodentia,4656.656,94.54,Critically Endangered
Company money,Reptilia,Passeriformes,1734.922,1728.36,Vulnerable
Age morning,Aves,Rodentia,1112.329,2591.79,Vulnerable
Performance happen,Actinopterygii,Primates,2187.291,2182.97,Vulnerable
Move art,Reptilia,Carnivora,2097.685,291.6,Least Concern
