species,class,order,weight_kg,length_cm,conservation_status
Camera notice,Reptilia,Squamata,2550.941,527.0,Critically Endangered
Which where,Reptilia,Passeriformes,359.486,786.69,Least Concern
Ask still,Aves,Anura,1606.087,55.16,Vulnerable
Office population,Amphibia,Passeriformes,4613.138,2196.63,Least Concern
Blue statement,Aves,Primates,3580.165,2189.06,Extinct in the Wild
Its continue,Mammalia,Passeriformes,2822.634,960.34,Vulnerable
Piece water,Aves,Anura,4139.609,1394.94,Least Concern
Than lay,Reptilia,Passeriformes,299.173,964.53,Endangered
Arrive decide,Aves,Anura,1502.928,220.55,Least Concern
Myself tend,Actinopterygii,Rodentia,1514.514,1042.05,Critically Endangered
Major tax,Actinopterygii,Anura,4333.892,2567.82,Critically Endangered
Common sometimes,Aves,Anura,864.109,653.28,Vulnerable
Network green,Actinopterygii,Carnivora,2549.179,1691.77,Vulnerable
Up until,Amphibia,Passeriformes,4859.694,722.14,Critically Endangered
Indeed him,Mammalia,Carnivora,4696.215,1292.77,Near Threatened
Hit throw,Reptilia,Primates,794.089,1180.38,Critically Endangered
Reduce phone,Reptilia,Anura,1495.498,1688.77,Vulnerable
Number leader,Actinopterygii,Rodentia,4205.734,1669.83,Extinct in the Wild
Sing image,Reptilia,Passeriformes,1468.465,182.41,Vulnerable
Energy total,Mammalia,Rodentia,4591.008,2494.9,Extinct in the Wild
Page house,Actinopterygii,Squamata,2177.611,1865.28,Extinct in the Wild
Particular learn,Amphibia,Anura,4908.223,2537.39,Endangered
Employee those,Actinopterygii,Rodentia,3319.104,2144.2,Near Threatened
Energy sure,Reptilia,Anura,2721.041,2463.1,Least Concern
Continue beautiful,Actinopterygii,Rodentia,2953.745,742.26,Vulnerable
Reduce last,Mammalia,Rodentia,3129.305,1076.39,Vulnerable
Benefit list,Mammalia,Anura,3296.989,2747.79,Critically Endangered
Where new,Mammalia,Squamata,725.89,2036.34,Least Concern
Rock child,Reptilia,Anura,2866.981,2735.5,Vulnerable
Outside traditional,Aves,Rodentia,1938.114,1595.83,Near Threatened
Rest majority,Mammalia,Carnivora,4088.105,499.17,Endangered
Clearly lot,Actinopterygii,Primates,3618.065,1257.98,Extinct in the Wild
Effort much,Mammalia,Primates,1610.837,679.08,Near Threatened
Ever what,Reptilia,Passeriformes,1090.435,1345.64,Near Threatened
Local bed,Actinopterygii,Carnivora,4831.931,1351.35,Endangered
Theory quickly,Actinopterygii,Primates,4884.932,1778.21,Least Concern
Determine nature,Actinopterygii,Primates,4421.935,1951.95,Endangered
Either four,Mammalia,Passeriformes,4100.75,2521.74,Extinct in the Wild
Her sound,Mammalia,Rodentia,2619.524,2551.4,Endangered
Pretty region,Reptilia,Squamata,4436.685,759.17,Vulnerable
Free model,Actinopterygii,Anura,881.438,2821.27,Extinct in the Wild
Month even,Amphibia,Squamata,4841.339,2119.37,Endangered
Be than,Aves,Primates,2580.87,2977.32,Near Threatened
She trade,Reptilia,Passeriformes,654.41,1981.27,Extinct in the Wild
Detail director,Amphibia,Rodentia,2417.867,995.74,Critically Endangered
Heart movie,Actinopterygii,Anura,4505.625,1738.21,Endangered
You mean,Amphibia,Squamata,3364.442,143.62,Extinct in the Wild
Grow system,Aves,Rodentia,3423.091,560.04,Least Concern
Education million,Aves,Squamata,3501.131,2551.47,Endangered
Enjoy wear,Reptilia,Squamata,4964.813,1149.28,Least Concern
Specific deal,Mammalia,Rodentia,3369.797,2611.86,Critically Endangered
Game lead,Amphibia,Anura,39.492,2266.27,Least Concern
Drug draw,Aves,Anura,677.235,1536.69,Vulnerable
Relationship result,Reptilia,Carnivora,4565.245,1843.66,Extinct in the Wild
Begin stop,Aves,Primates,4549.812,30.99,Extinct in the Wild
