species,class,order,weight_kg,length_cm,conservation_status
Executive pressure,Reptilia,Rodentia,920.3,322.65,Vulnerable
Sister star,Mammalia,Anura,1983.782,1484.22,Critically Endangered
Position hard,Reptilia,Passeriformes,3469.077,1671.63,Vulnerable
Discussion action,Reptilia,Anura,4395.353,113.45,Near Threatened
Keep instead,Amphibia,Primates,1726.687,1538.96,Endangered
Much coach,Aves,Passeriformes,3232.387,2072.83,Near Threatened
Scientist most,Amphibia,Passeriformes,3548.806,588.63,Least Concern
Agent decade,Amphibia,Carnivora,2541.031,1253.01,Near Threatened
Thousand develop,Mammalia,Anura,2749.123,938.97,Vulnerable
Detail or,Amphibia,Rodentia,2586.027,1319.67,Near Threatened
On boy,Actinopterygii,Primates,4590.609,1178.45,Vulnerable
Woman dark,Aves,Passeriformes,4202.876,1395.4,Least Concern
Hit likely,Amphibia,Squamata,1233.808,429.36,Vulnerable
Court nor,Amphibia,Anura,2912.674,1277.52,Vulnerable
Successful yet,Amphibia,Rodentia,4289.273,2707.53,Extinct in the Wild
Hope plan,Amphibia,Carnivora,2715.841,38.24,Extinct in the Wild
Small travel,Aves,Anura,4296.855,1445.78,Extinct in the Wild
Baby also,Aves,Primates,692.724,2205.06,Endangered
Performance thus,Mammalia,Passeriformes,3045.725,241.03,Near Threatened
Former hot,Aves,Carnivora,2051.826,2492.38,Vulnerable
Buy fact,Amphibia,Rodentia,2630.254,1598.28,Near Threatened
Many require,Amphibia,Squamata,1794.898,1157.98,Endangered
You anyone,Amphibia,Primates,3513.714,577.26,Least Concern
Moment job,Aves,Primates,925.449,1770.53,Near Threatened
Because bad,Mammalia,Carnivora,1221.77,2245.33,Near Threatened
Law station,Amphibia,Anura,2082.881,650.89,Vulnerable
Budget southern,Actinopterygii,Rodentia,4965.524,2118.82,Vulnerable
Offer might,Aves,Squamata,1282.435,2886.44,Extinct in the Wild
Trouble physical,Amphibia,Primates,1462.124,1655.95,Near Threatened
Current capital,Reptilia,Primates,4583.16,1849.3,Least Concern
Heavy hundred,Mammalia,Carnivora,2626.384,218.42,Endangered
Despite budget,Mammalia,Passeriformes,84.508,2850.1,Vulnerable
Medical example,Amphibia,Rodentia,3938.993,847.34,Near Threatened
Director trouble,Reptilia,Rodentia,2975.502,1754.57,Least Concern
International fly,Actinopterygii,Passeriformes,1047.832,498.75,Least Concern
Material activity,Aves,Anura,260.418,964.41,Vulnerable
Try model,Reptilia,Carnivora,264.088,2102.29,Vulnerable
Management save,Aves,Primates,3667.2,773.84,Near Threatened
My gas,Amphibia,Anura,3210.117,549.87,Vulnerable
Race day,Aves,Squamata,2760.666,631.24,Vulnerable
Wind machine,Mammalia,Carnivora,4709.136,1203.07,Critically Endangered
Seek least,Amphibia,Passeriformes,1218.705,2885.98,Critically Endangered
Control to,Reptilia,Carnivora,2445.807,2804.73,Critically Endangered
Per here,Mammalia,Squamata,2242.224,519.07,Vulnerable
Center president,Amphibia,Squamata,3531.106,1333.6,Vulnerable
Congress back,Actinopterygii,Passeriformes,327.078,457.23,Endangered
Focus already,Amphibia,Passeriformes,2158.193,1963.74,Critically Endangered
Conference bag,Aves,Primates,1502.51,2214.47,Endangered
It rich,Amphibia,Rodentia,4880.627,2479.48,Extinct in the Wild
Loss detail,Actinopterygii,Squamata,2199.899,890.28,Extinct in the Wild
Image school,Actinopterygii,Rodentia,3551.281,174.01,Endangered
Official respond,Reptilia,Primates,4316.699,2619.34,Endangered
