species,class,order,weight_kg,length_cm,conservation_status
Yes poor,Reptilia,Rodentia,3346.54,1400.73,Endangered
Movement government,Actinopterygii,Carnivora,4063.537,2433.49,Vulnerable
Stay task,Aves,Carnivora,196.161,2440.22,Vulnerable
Fall black,Actinopterygii,Primates,493.574,483.26,Vulnerable
Hundred find,Reptilia,Passeriformes,4944.251,1278.85,Least Concern
Out business,Reptilia,Passeriformes,375.027,90.96,Least Concern
Unit issue,Amphibia,Carnivora,4268.181,2630.69,Vulnerable
Chance charge,Mammalia,Squamata,3841.638,1657.44,Vulnerable
Carry avoid,Reptilia,Carnivora,3800.904,1009.48,Least Concern
Worry life,Mammalia,Passeriformes,77.755,555.17,Near Threatened
Thought down,Mammalia,Anura,1719.775,1730.78,Vulnerable
Floor special,Amphibia,Rodentia,4179.041,2983.78,Least Concern
Political save,Aves,Passeriformes,2789.894,2349.61,Endangered
Citizen box,Actinopterygii,Anura,101.521,239.05,Extinct in the Wild
Fall last,Amphibia,Passeriformes,2215.631,311.08,Endangered
Stuff positive,Amphibia,Primates,3036.414,1510.67,Least Concern
Condition career,Mammalia,Carnivora,1753.773,1620.09,Least Concern
Source impact,Amphibia,Passeriformes,1022.981,11.7,Endangered
Evidence four,Reptilia,Rodentia,1505.158,65.73,Endangered
When other,Amphibia,Anura,1140.956,1588.87,Endangered
Smile four,Aves,Squamata,1185.146,2919.56,Near Threatened
Science success,Aves,Primates,1094.359,2468.74,Near Threatened
Later share,Mammalia,Primates,2798.852,2867.63,Critically Endangered
Talk for,Amphibia,Anura,2399.58,2722.2,Extinct in the Wild
Next clearly,Aves,Squamata,1473.103,1636.97,Least Concern
Almost career,Aves,Passeriformes,3076.567,479.51,Least Concern
Man first,Mammalia,Primates,862.915,2691.34,Least Concern
Us always,Actinopterygii,Primates,1647.497,2935.64,Vulnerable
Quality policy,Aves,Squamata,3748.839,2002.21,Critically Endangered
Evening suddenly,Reptilia,Rodentia,4278.924,826.6,Endangered
Modern hotel,Mammalia,Squamata,4639.319,407.96,Vulnerable
Recognize certainly,Amphibia,Anura,3661.509,214.99,Vulnerable
History purpose,Aves,Passeriformes,3181.415,692.45,Extinct in the Wild
Degree century,Reptilia,Passeriformes,2350.264,2885.17,Near Threatened
Low this,Reptilia,Rodentia,573.718,1023.76,Near Threatened
Parent carry,Amphibia,Anura,572.739,251.44,Extinct in the Wild
Responsibility plant,Amphibia,Carnivora,1037.834,1958.31,Extinct in the Wild
But to,Actinopterygii,Anura,4613.701,2807.32,Least Concern
Require chance,Reptilia,Carnivora,2798.307,2173.69,Near Threatened
Particular least,Aves,Carnivora,4589.583,2251.29,Endangered
Watch old,Reptilia,Rodentia,3852.06,869.4,Endangered
Always agent,Mammalia,Passeriformes,3217.34,13.51,Extinct in the Wild
Return may,Reptilia,Passeriformes,3327.417,2210.98,Critically Endangered
Music fear,Reptilia,Passeriformes,1081.261,1565.24,Least Concern
Century structure,Actinopterygii,Squamata,2252.645,716.91,Critically Endangered
Point leave,Actinopterygii,Primates,2929.749,1249.17,Vulnerable
Treat child,Amphibia,Rodentia,4059.715,855.54,Near Threatened
Education under,Aves,Rodentia,3606.708,2293.68,Critically Endangered
Far law,Aves,Anura,2289.573,472.84,Least Concern
My suggest,Aves,Anura,2129.834,2905.86,Near Threatened
Agree who,Mammalia,Squamata,1222.938,1859.0,Extinct in the Wild
Others authority,Aves,Primates,3657.939,690.75,Critically Endangered
But develop,Actinopterygii,Anura,401.463,59.97,Least Concern
Certain perform,Mammalia,Primates,107.218,983.62,Least Concern
History show,Aves,Anura,1450.766,2709.77,Critically Endangered
Inside sense,Aves,Rodentia,1222.98,1068.48,Near Threatened
Station system,Amphibia,Primates,425.713,878.92,Extinct in the Wild
Tend benefit,Amphibia,Squamata,4088.636,1475.64,Extinct in the Wild
Watch describe,Amphibia,Passeriformes,2732.778,60.47,Extinct in the Wild
Sense task,Mammalia,Passeriformes,3132.481,2899.66,Vulnerable
Unit weight,Actinopterygii,Anura,1036.044,2235.33,Vulnerable
One next,Mammalia,Anura,4657.519,2098.32,Least Concern
Agree ahead,Aves,Rodentia,4173.654,1084.08,Endangered
Short exist,Reptilia,Carnivora,1963.822,1471.74,Extinct in the Wild
Center really,Aves,Carnivora,1723.925,1523.43,Least Concern
War none,Reptilia,Primates,1909.447,1041.53,Vulnerable
Still stuff,Actinopterygii,Primates,3181.593,1555.48,Near Threatened
Claim truth,Actinopterygii,Rodentia,1688.041,2730.0,Least Concern
Soldier likely,Mammalia,Passeriformes,526.717,1658.98,Critically Endangered
Year writer,Amphibia,Carnivora,572.666,2163.4,Least Concern
Have marriage,Aves,Primates,4984.496,77.75,Endangered
Month require,Aves,Squamata,3116.083,800.57,Near Threatened
Big fire,Amphibia,Passeriformes,3256.597,1997.73,Vulnerable
Debate out,Amphibia,Rodentia,2190.192,568.19,Extinct in the Wild
Ready responsibility,Aves,Anura,2664.814,2195.76,Least Concern
After trade,Reptilia,Carnivora,4655.688,1353.32,Endangered
Civil glass,Mammalia,Passeriformes,3963.704,1428.28,Vulnerable
Reflect near,Amphibia,Primates,2975.181,807.55,Endangered
Miss it,Mammalia,Squamata,768.119,333.85,Endangered
Little tell,Aves,Primates,550.179,1587.04,Near Threatened
Among yet,Mammalia,Primates,4708.469,1454.3,Near Threatened
Per try,Aves,Squamata,1546.332,2371.11,Least Concern
Strategy phone,Amphibia,Carnivora,778.322,2774.77,Near Threatened
Federal vote,Mammalia,Rodentia,1733.655,1880.85,Critically Endangered
The again,Amphibia,Anura,2739.786,2498.05,Near Threatened
Available section,Aves,Primates,1813.471,2405.94,Extinct in the Wild
Begin conference,Actinopterygii,Carnivora,1494.04,2482.21,Extinct in the Wild
Involve become,Actinopterygii,Rodentia,244.54,2265.19,Vulnerable
Agency real,Actinopterygii,Primates,807.921,252.76,Least Concern
Law present,Aves,Rodentia,490.898,2452.53,Least Concern
Current specific,Aves,Squamata,1453.49,1196.06,Extinct in the Wild
Then sell,Reptilia,Rodentia,3772.684,214.22,Near Threatened
All six,Reptilia,Squamata,1727.641,895.78,Extinct in the Wild
Big top,Aves,Carnivora,3894.928,2067.27,Least Concern
Include high,Aves,Primates,130.413,2459.77,Vulnerable
Middle stock,Amphibia,Passeriformes,3352.516,1180.33,Vulnerable
Visit southern,Aves,Squamata,2215.33,2854.56,Endangered
Too adult,Aves,Passeriformes,4328.596,2724.05,Near Threatened
National concern,Mammalia,Anura,2280.525,2342.45,Extinct in the Wild
Find physical,Actinopterygii,Passeriformes,1598.962,735.95,Near Threatened
Professor large,Aves,Anura,592.066,1339.53,Critically Endangered
Else current,Amphibia,Carnivora,2761.152,2448.52,Vulnerable
Clearly cover,Actinopterygii,Anura,581.715,2154.33,Vulnerable
Able recognize,Aves,Primates,3113.36,82.51,Least Concern
Glass sound,Reptilia,Squamata,1496.297,1173.44,Critically Endangered
Rich fall,Reptilia,Primates,4125.558,2829.1,Near Threatened
Soon social,Mammalia,Primates,3014.265,434.08,Vulnerable
Himself report,Aves,Carnivora,947.459,2541.36,Endangered
Build cup,Amphibia,Squamata,2819.059,1842.83,Vulnerable
Wide watch,Aves,Passeriformes,885.017,2702.83,Least Concern
Hospital body,Aves,Passeriformes,3391.861,2231.02,Extinct in the Wild
Tell really,Amphibia,Primates,4849.584,1938.11,Endangered
Blood find,Amphibia,Passeriformes,2201.792,1698.07,Critically Endangered
Sit late,Aves,Primates,2191.749,2864.31,Vulnerable
Less something,Amphibia,Squamata,3401.249,1625.85,Endangered
Which determine,Actinopterygii,Passeriformes,2294.521,1617.8,Near Threatened
Sea woman,Actinopterygii,Carnivora,4678.209,840.44,Near Threatened
Color candidate,Amphibia,Carnivora,1004.788,268.53,Critically Endangered
Form yes,Mammalia,Rodentia,1245.622,1997.67,Critically Endangered
Four account,Amphibia,Rodentia,430.928,368.66,Least Concern
Interview now,Actinopterygii,Carnivora,1963.86,764.92,Critically Endangered
Thank education,Reptilia,Carnivora,1518.832,213.88,Least Concern
Oil analysis,Reptilia,Anura,1817.227,564.37,Vulnerable
Any fast,Amphibia,Passeriformes,4003.677,1568.25,Critically Endangered
Again determine,Actinopterygii,Primates,50.6,1460.22,Vulnerable
Find everything,Actinopterygii,Anura,3516.785,848.79,Extinct in the Wild
Professor focus,Actinopterygii,Primates,447.752,659.21,Vulnerable
Huge daughter,Amphibia,Anura,3451.766,568.89,Near Threatened
Beat town,Amphibia,Primates,1314.499,1411.7,Critically Endangered
Radio big,Reptilia,Rodentia,4648.596,2018.8,Critically Endangered
Near significant,Reptilia,Squamata,3622.908,802.59,Near Threatened
Son give,Aves,Anura,3551.758,1192.42,Vulnerable
Specific very,Actinopterygii,Rodentia,1086.409,355.39,Near Threatened
Season certainly,Mammalia,Carnivora,2767.081,263.61,Extinct in the Wild
Phone require,Amphibia,Passeriformes,1996.651,559.81,Least Concern
Cup perform,Aves,Primates,2359.082,79.38,Endangered
Positive administration,Actinopterygii,Passeriformes,3921.382,559.68,Least Concern
Prepare entire,Actinopterygii,Squamata,4281.576,1549.89,Least Concern
Same hundred,Aves,Passeriformes,94.877,1978.98,Endangered
Family sometimes,Actinopterygii,Rodentia,3819.581,2820.35,Vulnerable
The music,Mammalia,Anura,4929.783,1433.97,Extinct in the Wild
Miss brother,Mammalia,Squamata,4971.191,1101.68,Near Threatened
West doctor,Amphibia,Anura,4527.743,1516.17,Near Threatened
Explain house,Reptilia,Carnivora,199.094,2914.35,Extinct in the Wild
Knowledge avoid,Actinopterygii,Primates,1169.362,792.73,Extinct in the Wild
Top project,Mammalia,Anura,1395.229,278.53,Vulnerable
Three form,Actinopterygii,Rodentia,1575.535,588.1,Vulnerable
Wrong determine,Amphibia,Primates,3673.159,2938.91,Least Concern
Identify nature,Reptilia,Primates,2670.873,765.62,Least Concern
Man range,Aves,Rodentia,3775.993,515.9,Least Concern
Word item,Actinopterygii,Primates,3134.621,1266.68,Near Threatened
Which whole,Aves,Squamata,1696.487,1163.62,Extinct in the Wild
Hard kid,Amphibia,Anura,3143.379,262.91,Near Threatened
Suddenly write,Actinopterygii,Passeriformes,4543.044,990.62,Vulnerable
Guy guy,Aves,Primates,637.493,903.91,Critically Endangered
Among threat,Actinopterygii,Carnivora,672.881,2195.99,Vulnerable
Month region,Aves,Primates,1199.299,2505.95,Least Concern
Nothing continue,Reptilia,Squamata,3582.796,550.13,Near Threatened
Create prevent,Reptilia,Primates,595.85,786.52,Endangered
Although rise,Reptilia,Squamata,4485.909,1458.14,Extinct in the Wild
Sort on,Reptilia,Squamata,4193.559,2107.27,Vulnerable
Democrat cut,Mammalia,Carnivora,1797.095,427.89,Critically Endangered
Seven perhaps,Actinopterygii,Carnivora,4643.567,650.41,Least Concern
How audience,Aves,Passeriformes,4003.915,436.84,Extinct in the Wild
Most put,Amphibia,Squamata,3550.509,157.32,Near Threatened
Professor ahead,Mammalia,Rodentia,4690.757,2493.57,Vulnerable
Debate environmental,Actinopterygii,Rodentia,453.617,2021.75,Near Threatened
Sometimes senior,Reptilia,Primates,680.12,488.54,Endangered
Partner sign,Actinopterygii,Passeriformes,4663.163,1927.31,Critically Endangered
Image travel,Actinopterygii,Squamata,4900.093,1096.31,Critically Endangered
Member strong,Amphibia,Anura,720.981,712.14,Extinct in the Wild
Since item,Amphibia,Rodentia,825.679,781.9,Vulnerable
Rather simply,Aves,Squamata,2343.765,1601.59,Extinct in the Wild
Technology a,Amphibia,Passeriformes,2001.463,687.41,Extinct in the Wild
Result own,Amphibia,Squamata,2785.018,1451.99,Vulnerable
Gun painting,Mammalia,Primates,849.632,221.83,Critically Endangered
Our become,Amphibia,Primates,982.669,2678.19,Critically Endangered
Between reflect,Actinopterygii,Squamata,2992.902,2099.04,Extinct in the Wild
Money word,Mammalia,Anura,1217.24,1376.24,Vulnerable
Street expert,Amphibia,Primates,566.164,121.48,Endangered
Possible analysis,Actinopterygii,Squamata,1878.98,1064.64,Critically Endangered
Democrat may,Reptilia,Passeriformes,1371.379,550.66,Vulnerable
Structure fight,Reptilia,Rodentia,3446.418,833.96,Least Concern
When try,Reptilia,Squamata,599.418,2617.13,Vulnerable
Likely middle,Mammalia,Rodentia,4839.036,724.13,Near Threatened
Make interview,Amphibia,Squamata,705.056,410.7,Critically Endangered
Foreign protect,Reptilia,Carnivora,3184.897,1337.78,Endangered
Wide usually,Amphibia,Squamata,4840.625,908.99,Critically Endangered
Hand ability,Mammalia,Carnivora,193.734,138.91,Extinct in the Wild
How language,Actinopterygii,Primates,1055.043,355.0,Vulnerable
Bed time,Mammalia,Carnivora,3784.735,2266.41,Extinct in the Wild
Box whom,Amphibia,Anura,4170.36,1231.35,Least Concern
