species,class,order,weight_kg,length_cm,conservation_status
Actually garden,Mammalia,Passeriformes,4626.578,2290.67,Least Concern
Do hospital,Actinopterygii,Passeriformes,2642.766,2314.31,Extinct in the Wild
Charge lose,Reptilia,Squamata,3593.312,2509.72,Endangered
Development my,Amphibia,Primates,2614.471,178.67,Vulnerable
Radio explain,Mammalia,Primates,3719.225,1723.08,Endangered
Form ahead,Aves,Primates,2938.699,2189.12,Least Concern
Hit mouth,Amphibia,Rodentia,3737.911,2864.66,Extinct in the Wild
Computer various,Aves,Carnivora,3298.638,1616.74,Extinct in the Wild
Magazine parent,Aves,Rodentia,4086.602,443.78,Vulnerable
Least class,Actinopterygii,Anura,3121.017,37.77,Vulnerable
When live,Aves,Rodentia,2341.615,1423.5,Least Concern
Sound these,Aves,Squamata,3078.01,1125.94,Least Concern
Around show,Reptilia,Carnivora,4915.372,2200.24,Endangered
Prove model,Mammalia,Squamata,3862.537,630.77,Vulnerable
Easy partner,Aves,Anura,4877.941,1981.44,Critically Endangered
Manager power,Reptilia,Passeriformes,723.286,987.62,Endangered
Continue often,Amphibia,Anura,3884.384,1229.24,Extinct in the Wild
Account clear,Amphibia,Rodentia,2032.724,912.14,Critically Endangered
Build speak,Actinopterygii,Anura,1956.288,1114.63,Extinct in the Wild
Together tend,Actinopterygii,Carnivora,4177.749,2531.02,Vulnerable
Fish floor,Aves,Squamata,3993.759,877.81,Vulnerable
Middle boy,Aves,Rodentia,3809.039,28.08,Critically Endangered
Foreign finish,Mammalia,Rodentia,1638.671,578.12,Critically Endangered
Use air,Aves,Primates,1732.904,555.93,Critically Endangered
Past learn,Reptilia,Primates,4289.21,307.36,Endangered
Unit born,Mammalia,Primates,3773.584,2888.5,Near Threatened
Blue whom,Amphibia,Squamata,431.171,2467.56,Critically Endangered
Technology laugh,Reptilia,Rodentia,1741.42,1938.32,Critically Endangered
Adult result,Mammalia,Carnivora,2191.92,803.29,Endangered
Commercial middle,Reptilia,Passeriformes,1742.086,2348.43,Critically Endangered
Owner government,Amphibia,Squamata,3370.084,577.38,Near Threatened
Girl world,Aves,Carnivora,3716.471,2489.91,Endangered
Plan this,Amphibia,Squamata,1987.488,2239.34,Vulnerable
News student,Mammalia,Squamata,4236.065,673.26,Least Concern
Onto friend,Amphibia,Squamata,669.128,769.87,Critically Endangered
Such really,Reptilia,Squamata,700.714,1546.06,Near Threatened
Reason trip,Mammalia,Carnivora,1693.819,700.78,Vulnerable
Along responsibility,Reptilia,Passeriformes,2856.999,1591.8,Endangered
Both and,Reptilia,Anura,1570.314,2326.37,Endangered
Forget during,Aves,Anura,3764.262,2750.13,Endangered
Movie us,Amphibia,Primates,25.591,2417.4,Vulnerable
Card task,Actinopterygii,Carnivora,4190.58,2626.44,Critically Endangered
Purpose wide,Aves,Primates,1226.94,2048.35,Near Threatened
