species,class,order,weight_kg,length_cm,conservation_status
Deal age,Reptilia,Passeriformes,2310.087,309.11,Extinct in the Wild
Show fall,Actinopterygii,Carnivora,752.381,1751.26,Critically Endangered
Behind notice,Amphibia,Carnivora,1822.177,480.11,Least Concern
Campaign main,Mammalia,Primates,2559.222,247.26,Endangered
Story will,Reptilia,Passeriformes,3296.296,1370.5,Least Concern
Build could,Reptilia,Passeriformes,27.573,27.76,Extinct in the Wild
Protect factor,Aves,Passeriformes,2780.514,889.55,Least Concern
Part well,Amphibia,Primates,1171.164,404.17,Extinct in the Wild
Question home,Reptilia,Squamata,4289.489,2434.25,Extinct in the Wild
Hope system,Reptilia,Carnivora,147.122,209.84,Near Threatened
Coach drop,Aves,Passeriformes,3134.104,2535.22,Critically Endangered
Age assume,Amphibia,Squamata,2802.669,1069.9,Critically Endangered
Same time,Actinopterygii,Squamata,3293.484,1731.06,Critically Endangered
Specific story,Aves,Primates,459.347,2800.63,Critically Endangered
Write say,Aves,Anura,4240.252,2121.51,Vulnerable
Area young,Aves,Primates,120.47,1470.27,Critically Endangered
Meeting likely,Aves,Rodentia,4392.766,2260.85,Least Concern
Receive I,Mammalia,Rodentia,1917.817,2860.88,Near Threatened
Threat sound,Amphibia,Passeriformes,3078.688,840.72,Critically Endangered
Billion people,Aves,Squamata,3701.295,2859.97,Critically Endangered
Then member,Mammalia,Carnivora,1916.784,2691.22,Critically Endangered
Same performance,Aves,Rodentia,592.384,1952.22,Extinct in the Wild
Without fly,Aves,Squamata,2571.287,1194.35,Least Concern
Poor can,Actinopterygii,Primates,965.615,2621.88,Critically Endangered
Result so,Mammalia,Passeriformes,4587.652,1883.13,Least Concern
Moment memory,Amphibia,Anura,1577.865,2172.27,Extinct in the Wild
Budget first,Mammalia,Rodentia,1845.88,753.2,Near Threatened
Society pick,Amphibia,Primates,4963.962,1196.49,Vulnerable
Allow garden,Mammalia,Rodentia,2323.064,2495.17,Least Concern
But adult,Mammalia,Primates,1409.7,2813.94,Least Concern
Guy nearly,Reptilia,Primates,4667.864,1459.79,Critically Endangered
Somebody scientist,Amphibia,Squamata,3551.18,83.36,Critically Endangered
Expert by,Amphibia,Primates,2071.851,1083.26,Least Concern
