species,class,order,weight_kg,length_cm,conservation_status
Myself various,Actinopterygii,Rodentia,2755.589,1300.21,Extinct in the Wild
Book plan,Aves,Passeriformes,941.198,774.8,Near Threatened
Decide concern,Aves,Carnivora,1057.783,1400.7,Least Concern
Paper stock,Aves,Anura,249.796,862.22,Endangered
Force weight,Mammalia,Rodentia,1254.889,1986.97,Near Threatened
Probably perform,Reptilia,Rodentia,3249.117,798.54,Least Concern
Commercial rest,Mammalia,Primates,4600.149,1199.15,Vulnerable
Watch concern,Aves,Anura,3630.21,2648.42,Endangered
Along detail,Mammalia,Passeriformes,1433.789,1373.32,Critically Endangered
Whose safe,Mammalia,Primates,3023.306,2922.46,Critically Endangered
Painting matter,Actinopterygii,Passeriformes,1717.373,1039.0,Near Threatened
Or arrive,Mammalia,Squamata,2115.616,1197.49,Least Concern
Wear true,Actinopterygii,Anura,3466.76,2447.55,Near Threatened
General bring,Actinopterygii,Rodentia,2408.65,2836.12,Vulnerable
Democratic about,Aves,Passeriformes,1403.967,1601.64,Near Threatened
Special yeah,Mammalia,Carnivora,2195.314,2469.75,Endangered
Gun grow,Mammalia,Squamata,2662.46,654.18,Near Threatened
Assume people,Aves,Anura,4001.477,2531.84,Endangered
A cover,Reptilia,Carnivora,4911.169,2240.07,Extinct in the Wild
Well provide,Actinopterygii,Anura,1335.861,49.62,Critically Endangered
Food leg,Amphibia,Squamata,1618.586,480.11,Least Concern
Author character,Actinopterygii,Passeriformes,436.024,385.75,Vulnerable
Small late,Reptilia,Passeriformes,3352.717,1595.21,Vulnerable
Change message,Aves,Rodentia,1070.052,2779.23,Near Threatened
Six story,Actinopterygii,Anura,1134.419,14.81,Extinct in the Wild
Baby worker,Actinopterygii,Primates,3350.528,919.89,Critically Endangered
According out,Amphibia,Passeriformes,748.325,1433.37,Endangered
Partner resource,Amphibia,Carnivora,2172.926,501.09,Least Concern
Affect manage,Reptilia,Carnivora,717.42,955.22,Vulnerable
Night know,Actinopterygii,Anura,4017.358,1818.32,Endangered
War civil,Amphibia,Passeriformes,1419.325,2692.47,Extinct in the Wild
Pm until,Reptilia,Carnivora,2443.598,2598.32,Endangered
Accept man,Mammalia,Carnivora,1875.904,487.45,Critically Endangered
Area direction,Reptilia,Rodentia,397.629,2001.69,Critically Endangered
Allow reason,Aves,Passeriformes,591.625,874.7,Vulnerable
Without minute,Amphibia,Rodentia,4621.27,252.85,Least Concern
Back may,Mammalia,Rodentia,4890.599,2906.36,Vulnerable
Nice professional,Aves,Rodentia,96.127,895.05,Endangered
Open office,Mammalia,Anura,4151.527,59.11,Least Concern
Next size,Actinopterygii,Squamata,4492.431,2015.98,Extinct in the Wild
Population step,Amphibia,Carnivora,2870.674,948.23,Least Concern
Ready source,Actinopterygii,Squamata,1165.662,1851.15,Vulnerable
Nearly another,Reptilia,Carnivora,192.983,536.65,Endangered
Feel pull,Amphibia,Carnivora,3718.048,928.48,Endangered
International agree,Aves,Squamata,3519.906,2026.77,Endangered
