species,class,order,weight_kg,length_cm,conservation_status
Peace when,Reptilia,Rodentia,1770.63,610.68,Least Concern
Test woman,Mammalia,Passeriformes,3173.179,1602.14,Vulnerable
Set practice,Actinopterygii,Rodentia,2890.806,369.58,Extinct in the Wild
Fall reduce,Mammalia,Passeriformes,483.107,73.94,Near Threatened
Picture long,Mammalia,Passeriformes,1334.062,2976.3,Critically Endangered
His break,Reptilia,Rodentia,3138.507,2142.73,Endangered
However too,Amphibia,Passeriformes,1334.958,2564.86,Critically Endangered
Week from,Actinopterygii,Passeriformes,2137.283,1667.08,Near Threatened
Cell Mrs,Aves,Passeriformes,4031.59,1148.64,Least Concern
Bring task,Reptilia,Rodentia,3567.187,237.49,Critically Endangered
National fish,Mammalia,Squamata,3380.719,1567.16,Extinct in the Wild
Leave Mrs,Reptilia,Anura,4617.558,236.0,Endangered
Choice station,Mammalia,Carnivora,2430.54,1148.84,Vulnerable
Office allow,Actinopterygii,Squamata,3492.162,332.93,Extinct in the Wild
Look market,Mammalia,Carnivora,2929.28,149.18,Endangered
Together vote,Amphibia,Passeriformes,4452.514,132.33,Least Concern
Lead speak,Mammalia,Primates,1046.526,2247.21,Vulnerable
Within history,Aves,Rodentia,4783.055,2412.24,Extinct in the Wild
Garden we,Aves,Rodentia,375.207,1888.31,Vulnerable
Word however,Reptilia,Passeriformes,1131.626,1270.1,Endangered
Trade able,Reptilia,Squamata,128.0,1475.51,Vulnerable
Suddenly building,Aves,Anura,4741.949,30.29,Endangered
Weight section,Reptilia,Squamata,262.528,685.6,Critically Endangered
Including well,Amphibia,Squamata,4209.197,2163.56,Vulnerable
Floor easy,Actinopterygii,Squamata,2869.274,1432.5,Endangered
Various course,Amphibia,Rodentia,693.266,1099.1,Near Threatened
Behavior include,Amphibia,Primates,2292.098,2049.33,Near Threatened
Can set,Amphibia,Passeriformes,1652.5,480.86,Critically Endangered
Range end,Mammalia,Carnivora,4950.801,1170.09,Extinct in the Wild
Medical matter,Aves,Rodentia,1978.421,185.2,Near Threatened
Way identify,Mammalia,Squamata,3880.102,188.59,Extinct in the Wild
Treat network,Aves,Anura,396.763,2986.02,Endangered
Role theory,Reptilia,Anura,1419.632,952.04,Endangered
Design left,Amphibia,Carnivora,3686.427,2482.68,Near Threatened
Marriage into,Mammalia,Carnivora,1028.975,2689.67,Extinct in the Wild
