species,class,order,weight_kg,length_cm,conservation_status
Prepare find,Aves,Carnivora,539.753,18.01,Extinct in the Wild
Address step,Mammalia,Rodentia,4.288,1848.54,Critically Endangered
Sit somebody,Aves,Primates,3965.124,860.04,Endangered
Heavy cell,Actinopterygii,Anura,3706.017,1330.84,Least Concern
Able song,Amphibia,Rodentia,837.599,109.94,Extinct in the Wild
Build cold,Actinopterygii,Squamata,4889.928,615.34,Vulnerable
With great,Amphibia,Rodentia,4879.103,2564.08,Extinct in the Wild
Do option,Aves,Primates,876.485,2128.19,Near Threatened
Indeed head,Amphibia,Carnivora,1147.084,1860.53,Critically Endangered
Often member,Aves,Squamata,4105.381,1999.22,Vulnerable
Available subject,Actinopterygii,Squamata,2458.43,471.13,Endangered
Imagine party,Amphibia,Squamata,651.829,353.67,Near Threatened
Condition poor,Amphibia,Passeriformes,4471.676,75.61,Least Concern
Stage source,Actinopterygii,Squamata,479.109,2850.18,Near Threatened
Add I,Mammalia,Primates,1926.207,2714.26,Vulnerable
Light wear,Amphibia,Squamata,4873.294,1834.82,Endangered
Wall production,Aves,Squamata,1634.565,1680.12,Critically Endangered
Enter red,Mammalia,Primates,252.145,895.44,Critically Endangered
Local four,Mammalia,Squamata,3304.352,2271.62,Endangered
Meeting or,Reptilia,Rodentia,3601.527,2173.34,Near Threatened
Owner national,Mammalia,Anura,3940.225,165.41,Least Concern
Night raise,Actinopterygii,Squamata,3183.454,2835.85,Least Concern
Central seat,Aves,Squamata,510.753,2060.61,Near Threatened
To move,Actinopterygii,Rodentia,2851.053,1425.06,Endangered
Pm not,Mammalia,Anura,1942.399,1875.41,Near Threatened
Future along,Reptilia,Rodentia,4943.916,1720.11,Extinct in the Wild
Federal book,Aves,Primates,4395.031,337.18,Endangered
Since run,Reptilia,Carnivora,3016.514,2788.06,Endangered
Avoid white,Actinopterygii,Squamata,154.645,1522.31,Least Concern
Who step,Aves,Rodentia,4598.134,1527.34,Least Concern
House station,Reptilia,Primates,3507.142,2546.64,Least Concern
Part school,Aves,Rodentia,316.329,1336.46,Vulnerable
Deal economy,Aves,Carnivora,2630.909,1566.07,Endangered
Never relate,Aves,Squamata,1486.647,2419.96,Near Threatened
Fast money,Mammalia,Squamata,2798.762,11.03,Near Threatened
Fight activity,Aves,Primates,4563.641,176.81,Critically Endangered
Democratic project,Reptilia,Passeriformes,4218.754,2725.71,Extinct in the Wild
Discuss decade,Mammalia,Primates,4827.15,96.78,Vulnerable
Floor notice,Aves,Rodentia,4799.679,2175.27,Least Concern
Effect hard,Amphibia,Squamata,4334.902,2919.49,Extinct in the Wild
New out,Amphibia,Primates,4497.479,373.68,Critically Endangered
Speech throughout,Aves,Primates,3851.479,1383.47,Near Threatened
Specific political,Amphibia,Squamata,249.548,1194.23,Extinct in the Wild
Though all,Aves,Primates,4295.891,1018.94,Near Threatened
Human as,Aves,Carnivora,3503.459,2724.57,Least Concern
Nothing pick,Actinopterygii,Rodentia,344.976,660.75,Vulnerable
Board science,Aves,Carnivora,4440.849,931.36,Critically Endangered
Generation assume,Reptilia,Anura,3728.997,1269.97,Critically Endangered
Happy couple,Aves,Rodentia,4618.087,2979.78,Extinct in the Wild
Decision from,Mammalia,Passeriformes,3998.116,1100.53,Extinct in the Wild
Write air,Actinopterygii,Squamata,844.903,2443.37,Vulnerable
Mouth security,Aves,Passeriformes,1508.013,2839.2,Endangered
Report material,Actinopterygii,Anura,2578.139,1464.06,Least Concern
Themselves car,Mammalia,Anura,1498.225,2433.77,Critically Endangered
Sell movement,Reptilia,Passeriformes,2664.162,137.37,Critically Endangered
Particularly by,Reptilia,Squamata,3363.783,1663.23,Least Concern
Make discussion,Actinopterygii,Primates,4074.706,1891.92,Near Threatened
Trial together,Reptilia,Anura,2276.949,1770.56,Critically Endangered
Alone position,Actinopterygii,Squamata,3504.106,840.38,Least Concern
To on,Amphibia,Squamata,3639.873,105.29,Critically Endangered
Apply impact,Reptilia,Carnivora,232.013,2729.57,Vulnerable
More herself,Actinopterygii,Passeriformes,1244.693,1484.8,Critically Endangered
Current business,Mammalia,Squamata,160.664,2567.8,Vulnerable
Adult down,Aves,Primates,3191.742,130.32,Critically Endangered
Within use,Mammalia,Passeriformes,4486.018,2827.78,Least Concern
Current fish,Actinopterygii,Rodentia,4029.596,749.75,Least Concern
Gas ever,Reptilia,Carnivora,4290.755,2586.07,Least Concern
Senior protect,Aves,Carnivora,2404.236,538.65,Least Concern
Education vote,Actinopterygii,Carnivora,3362.644,156.73,Vulnerable
Fill serious,Reptilia,Passeriformes,1686.049,2259.01,Least Concern
Prevent road,Reptilia,Rodentia,4067.06,1805.42,Least Concern
Debate on,Amphibia,Passeriformes,721.485,324.97,Vulnerable
Court herself,Aves,Carnivora,475.27,1668.02,Extinct in the Wild
Generation debate,Actinopterygii,Passeriformes,380.165,383.14,Near Threatened
Model present,Actinopterygii,Carnivora,3216.359,1226.58,Critically Endangered
Recent technology,Aves,Passeriformes,827.663,760.57,Endangered
Real term,Actinopterygii,Squamata,3850.196,2797.19,Critically Endangered
Story always,Amphibia,Squamata,3590.603,1642.57,Critically Endangered
Want letter,Mammalia,Carnivora,537.931,1698.27,Least Concern
Exactly young,Aves,Carnivora,134.912,1590.11,Endangered
Effect but,Amphibia,Squamata,2681.822,2430.34,Near Threatened
Area summer,Amphibia,Carnivora,2776.981,189.28,Endangered
Ground modern,Reptilia,Anura,3345.905,1188.54,Near Threatened
Standard white,Actinopterygii,Carnivora,979.827,1250.98,Extinct in the Wild
Understand you,Reptilia,Rodentia,626.521,840.76,Critically Endangered
Yet after,Amphibia,Primates,1651.93,1942.55,Near Threatened
Thank health,Mammalia,Carnivora,307.02,357.54,Vulnerable
Level more,Actinopterygii,Passeriformes,2035.873,682.8,Extinct in the Wild
Usually only,Mammalia,Carnivora,4178.814,2343.37,Critically Endangered
Meet service,Aves,Rodentia,4275.016,2433.23,Critically Endangered
Of way,Amphibia,Squamata,1693.611,581.14,Near Threatened
Those although,Mammalia,Rodentia,3507.582,407.82,Extinct in the Wild
Attention stuff,Aves,Passeriformes,311.477,2824.78,Critically Endangered
Myself international,Reptilia,Anura,1914.53,2502.19,Critically Endangered
Training dark,Aves,Rodentia,682.654,1615.21,Vulnerable
Represent city,Actinopterygii,Squamata,2247.598,1643.4,Near Threatened
Term else,Reptilia,Carnivora,4769.587,2872.3,Near Threatened
Budget already,Actinopterygii,Carnivora,4435.252,2650.27,Critically Endangered
Paper value,Mammalia,Passeriformes,1245.143,2642.74,Least Concern
Own drive,Amphibia,Primates,1326.813,710.62,Vulnerable
Forward just,Actinopterygii,Carnivora,2032.292,2832.02,Vulnerable
Happen weight,Mammalia,Anura,3930.073,1767.92,Least Concern
