species,class,order,weight_kg,length_cm,conservation_status
With nor,Amphibia,Carnivora,3640.192,652.31,Endangered
Really general,Amphibia,Anura,3763.435,2551.13,Critically Endangered
Unit skin,Reptilia,Squamata,1224.783,300.96,Vulnerable
New recently,Amphibia,Squamata,1006.55,812.95,Extinct in the Wild
Night benefit,Aves,Anura,3226.697,2564.44,Extinct in the Wild
Wrong language,Mammalia,Primates,2239.402,2165.88,Least Concern
Expert situation,Aves,Primates,4257.858,1378.75,Least Concern
Hit pick,Mammalia,Anura,1260.115,688.46,Endangered
Talk tax,Actinopterygii,Primates,4179.132,1076.68,Endangered
Sit theory,Aves,Passeriformes,4183.771,1672.44,Least Concern
Less according,Aves,Rodentia,4771.562,667.15,Vulnerable
Cause civil,Reptilia,Rodentia,3464.825,2360.0,Critically Endangered
Voice college,Actinopterygii,Primates,2349.379,1396.11,Extinct in the Wild
Measure computer,Amphibia,Anura,309.318,675.12,Extinct in the Wild
Of idea,Actinopterygii,Carnivora,2059.797,1412.32,Critically Endangered
Free window,Mammalia,Squamata,2960.292,2805.95,Least Concern
Story range,Actinopterygii,Squamata,4763.898,2510.21,Extinct in the Wild
Set ready,Aves,Passeriformes,4280.574,233.24,Least Concern
American large,Aves,Carnivora,4.344,1941.81,Critically Endangered
That them,Mammalia,Carnivora,751.964,633.7,Critically Endangered
Lead lead,Mammalia,Squamata,1065.936,2228.73,Extinct in the Wild
Instead near,Aves,Carnivora,4412.265,66.63,Critically Endangered
Improve they,Mammalia,Anura,170.324,400.79,Endangered
Body movie,Aves,Rodentia,4090.295,2935.62,Least Concern
Phone professor,Reptilia,Squamata,1587.516,2477.73,Extinct in the Wild
Black itself,Actinopterygii,Carnivora,2687.71,191.63,Vulnerable
Soon majority,Reptilia,Carnivora,1987.092,56.29,Vulnerable
Head production,Aves,Primates,255.31,1910.27,Extinct in the Wild
Yard reality,Mammalia,Primates,4999.139,2426.67,Near Threatened
Game note,Actinopterygii,Passeriformes,4499.454,95.72,Least Concern
Machine activity,Aves,Squamata,439.152,2404.4,Critically Endangered
